k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.10000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      41|[0.2265802316570504, 0.3959273966205532, 0.4159939360775917, 0.3807849758757438]|  0.0034312603529543|      0.00100000|[439, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      42|[0.2262803434419461, 0.3964971652916413, 0.4158873311182673, 0.3800273043753325]|  0.0034027714282274|      0.01000000|[450, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      43|[0.2262803434419461, 0.3964971652916413, 0.4158873311182673, 0.3800273043753325]|  0.0034027714282274|      0.00100000|[461, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      44|[0.2260284160956716, 0.3970633041390724, 0.4157525395937086, 0.3792540963421774]|  0.0033744983375072|      0.01000000|[471, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      45|[0.2260284160956716, 0.3970633041390724, 0.4157525395937086, 0.3792540963421774]|  0.0033744983375072|      0.00100000|[482, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      46|[0.2257907540439234, 0.397632699481142, 0.4156532325941997, 0.3784734275177474] |  0.0033463563304394|      0.01000000|[493, 184, 0, 92]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      47|[0.2257907540439234, 0.397632699481142, 0.4156532325941997, 0.3784734275177474] |  0.0033463563304394|      0.00100000|[505, 188, 0, 94]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      48|[0.2255670468806624, 0.398155797640548, 0.4155823118038483, 0.3776541023916664] |  0.0033184136264026|      0.01000000|[516, 192, 0, 96]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      49|[0.2255670468806624, 0.398155797640548, 0.4155823118038483, 0.3776541023916664] |  0.0033184136264026|      0.00100000|[527, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      50|[0.225194165378852, 0.3987603222872073, 0.4157148821014297, 0.3769627743556457] |  0.0032918900251389|      0.01000000|[537, 200, 0, 100]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      51|[0.225194165378852, 0.3987603222872073, 0.4157148821014297, 0.3769627743556457] |  0.0032918900251389|      0.00100000|[548, 204, 0, 102]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      52|[0.2250228959976655, 0.3993576749957891, 0.4155756929068745, 0.3761917601477759]|  0.0032641792204231|      0.01000000|[559, 208, 0, 104]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      53|[0.2250228959976655, 0.3993576749957891, 0.4155756929068745, 0.3761917601477759]|  0.0032641792204231|      0.00100000|[569, 212, 0, 106]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      54|[0.224844553841563, 0.3999209869161429, 0.4154651156998055, 0.3753926065724095] |  0.0032365391962230|      0.01000000|[580, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      55|[0.224844553841563, 0.3999209869161429, 0.4154651156998055, 0.3753926065724095] |  0.0032365391962230|      0.00100000|[590, 220, 0, 110]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      56|[0.2246286481600276, 0.4004750427222116, 0.4153863072333142, 0.3745924840030169]|  0.0032090558670461|      0.01000000|[600, 224, 0, 112]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      57|[0.2246286481600276, 0.4004750427222116, 0.4153863072333142, 0.3745924840030169]|  0.0032090558670461|      0.00100000|[611, 228, 0, 114]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      58|[0.2244910357719478, 0.4010506645987988, 0.4152768881458515, 0.37379389164822]  |  0.0031815879046917|      0.01000000|[621, 232, 0, 116]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      59|[0.2244910357719478, 0.4010506645987988, 0.4152768881458515, 0.37379389164822]  |  0.0031815879046917|      0.00100000|[632, 236, 0, 118]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      60|[0.2243381807346654, 0.4016238888299395, 0.4151520823185105, 0.3729986100478593]|  0.0031542086508125|      0.01000000|[642, 240, 0, 120]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      61|[0.2243381807346654, 0.4016238888299395, 0.4151520823185105, 0.3729986100478593]|  0.0031542086508125|      0.00100000|[653, 244, 0, 122]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      62|[0.2241893014475295, 0.4022015492430282, 0.4150393831959407, 0.3722039766023109]|  0.0031269127503037|      0.01000000|[663, 248, 0, 124]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      63|[0.2241893014475295, 0.4022015492430282, 0.4150393831959407, 0.3722039766023109]|  0.0031269127503037|      0.00100000|[674, 252, 0, 126]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      64|[0.2240592602623036, 0.4027801707815577, 0.4149424595657658, 0.3714046692676714]|  0.0030997113790363|      0.01000000|[685, 256, 0, 128]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      65|[0.2240592602623036, 0.4027801707815577, 0.4149424595657658, 0.3714046692676714]|  0.0030997113790363|      0.00100000|[695, 260, 0, 130]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      66|[0.2238917391032281, 0.4033724865758292, 0.414831617564466, 0.3706244047536337] |  0.0030726052355021|      0.01000000|[705, 264, 0, 132]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      67|[0.2238917391032281, 0.4033724865758292, 0.414831617564466, 0.3706244047536337] |  0.0030726052355021|      0.00100000|[716, 268, 0, 134]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      68|[0.2237449283647581, 0.4039125892394657, 0.4147093966503865, 0.3698047720505501]|  0.0030455971136689|      0.01000000|[726, 272, 0, 136]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      69|[0.2237449283647581, 0.4039125892394657, 0.4147093966503865, 0.3698047720505501]|  0.0030455971136689|      0.00100000|[737, 276, 0, 138]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      70|[0.2236391322786133, 0.4044767746580606, 0.4146230442606624, 0.3689904961351564]|  0.0030186914373189|      0.01000000|[749, 280, 0, 140]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      71|[0.2236391322786133, 0.4044767746580606, 0.4146230442606624, 0.3689904961351564]|  0.0030186914373189|      0.00100000|[759, 284, 0, 142]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      72|[0.2233786392128973, 0.4050312029228545, 0.4145304515329575, 0.3682055252766606]|  0.0029920418746769|      0.01000000|[769, 288, 0, 144]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      73|[0.2233786392128973, 0.4050312029228545, 0.4145304515329575, 0.3682055252766606]|  0.0029920418746769|      0.00100000|[780, 292, 0, 146]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      74|[0.2232566242084384, 0.4056066449862886, 0.4144279027198021, 0.3674033641262437]|  0.0029652765952051|      0.01000000|[790, 296, 0, 148]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      75|[0.2232566242084384, 0.4056066449862886, 0.4144279027198021, 0.3674033641262437]|  0.0029652765952051|      0.00100000|[800, 300, 0, 150]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      76|[0.2230272495951958, 0.4061506024660975, 0.4143244686962437, 0.3666028649384052]|  0.0029387569520622|      0.01000000|[810, 304, 0, 152]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      77|[0.2230272495951958, 0.4061506024660975, 0.4143244686962437, 0.3666028649384052]|  0.0029387569520622|      0.00100000|[821, 308, 0, 154]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      78|[0.2233230123363753, 0.4067530013005239, 0.414346980792079, 0.3658618296823257] |  0.0029152468778193|      0.01000000|[831, 312, 0, 156]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      79|[0.2233230123363753, 0.4067530013005239, 0.414346980792079, 0.3658618296823257] |  0.0029152468778193|      0.00100000|[841, 316, 0, 158]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      80|[0.2231183934299757, 0.4073052177187943, 0.4142420638891902, 0.3650604679824518]|  0.0028887090738863|      0.01000000|[852, 320, 0, 160]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
