k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|     10.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|     10.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.0172191418155068, -0.5839839426678001, -7.926090320186837]                   |  1.0585973262786865|      0.10000000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.0172191418155068, -0.5839839426678001, -7.926090320186837]                   |  1.0585973262786865|      0.01000000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.0130980762668799, -0.5927069786967962, -7.928721947284425]                   |  1.0577278137207031|      0.10000000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.0130980762668799, -0.5927069786967962, -7.928721947284425]                   |  1.0577278137207031|      0.01000000|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.0132051589931976, -0.602206206905967, -7.931844958126516]                    |  1.0568423271179199|      0.10000000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.0132051589931976, -0.602206206905967, -7.931844958126516]                    |  1.0568423271179199|      0.01000000|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.0040469988204132, -0.6054966766203039, -7.929542587324786]                   |  1.0563557147979736|      0.10000000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.0040469988204132, -0.6054966766203039, -7.929542587324786]                   |  1.0563557147979736|      0.01000000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[-0.004891741720164, -0.6099645837292207, -7.92991234888895]                    |  1.0559045076370239|      0.10000000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[-0.004891741720164, -0.6099645837292207, -7.92991234888895]                    |  1.0559045076370239|      0.01000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[-0.0116621687843662, -0.6171516784702458, -7.931495695519302]                  |  1.0552437305450439|      0.10000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[-0.0116621687843662, -0.6171516784702458, -7.931495695519302]                  |  1.0552437305450439|      0.01000000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[-0.0055629987389585, -0.6230585814390515, -7.936778556682944]                  |  1.0544739961624146|      0.10000000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[-0.0055629987389585, -0.6230585814390515, -7.936778556682944]                  |  1.0544739961624146|      0.01000000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[-0.0041606183319425, -0.6329597557484684, -7.936787302456699]                  |  1.0532760620117188|      0.10000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[-0.0041606183319425, -0.6329597557484684, -7.936787302456699]                  |  1.0532760620117188|      0.01000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[-0.0024626572770802, -0.6420764206090173, -7.940529407489512]                  |  1.0521087646484375|      0.10000000|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[-0.0024626572770802, -0.6420764206090173, -7.940529407489512]                  |  1.0521087646484375|      0.01000000|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[-0.00113814900209, -0.6519519166920023, -7.941378085841086]                    |  1.0507783889770508|      0.10000000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[-0.00113814900209, -0.6519519166920023, -7.941378085841086]                    |  1.0507783889770508|      0.01000000|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.0001248813177558, -0.6618263143320728, -7.942327309553873]                   |  1.0493812561035156|      0.10000000|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.0001248813177558, -0.6618263143320728, -7.942327309553873]                   |  1.0493812561035156|      0.01000000|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.0015819333950619, -0.6709989758627316, -7.94603396298898]                    |  1.0480291843414307|      0.10000000|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.0015819333950619, -0.6709989758627316, -7.94603396298898]                    |  1.0480291843414307|      0.01000000|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.0012389503027848, -0.680883848504598, -7.944560309212649]                    |  1.0465035438537598|      0.10000000|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.0012389503027848, -0.680883848504598, -7.944560309212649]                    |  1.0465035438537598|      0.01000000|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[-0.0018328109149438, -0.6903771631115111, -7.945224583851205]                  |  1.0449866056442261|      0.10000000|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[-0.0018328109149438, -0.6903771631115111, -7.945224583851205]                  |  1.0449866056442261|      0.01000000|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.0012028668249842, -0.6960695825467096, -7.952865331303718]                   |  1.0440545082092285|      0.10000000|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.0012028668249842, -0.6960695825467096, -7.952865331303718]                   |  1.0440545082092285|      0.01000000|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.0035130991178801, -0.7057952686664962, -7.952593566235597]                   |  1.0424268245697021|      0.10000000|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.0035130991178801, -0.7057952686664962, -7.952593566235597]                   |  1.0424268245697021|      0.01000000|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.0020633881511718, -0.7125606849654129, -7.959813502552169]                   |  1.0412563085556030|      0.10000000|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.0020633881511718, -0.7125606849654129, -7.959813502552169]                   |  1.0412563085556030|      0.01000000|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.0013663923487426, -0.7225355062448237, -7.959682593059727]                   |  1.0394948720932007|      0.10000000|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.0013663923487426, -0.7225355062448237, -7.959682593059727]                   |  1.0394948720932007|      0.01000000|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[-0.0036394903938986, -0.7305786691679188, -7.962883947173141]                  |  1.0380605459213257|      0.10000000|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[-0.0036394903938986, -0.7305786691679188, -7.962883947173141]                  |  1.0380605459213257|      0.01000000|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[-7.68387030998e-05, -0.7398739547224338, -7.961932538012962]                   |  1.0363441705703735|      0.10000000|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[-7.68387030998e-05, -0.7398739547224338, -7.961932538012962]                   |  1.0363441705703735|      0.01000000|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.0058824557406045, -0.7472095520590338, -7.9651999255700945]                  |  1.0350184440612793|      0.10000000|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.0058824557406045, -0.7472095520590338, -7.9651999255700945]                  |  1.0350184440612793|      0.01000000|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.0127165818613976, -0.7544510606232818, -7.966124735755493]                   |  1.0337871313095093|      0.10000000|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.0127165818613976, -0.7544510606232818, -7.966124735755493]                   |  1.0337871313095093|      0.01000000|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.015151918960916, -0.7596054308690391, -7.957908799985213]                    |  1.0328745841979980|      0.10000000|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.015151918960916, -0.7596054308690391, -7.957908799985213]                    |  1.0328745841979980|      0.01000000|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[0.0096665173605883, -0.7653163194467005, -7.96401585499861]                    |  1.0316568613052368|      0.10000000|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.0096665173605883, -0.7653163194467005, -7.96401585499861]                    |  1.0316568613052368|      0.01000000|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.0019419382759703, -0.7711975076393787, -7.966412207102911]                   |  1.0304453372955322|      0.10000000|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.0019419382759703, -0.7711975076393787, -7.966412207102911]                   |  1.0304453372955322|      0.01000000|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.0011064808302104, -0.7810273358050183, -7.964776209214672]                   |  1.0285553932189941|      0.10000000|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.0011064808302104, -0.7810273358050183, -7.964776209214672]                   |  1.0285553932189941|      0.01000000|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[0.0014945326747907, -0.790938646249354, -7.963505248537892]                    |  1.0266486406326294|      0.10000000|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.0014945326747907, -0.790938646249354, -7.963505248537892]                    |  1.0266486406326294|      0.01000000|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.008338811619136, -0.7978813529581676, -7.961279339894801]                    |  1.0253791809082031|      0.10000000|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[0.008338811619136, -0.7978813529581676, -7.961279339894801]                    |  1.0253791809082031|      0.01000000|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.0082891515751068, -0.8016033267992939, -7.97056074305413]                    |  1.0246701240539551|      0.10000000|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.0082891515751068, -0.8016033267992939, -7.97056074305413]                    |  1.0246701240539551|      0.01000000|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.0072148552583344, -0.8111048024707098, -7.973487831622872]                   |  1.0228376388549805|      0.10000000|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.0072148552583344, -0.8111048024707098, -7.973487831622872]                   |  1.0228376388549805|      0.01000000|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.0067989934842157, -0.8210953775830074, -7.973612201677007]                   |  1.0209364891052246|      0.10000000|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.0067989934842157, -0.8210953775830074, -7.973612201677007]                   |  1.0209364891052246|      0.01000000|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
