k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[-0.0700874825745771, 0.0293663765973111, -7.093139590165221]                   |  1.0041651725769043|      0.12500000|[154, 59, 0, 59]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.0474112245050874, 0.0065869832604059, -7.057081954721259]                    |  1.0005699396133423|      0.25000000|[160, 61, 0, 61]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[0.0474112245050874, 0.0065869832604059, -7.057081954721259]                    |  1.0005699396133423|      0.12500000|[170, 65, 0, 65]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.0474112245050874, 0.0065869832604059, -7.057081954721259]                    |  1.0005699396133423|      0.06250000|[181, 69, 0, 69]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      21|[-0.0035808503975409, 0.0203228481296184, -7.023654655796286]                   |  0.9986624717712402|      0.12500000|[186, 71, 0, 71]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[-0.0035808503975409, 0.0203228481296184, -7.023654655796286]                   |  0.9986624717712402|      0.06250000|[197, 75, 0, 75]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[-0.0035808503975409, 0.0203228481296184, -7.023654655796286]                   |  0.9986624717712402|      0.03125000|[208, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.0084134997548729, -0.0073500666559369, -7.031834377777667]                   |  0.9983581900596619|      0.06250000|[214, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[0.0084134997548729, -0.0073500666559369, -7.031834377777667]                   |  0.9983581900596619|      0.03125000|[224, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.0084134997548729, -0.0073500666559369, -7.031834377777667]                   |  0.9983581900596619|      0.01562500|[234, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[-0.0042326044354155, 0.001823619400745, -7.031589106617909]                    |  0.9982549548149109|      0.03125000|[239, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[-0.0042326044354155, 0.001823619400745, -7.031589106617909]                    |  0.9982549548149109|      0.01562500|[250, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      29|[-0.003918336769992, -0.0021057626862539, -7.016469522719903]                   |  0.9982265830039978|      0.03125000|[258, 99, 0, 99]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      30|[-0.003918336769992, -0.0021057626862539, -7.016469522719903]                   |  0.9982265830039978|      0.01562500|[270, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      31|[-0.003918336769992, -0.0021057626862539, -7.016469522719903]                   |  0.9982265830039978|      0.00781250|[281, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[-0.003918336769992, -0.0021057626862539, -7.016469522719903]                   |  0.9982265830039978|      0.00390625|[291, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[-0.0007368243253415, 0.0001139071312133, -7.0160114468217545]                  |  0.9982065558433533|      0.00781250|[300, 115, 0, 115]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
      34|[-0.0007368243253415, 0.0001139071312133, -7.0160114468217545]                  |  0.9982065558433533|      0.00390625|[310, 119, 0, 119]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.0002792124715936, -0.0009435339026385, -7.012390911398685]                   |  0.9982004761695862|      0.00781250|[319, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      36|[0.0002792124715936, -0.0009435339026385, -7.012390911398685]                   |  0.9982004761695862|      0.00390625|[329, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.0002792124715936, -0.0009435339026385, -7.012390911398685]                   |  0.9982004761695862|      0.00195312|[340, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.0003475346488018, -0.000724380604031, -7.010451323510129]                    |  0.9981966614723206|      0.00390625|[346, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.0003475346488018, -0.000724380604031, -7.010451323510129]                    |  0.9981966614723206|      0.00195312|[357, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      40|[-0.0005806580928155, -0.0004558511531999, -7.008753958660113]                  |  0.9981935024261475|      0.00390625|[364, 139, 0, 139]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      41|[0.0006187688002117, 0.001679388213251, -7.005710783174088]                     |  0.9981906414031982|      0.00781250|[369, 141, 0, 141]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.0006187688002117, 0.001679388213251, -7.005710783174088]                     |  0.9981906414031982|      0.00390625|[379, 145, 0, 145]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.001802867860033, 0.0009294696067772, -7.00206464541439]                      |  0.9981849193572998|      0.00781250|[390, 149, 0, 149]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | iterate success | actual_k=1
      44|[0.001802867860033, 0.0009294696067772, -7.00206464541439]                      |  0.9981849193572998|      0.00390625|[402, 153, 0, 153]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      45|[-0.0009347748537039, 4.1399633416e-05, -6.999423540880898]                     |  0.9981768727302551|      0.00781250|[410, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      46|[-0.0009347748537039, 4.1399633416e-05, -6.999423540880898]                     |  0.9981768727302551|      0.00390625|[421, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
