k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      1.23456790|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      1.11111111|[23, 9, 0, 9]                                                              |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       4|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      1.00000000|[34, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       5|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.90000000|[45, 19, 0, 19]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       6|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.81000000|[55, 23, 0, 23]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       7|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.72900000|[66, 27, 0, 27]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       8|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.65610000|[77, 31, 0, 31]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       9|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.59049000|[89, 35, 0, 35]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      10|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.53144100|[100, 39, 0, 39]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      11|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.47829690|[111, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      12|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.43046721|[121, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      13|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.38742049|[132, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      14|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.34867844|[143, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      30|[1.7991342587173724, 0.3771077823803357, -7.698146248036102]                    |  4.5056681632995605|      0.15009464|[302, 117, 0, 117]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.7991342587173724, 0.3771077823803357, -7.698146248036102]                    |  4.5056681632995605|      0.13508517|[313, 121, 0, 121]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      32|[1.7991342587173724, 0.3771077823803357, -7.698146248036102]                    |  4.5056681632995605|      0.12157665|[324, 125, 0, 125]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.7991342587173724, 0.3771077823803357, -7.698146248036102]                    |  4.5056681632995605|      0.10941899|[334, 129, 0, 129]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      34|[1.7991342587173724, 0.3771077823803357, -7.698146248036102]                    |  4.5056681632995605|      0.09847709|[345, 133, 0, 133]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      35|[1.7126348610488977, 0.3301610246049835, -7.701551161434225]                    |  4.1250820159912109|      0.10941899|[353, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      36|[1.7126348610488977, 0.3301610246049835, -7.701551161434225]                    |  4.1250820159912109|      0.09847709|[364, 141, 0, 141]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      37|[1.7126348610488977, 0.3301610246049835, -7.701551161434225]                    |  4.1250820159912109|      0.08862938|[374, 145, 0, 145]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      38|[1.6294905952100796, 0.302345291908255, -7.7145312725257]                       |  3.8093924522399902|      0.09847709|[383, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      39|[1.6294905952100796, 0.302345291908255, -7.7145312725257]                       |  3.8093924522399902|      0.08862938|[395, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      40|[1.6294905952100796, 0.302345291908255, -7.7145312725257]                       |  3.8093924522399902|      0.07976644|[405, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      41|[1.5548174809234898, 0.2743737758549821, -7.712480484004344]                    |  3.5388216972351074|      0.08862938|[413, 159, 0, 159]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      42|[1.5548174809234898, 0.2743737758549821, -7.712480484004344]                    |  3.5388216972351074|      0.07976644|[423, 163, 0, 163]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
