k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 0.0]                                                                      |416.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0142432383166087, -0.1681773076115618]                                       | 64.9334564208984375|      5.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[1.0142432383166087, -0.1681773076115618]                                       | 64.9334564208984375|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.392672839641778, 0.6151810008853942]                                         | 41.4941139221191406|      5.00000000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       4|[0.392672839641778, 0.6151810008853942]                                         | 41.4941139221191406|      1.00000000|[28, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.0219715895922858, 1.392344486460166]                                         | 15.8261775970458984|      5.00000000|[33, 12, 0, 12]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       6|[1.0219715895922858, 1.392344486460166]                                         | 15.8261775970458984|      1.00000000|[39, 14, 0, 14]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[1.0219715895922858, 1.392344486460166]                                         | 15.8261775970458984|      0.20000000|[45, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.9999774166256138, 0.999969304523723]                                         |  0.0000001922867625|      0.00006400|[266, 99, 0, 99]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.9999774166256138, 0.999969304523723]                                         |  0.0000001922867625|      0.00001280|[272, 101, 0, 101]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.999986797990321, 0.9999780125657665]                                         |  0.0000000811916436|      0.00006400|[278, 103, 0, 103]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      45|[0.999986797990321, 0.9999780125657665]                                         |  0.0000000811916436|      0.00001280|[284, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.999996619760927, 0.9999862206606832]                                         |  0.0000000192990193|      0.00006400|[289, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      47|[0.999996619760927, 0.9999862206606832]                                         |  0.0000000192990193|      0.00001280|[295, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[1.000007105598233, 0.9999935614519208]                                         |  0.0000000094007460|      0.00006400|[301, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[1.000007105598233, 0.9999935614519208]                                         |  0.0000000094007460|      0.00001280|[307, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[0.9999945443586044, 0.9999960221955064]                                        |  0.0000000071887651|      0.00006400|[314, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      51|[0.9999945443586044, 0.9999960221955064]                                        |  0.0000000071887651|      0.00001280|[320, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[0.9999945443586044, 0.9999960221955064]                                        |  0.0000000071887651|      0.00000256|[328, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.9999969608188229, 0.9999968673700517]                                        |  0.0000000027568563|      0.00001280|[333, 123, 0, 123]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[0.9999969608188229, 0.9999968673700517]                                        |  0.0000000027568563|      0.00000256|[340, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.9999989243538012, 0.9999985099687212]                                        |  0.0000000004442971|      0.00001280|[345, 128, 0, 128]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[0.9999989243538012, 0.9999985099687212]                                        |  0.0000000004442971|      0.00000256|[352, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.9999995882809002, 1.0000009823766178]                                        |  0.0000000000855909|      0.00001280|[357, 133, 0, 133]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[0.9999995882809002, 1.0000009823766178]                                        |  0.0000000000855909|      0.00000256|[363, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.9999995882809002, 1.0000009823766178]                                        |  0.0000000000855909|      0.00000051|[371, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[0.9999998682171155, 1.0000005536812535]                                        |  0.0000000000238708|      0.00000256|[377, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[0.9999998682171155, 1.0000005536812535]                                        |  0.0000000000238708|      0.00000051|[385, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[0.9999998682171155, 1.0000005536812535]                                        |  0.0000000000238708|      0.00000010|[391, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[0.9999998871021394, 1.0000004530377447]                                        |  0.0000000000160547|      0.00000051|[396, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[1.0000000284150572, 0.9999999609252989]                                        |  0.0000000000002013|      0.00000256|[402, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      65|[1.0000000284150572, 0.9999999609252989]                                        |  0.0000000000002013|      0.00000051|[409, 152, 0, 152]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[1.0000000284150572, 0.9999999609252989]                                        |  0.0000000000002013|      0.00000010|[416, 155, 0, 155]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[1.0000000284150572, 0.9999999609252989]                                        |  0.0000000000002013|      0.00000002|[423, 158, 0, 158]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[1.000000009112888, 0.9999999677704914]                                         |  0.0000000000000826|      0.00000010|[429, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
