k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|     10.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[1.9060134072239774, 0.6841112193051815, -7.648497117212708]                    |  5.9593129158020020|      0.10000000|[109, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.8400478673283154, 0.6092294353762038, -7.654920977569825]                    |  5.3459935188293457|      1.00000000|[117, 45, 0, 45]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      15|[1.8400478673283154, 0.6092294353762038, -7.654920977569825]                    |  5.3459935188293457|      0.10000000|[127, 49, 0, 49]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.7745270567746352, 0.5354921765406064, -7.638494168877906]                    |  4.8240685462951660|      1.00000000|[133, 51, 0, 51]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[1.7745270567746352, 0.5354921765406064, -7.638494168877906]                    |  4.8240685462951660|      0.10000000|[143, 55, 0, 55]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.7038958116954515, 0.4647021546864677, -7.638489223696284]                    |  4.3655829429626465|      1.00000000|[152, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      19|[1.7038958116954515, 0.4647021546864677, -7.638489223696284]                    |  4.3655829429626465|      0.10000000|[164, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      20|[1.6266937612960526, 0.4011431884697935, -7.638171060850665]                    |  3.9610798358917236|      1.00000000|[169, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[1.6266937612960526, 0.4011431884697935, -7.638171060850665]                    |  3.9610798358917236|      0.10000000|[180, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      22|[1.6266937612960526, 0.4011431884697935, -7.638171060850665]                    |  3.9610798358917236|      0.01000000|[190, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.6219669965488572, 0.3951700661859283, -7.644650220148495]                    |  3.9337842464447021|      0.10000000|[196, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[1.6219669965488572, 0.3951700661859283, -7.644650220148495]                    |  3.9337842464447021|      0.01000000|[206, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      25|[1.6152349327546713, 0.3884370894773064, -7.6415930414307605]                   |  3.8988904953002930|      0.10000000|[211, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[1.6152349327546713, 0.3884370894773064, -7.6415930414307605]                   |  3.8988904953002930|      0.01000000|[222, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      27|[1.6065863052061602, 0.383420056104192, -7.641418062402908]                     |  3.8615164756774902|      0.10000000|[227, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[1.6065863052061602, 0.383420056104192, -7.641418062402908]                     |  3.8615164756774902|      0.01000000|[237, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.59840819417595, 0.3798555843575256, -7.636899983038314]                      |  3.8286731243133545|      0.10000000|[242, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[1.59840819417595, 0.3798555843575256, -7.636899983038314]                      |  3.8286731243133545|      0.01000000|[253, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.600521576704684, 0.3703452591896263, -7.63464447212323]                      |  3.8182599544525146|      0.10000000|[259, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[1.600521576704684, 0.3703452591896263, -7.63464447212323]                      |  3.8182599544525146|      0.01000000|[269, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.5958197161717111, 0.3615740934008116, -7.633665105882441]                    |  3.7880420684814453|      0.10000000|[275, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[1.5958197161717111, 0.3615740934008116, -7.633665105882441]                    |  3.7880420684814453|      0.01000000|[286, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      35|[1.5886417080774071, 0.3547676548023739, -7.632199297776377]                    |  3.7538166046142578|      0.10000000|[291, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[1.5143124882926573, 0.2974599749111932, -7.666710120885662]                    |  3.4411578178405762|      1.00000000|[299, 113, 0, 113]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      37|[1.5143124882926573, 0.2974599749111932, -7.666710120885662]                    |  3.4411578178405762|      0.10000000|[310, 117, 0, 117]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      38|[1.5143124882926573, 0.2974599749111932, -7.666710120885662]                    |  3.4411578178405762|      0.01000000|[321, 121, 0, 121]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.5079003778114537, 0.289993879528668, -7.668482762675723]                     |  3.4127726554870605|      0.10000000|[327, 123, 0, 123]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[1.5079003778114537, 0.289993879528668, -7.668482762675723]                     |  3.4127726554870605|      0.01000000|[339, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      41|[1.498346239943817, 0.2870849465871467, -7.668989278961662]                     |  3.3806397914886475|      0.10000000|[345, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[1.498346239943817, 0.2870849465871467, -7.668989278961662]                     |  3.3806397914886475|      0.01000000|[357, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      43|[1.4903141084352802, 0.2811368992393981, -7.669314234617882]                    |  3.3498284816741943|      0.10000000|[363, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[1.4903141084352802, 0.2811368992393981, -7.669314234617882]                    |  3.3498284816741943|      0.01000000|[374, 141, 0, 141]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      45|[1.4821277374151616, 0.2757897745393401, -7.6714098459756945]                   |  3.3195691108703613|      0.10000000|[379, 143, 0, 143]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[1.4821277374151616, 0.2757897745393401, -7.6714098459756945]                   |  3.3195691108703613|      0.01000000|[391, 147, 0, 147]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      47|[1.4777021172140334, 0.2670208410557299, -7.6695337619169734]                   |  3.2971310615539551|      0.10000000|[396, 149, 0, 149]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[1.4777021172140334, 0.2670208410557299, -7.6695337619169734]                   |  3.2971310615539551|      0.01000000|[408, 153, 0, 153]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      49|[1.4771184868273777, 0.2624397286547369, -7.660663993896262]                    |  3.2907063961029053|      0.10000000|[414, 155, 0, 155]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[1.4771184868273777, 0.2624397286547369, -7.660663993896262]                    |  3.2907063961029053|      0.01000000|[424, 159, 0, 159]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      51|[1.4709849768611454, 0.2554851787318236, -7.656920427299574]                    |  3.2657370567321777|      0.10000000|[430, 161, 0, 161]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
