k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3745460440724845, 0.0805014905256098, -0.0046744768418433, 0.3414217719043455, 0.2806374926820427, 0.2369282320626381, 0.1412396821792244, -0.1602703582654666, -0.3428440853709424, 0.0293231933301588, 0.1002231869784366, -0.0840799884918297, 0.0931275987240298, -0.2873611031390292, 0.1488417562867712, 0.0735541899016584, -0.0583301272550185, 0.1481653520123203, -0.145756711977893, 0.3521121417460836, -0.1677835838101617, 0.3210179035019631]| 13.9616146087646484|     10.00000000|[30, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
      12|[1.3283807961149436, 0.1796262520491355, 0.1346336818654371, 1.4848257478139015, -0.1378819239289669, 0.7376180479190224, 0.5273949684601094, 0.1038044112219724, -0.7744608264062128, -0.2205233859283346, 0.0933975915566961, 0.1324563484391217, 0.3178337056912536, -0.0828128534700777, 0.4646023496953813, 0.2079406010788359, 0.100856220207976, 0.0902415085808356, -0.1713915173294169, 0.7673256906794504, -0.0916772195287491, 0.2031738597180924]| 12.2476463317871094|      1.00000000|[350, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      13|[1.3283807961149436, 0.1796262520491355, 0.1346336818654371, 1.4848257478139015, -0.1378819239289669, 0.7376180479190224, 0.5273949684601094, 0.1038044112219724, -0.7744608264062128, -0.2205233859283346, 0.0933975915566961, 0.1324563484391217, 0.3178337056912536, -0.0828128534700777, 0.4646023496953813, 0.2079406010788359, 0.100856220207976, 0.0902415085808356, -0.1713915173294169, 0.7673256906794504, -0.0916772195287491, 0.2031738597180924]| 12.2476463317871094|      0.10000000|[379, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.377614172798748, 0.1845071530875373, 0.1335233803407392, 1.5112467599798862, -0.1566257162797793, 0.7361844378180902, 0.487608595232784, 0.1184778461941518, -0.7325953093074402, -0.2133936986578552, 0.0828563588548699, 0.1234320451071738, 0.3133317197426887, -0.0646666155122079, 0.4769758398383156, 0.2018574489300902, 0.089113790803544, 0.0613142173091368, -0.1917561431704719, 0.7894900329977317, -0.0933960590108596, 0.2199644485158374]| 12.2265872955322266|      1.00000000|[408, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      15|[1.377614172798748, 0.1845071530875373, 0.1335233803407392, 1.5112467599798862, -0.1566257162797793, 0.7361844378180902, 0.487608595232784, 0.1184778461941518, -0.7325953093074402, -0.2133936986578552, 0.0828563588548699, 0.1234320451071738, 0.3133317197426887, -0.0646666155122079, 0.4769758398383156, 0.2018574489300902, 0.089113790803544, 0.0613142173091368, -0.1917561431704719, 0.7894900329977317, -0.0933960590108596, 0.2199644485158374]| 12.2265872955322266|      0.10000000|[437, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.4116801103775658, 0.195380072149014, 0.163058570087504, 1.5634994297616476, -0.136118925065794, 0.7459791328569872, 0.4858975163157077, 0.1083824792842451, -0.7468155111573788, -0.2197731338307495, 0.0705170021009002, 0.1212335781835805, 0.3113004273856904, -0.0527827572837179, 0.4681060169416948, 0.185637080210069, 0.0914247836840505, 0.0775317086703838, -0.2253604115760365, 0.7465821425444817, -0.086267136531981, 0.2378719887131399]| 12.2027301788330078|      1.00000000|[466, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      17|[1.4116801103775658, 0.195380072149014, 0.163058570087504, 1.5634994297616476, -0.136118925065794, 0.7459791328569872, 0.4858975163157077, 0.1083824792842451, -0.7468155111573788, -0.2197731338307495, 0.0705170021009002, 0.1212335781835805, 0.3113004273856904, -0.0527827572837179, 0.4681060169416948, 0.185637080210069, 0.0914247836840505, 0.0775317086703838, -0.2253604115760365, 0.7465821425444817, -0.086267136531981, 0.2378719887131399]| 12.2027301788330078|      0.10000000|[495, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.4425929485519755, 0.2164413983707331, 0.1820144103332869, 1.6079300889632757, -0.1395988858247958, 0.724623325503503, 0.5208120890652059, 0.1601458143301304, -0.7193342551694186, -0.226051052880287, 0.0711253411054612, 0.1005120191948346, 0.3012019200664047, -0.043716391860594, 0.4624742015428093, 0.1888293575755658, 0.0849423267913996, 0.0947256804017144, -0.2215287348651152, 0.7547420231177603, -0.0873863834407857, 0.2433596222610199]| 12.1854219436645508|      1.00000000|[524, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      19|[1.4425929485519755, 0.2164413983707331, 0.1820144103332869, 1.6079300889632757, -0.1395988858247958, 0.724623325503503, 0.5208120890652059, 0.1601458143301304, -0.7193342551694186, -0.226051052880287, 0.0711253411054612, 0.1005120191948346, 0.3012019200664047, -0.043716391860594, 0.4624742015428093, 0.1888293575755658, 0.0849423267913996, 0.0947256804017144, -0.2215287348651152, 0.7547420231177603, -0.0873863834407857, 0.2433596222610199]| 12.1854219436645508|      0.10000000|[553, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      20|[1.5137616001615883, 0.2167791657946999, 0.202906570317935, 1.631147661963854, -0.1513183823995015, 0.7443179869326692, 0.4987208933324134, 0.1645859602927987, -0.7098547133854752, -0.2071566223134118, 0.0709298017103404, 0.090569500034791, 0.2933803916609951, -0.0550008521814527, 0.4385233312381612, 0.1901928160131734, 0.0955887735588055, 0.1005338937671398, -0.2277972078172019, 0.7712949084997223, -0.0880459523413545, 0.2093621501177864]| 12.1696815490722656|      1.00000000|[582, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      21|[1.5137616001615883, 0.2167791657946999, 0.202906570317935, 1.631147661963854, -0.1513183823995015, 0.7443179869326692, 0.4987208933324134, 0.1645859602927987, -0.7098547133854752, -0.2071566223134118, 0.0709298017103404, 0.090569500034791, 0.2933803916609951, -0.0550008521814527, 0.4385233312381612, 0.1901928160131734, 0.0955887735588055, 0.1005338937671398, -0.2277972078172019, 0.7712949084997223, -0.0880459523413545, 0.2093621501177864]| 12.1696815490722656|      0.10000000|[611, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      22|[1.5448261545262476, 0.2064662346387495, 0.1973063396474622, 1.6857518254054633, -0.119763620435701, 0.7432771051009973, 0.4920865447153928, 0.1639180215382705, -0.7292005815737318, -0.2021268807984581, 0.0971470573322259, 0.0852239906790247, 0.2970963178338284, -0.0375376640775807, 0.4179242852674542, 0.1495305577213731, 0.0936530828692589, 0.0962269914977309, -0.2100977074294095, 0.7683287633299993, -0.0659874159180908, 0.1863083875503873]| 12.1584024429321289|      1.00000000|[640, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      23|[1.5448261545262476, 0.2064662346387495, 0.1973063396474622, 1.6857518254054633, -0.119763620435701, 0.7432771051009973, 0.4920865447153928, 0.1639180215382705, -0.7292005815737318, -0.2021268807984581, 0.0971470573322259, 0.0852239906790247, 0.2970963178338284, -0.0375376640775807, 0.4179242852674542, 0.1495305577213731, 0.0936530828692589, 0.0962269914977309, -0.2100977074294095, 0.7683287633299993, -0.0659874159180908, 0.1863083875503873]| 12.1584024429321289|      0.10000000|[669, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      24|[1.564938757013963, 0.2093954991667217, 0.197350861298989, 1.741985132624136, -0.0909208769228529, 0.7188892843950293, 0.4935100842860216, 0.1537415357881627, -0.7613201489836072, -0.1983055883298973, 0.0745051676085668, 0.0685426085933189, 0.2585699036242836, -0.0492721360320859, 0.4404318581240104, 0.1643095790461439, 0.1090294362388155, 0.0846141604066279, -0.211476785765415, 0.7524700517427227, -0.0749629221973943, 0.1880471054082779]| 12.1509380340576172|      1.00000000|[698, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      25|[1.564938757013963, 0.2093954991667217, 0.197350861298989, 1.741985132624136, -0.0909208769228529, 0.7188892843950293, 0.4935100842860216, 0.1537415357881627, -0.7613201489836072, -0.1983055883298973, 0.0745051676085668, 0.0685426085933189, 0.2585699036242836, -0.0492721360320859, 0.4404318581240104, 0.1643095790461439, 0.1090294362388155, 0.0846141604066279, -0.211476785765415, 0.7524700517427227, -0.0749629221973943, 0.1880471054082779]| 12.1509380340576172|      0.10000000|[727, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      26|[1.627628901967902, 0.1890754833513768, 0.1916737458151714, 1.7873577403551224, -0.0738564661871088, 0.7277768592449819, 0.4895261505466569, 0.1608179664999618, -0.7534827969499899, -0.1934389415702273, 0.0750753385485073, 0.0527308719110011, 0.2660973510110199, -0.0374888844580912, 0.4479911724560934, 0.149886582775263, 0.1024359635028737, 0.0569518980505977, -0.1799181169690021, 0.7690477923856491, -0.0909134420258288, 0.1878857385786019]| 12.1458129882812500|      1.00000000|[757, 52, 0, 52]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      27|[1.627628901967902, 0.1890754833513768, 0.1916737458151714, 1.7873577403551224, -0.0738564661871088, 0.7277768592449819, 0.4895261505466569, 0.1608179664999618, -0.7534827969499899, -0.1934389415702273, 0.0750753385485073, 0.0527308719110011, 0.2660973510110199, -0.0374888844580912, 0.4479911724560934, 0.149886582775263, 0.1024359635028737, 0.0569518980505977, -0.1799181169690021, 0.7690477923856491, -0.0909134420258288, 0.1878857385786019]| 12.1458129882812500|      0.10000000|[787, 54, 0, 54]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.627628901967902, 0.1890754833513768, 0.1916737458151714, 1.7873577403551224, -0.0738564661871088, 0.7277768592449819, 0.4895261505466569, 0.1608179664999618, -0.7534827969499899, -0.1934389415702273, 0.0750753385485073, 0.0527308719110011, 0.2660973510110199, -0.0374888844580912, 0.4479911724560934, 0.149886582775263, 0.1024359635028737, 0.0569518980505977, -0.1799181169690021, 0.7690477923856491, -0.0909134420258288, 0.1878857385786019]| 12.1458129882812500|      0.01000000|[816, 56, 0, 56]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.628825452220949, 0.186792739640818, 0.1929641389151368, 1.7912830863572131, -0.0716356896056177, 0.7258181269427831, 0.4885189164674859, 0.1595514055200588, -0.7576652404535702, -0.1951106093541822, 0.0744278120214679, 0.0533364370210196, 0.2631846694866716, -0.0387455976045374, 0.4497529772169218, 0.1485217834141035, 0.1029051957607853, 0.0552863404989642, -0.1760955460045925, 0.7703672416531736, -0.0914211341403859, 0.1909170297622053]| 12.1456689834594727|      0.10000000|[845, 58, 0, 58]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      30|[1.628825452220949, 0.186792739640818, 0.1929641389151368, 1.7912830863572131, -0.0716356896056177, 0.7258181269427831, 0.4885189164674859, 0.1595514055200588, -0.7576652404535702, -0.1951106093541822, 0.0744278120214679, 0.0533364370210196, 0.2631846694866716, -0.0387455976045374, 0.4497529772169218, 0.1485217834141035, 0.1029051957607853, 0.0552863404989642, -0.1760955460045925, 0.7703672416531736, -0.0914211341403859, 0.1909170297622053]| 12.1456689834594727|      0.01000000|[874, 60, 0, 60]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.6324631536370553, 0.1882742508291582, 0.1974084859390456, 1.7962869829949197, -0.071982378286828, 0.7261862901321721, 0.4893309224576362, 0.1587217637588642, -0.7589598541583825, -0.1972597146314682, 0.0767069119879094, 0.0554461540310192, 0.2626407071222145, -0.0371692335038694, 0.4524358951315878, 0.1469810872309752, 0.1037298732417526, 0.0570820070757602, -0.1749356934691801, 0.7682579649493771, -0.0909935859557508, 0.1909765855891024]| 12.1454563140869141|      0.10000000|[903, 62, 0, 62]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      32|[1.6324631536370553, 0.1882742508291582, 0.1974084859390456, 1.7962869829949197, -0.071982378286828, 0.7261862901321721, 0.4893309224576362, 0.1587217637588642, -0.7589598541583825, -0.1972597146314682, 0.0767069119879094, 0.0554461540310192, 0.2626407071222145, -0.0371692335038694, 0.4524358951315878, 0.1469810872309752, 0.1037298732417526, 0.0570820070757602, -0.1749356934691801, 0.7682579649493771, -0.0909935859557508, 0.1909765855891024]| 12.1454563140869141|      0.01000000|[932, 64, 0, 64]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.63494341963374, 0.1874979949359812, 0.2030922441678841, 1.799169071986339, -0.0700781927881161, 0.7269194623378384, 0.4886586626866398, 0.1559391344161827, -0.7562740631329777, -0.1952629258304865, 0.0731144425712383, 0.0549257988365554, 0.2628232953719213, -0.037125873979105, 0.4540053741636239, 0.144990813268772, 0.1024214813602692, 0.0556196205069882, -0.1756771229388298, 0.7690252059246999, -0.0898130920136362, 0.1927248462013937]| 12.1453380584716797|      0.10000000|[961, 66, 0, 66]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      34|[1.63494341963374, 0.1874979949359812, 0.2030922441678841, 1.799169071986339, -0.0700781927881161, 0.7269194623378384, 0.4886586626866398, 0.1559391344161827, -0.7562740631329777, -0.1952629258304865, 0.0731144425712383, 0.0549257988365554, 0.2628232953719213, -0.037125873979105, 0.4540053741636239, 0.144990813268772, 0.1024214813602692, 0.0556196205069882, -0.1756771229388298, 0.7690252059246999, -0.0898130920136362, 0.1927248462013937]| 12.1453380584716797|      0.01000000|[990, 68, 0, 68]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      35|[1.6397405490827104, 0.1907613549999414, 0.2052585118958623, 1.8019405225526206, -0.0721844446885488, 0.7264006451587539, 0.4910815949449057, 0.1566403781784018, -0.7553668929263607, -0.1962232647719364, 0.0760258953525779, 0.0542799428528392, 0.262391178985387, -0.0369002447020746, 0.4518275200082417, 0.1444151847627078, 0.1038756823559283, 0.0570496569970232, -0.1748792173301567, 0.7650897183191541, -0.0901873409361558, 0.1952785014230331]| 12.1452255249023438|      0.10000000|[1019, 70, 0, 70]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      36|[1.6397405490827104, 0.1907613549999414, 0.2052585118958623, 1.8019405225526206, -0.0721844446885488, 0.7264006451587539, 0.4910815949449057, 0.1566403781784018, -0.7553668929263607, -0.1962232647719364, 0.0760258953525779, 0.0542799428528392, 0.262391178985387, -0.0369002447020746, 0.4518275200082417, 0.1444151847627078, 0.1038756823559283, 0.0570496569970232, -0.1748792173301567, 0.7650897183191541, -0.0901873409361558, 0.1952785014230331]| 12.1452255249023438|      0.01000000|[1048, 72, 0, 72]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      37|[1.643119691564294, 0.1934241346548956, 0.2080535701088096, 1.8070552529772523, -0.0726927584816318, 0.7252970573339333, 0.4892597074619766, 0.1559610778268365, -0.7543512447734854, -0.19312592215444, 0.0762391658529047, 0.0554864052587892, 0.2625540229924858, -0.039022685872447, 0.4499529969474598, 0.1414843024725759, 0.1027418306061287, 0.0602878946153781, -0.175750288113812, 0.7656970135337927, -0.0897585709558254, 0.1959239950735873]| 12.1451244354248047|      0.10000000|[1077, 74, 0, 74]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      38|[1.643119691564294, 0.1934241346548956, 0.2080535701088096, 1.8070552529772523, -0.0726927584816318, 0.7252970573339333, 0.4892597074619766, 0.1559610778268365, -0.7543512447734854, -0.19312592215444, 0.0762391658529047, 0.0554864052587892, 0.2625540229924858, -0.039022685872447, 0.4499529969474598, 0.1414843024725759, 0.1027418306061287, 0.0602878946153781, -0.175750288113812, 0.7656970135337927, -0.0897585709558254, 0.1959239950735873]| 12.1451244354248047|      0.01000000|[1106, 76, 0, 76]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.6452769303590928, 0.1903465010392309, 0.2072391713507163, 1.8135042827932055, -0.0730101814542607, 0.7264683956638632, 0.4886818897578272, 0.1540166957935274, -0.7532030249177584, -0.1940715101311142, 0.0759094657129042, 0.055988107149112, 0.2615794316682369, -0.0397682248797068, 0.4515015219877025, 0.1389959634657965, 0.0994788183993524, 0.0619434294674652, -0.1760828982466877, 0.7690560289530385, -0.0890277192813497, 0.1957008289435286]| 12.1450605392456055|      0.10000000|[1135, 78, 0, 78]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      40|[1.6452769303590928, 0.1903465010392309, 0.2072391713507163, 1.8135042827932055, -0.0730101814542607, 0.7264683956638632, 0.4886818897578272, 0.1540166957935274, -0.7532030249177584, -0.1940715101311142, 0.0759094657129042, 0.055988107149112, 0.2615794316682369, -0.0397682248797068, 0.4515015219877025, 0.1389959634657965, 0.0994788183993524, 0.0619434294674652, -0.1760828982466877, 0.7690560289530385, -0.0890277192813497, 0.1957008289435286]| 12.1450605392456055|      0.01000000|[1164, 80, 0, 80]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      41|[1.6452769303590928, 0.1903465010392309, 0.2072391713507163, 1.8135042827932055, -0.0730101814542607, 0.7264683956638632, 0.4886818897578272, 0.1540166957935274, -0.7532030249177584, -0.1940715101311142, 0.0759094657129042, 0.055988107149112, 0.2615794316682369, -0.0397682248797068, 0.4515015219877025, 0.1389959634657965, 0.0994788183993524, 0.0619434294674652, -0.1760828982466877, 0.7690560289530385, -0.0890277192813497, 0.1957008289435286]| 12.1450605392456055|      0.00100000|[1193, 82, 0, 82]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      42|[1.6455173577212776, 0.1901765591513657, 0.207115105482727, 1.814087036224807, -0.0727318179080495, 0.7262906752139701, 0.488630854124068, 0.1540916751355351, -0.7535795801527367, -0.1939589901930333, 0.0757051911411497, 0.055743773919145, 0.2613631375460312, -0.0397490880369168, 0.4514815787450123, 0.1388446891460666, 0.0997095010550118, 0.0620849056219257, -0.176054940504013, 0.7689309411995922, -0.0890874469141939, 0.1955542520450635]| 12.1450567245483398|      0.01000000|[1222, 84, 0, 84]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      43|[1.6455173577212776, 0.1901765591513657, 0.207115105482727, 1.814087036224807, -0.0727318179080495, 0.7262906752139701, 0.488630854124068, 0.1540916751355351, -0.7535795801527367, -0.1939589901930333, 0.0757051911411497, 0.055743773919145, 0.2613631375460312, -0.0397490880369168, 0.4514815787450123, 0.1388446891460666, 0.0997095010550118, 0.0620849056219257, -0.176054940504013, 0.7689309411995922, -0.0890874469141939, 0.1955542520450635]| 12.1450567245483398|      0.00100000|[1251, 86, 0, 86]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      44|[1.6457631914845412, 0.1900774752757637, 0.2073241682985704, 1.8146062650271695, -0.0728537519689221, 0.7263873499811927, 0.488543398919979, 0.1542272260090903, -0.7537299985314286, -0.1939396007940542, 0.0759687716054902, 0.0555902705730554, 0.2609322043032377, -0.0394490332451514, 0.4515859811668242, 0.1389543151980073, 0.0996689765243696, 0.0621506697030018, -0.176081842017853, 0.769100060354894, -0.0889298586661878, 0.1958565534175014]| 12.1450529098510742|      0.01000000|[1280, 88, 0, 88]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      45|[1.6457631914845412, 0.1900774752757637, 0.2073241682985704, 1.8146062650271695, -0.0728537519689221, 0.7263873499811927, 0.488543398919979, 0.1542272260090903, -0.7537299985314286, -0.1939396007940542, 0.0759687716054902, 0.0555902705730554, 0.2609322043032377, -0.0394490332451514, 0.4515859811668242, 0.1389543151980073, 0.0996689765243696, 0.0621506697030018, -0.176081842017853, 0.769100060354894, -0.0889298586661878, 0.1958565534175014]| 12.1450529098510742|      0.00100000|[1309, 90, 0, 90]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      46|[1.6457844823577052, 0.1900513111407841, 0.2073430388119798, 1.8151461808924267, -0.0727019083146398, 0.7267688201613832, 0.4887282660136365, 0.1545425283466429, -0.753585630019244, -0.193916383856074, 0.0758605892777541, 0.0555467678435806, 0.2609323682460115, -0.0393361156626097, 0.4516273612270817, 0.1390634591162262, 0.0993119750033728, 0.0621609973855592, -0.1757307375909586, 0.7689496076927373, -0.0886936583951885, 0.1959757991848337]| 12.1450500488281250|      0.01000000|[1338, 92, 0, 92]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
