k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      5.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      5.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      0.20000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[2.5485230695634398, 1.0929537312635875, -8.088587530562132]                    | 12.7270193099975586|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[2.5485230695634398, 1.0929537312635875, -8.088587530562132]                    | 12.7270193099975586|      0.20000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[2.4603298033993615, 0.9156560552670541, -8.06052542284478]                     | 10.1293954849243164|      1.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[0.9549616576412079, 0.256901065830385, -7.603260301149542]                     |  2.0152182579040527|      0.20000000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.7807643531816838, 0.1607988702444662, -7.582774522604374]                    |  1.6434150934219360|      1.00000000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[0.7807643531816838, 0.1607988702444662, -7.582774522604374]                    |  1.6434150934219360|      0.20000000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.6511699201570439, 0.3122945921635065, -7.598722223669134]                    |  1.5909748077392578|      1.00000000|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[0.6511699201570439, 0.3122945921635065, -7.598722223669134]                    |  1.5909748077392578|      0.20000000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.4908154669206473, 0.2128538218300819, -7.665039510425691]                    |  1.3066090345382690|      1.00000000|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[0.4908154669206473, 0.2128538218300819, -7.665039510425691]                    |  1.3066090345382690|      0.20000000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.3177222790818688, 0.1659306699229844, -7.576512869582876]                    |  1.1373511552810669|      1.00000000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.3177222790818688, 0.1659306699229844, -7.576512869582876]                    |  1.1373511552810669|      0.20000000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.137825006470514, 0.0983186200861278, -7.631880567962476]                     |  1.0296872854232788|      1.00000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[0.137825006470514, 0.0983186200861278, -7.631880567962476]                     |  1.0296872854232788|      0.20000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.137825006470514, 0.0983186200861278, -7.631880567962476]                     |  1.0296872854232788|      0.04000000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.111194589700215, 0.0896077283121021, -7.660427744130031]                     |  1.0209553241729736|      0.20000000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.111194589700215, 0.0896077283121021, -7.660427744130031]                     |  1.0209553241729736|      0.04000000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.1153212501970965, 0.0505434911493354, -7.66797466721395]                     |  1.0151834487915039|      0.20000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.1153212501970965, 0.0505434911493354, -7.66797466721395]                     |  1.0151834487915039|      0.04000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.0795934633858721, 0.0350655851672598, -7.677137618484241]                    |  1.0067260265350342|      0.20000000|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.0795934633858721, 0.0350655851672598, -7.677137618484241]                    |  1.0067260265350342|      0.04000000|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.0644438523553583, 0.00608510808583, -7.700172835734287]                      |  1.0032851696014404|      0.20000000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.0644438523553583, 0.00608510808583, -7.700172835734287]                      |  1.0032851696014404|      0.04000000|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.0394189710424871, 0.0240268182016828, -7.7257041959290635]                   |  1.0012767314910889|      0.20000000|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.0394189710424871, 0.0240268182016828, -7.7257041959290635]                   |  1.0012767314910889|      0.04000000|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.0394189710424871, 0.0240268182016828, -7.7257041959290635]                   |  1.0012767314910889|      0.00800000|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.0337943855720754, 0.018385513492962, -7.7249695399079235]                    |  1.0006095170974731|      0.04000000|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[-0.0061163350689274, 0.01811233210111, -7.7276265588847055]                    |  0.9994966983795166|      0.20000000|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[-0.0061163350689274, 0.01811233210111, -7.7276265588847055]                    |  0.9994966983795166|      0.04000000|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[-0.0061163350689274, 0.01811233210111, -7.7276265588847055]                    |  0.9994966983795166|      0.00800000|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[-0.0039823382694927, 0.010847660651088, -7.725043807177081]                    |  0.9992530345916748|      0.04000000|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[-0.0039823382694927, 0.010847660651088, -7.725043807177081]                    |  0.9992530345916748|      0.00800000|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[-0.0039823382694927, 0.010847660651088, -7.725043807177081]                    |  0.9992530345916748|      0.00160000|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[-0.0036098599534965, 0.0092916271437101, -7.7250393768238315]                  |  0.9992179274559021|      0.00800000|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[-0.0029305036834728, 0.001879734257627, -7.7221064058209725]                   |  0.9991264939308167|      0.04000000|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[-0.0029305036834728, 0.001879734257627, -7.7221064058209725]                   |  0.9991264939308167|      0.00800000|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[-0.0029305036834728, 0.001879734257627, -7.7221064058209725]                   |  0.9991264939308167|      0.00160000|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[-0.0017969010240803, 0.0007681756535055, -7.72190795562515]                    |  0.9991179704666138|      0.00800000|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[-0.0017969010240803, 0.0007681756535055, -7.72190795562515]                    |  0.9991179704666138|      0.00160000|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[-0.0017969010240803, 0.0007681756535055, -7.72190795562515]                    |  0.9991179704666138|      0.00032000|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[-0.0015291185933123, 0.000594117261342, -7.721888049699163]                    |  0.9991168379783630|      0.00160000|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[-0.0015291185933123, 0.000594117261342, -7.721888049699163]                    |  0.9991168379783630|      0.00032000|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[-0.0012429554362015, 0.000522828827818, -7.721763837756266]                    |  0.9991158843040466|      0.00160000|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[-0.0012429554362015, 0.000522828827818, -7.721763837756266]                    |  0.9991158843040466|      0.00032000|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[-0.0010358787877957, 0.0003023112977284, -7.721868199054688]                   |  0.9991152882575989|      0.00160000|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[-0.0010358787877957, 0.0003023112977284, -7.721868199054688]                   |  0.9991152882575989|      0.00032000|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[-0.001059450720957, 3.42345933767e-05, -7.721695053900119]                     |  0.9991151094436646|      0.00160000|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[-0.001059450720957, 3.42345933767e-05, -7.721695053900119]                     |  0.9991151094436646|      0.00032000|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[-0.0007908445637005, -7.51809621325e-05, -7.721559854164554]                   |  0.9991145133972168|      0.00160000|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[-0.0007908445637005, -7.51809621325e-05, -7.721559854164554]                   |  0.9991145133972168|      0.00032000|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[-0.0005435651524319, 3.58668389358e-05, -7.721389791591833]                    |  0.9991139769554138|      0.00160000|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[-0.0005435651524319, 3.58668389358e-05, -7.721389791591833]                    |  0.9991139769554138|      0.00032000|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[-0.0003657402137564, 0.0001337323919441, -7.72114240399166]                    |  0.9991136193275452|      0.00160000|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[-0.0003657402137564, 0.0001337323919441, -7.72114240399166]                    |  0.9991136193275452|      0.00032000|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      70|[-0.0001193781847491, 0.0001067533605263, -7.720939974046921]                   |  0.9991133213043213|      0.00160000|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[-0.0001193781847491, 0.0001067533605263, -7.720939974046921]                   |  0.9991133213043213|      0.00032000|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[-1.73828657976e-05, -9.79004103672e-05, -7.720716112953895]                    |  0.9991131424903870|      0.00160000|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[-1.73828657976e-05, -9.79004103672e-05, -7.720716112953895]                    |  0.9991131424903870|      0.00032000|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.0001272499769361, 0.0001541377497178, -7.72058210509344]                     |  0.9991130232810974|      0.00160000|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.0001272499769361, 0.0001541377497178, -7.72058210509344]                     |  0.9991130232810974|      0.00032000|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      76|[0.0001464034223347, 0.000158654159842, -7.720262710748517]                     |  0.9991127848625183|      0.00160000|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.0001464034223347, 0.000158654159842, -7.720262710748517]                     |  0.9991127848625183|      0.00032000|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      78|[0.0001464034223347, 0.000158654159842, -7.720262710748517]                     |  0.9991127848625183|      0.00006400|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[0.0001752715597563, 0.0002035202673738, -7.7202273601751585]                   |  0.9991127252578735|      0.00032000|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[-1.4369609315e-06, 4.39391750854e-05, -7.720013565943009]                      |  0.9991124868392944|      0.00160000|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
