k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|      1.11111111|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      19|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.25418658|[116, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.22876792|[121, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.20589113|[126, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.18530202|[131, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.16677182|[136, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[1.480902817350475, 0.360259654685805]                                          |  0.2169391512870789|      0.18530202|[141, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[1.480902817350475, 0.360259654685805]                                          |  0.2169391512870789|      0.16677182|[146, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[1.480902817350475, 0.360259654685805]                                          |  0.2169391512870789|      0.15009464|[152, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[1.480902817350475, 0.360259654685805]                                          |  0.2169391512870789|      0.13508517|[158, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.480902817350475, 0.360259654685805]                                          |  0.2169391512870789|      0.12157665|[163, 59, 0, 59]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[1.480902817350475, 0.360259654685805]                                          |  0.2169391512870789|      0.10941899|[169, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[1.480902817350475, 0.360259654685805]                                          |  0.2169391512870789|      0.09847709|[175, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[1.480902817350475, 0.360259654685805]                                          |  0.2169391512870789|      0.08862938|[180, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.480902817350475, 0.360259654685805]                                          |  0.2169391512870789|      0.08862938|[183, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      32|[1.480902817350475, 0.360259654685805]                                          |  0.2169391512870789|      0.07976644|[188, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[1.480902817350475, 0.360259654685805]                                          |  0.2169391512870789|      0.07976644|[191, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      32|[1.480902817350475, 0.360259654685805]                                          |  0.2169391512870789|      0.07976644|[194, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      33|[1.480902817350475, 0.360259654685805]                                          |  0.2169391512870789|      0.07178980|[199, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[1.4587611785290622, 0.2919696624642345]                                        |  0.1999145448207855|      0.07976644|[205, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      34|[1.4587611785290622, 0.2919696624642345]                                        |  0.1999145448207855|      0.07976644|[208, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      35|[1.4587611785290622, 0.2919696624642345]                                        |  0.1999145448207855|      0.07178980|[214, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[1.4587611785290622, 0.2919696624642345]                                        |  0.1999145448207855|      0.07178980|[217, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      35|[1.4587611785290622, 0.2919696624642345]                                        |  0.1999145448207855|      0.07178980|[220, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      35|[1.4587611785290622, 0.2919696624642345]                                        |  0.1999145448207855|      0.07178980|[223, 80, 0, 80]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
