k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.530218063484071, 0.7952683554427464, 5.253291017953994, 5.197970746852507, 6.362115094741397, 7.875064317074434]|189.0641174316406250|      5.00000000|[14, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
      20|[-1.4647096514943485, 4.335092937551992, 2.8713230025770247, 7.360039862442144, 1.930181575710744, 7.012804867938224]|  3.7025799751281738|      0.04000000|[269, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      21|[-1.446597469007644, 4.343069824045965, 2.863600813165849, 7.345951186579743, 1.9160590893417895, 6.985405041126155]|  3.6340920925140381|      0.20000000|[282, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      22|[-1.446597469007644, 4.343069824045965, 2.863600813165849, 7.345951186579743, 1.9160590893417895, 6.985405041126155]|  3.6340920925140381|      0.04000000|[295, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      23|[-1.416487302224061, 4.352594482129327, 2.863712143554217, 7.328905691392731, 1.9334233769897486, 6.98215251003284]|  3.5816791057586670|      0.20000000|[308, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      24|[-1.416487302224061, 4.352594482129327, 2.863712143554217, 7.328905691392731, 1.9334233769897486, 6.98215251003284]|  3.5816791057586670|      0.04000000|[321, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      25|[-1.4005738166835555, 4.378796836474641, 2.867093971224565, 7.3259239245765855, 1.9235982793449218, 6.958842911811366]|  3.5194425582885742|      0.20000000|[334, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      26|[-1.4005738166835555, 4.378796836474641, 2.867093971224565, 7.3259239245765855, 1.9235982793449218, 6.958842911811366]|  3.5194425582885742|      0.04000000|[347, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      27|[-1.3746798701419323, 4.3908132345822635, 2.8552513040145038, 7.304072557122976, 1.913163146234175, 6.9511952533632675]|  3.4510080814361572|      0.20000000|[360, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      28|[-1.3746798701419323, 4.3908132345822635, 2.8552513040145038, 7.304072557122976, 1.913163146234175, 6.9511952533632675]|  3.4510080814361572|      0.04000000|[373, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      29|[-1.3578489277923624, 4.415869752043103, 2.856539727250109, 7.290005503136648, 1.894016718762494, 6.940115425515173]|  3.3855807781219482|      0.20000000|[387, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      30|[-1.3578489277923624, 4.415869752043103, 2.856539727250109, 7.290005503136648, 1.894016718762494, 6.940115425515173]|  3.3855807781219482|      0.04000000|[400, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      31|[-1.3610531811516748, 4.421904855711399, 2.835992974473592, 7.287935385099589, 1.869312646727407, 6.917387366410603]|  3.3404459953308105|      0.20000000|[413, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      32|[-1.3610531811516748, 4.421904855711399, 2.835992974473592, 7.287935385099589, 1.869312646727407, 6.917387366410603]|  3.3404459953308105|      0.04000000|[427, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      33|[-1.3414428867491401, 4.444086249425597, 2.823289223450291, 7.270321067643259, 1.86189015032807, 6.903363130102372]|  3.2695765495300293|      0.20000000|[441, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      34|[-1.3414428867491401, 4.444086249425597, 2.823289223450291, 7.270321067643259, 1.86189015032807, 6.903363130102372]|  3.2695765495300293|      0.04000000|[454, 68, 0, 68]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      35|[-1.312776831802652, 4.448921610019988, 2.816818526509808, 7.260388939049706, 1.8748544003091632, 6.882237607461254]|  3.2289102077484131|      0.20000000|[467, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      36|[-1.312776831802652, 4.448921610019988, 2.816818526509808, 7.260388939049706, 1.8748544003091632, 6.882237607461254]|  3.2289102077484131|      0.04000000|[480, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      37|[-1.3038444576347814, 4.459109907419479, 2.795400799112066, 7.232865626499839, 1.8607608019240516, 6.881000679095419]|  3.1689774990081787|      0.20000000|[494, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      38|[-1.3038444576347814, 4.459109907419479, 2.795400799112066, 7.232865626499839, 1.8607608019240516, 6.881000679095419]|  3.1689774990081787|      0.04000000|[507, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      39|[-1.2983582555006818, 4.478110090230028, 2.770992752411957, 7.214745145425903, 1.844096917582407, 6.883666203413861]|  3.1127212047576904|      0.20000000|[521, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      40|[-1.2983582555006818, 4.478110090230028, 2.770992752411957, 7.214745145425903, 1.844096917582407, 6.883666203413861]|  3.1127212047576904|      0.04000000|[534, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      41|[-1.2848903701428676, 4.507661465503201, 2.7572586470733573, 7.197419185534372, 1.8393313622403835, 6.877851804896362]|  3.0503218173980713|      0.20000000|[547, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      42|[-1.2848903701428676, 4.507661465503201, 2.7572586470733573, 7.197419185534372, 1.8393313622403835, 6.877851804896362]|  3.0503218173980713|      0.04000000|[560, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      43|[-1.3088178889473163, 4.508136849008621, 2.744673092611805, 7.178881501156668, 1.8332207778378795, 6.855764100410532]|  3.0331439971923828|      0.20000000|[573, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      44|[-1.3088178889473163, 4.508136849008621, 2.744673092611805, 7.178881501156668, 1.8332207778378795, 6.855764100410532]|  3.0331439971923828|      0.04000000|[586, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      45|[-1.2884781375375267, 4.525554728572935, 2.7393397185412423, 7.163246143244566, 1.8142706123274497, 6.83992446925377]|  2.9713599681854248|      0.20000000|[599, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      46|[-1.2884781375375267, 4.525554728572935, 2.7393397185412423, 7.163246143244566, 1.8142706123274497, 6.83992446925377]|  2.9713599681854248|      0.04000000|[612, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      47|[-1.266698581978498, 4.547582106859018, 2.7314851685821426, 7.1449354030919965, 1.8045492648436339, 6.827719396185698]|  2.9077742099761963|      0.20000000|[625, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      48|[-1.266698581978498, 4.547582106859018, 2.7314851685821426, 7.1449354030919965, 1.8045492648436339, 6.827719396185698]|  2.9077742099761963|      0.04000000|[638, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      49|[-1.2480108212513372, 4.561594086643539, 2.7164218790661807, 7.122504099270906, 1.7887507234098448, 6.81907231413846]|  2.8489089012145996|      0.20000000|[651, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      50|[-1.2480108212513372, 4.561594086643539, 2.7164218790661807, 7.122504099270906, 1.7887507234098448, 6.81907231413846]|  2.8489089012145996|      0.04000000|[665, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      51|[-1.2306612457489103, 4.578004100697973, 2.694257561119926, 7.110002511092438, 1.773004030885074, 6.807487900206693]|  2.7938997745513916|      0.20000000|[678, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      52|[-1.2306612457489103, 4.578004100697973, 2.694257561119926, 7.110002511092438, 1.773004030885074, 6.807487900206693]|  2.7938997745513916|      0.04000000|[691, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      53|[-1.2202000794129126, 4.604148667428392, 2.6913126148758746, 7.088794928395263, 1.7648457256651628, 6.790694049752728]|  2.7367010116577148|      0.20000000|[705, 106, 0, 106]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      54|[-1.2202000794129126, 4.604148667428392, 2.6913126148758746, 7.088794928395263, 1.7648457256651628, 6.790694049752728]|  2.7367010116577148|      0.04000000|[719, 108, 0, 108]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      55|[-1.2246984967501602, 4.625105589904509, 2.692834443414091, 7.058403233404447, 1.7632682874865784, 6.776129976007096]|  2.6926243305206299|      0.20000000|[732, 110, 0, 110]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      56|[-1.2246984967501602, 4.625105589904509, 2.692834443414091, 7.058403233404447, 1.7632682874865784, 6.776129976007096]|  2.6926243305206299|      0.04000000|[746, 112, 0, 112]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      57|[-1.228883704313162, 4.6200895544148874, 2.695578165785005, 7.0197895344646595, 1.7590470686802524, 6.782529896252643]|  2.6731171607971191|      0.20000000|[759, 114, 0, 114]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      58|[-1.228883704313162, 4.6200895544148874, 2.695578165785005, 7.0197895344646595, 1.7590470686802524, 6.782529896252643]|  2.6731171607971191|      0.04000000|[772, 116, 0, 116]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      59|[-1.2193230460887237, 4.633757731367166, 2.6821864083961064, 6.986786317862559, 1.7641113711493852, 6.777278599120551]|  2.6250731945037842|      0.20000000|[785, 118, 0, 118]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      60|[-1.2193230460887237, 4.633757731367166, 2.6821864083961064, 6.986786317862559, 1.7641113711493852, 6.777278599120551]|  2.6250731945037842|      0.04000000|[799, 120, 0, 120]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      61|[-1.2062399403914101, 4.652778740418882, 2.6780863573523077, 6.964442363681428, 1.7511160001222958, 6.75773144626328]|  2.5702672004699707|      0.20000000|[812, 122, 0, 122]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      62|[-1.2062399403914101, 4.652778740418882, 2.6780863573523077, 6.964442363681428, 1.7511160001222958, 6.75773144626328]|  2.5702672004699707|      0.04000000|[825, 124, 0, 124]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      63|[-1.180252204990314, 4.662778443186416, 2.682215829654178, 6.945401735937786, 1.74737077467048, 6.736970454157054]|  2.5256459712982178|      0.20000000|[838, 126, 0, 126]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      64|[-1.180252204990314, 4.662778443186416, 2.682215829654178, 6.945401735937786, 1.74737077467048, 6.736970454157054]|  2.5256459712982178|      0.04000000|[852, 128, 0, 128]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      65|[-1.1688830407651054, 4.687228052274588, 2.6547468280462527, 6.94289305017022, 1.7519916443108061, 6.727443296637295]|  2.4860215187072754|      0.20000000|[865, 130, 0, 130]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      66|[-1.1688830407651054, 4.687228052274588, 2.6547468280462527, 6.94289305017022, 1.7519916443108061, 6.727443296637295]|  2.4860215187072754|      0.04000000|[878, 132, 0, 132]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      67|[-1.1572460704169953, 4.709285333494804, 2.6365025508250435, 6.922043563521461, 1.7466321087169545, 6.713960793172928]|  2.4339764118194580|      0.20000000|[892, 134, 0, 134]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      68|[-1.1572460704169953, 4.709285333494804, 2.6365025508250435, 6.922043563521461, 1.7466321087169545, 6.713960793172928]|  2.4339764118194580|      0.04000000|[906, 136, 0, 136]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      69|[-1.148953207098031, 4.735460855237434, 2.634001985249289, 6.920618357571959, 1.7333642375472371, 6.6882362905751975]|  2.3933405876159668|      0.20000000|[920, 138, 0, 138]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      70|[-1.148953207098031, 4.735460855237434, 2.634001985249289, 6.920618357571959, 1.7333642375472371, 6.6882362905751975]|  2.3933405876159668|      0.04000000|[933, 140, 0, 140]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      71|[-1.145725599237425, 4.770805031580275, 2.630150434173086, 6.9061105488566294, 1.7305607916444665, 6.677882475925446]|  2.3515751361846924|      0.20000000|[947, 142, 0, 142]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      72|[-1.145725599237425, 4.770805031580275, 2.630150434173086, 6.9061105488566294, 1.7305607916444665, 6.677882475925446]|  2.3515751361846924|      0.04000000|[960, 144, 0, 144]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      73|[-1.1428828330445955, 4.796485680988875, 2.633818535563852, 6.882087813902454, 1.7247484513385105, 6.695435050209628]|  2.3258726596832275|      0.20000000|[973, 146, 0, 146]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      74|[-1.1428828330445955, 4.796485680988875, 2.633818535563852, 6.882087813902454, 1.7247484513385105, 6.695435050209628]|  2.3258726596832275|      0.04000000|[986, 148, 0, 148]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      75|[-1.1527469320929975, 4.805863617996089, 2.625403947777392, 6.865132767296405, 1.6948857355192757, 6.682601766985047]|  2.2932534217834473|      0.20000000|[999, 150, 0, 150]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      76|[-1.1527469320929975, 4.805863617996089, 2.625403947777392, 6.865132767296405, 1.6948857355192757, 6.682601766985047]|  2.2932534217834473|      0.04000000|[1012, 152, 0, 152]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      77|[-1.1395356341434608, 4.821370458822522, 2.61840500877019, 6.8545943893981045, 1.6655662872114814, 6.669743816563425]|  2.2550733089447021|      0.20000000|[1025, 154, 0, 154]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      78|[-1.1395356341434608, 4.821370458822522, 2.61840500877019, 6.8545943893981045, 1.6655662872114814, 6.669743816563425]|  2.2550733089447021|      0.04000000|[1038, 156, 0, 156]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      79|[-1.116956880553796, 4.842939037367465, 2.6142893193323387, 6.833625948972453, 1.6609395440353767, 6.65762048533652]|  2.2073216438293457|      0.20000000|[1051, 158, 0, 158]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      80|[-1.116956880553796, 4.842939037367465, 2.6142893193323387, 6.833625948972453, 1.6609395440353767, 6.65762048533652]|  2.2073216438293457|      0.04000000|[1064, 160, 0, 160]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
