k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.20000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.2349713255534078, 0.3911346606896638, 0.415716769557316, 0.3874851474755995] |  0.0038825187366456|      0.00160000|[369, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      29|[0.2349713255534078, 0.3911346606896638, 0.415716769557316, 0.3874851474755995] |  0.0038825187366456|      0.00032000|[383, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.2346780858802855, 0.3912020668471706, 0.4157222354436071, 0.3873763493684267]|  0.0038651435170323|      0.00160000|[396, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      31|[0.2346780858802855, 0.3912020668471706, 0.4157222354436071, 0.3873763493684267]|  0.0038651435170323|      0.00032000|[409, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.2343868267330488, 0.3912724866163409, 0.4157272420994936, 0.3872641704993925]|  0.0038481948431581|      0.00160000|[422, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      33|[0.2343868267330488, 0.3912724866163409, 0.4157272420994936, 0.3872641704993925]|  0.0038481948431581|      0.00032000|[435, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.234097612425461, 0.3913460106570631, 0.4157315583945269, 0.3871487119816491] |  0.0038316638674587|      0.00160000|[449, 68, 0, 68]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      35|[0.234097612425461, 0.3913460106570631, 0.4157315583945269, 0.3871487119816491] |  0.0038316638674587|      0.00032000|[463, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.2338108767058319, 0.3914223364166928, 0.4157350081026202, 0.3870289409291371]|  0.0038155417423695|      0.00160000|[477, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      37|[0.2338108767058319, 0.3914223364166928, 0.4157350081026202, 0.3870289409291371]|  0.0038155417423695|      0.00032000|[490, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.2335258079528338, 0.3915011207144492, 0.4157401771193449, 0.3869068666822327]|  0.0037998217158020|      0.00160000|[504, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      39|[0.2335258079528338, 0.3915011207144492, 0.4157401771193449, 0.3869068666822327]|  0.0037998217158020|      0.00032000|[517, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.2332442254796037, 0.3915837291518514, 0.4157421327159695, 0.3867792605206204]|  0.0037844902835786|      0.00160000|[530, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      41|[0.2332442254796037, 0.3915837291518514, 0.4157421327159695, 0.3867792605206204]|  0.0037844902835786|      0.00032000|[543, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.232965980788535, 0.3916708161263738, 0.4157426252312124, 0.3866473684883009] |  0.0037695374339819|      0.00160000|[556, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      43|[0.232965980788535, 0.3916708161263738, 0.4157426252312124, 0.3866473684883009] |  0.0037695374339819|      0.00032000|[569, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.2326904074922862, 0.3917596897098786, 0.4157408127389134, 0.3865111423549006]|  0.0037549526896328|      0.00160000|[582, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      45|[0.2326904074922862, 0.3917596897098786, 0.4157408127389134, 0.3865111423549006]|  0.0037549526896328|      0.00032000|[595, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.2324179653783144, 0.3918520404974385, 0.415739621764723, 0.3863709809902093] |  0.0037407248746604|      0.00160000|[609, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      47|[0.2324179653783144, 0.3918520404974385, 0.415739621764723, 0.3863709809902093] |  0.0037407248746604|      0.00032000|[623, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.2321482631636584, 0.3919456217196448, 0.4157386571874584, 0.3862264045749447]|  0.0037268444430083|      0.00160000|[636, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      49|[0.2321482631636584, 0.3919456217196448, 0.4157386571874584, 0.3862264045749447]|  0.0037268444430083|      0.00032000|[649, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.2318836480021505, 0.3920452394418589, 0.4157343548320236, 0.3860766160057589]|  0.0037132960278541|      0.00160000|[662, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      51|[0.2318836480021505, 0.3920452394418589, 0.4157343548320236, 0.3860766160057589]|  0.0037132960278541|      0.00032000|[675, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.2316228134615478, 0.392149010065607, 0.4157287120638722, 0.3859231065296896] |  0.0037000675220042|      0.00160000|[688, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      53|[0.2316228134615478, 0.392149010065607, 0.4157287120638722, 0.3859231065296896] |  0.0037000675220042|      0.00032000|[701, 106, 0, 106]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.2313651959858899, 0.3922543820251298, 0.415724058873669, 0.3857652827855859] |  0.0036871472839266|      0.00160000|[715, 108, 0, 108]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      55|[0.2313651959858899, 0.3922543820251298, 0.415724058873669, 0.3857652827855859] |  0.0036871472839266|      0.00032000|[728, 110, 0, 110]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.2311120148709934, 0.3923648524230611, 0.4157190478361386, 0.3856038191558002]|  0.0036745222751051|      0.00160000|[741, 112, 0, 112]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      57|[0.2311120148709934, 0.3923648524230611, 0.4157190478361386, 0.3856038191558002]|  0.0036745222751051|      0.00032000|[754, 114, 0, 114]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.2308618682320981, 0.3924796753040308, 0.4157123472163997, 0.3854407318578573]|  0.0036621820181608|      0.00160000|[767, 116, 0, 116]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      59|[0.2308618682320981, 0.3924796753040308, 0.4157123472163997, 0.3854407318578573]|  0.0036621820181608|      0.00032000|[780, 118, 0, 118]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.2306186389210999, 0.3925973755796072, 0.4157044265207054, 0.3852694910625418]|  0.0036501074209809|      0.00160000|[793, 120, 0, 120]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      61|[0.2306186389210999, 0.3925973755796072, 0.4157044265207054, 0.3852694910625418]|  0.0036501074209809|      0.00032000|[806, 122, 0, 122]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.2303807248567576, 0.3927189366473804, 0.4156954509708294, 0.3850935955131541]|  0.0036382856778800|      0.00160000|[819, 124, 0, 124]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      63|[0.2303807248567576, 0.3927189366473804, 0.4156954509708294, 0.3850935955131541]|  0.0036382856778800|      0.00032000|[832, 126, 0, 126]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.230149588632398, 0.3928449681049391, 0.4156862124425911, 0.3849119178670596] |  0.0036267007235438|      0.00160000|[846, 128, 0, 128]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      65|[0.230149588632398, 0.3928449681049391, 0.4156862124425911, 0.3849119178670596] |  0.0036267007235438|      0.00032000|[859, 130, 0, 130]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.2299207878032303, 0.3929735241817614, 0.4156756513825671, 0.3847291284261846]|  0.0036153425462544|      0.00160000|[872, 132, 0, 132]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      67|[0.2299207878032303, 0.3929735241817614, 0.4156756513825671, 0.3847291284261846]|  0.0036153425462544|      0.00032000|[885, 134, 0, 134]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.2296980060645296, 0.3931038391801445, 0.4156621591363928, 0.384540437521817] |  0.0036041962448508|      0.00160000|[898, 136, 0, 136]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      69|[0.2296980060645296, 0.3931038391801445, 0.4156621591363928, 0.384540437521817] |  0.0036041962448508|      0.00032000|[911, 138, 0, 138]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.2294826708403277, 0.3932389144261493, 0.4156485446347388, 0.3843465301612569]|  0.0035932459868491|      0.00160000|[925, 140, 0, 140]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      71|[0.2294826708403277, 0.3932389144261493, 0.4156485446347388, 0.3843465301612569]|  0.0035932459868491|      0.00032000|[938, 142, 0, 142]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.2292733107868904, 0.3933781050959123, 0.4156342608520457, 0.3841490705475946]|  0.0035824785009027|      0.00160000|[951, 144, 0, 144]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      73|[0.2292733107868904, 0.3933781050959123, 0.4156342608520457, 0.3841490705475946]|  0.0035824785009027|      0.00032000|[965, 146, 0, 146]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.2290700111874752, 0.3935205491249276, 0.4156190296686666, 0.383947707734423] |  0.0035718802828342|      0.00160000|[978, 148, 0, 148]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      75|[0.2290700111874752, 0.3935205491249276, 0.4156190296686666, 0.383947707734423] |  0.0035718802828342|      0.00032000|[991, 150, 0, 150]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.2288727880414438, 0.3936659936783278, 0.4156024948933539, 0.3837425845671283]|  0.0035614387597889|      0.00160000|[1004, 152, 0, 152]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      77|[0.2288727880414438, 0.3936659936783278, 0.4156024948933539, 0.3837425845671283]|  0.0035614387597889|      0.00032000|[1017, 154, 0, 154]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.2286846300291645, 0.3938164631564323, 0.4155868074787341, 0.383532562178806] |  0.0035511399619281|      0.00160000|[1030, 156, 0, 156]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      79|[0.2286846300291645, 0.3938164631564323, 0.4155868074787341, 0.383532562178806] |  0.0035511399619281|      0.00032000|[1043, 158, 0, 158]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.2284998827704564, 0.3939676475093275, 0.4155687634438108, 0.3833202271731117]|  0.0035409729462117|      0.00160000|[1057, 160, 0, 160]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
