k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1386365319100387, -0.40798914933297]                                         | 16.5122909545898438|      5.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.5446338374188621, -0.5240172007529682]                                       |  1.0997648239135742|      0.20000000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.5446338374188621, -0.5240172007529682]                                       |  1.0997648239135742|      0.04000000|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.508099391596462, -0.5403032152577547]                                        |  1.0480320453643799|      0.20000000|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[0.508099391596462, -0.5403032152577547]                                        |  1.0480320453643799|      0.04000000|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.4721755475180228, -0.5578951857735323]                                       |  0.9999171495437622|      0.20000000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[0.4721755475180228, -0.5578951857735323]                                       |  0.9999171495437622|      0.04000000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.4372195835332578, -0.5773394801010675]                                       |  0.9554079174995422|      0.20000000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.4372195835332578, -0.5773394801010675]                                       |  0.9554079174995422|      0.04000000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.4024447534308722, -0.5971058958447023]                                       |  0.9146702885627747|      0.20000000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.4024447534308722, -0.5971058958447023]                                       |  0.9146702885627747|      0.04000000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.368242121152317, -0.6178466756086826]                                        |  0.8780112862586975|      0.20000000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.368242121152317, -0.6178466756086826]                                        |  0.8780112862586975|      0.04000000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.3346811224552543, -0.639610392351366]                                        |  0.8459001183509827|      0.20000000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.3346811224552543, -0.639610392351366]                                        |  0.8459001183509827|      0.04000000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.3012780367902173, -0.661615706892499]                                        |  0.8189322948455811|      0.20000000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.3012780367902173, -0.661615706892499]                                        |  0.8189322948455811|      0.04000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.2650869693747233, -0.6786511593175791]                                       |  0.7977350950241089|      0.20000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.2650869693747233, -0.6786511593175791]                                       |  0.7977350950241089|      0.04000000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.2650869693747233, -0.6786511593175791]                                       |  0.7977350950241089|      0.00800000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.2579281470203302, -0.6822220503125891]                                       |  0.7942386865615845|      0.04000000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.2232785845783133, -0.7022072403936659]                                       |  0.7809579372406006|      0.20000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.2232785845783133, -0.7022072403936659]                                       |  0.7809579372406006|      0.04000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.2232785845783133, -0.7022072403936659]                                       |  0.7809579372406006|      0.00800000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.2156693030404135, -0.7046768222362008]                                       |  0.7791312336921692|      0.04000000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.2156693030404135, -0.7046768222362008]                                       |  0.7791312336921692|      0.00800000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.2077907036941365, -0.7060652286395434]                                       |  0.7775777578353882|      0.04000000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.2077907036941365, -0.7060652286395434]                                       |  0.7775777578353882|      0.00800000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.1999724311107504, -0.7077606972508347]                                       |  0.7762902379035950|      0.04000000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.1999724311107504, -0.7077606972508347]                                       |  0.7762902379035950|      0.00800000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.1920042400026835, -0.7084733896566614]                                       |  0.7752603888511658|      0.04000000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.1920042400026835, -0.7084733896566614]                                       |  0.7752603888511658|      0.00800000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.1840053416254296, -0.7083406314163726]                                       |  0.7744709253311157|      0.04000000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.1840053416254296, -0.7083406314163726]                                       |  0.7744709253311157|      0.00800000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.1760204415292656, -0.7088319260879093]                                       |  0.7739323973655701|      0.04000000|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.1760204415292656, -0.7088319260879093]                                       |  0.7739323973655701|      0.00800000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.1760204415292656, -0.7088319260879093]                                       |  0.7739323973655701|      0.00160000|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.1745971987743055, -0.7081009130507795]                                       |  0.7738405466079712|      0.00800000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.1745971987743055, -0.7081009130507795]                                       |  0.7738405466079712|      0.00160000|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.1731761371464293, -0.7073656689758099]                                       |  0.7737550735473633|      0.00800000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.1731761371464293, -0.7073656689758099]                                       |  0.7737550735473633|      0.00160000|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.171789466508131, -0.7065674556328487]                                        |  0.7736759185791016|      0.00800000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.171789466508131, -0.7065674556328487]                                        |  0.7736759185791016|      0.00160000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.1704864140852678, -0.7056389867947769]                                       |  0.7736033201217651|      0.00800000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[0.1704864140852678, -0.7056389867947769]                                       |  0.7736033201217651|      0.00160000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.1690936436222336, -0.7048514650888541]                                       |  0.7735365629196167|      0.00800000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.1690936436222336, -0.7048514650888541]                                       |  0.7735365629196167|      0.00160000|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.1677253293435322, -0.7040221786276709]                                       |  0.7734759449958801|      0.00800000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.1677253293435322, -0.7040221786276709]                                       |  0.7734759449958801|      0.00160000|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.1664124274785692, -0.7031076904139817]                                       |  0.7734214663505554|      0.00800000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.1664124274785692, -0.7031076904139817]                                       |  0.7734214663505554|      0.00160000|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1650755923292767, -0.702228559147551]                                        |  0.7733730673789978|      0.00800000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.1650755923292767, -0.702228559147551]                                        |  0.7733730673789978|      0.00160000|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.1637569732766866, -0.7013223341235385]                                       |  0.7733306288719177|      0.00800000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.1637569732766866, -0.7013223341235385]                                       |  0.7733306288719177|      0.00160000|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.1625668918798902, -0.7002528920872415]                                       |  0.7732943296432495|      0.00800000|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.1625668918798902, -0.7002528920872415]                                       |  0.7732943296432495|      0.00160000|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.161491887086335, -0.6990678331461616]                                        |  0.7732645869255066|      0.00800000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.161491887086335, -0.6990678331461616]                                        |  0.7732645869255066|      0.00160000|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.1603748562974664, -0.6979223017337945]                                       |  0.7732405662536621|      0.00800000|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.1603748562974664, -0.6979223017337945]                                       |  0.7732405662536621|      0.00160000|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.1603748562974664, -0.6979223017337945]                                       |  0.7732405662536621|      0.00032000|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.160085617608778, -0.697785404031236]                                         |  0.7732362151145935|      0.00160000|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.160085617608778, -0.697785404031236]                                         |  0.7732362151145935|      0.00032000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.1597992480151595, -0.697642601874912]                                        |  0.7732320427894592|      0.00160000|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.1597992480151595, -0.697642601874912]                                        |  0.7732320427894592|      0.00032000|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.1595059582072337, -0.6975146132482031]                                       |  0.7732281684875488|      0.00160000|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.1595059582072337, -0.6975146132482031]                                       |  0.7732281684875488|      0.00032000|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.1592132867333534, -0.6973852169253157]                                       |  0.7732245922088623|      0.00160000|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
