k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 5.0]                                                                      |149.7192190771219771|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.0, 5.0]                                                                      |149.7192190771219771|      0.25000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.7814429592131664, 5.121378828147673]                                         | 12.6163015365600586|      0.50000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.7814429592131664, 5.121378828147673]                                         | 12.6163015365600586|      0.25000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.7814429592131664, 5.121378828147673]                                         | 12.6163015365600586|      0.12500000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.8513236340309857, 5.047413846216732]                                         |  0.5306885242462158|      0.00097656|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.8513236340309857, 5.047413846216732]                                         |  0.5306885242462158|      0.00048828|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.8513236340309857, 5.047413846216732]                                         |  0.5306885242462158|      0.00024414|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.8515169970699334, 5.047264797969697]                                         |  0.5303981900215149|      0.00048828|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.8514392066120698, 5.04678275313385]                                          |  0.5300492644309998|      0.00097656|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[0.8514392066120698, 5.04678275313385]                                          |  0.5300492644309998|      0.00048828|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.8517872869076328, 5.04644032257601]                                          |  0.5298395752906799|      0.00097656|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.8517872869076328, 5.04644032257601]                                          |  0.5298395752906799|      0.00048828|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.8517872869076328, 5.04644032257601]                                          |  0.5298395752906799|      0.00024414|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.8515591206983107, 5.046353461619885]                                         |  0.5296266674995422|      0.00048828|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.8515591206983107, 5.046353461619885]                                         |  0.5296266674995422|      0.00024414|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.8515591206983107, 5.046353461619885]                                         |  0.5296266674995422|      0.00012207|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.8515873988145883, 5.046234711843744]                                         |  0.5295223593711853|      0.00024414|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.8515378776774645, 5.0459956463678735]                                        |  0.5293390154838562|      0.00048828|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.8517976664654169, 5.045582211530498]                                         |  0.5290673375129700|      0.00097656|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.8517976664654169, 5.045582211530498]                                         |  0.5290673375129700|      0.00048828|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.8517976664654169, 5.045582211530498]                                         |  0.5290673375129700|      0.00024414|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.8515790909643551, 5.045473448507779]                                         |  0.5288897156715393|      0.00048828|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.8518151168039744, 5.045046002157773]                                         |  0.5286011695861816|      0.00097656|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.8518151168039744, 5.045046002157773]                                         |  0.5286011695861816|      0.00048828|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.8518151168039744, 5.045046002157773]                                         |  0.5286011695861816|      0.00024414|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.8516243685638037, 5.0448936218649285]                                        |  0.5283929705619812|      0.00048828|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.8516243685638037, 5.0448936218649285]                                        |  0.5283929705619812|      0.00024414|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.8516733998452914, 5.0446544554412585]                                        |  0.5281835198402405|      0.00048828|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.8516733998452914, 5.0446544554412585]                                        |  0.5281835198402405|      0.00024414|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[0.8516516324528459, 5.044411287134521]                                         |  0.5279839634895325|      0.00048828|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.8515683355706335, 5.043930163233103]                                         |  0.5276524424552917|      0.00097656|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.8515683355706335, 5.043930163233103]                                         |  0.5276524424552917|      0.00048828|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.8515683355706335, 5.043930163233103]                                         |  0.5276524424552917|      0.00024414|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[0.8517870972858791, 5.0438217752415255]                                        |  0.5274928808212280|      0.00048828|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.8516007205593505, 5.043370463492387]                                         |  0.5271753668785095|      0.00097656|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[0.8516007205593505, 5.043370463492387]                                         |  0.5271753668785095|      0.00048828|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[0.8519923161948396, 5.043078793409301]                                         |  0.5270408987998962|      0.00097656|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[0.8519923161948396, 5.043078793409301]                                         |  0.5270408987998962|      0.00048828|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[0.8515495904359403, 5.04287285050093]                                          |  0.5268580317497253|      0.00097656|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[0.8515495904359403, 5.04287285050093]                                          |  0.5268580317497253|      0.00048828|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      56|[0.8515495904359403, 5.04287285050093]                                          |  0.5268580317497253|      0.00024414|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.8517575504632271, 5.042744954950475]                                         |  0.5265698432922363|      0.00048828|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.8518444805033856, 5.042264474204535]                                         |  0.5261673927307129|      0.00097656|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[0.8518444805033856, 5.042264474204535]                                         |  0.5261673927307129|      0.00048828|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[0.8516878050949563, 5.041802011886616]                                         |  0.5258436799049377|      0.00097656|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[0.8516878050949563, 5.041802011886616]                                         |  0.5258436799049377|      0.00048828|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[0.8516878050949563, 5.041802011886616]                                         |  0.5258436799049377|      0.00024414|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[0.8518487074447765, 5.041618395224524]                                         |  0.5256163477897644|      0.00048828|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.8518487074447765, 5.041618395224524]                                         |  0.5256163477897644|      0.00024414|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[0.8518487074447765, 5.041618395224524]                                         |  0.5256163477897644|      0.00012207|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[0.8518393240313611, 5.041496686092794]                                         |  0.5255133509635925|      0.00024414|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[0.8518514743468938, 5.0412528480018235]                                        |  0.5253074765205383|      0.00048828|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.8518514743468938, 5.0412528480018235]                                        |  0.5253074765205383|      0.00024414|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      69|[0.8519495495282448, 5.041029272726853]                                         |  0.5251417160034180|      0.00048828|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.8519495495282448, 5.041029272726853]                                         |  0.5251417160034180|      0.00024414|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[0.8518612699861436, 5.040801651622335]                                         |  0.5249278545379639|      0.00048828|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.8518612699861436, 5.040801651622335]                                         |  0.5249278545379639|      0.00024414|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      73|[0.8519170658322028, 5.040563972283018]                                         |  0.5247277021408081|      0.00048828|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[0.8519170658322028, 5.040563972283018]                                         |  0.5247277021408081|      0.00024414|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      75|[0.8518812746702243, 5.040322469410365]                                         |  0.5245242118835449|      0.00048828|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.8518525742787179, 5.039835032371735]                                         |  0.5241333246231079|      0.00097656|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.8518525742787179, 5.039835032371735]                                         |  0.5241333246231079|      0.00048828|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      78|[0.8516654109866268, 5.039384046250889]                                         |  0.5240335464477539|      0.00097656|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.8516654109866268, 5.039384046250889]                                         |  0.5240335464477539|      0.00048828|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      80|[0.8521048172114839, 5.03917111257892]                                          |  0.5236203074455261|      0.00097656|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
