k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.20000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      17|[1.1687085301725924, 0.7281578012926602]                                        |  4.0439767837524414|      0.20000000|[137, 0, 0, 34]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      18|[1.1687085301725924, 0.7281578012926602]                                        |  4.0439767837524414|      0.04000000|[145, 0, 0, 36]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      19|[1.1885251969175452, 0.6934115825182455]                                        |  3.8427495956420898|      0.20000000|[153, 0, 0, 38]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      20|[1.1885251969175452, 0.6934115825182455]                                        |  3.8427495956420898|      0.04000000|[161, 0, 0, 40]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      21|[1.208073446751668, 0.6585136466419975]                                         |  3.6497716903686523|      0.20000000|[169, 0, 0, 42]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      22|[1.208073446751668, 0.6585136466419975]                                         |  3.6497716903686523|      0.04000000|[177, 0, 0, 44]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      23|[1.2271459047007214, 0.6233534226981488]                                        |  3.4646737575531006|      0.20000000|[185, 0, 0, 46]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      24|[1.2271459047007214, 0.6233534226981488]                                        |  3.4646737575531006|      0.04000000|[193, 0, 0, 48]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      25|[1.2461444519766938, 0.5881532067697963]                                        |  3.2871170043945312|      0.20000000|[201, 0, 0, 50]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      26|[1.2461444519766938, 0.5881532067697963]                                        |  3.2871170043945312|      0.04000000|[209, 0, 0, 52]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      27|[1.2647893618404986, 0.5527644043575841]                                        |  3.1167714595794678|      0.20000000|[217, 0, 0, 54]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      28|[1.2647893618404986, 0.5527644043575841]                                        |  3.1167714595794678|      0.04000000|[225, 0, 0, 56]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      29|[1.2830963128923465, 0.5171995967075314]                                        |  2.9533250331878662|      0.20000000|[233, 0, 0, 58]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      30|[1.2830963128923465, 0.5171995967075314]                                        |  2.9533250331878662|      0.04000000|[241, 0, 0, 60]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      31|[1.3013075618018615, 0.4815856891269851]                                        |  2.7964861392974854|      0.20000000|[249, 0, 0, 62]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      32|[1.3013075618018615, 0.4815856891269851]                                        |  2.7964861392974854|      0.04000000|[257, 0, 0, 64]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      33|[1.3191306707417583, 0.4457759587773082]                                        |  2.6459727287292480|      0.20000000|[265, 0, 0, 66]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      34|[1.3191306707417583, 0.4457759587773082]                                        |  2.6459727287292480|      0.04000000|[273, 0, 0, 68]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      35|[1.3368574714510817, 0.4099184555651222]                                        |  2.5015220642089844|      0.20000000|[281, 0, 0, 70]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      36|[1.3368574714510817, 0.4099184555651222]                                        |  2.5015220642089844|      0.04000000|[289, 0, 0, 72]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      37|[1.3544194174243522, 0.3739799239641799]                                        |  2.3628854751586914|      0.20000000|[297, 0, 0, 74]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      38|[1.3544194174243522, 0.3739799239641799]                                        |  2.3628854751586914|      0.04000000|[305, 0, 0, 76]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      39|[1.37170177789602, 0.3379061105183112]                                          |  2.2298252582550049|      0.20000000|[313, 0, 0, 78]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      40|[1.37170177789602, 0.3379061105183112]                                          |  2.2298252582550049|      0.04000000|[321, 0, 0, 80]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      41|[1.388913681454891, 0.3017986268635323]                                         |  2.1021187305450439|      0.20000000|[329, 0, 0, 82]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      42|[1.388913681454891, 0.3017986268635323]                                         |  2.1021187305450439|      0.04000000|[337, 0, 0, 84]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      43|[1.4059121638199275, 0.265590180372616]                                         |  1.9795546531677246|      0.20000000|[345, 0, 0, 86]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      44|[1.4059121638199275, 0.265590180372616]                                         |  1.9795546531677246|      0.04000000|[353, 0, 0, 88]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      45|[1.4228360569523633, 0.2293468107549619]                                        |  1.8619338274002075|      0.20000000|[361, 0, 0, 90]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      46|[1.4228360569523633, 0.2293468107549619]                                        |  1.8619338274002075|      0.04000000|[369, 0, 0, 92]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      47|[1.439713185785532, 0.1930816412069146]                                         |  1.7490682601928711|      0.20000000|[377, 0, 0, 94]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      48|[1.439713185785532, 0.1930816412069146]                                         |  1.7490682601928711|      0.04000000|[385, 0, 0, 96]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      49|[1.456557787090131, 0.1568013516974701]                                         |  1.6407799720764160|      0.20000000|[393, 0, 0, 98]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      50|[1.456557787090131, 0.1568013516974701]                                         |  1.6407799720764160|      0.04000000|[401, 0, 0, 100]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      51|[1.4733641409078113, 0.1205033287298904]                                        |  1.5369004011154175|      0.20000000|[409, 0, 0, 102]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      52|[1.4733641409078113, 0.1205033287298904]                                        |  1.5369004011154175|      0.04000000|[417, 0, 0, 104]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      53|[1.4902037654661444, 0.0842207289782962]                                        |  1.4372702836990356|      0.20000000|[425, 0, 0, 106]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      54|[1.4902037654661444, 0.0842207289782962]                                        |  1.4372702836990356|      0.04000000|[433, 0, 0, 108]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      55|[1.507030217627194, 0.0479320185069676]                                         |  1.3417390584945679|      0.20000000|[441, 0, 0, 110]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      56|[1.507030217627194, 0.0479320185069676]                                         |  1.3417390584945679|      0.04000000|[449, 0, 0, 112]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      57|[1.523974096915077, 0.0116979881670006]                                         |  1.2501645088195801|      0.20000000|[457, 0, 0, 114]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      58|[1.523974096915077, 0.0116979881670006]                                         |  1.2501645088195801|      0.04000000|[465, 0, 0, 116]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      59|[1.540983129587902, -0.0245055034813856]                                        |  1.1624125242233276|      0.20000000|[473, 0, 0, 118]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      60|[1.540983129587902, -0.0245055034813856]                                        |  1.1624125242233276|      0.04000000|[481, 0, 0, 120]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      61|[1.5581470206812136, -0.0606358348186005]                                       |  1.0783568620681763|      0.20000000|[489, 0, 0, 122]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      62|[1.5581470206812136, -0.0606358348186005]                                       |  1.0783568620681763|      0.04000000|[497, 0, 0, 124]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      63|[1.5754593220954616, -0.0966952887765049]                                       |  0.9978793859481812|      0.20000000|[505, 0, 0, 126]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      64|[1.5754593220954616, -0.0966952887765049]                                       |  0.9978793859481812|      0.04000000|[513, 0, 0, 128]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      65|[1.592945978047391, -0.1326705144689013]                                        |  0.9208698272705078|      0.20000000|[521, 0, 0, 130]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      66|[1.592945978047391, -0.1326705144689013]                                        |  0.9208698272705078|      0.04000000|[529, 0, 0, 132]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      67|[1.610568968173552, -0.1685791515777256]                                        |  0.8472270965576172|      0.20000000|[537, 0, 0, 134]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      68|[1.610568968173552, -0.1685791515777256]                                        |  0.8472270965576172|      0.04000000|[545, 0, 0, 136]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      69|[1.6284511048066774, -0.2043594420940732]                                       |  0.7768577933311462|      0.20000000|[553, 0, 0, 138]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      70|[1.6284511048066774, -0.2043594420940732]                                       |  0.7768577933311462|      0.04000000|[561, 0, 0, 140]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      71|[1.646525717434761, -0.2400428889335354]                                        |  0.7096782326698303|      0.20000000|[569, 0, 0, 142]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      72|[1.646525717434761, -0.2400428889335354]                                        |  0.7096782326698303|      0.04000000|[577, 0, 0, 144]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      73|[1.6647774644473452, -0.2756360586573549]                                       |  0.6456149220466614|      0.20000000|[585, 0, 0, 146]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      74|[1.6647774644473452, -0.2756360586573549]                                       |  0.6456149220466614|      0.04000000|[593, 0, 0, 148]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      75|[1.6647774644473452, -0.2756360586573549]                                       |  0.6456149220466614|      0.00800000|[601, 0, 0, 150]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      76|[1.6684699636203462, -0.2827329206299021]                                       |  0.6331703662872314|      0.04000000|[609, 0, 0, 152]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      77|[1.6684699636203462, -0.2827329206299021]                                       |  0.6331703662872314|      0.00800000|[617, 0, 0, 154]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      78|[1.6721711661504952, -0.2898252474575954]                                       |  0.6208474040031433|      0.04000000|[625, 0, 0, 156]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      79|[1.6721711661504952, -0.2898252474575954]                                       |  0.6208474040031433|      0.00800000|[633, 0, 0, 158]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      80|[1.675884032730044, -0.2969114750691296]                                        |  0.6086455583572388|      0.04000000|[641, 0, 0, 160]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
