k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|     10.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.1578054677260941, -0.691666574728889]                                        |  0.7732394337654114|      0.00100000|[218, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.1570832061426098, -0.6923581947148805]                                       |  0.7732208371162415|      0.01000000|[223, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[0.1570832061426098, -0.6923581947148805]                                       |  0.7732208371162415|      0.00100000|[230, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.1564829990954383, -0.6931580393876299]                                       |  0.7732079029083252|      0.01000000|[235, 89, 0, 89]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[0.1564829990954383, -0.6931580393876299]                                       |  0.7732079029083252|      0.00100000|[241, 91, 0, 91]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.1557884142247628, -0.6938774501586283]                                       |  0.7732006907463074|      0.01000000|[246, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[0.1557884142247628, -0.6938774501586283]                                       |  0.7732006907463074|      0.00100000|[253, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.1555059952656298, -0.694836741319602]                                        |  0.7731992006301880|      0.01000000|[259, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      41|[0.1555059952656298, -0.694836741319602]                                        |  0.7731992006301880|      0.00100000|[265, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.1555059952656298, -0.694836741319602]                                        |  0.7731992006301880|      0.00010000|[271, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00100000|[276, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00010000|[283, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00001000|[289, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000100|[295, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000010|[300, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000001|[305, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000000|[310, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000000|[316, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000000|[321, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000000|[327, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000000|[332, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000000|[337, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000000|[343, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000000|[349, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000000|[354, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000000|[354, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000000|[354, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000000|[354, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000000|[354, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000000|[354, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000000|[354, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000000|[354, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.1555223248453662, -0.6947380836041124]                                       |  0.7731990814208984|      0.00000000|[354, 162, 0, 162]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
