k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.90000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.5288836804247042, 0.0366555310995725]                                        |  0.2354834973812103|      0.06461082|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.5288836804247042, 0.0366555310995725]                                        |  0.2354834973812103|      0.05814974|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.5288836804247042, 0.0366555310995725]                                        |  0.2354834973812103|      0.05233476|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.5288836804247042, 0.0366555310995725]                                        |  0.2354834973812103|      0.04710129|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.4818835292657204, 0.0335705634344363]                                        |  0.1622940897941589|      0.05233476|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.4818835292657204, 0.0335705634344363]                                        |  0.1622940897941589|      0.04710129|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.4818835292657204, 0.0335705634344363]                                        |  0.1622940897941589|      0.04239116|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.4818835292657204, 0.0335705634344363]                                        |  0.1622940897941589|      0.03815204|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.4818835292657204, 0.0335705634344363]                                        |  0.1622940897941589|      0.03433684|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.4818835292657204, 0.0335705634344363]                                        |  0.1622940897941589|      0.03090315|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.4509803753666158, 0.033565096709145]                                         |  0.1245563924312592|      0.03433684|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.4509803753666158, 0.033565096709145]                                         |  0.1245563924312592|      0.03090315|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.4509803753666158, 0.033565096709145]                                         |  0.1245563924312592|      0.02781284|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.4231675857290532, 0.0336174677137193]                                        |  0.0966076478362083|      0.03090315|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.4231675857290532, 0.0336174677137193]                                        |  0.0966076478362083|      0.02781284|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.4231675857290532, 0.0336174677137193]                                        |  0.0966076478362083|      0.02503156|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.4231675857290532, 0.0336174677137193]                                        |  0.0966076478362083|      0.02252840|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.4231675857290532, 0.0336174677137193]                                        |  0.0966076478362083|      0.02027556|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.4029092219159427, 0.0327825950759169]                                        |  0.0794111713767052|      0.02252840|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[0.4029092219159427, 0.0327825950759169]                                        |  0.0794111713767052|      0.02027556|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.4029092219159427, 0.0327825950759169]                                        |  0.0794111713767052|      0.01824800|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.3846775487914511, 0.0320107585561114]                                        |  0.0659978315234184|      0.02027556|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.3846775487914511, 0.0320107585561114]                                        |  0.0659978315234184|      0.01824800|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.3846775487914511, 0.0320107585561114]                                        |  0.0659978315234184|      0.01642320|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.3846775487914511, 0.0320107585561114]                                        |  0.0659978315234184|      0.01478088|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.3698977857207027, 0.0318288132320897]                                        |  0.0564430356025696|      0.01642320|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.3698977857207027, 0.0318288132320897]                                        |  0.0564430356025696|      0.01478088|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.3551387007947489, 0.03102637153522]                                          |  0.0479670166969299|      0.01642320|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.3551387007947489, 0.03102637153522]                                          |  0.0479670166969299|      0.01478088|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.3551387007947489, 0.03102637153522]                                          |  0.0479670166969299|      0.01330279|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.3551387007947489, 0.03102637153522]                                          |  0.0479670166969299|      0.01197252|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.3431668910938608, 0.0308964012216822]                                        |  0.0418323054909706|      0.01330279|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.3431668910938608, 0.0308964012216822]                                        |  0.0418323054909706|      0.01197252|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.3311951882286306, 0.0307569368774257]                                        |  0.0363060757517815|      0.01330279|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.3311951882286306, 0.0307569368774257]                                        |  0.0363060757517815|      0.01197252|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.3311951882286306, 0.0307569368774257]                                        |  0.0363060757517815|      0.01077526|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.3311951882286306, 0.0307569368774257]                                        |  0.0363060757517815|      0.00969774|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.3214987260417693, 0.0305996798986632]                                        |  0.0322469510138035|      0.01077526|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.3214987260417693, 0.0305996798986632]                                        |  0.0322469510138035|      0.00969774|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.3118019406566127, 0.0304638053505954]                                        |  0.0285384841263294|      0.01077526|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.3118019406566127, 0.0304638053505954]                                        |  0.0285384841263294|      0.00969774|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.3118019406566127, 0.0304638053505954]                                        |  0.0285384841263294|      0.00872796|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.3030803289957281, 0.0301308818119437]                                        |  0.0254827681928873|      0.00969774|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.3030803289957281, 0.0301308818119437]                                        |  0.0254827681928873|      0.00872796|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.3030803289957281, 0.0301308818119437]                                        |  0.0254827681928873|      0.00785517|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.2952282229070677, 0.0299116059820521]                                        |  0.0229488089680672|      0.00872796|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.2952282229070677, 0.0299116059820521]                                        |  0.0229488089680672|      0.00785517|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.2952282229070677, 0.0299116059820521]                                        |  0.0229488089680672|      0.00706965|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.2881648953371458, 0.0296126717202572]                                        |  0.0208343751728535|      0.00785517|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
