k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      5.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      5.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.0156013212764716, -1.0032629572953407, -8.16149183045152]                    |  0.9996833205223083|      0.04000000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.0156013212764716, -1.0032629572953407, -8.16149183045152]                    |  0.9996833205223083|      0.00800000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.0082252134828419, -1.0004492091075348, -8.162786378616856]                   |  0.9994978308677673|      0.04000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[0.0082252134828419, -1.0004492091075348, -8.162786378616856]                   |  0.9994978308677673|      0.00800000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.0008952783336287, -0.9976890642673234, -8.16441538173821]                    |  0.9994369745254517|      0.04000000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      31|[0.0008952783336287, -0.9976890642673234, -8.16441538173821]                    |  0.9994369745254517|      0.00800000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.0008952783336287, -0.9976890642673234, -8.16441538173821]                    |  0.9994369745254517|      0.00160000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.0011399251845887, -0.9992662675059067, -8.164303230668141]                   |  0.9994326233863831|      0.00800000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.0011399251845887, -0.9992662675059067, -8.164303230668141]                   |  0.9994326233863831|      0.00160000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.0011399251845887, -0.9992662675059067, -8.164303230668141]                   |  0.9994326233863831|      0.00032000|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.0008536858910806, -0.9994047191265794, -8.164339261427015]                   |  0.9994319081306458|      0.00160000|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.0008536858910806, -0.9994047191265794, -8.164339261427015]                   |  0.9994319081306458|      0.00032000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.0008761486125694, -0.9997229928166942, -8.164363700828071]                   |  0.9994316697120667|      0.00160000|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.0008761486125694, -0.9997229928166942, -8.164363700828071]                   |  0.9994316697120667|      0.00032000|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.0006255960900963, -0.999834205053205, -8.164198609120428]                    |  0.9994311928749084|      0.00160000|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.0006255960900963, -0.999834205053205, -8.164198609120428]                    |  0.9994311928749084|      0.00032000|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.0004160389757309, -1.000004091173786, -8.164026491364654]                    |  0.9994308352470398|      0.00160000|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.0004160389757309, -1.000004091173786, -8.164026491364654]                    |  0.9994308352470398|      0.00032000|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00160000|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00032000|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00006400|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00001280|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000256|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000051|[268, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000010|[273, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000002|[277, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[282, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[287, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[295, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[299, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[304, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[308, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[312, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[317, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[322, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[327, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[331, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[336, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[341, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[346, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[350, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[352, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[352, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[352, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[352, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[352, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[352, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[352, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[352, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[352, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[352, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[352, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[352, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.0003347227038469, -0.999967752883164, -8.16371913620761]                     |  0.9994305968284607|      0.00000000|[352, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
