k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.837735710342441, 10.088547766945183, 9.017233703635014]                      |33320054.0000000000000000|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[10.360285406481264, 10.446199922423098, 8.104219655560291]                     |12482022.0000000000000000|      1.23456790|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[9.965598522946253, 10.328276890399966, 6.940400801424211]                      |3297442.2500000000000000|      1.37174211|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[10.811011015269056, 10.732148145822617, 5.938481568139013]                     |1921954.7500000000000000|      1.52415790|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[9.485166378270717, 10.502209787577398, 5.2227150821311]                        |1344104.0000000000000000|      1.69350878|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[9.228059013056827, 8.89987232071058, 5.706845680028031]                        |956082.5000000000000000|      1.88167642|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[8.881898199861544, 8.640173783053099, 3.875606885545264]                       |609770.3125000000000000|      2.09075158|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=1
       8|[8.390036006715016, 8.300149878115741, 1.8721854367030062]                      |476540.8437500000000000|      2.32305731|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[9.615300953197393, 6.4602227246854245, 2.5863206888406083]                     |213730.8593750000000000|      2.58117479|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[8.488623237589813, 4.2965110644704865, 1.7428679741144846]                     |40627.2851562500000000|      2.86797199|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[6.223187596285744, 3.0426408494667925, 0.5096306980780516]                     |6162.7011718750000000|      3.18663555|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[5.42804989365095, 0.0935005608499853, 1.4179113213626033]                      |717.4967041015625000|      3.54070616|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[5.42804989365095, 0.0935005608499853, 1.4179113213626033]                      |717.4967041015625000|      3.18663555|[79, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[2.970138902048338, -0.3656543887086348, -0.5575623910373424]                   | 96.4544067382812500|      3.54070616|[90, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=1
      15|[2.970138902048338, -0.3656543887086348, -0.5575623910373424]                   | 96.4544067382812500|      3.18663555|[102, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[2.970138902048338, -0.3656543887086348, -0.5575623910373424]                   | 96.4544067382812500|      2.86797199|[113, 43, 0, 43]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[2.970138902048338, -0.3656543887086348, -0.5575623910373424]                   | 96.4544067382812500|      2.58117479|[124, 47, 0, 47]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[2.970138902048338, -0.3656543887086348, -0.5575623910373424]                   | 96.4544067382812500|      2.32305731|[135, 51, 0, 51]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[2.970138902048338, -0.3656543887086348, -0.5575623910373424]                   | 96.4544067382812500|      2.09075158|[145, 55, 0, 55]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.4742258015106303, -0.1974835219407445, 0.0900643849891298]                   |  0.0557504035532475|      0.53144100|[318, 121, 0, 121]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.4742258015106303, -0.1974835219407445, 0.0900643849891298]                   |  0.0557504035532475|      0.47829690|[329, 125, 0, 125]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.4742258015106303, -0.1974835219407445, 0.0900643849891298]                   |  0.0557504035532475|      0.43046721|[339, 129, 0, 129]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.4742258015106303, -0.1974835219407445, 0.0900643849891298]                   |  0.0557504035532475|      0.38742049|[350, 133, 0, 133]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.4742258015106303, -0.1974835219407445, 0.0900643849891298]                   |  0.0557504035532475|      0.34867844|[360, 137, 0, 137]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.4742258015106303, -0.1974835219407445, 0.0900643849891298]                   |  0.0557504035532475|      0.31381060|[372, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.4742258015106303, -0.1974835219407445, 0.0900643849891298]                   |  0.0557504035532475|      0.28242954|[383, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.4742258015106303, -0.1974835219407445, 0.0900643849891298]                   |  0.0557504035532475|      0.25418658|[394, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.4742258015106303, -0.1974835219407445, 0.0900643849891298]                   |  0.0557504035532475|      0.22876792|[405, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.4742258015106303, -0.1974835219407445, 0.0900643849891298]                   |  0.0557504035532475|      0.20589113|[417, 159, 0, 159]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.4742258015106303, -0.1974835219407445, 0.0900643849891298]                   |  0.0557504035532475|      0.18530202|[427, 163, 0, 163]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
