k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.609553617497106, 0.0519686181864622, 0.1352853357785249, 0.7793853527255101, -2.6994897e-09, -1.086920568e-07, 1.44826971e-08, -6.64428622e-08, -2.8907761e-08, 8.21113743e-08, -5.29401489e-08, 2.376422719e-07, -2.4045045e-08, -1.995109413e-07, 2.43209221e-08, 8.10860233e-08, -1.964871755e-07, -5.85320581e-08, 2.29673622e-08, 2.824421e-10, 1.693881929e-07, 5.57579756e-08]| 13.1512060165405273|     10.00000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
      23|[1.4886126812360214, 0.1253341129596414, 0.3325784556237963, 1.913036218409564, 2.2627508181e-06, 2.8316289317e-06, -5.9897085515e-06, -5.7451027559e-06, -1.7386623032e-06, -1.99418649201e-05, 1.6268944185e-05, 1.24334658971e-05, 4.591179284e-06, 1.03088301084e-05, 7.8431090102e-06, 9.7513027908e-06, 6.797586125e-07, -2.3521754084e-06, -2.2122785254e-06, -1.8064786546e-06, -7.8189254679e-06, -6.151805983e-07]| 12.1446657180786133|      0.10000000|[2945, 0, 0, 46]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      24|[1.4886126812360214, 0.1253341129596414, 0.3325784556237963, 1.913036218409564, 2.2627508181e-06, 2.8316289317e-06, -5.9897085515e-06, -5.7451027559e-06, -1.7386623032e-06, -1.99418649201e-05, 1.6268944185e-05, 1.24334658971e-05, 4.591179284e-06, 1.03088301084e-05, 7.8431090102e-06, 9.7513027908e-06, 6.797586125e-07, -2.3521754084e-06, -2.2122785254e-06, -1.8064786546e-06, -7.8189254679e-06, -6.151805983e-07]| 12.1446657180786133|      0.01000000|[3073, 0, 0, 48]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      25|[1.493248620575539, 0.1252877028024185, 0.3342229825396861, 1.921742402204265, -9.126022942e-07, -2.91771314899e-05, -6.0996550389e-06, -3.5138924249e-06, 1.47609900551e-05, -1.88833351734e-05, 2.8272483361e-05, -6.165619284e-07, -3.7107814803e-06, 1.02855725754e-05, 1.78739936458e-05, 1.6677934627e-05, 1.66406665601e-05, -3.20354273246e-05, 2.46987224598e-05, -5.5982848358e-06, -1.8201737469e-06, 6.6084915507e-06]| 12.1445999145507812|      0.10000000|[3201, 0, 0, 50]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      26|[1.493248620575539, 0.1252877028024185, 0.3342229825396861, 1.921742402204265, -9.126022942e-07, -2.91771314899e-05, -6.0996550389e-06, -3.5138924249e-06, 1.47609900551e-05, -1.88833351734e-05, 2.8272483361e-05, -6.165619284e-07, -3.7107814803e-06, 1.02855725754e-05, 1.78739936458e-05, 1.6677934627e-05, 1.66406665601e-05, -3.20354273246e-05, 2.46987224598e-05, -5.5982848358e-06, -1.8201737469e-06, 6.6084915507e-06]| 12.1445999145507812|      0.01000000|[3329, 0, 0, 52]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      27|[1.493248620575539, 0.1252877028024185, 0.3342229825396861, 1.921742402204265, -9.126022942e-07, -2.91771314899e-05, -6.0996550389e-06, -3.5138924249e-06, 1.47609900551e-05, -1.88833351734e-05, 2.8272483361e-05, -6.165619284e-07, -3.7107814803e-06, 1.02855725754e-05, 1.78739936458e-05, 1.6677934627e-05, 1.66406665601e-05, -3.20354273246e-05, 2.46987224598e-05, -5.5982848358e-06, -1.8201737469e-06, 6.6084915507e-06]| 12.1445999145507812|      0.00100000|[3457, 0, 0, 54]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      28|[1.4930468460517792, 0.1251217019151783, 0.3344642184133234, 1.922648999033085, 4.9042556033e-05, -0.0001075280794255, -9.43160579965e-05, 1.73719801475e-05, 9.32697215135e-05, -5.4674392968e-06, 0.00010298032612, -6.01674382538e-05, -4.36944027274e-05, -4.16926827632e-05, 2.57717795568e-05, -3.87831541275e-05, 1.486241186e-06, 3.8488249904e-05, -1.942613556e-07, 4.00954849047e-05, 6.04705037889e-05, 1.46446800972e-05]| 12.1445980072021484|      0.01000000|[3585, 0, 0, 56]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      29|[1.4930468460517792, 0.1251217019151783, 0.3344642184133234, 1.922648999033085, 4.9042556033e-05, -0.0001075280794255, -9.43160579965e-05, 1.73719801475e-05, 9.32697215135e-05, -5.4674392968e-06, 0.00010298032612, -6.01674382538e-05, -4.36944027274e-05, -4.16926827632e-05, 2.57717795568e-05, -3.87831541275e-05, 1.486241186e-06, 3.8488249904e-05, -1.942613556e-07, 4.00954849047e-05, 6.04705037889e-05, 1.46446800972e-05]| 12.1445980072021484|      0.00100000|[3713, 0, 0, 58]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      30|[1.4926485685860775, 0.1249670801742431, 0.3346184551195288, 1.9235218895026003, 4.13856099601e-05, -0.0001041644617702, -7.27588883103e-05, -1.52970835269e-05, 1.46504795977e-05, -6.864731704e-07, 0.0001480481969578, -6.84275965325e-05, -6.0359241482e-05, -5.44772163008e-05, 3.69073100572e-05, 6.01263506786e-05, 2.69723818397e-05, 2.57921474595e-05, -3.13906533125e-05, 3.79013375386e-05, 0.0001434846897573, 6.76254901058e-05]| 12.1445960998535156|      0.01000000|[3841, 0, 0, 60]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      31|[1.4926485685860775, 0.1249670801742431, 0.3346184551195288, 1.9235218895026003, 4.13856099601e-05, -0.0001041644617702, -7.27588883103e-05, -1.52970835269e-05, 1.46504795977e-05, -6.864731704e-07, 0.0001480481969578, -6.84275965325e-05, -6.0359241482e-05, -5.44772163008e-05, 3.69073100572e-05, 6.01263506786e-05, 2.69723818397e-05, 2.57921474595e-05, -3.13906533125e-05, 3.79013375386e-05, 0.0001434846897573, 6.76254901058e-05]| 12.1445960998535156|      0.00100000|[3969, 0, 0, 62]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      32|[1.4921925221033552, 0.1246300439842662, 0.3347795122021451, 1.9242391423516887, -0.0001643793288358, -0.0001215016544444, -0.0001000667164881, -2.06913427805e-05, 1.48640772818e-05, 7.47257684342e-05, 5.4597940024e-05, 0.0001140007045863, -9.43411035564e-05, -8.89456077329e-05, 4.6679860867e-05, -4.54110459623e-05, -5.19437611438e-05, 8.66313691782e-05, 7.14059011436e-05, -1.49500083537e-05, 0.0001108751907375, -2.7206263866e-05]| 12.1445941925048828|      0.01000000|[4097, 0, 0, 64]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      33|[1.4921925221033552, 0.1246300439842662, 0.3347795122021451, 1.9242391423516887, -0.0001643793288358, -0.0001215016544444, -0.0001000667164881, -2.06913427805e-05, 1.48640772818e-05, 7.47257684342e-05, 5.4597940024e-05, 0.0001140007045863, -9.43411035564e-05, -8.89456077329e-05, 4.6679860867e-05, -4.54110459623e-05, -5.19437611438e-05, 8.66313691782e-05, 7.14059011436e-05, -1.49500083537e-05, 0.0001108751907375, -2.7206263866e-05]| 12.1445941925048828|      0.00100000|[4225, 0, 0, 66]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      34|[1.4916940891008104, 0.1241637064067765, 0.3349476762063129, 1.9248761917638295, -0.0002529390489956, -0.0001477487412186, -9.274732384e-05, 6.3077467106e-05, 3.56894969493e-05, 0.0001245317867955, 0.0002013632079739, 0.0001620470514243, 7.7835284323e-06, -0.0001293716939256, -9.6552646987e-06, 3.44218203717e-05, 7.4216678526e-06, 0.0001966523625549, 3.1355688265e-05, -6.85170468622e-05, 0.0001924311176836, 6.89864340266e-05]| 12.1445922851562500|      0.01000000|[4353, 0, 0, 68]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      35|[1.4916940891008104, 0.1241637064067765, 0.3349476762063129, 1.9248761917638295, -0.0002529390489956, -0.0001477487412186, -9.274732384e-05, 6.3077467106e-05, 3.56894969493e-05, 0.0001245317867955, 0.0002013632079739, 0.0001620470514243, 7.7835284323e-06, -0.0001293716939256, -9.6552646987e-06, 3.44218203717e-05, 7.4216678526e-06, 0.0001966523625549, 3.1355688265e-05, -6.85170468622e-05, 0.0001924311176836, 6.89864340266e-05]| 12.1445922851562500|      0.00100000|[4481, 0, 0, 70]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      36|[1.4911166700209175, 0.1240122298216743, 0.3352146345076893, 1.9254441034273198, -0.0002846759696611, -0.000209519270394, -0.0004250911269733, 8.1849505475e-05, 0.0001287499664179, 0.0001725321840641, 0.0001305087042556, 6.8763377462e-06, -6.13510285507e-05, -0.0002956900173326, -7.06768719212e-05, 0.0001548706225187, 7.0986637302e-06, 0.0002390005088495, -4.4496001142e-05, -0.0001252967140859, 0.0002154198555148, -0.0001104269188315]| 12.1445903778076172|      0.01000000|[4609, 0, 0, 72]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      37|[1.4911166700209175, 0.1240122298216743, 0.3352146345076893, 1.9254441034273198, -0.0002846759696611, -0.000209519270394, -0.0004250911269733, 8.1849505475e-05, 0.0001287499664179, 0.0001725321840641, 0.0001305087042556, 6.8763377462e-06, -6.13510285507e-05, -0.0002956900173326, -7.06768719212e-05, 0.0001548706225187, 7.0986637302e-06, 0.0002390005088495, -4.4496001142e-05, -0.0001252967140859, 0.0002154198555148, -0.0001104269188315]| 12.1445903778076172|      0.00100000|[4737, 0, 0, 74]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      38|[1.4904021601511064, 0.1237108654328188, 0.3354400025505274, 1.925965822022948, -0.0003444996137445, -0.0002722847737293, -0.0003951939432721, 2.84018699622e-05, 0.000182447364639, 0.0001298636470847, -5.0194938205e-05, -4.63682887817e-05, -1.82782350672e-05, -0.0003741602431126, -7.14336065685e-05, 0.0002078122782679, -8.31809797196e-05, 0.0002768495802523, -7.9379696213e-06, -0.0001244228904452, 0.0002648832438138, -0.0001050098879141]| 12.1445884704589844|      0.01000000|[4865, 0, 0, 76]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      39|[1.4904021601511064, 0.1237108654328188, 0.3354400025505274, 1.925965822022948, -0.0003444996137445, -0.0002722847737293, -0.0003951939432721, 2.84018699622e-05, 0.000182447364639, 0.0001298636470847, -5.0194938205e-05, -4.63682887817e-05, -1.82782350672e-05, -0.0003741602431126, -7.14336065685e-05, 0.0002078122782679, -8.31809797196e-05, 0.0002768495802523, -7.9379696213e-06, -0.0001244228904452, 0.0002648832438138, -0.0001050098879141]| 12.1445884704589844|      0.00100000|[4993, 0, 0, 78]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      40|[1.4896645138855056, 0.1233545229402028, 0.3356065442239969, 1.9264691448206126, -0.0003150014813066, -0.0002347110862898, -0.0003302265970269, 6.13868878563e-05, 0.0001797676225556, 0.0001432964391103, -0.0001574097979953, -4.14644008688e-05, 4.82589642641e-05, -0.0002968541202008, -5.356730423e-06, 0.0002719781740211, -0.0001207649362035, 0.0003117359354481, -1.01663872145e-05, -0.0001346095471777, 0.0001818182711134, -0.0001026273852714]| 12.1445865631103516|      0.01000000|[5121, 0, 0, 80]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      41|[1.4896645138855056, 0.1233545229402028, 0.3356065442239969, 1.9264691448206126, -0.0003150014813066, -0.0002347110862898, -0.0003302265970269, 6.13868878563e-05, 0.0001797676225556, 0.0001432964391103, -0.0001574097979953, -4.14644008688e-05, 4.82589642641e-05, -0.0002968541202008, -5.356730423e-06, 0.0002719781740211, -0.0001207649362035, 0.0003117359354481, -1.01663872145e-05, -0.0001346095471777, 0.0001818182711134, -0.0001026273852714]| 12.1445865631103516|      0.00100000|[5249, 0, 0, 82]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      42|[1.489014148215001, 0.1232007768688364, 0.3356955367436606, 1.9271538826295005, -0.0003145134667302, -0.0002560833390573, -0.0002629113371399, 0.0001264223369944, 0.0001623547563964, 0.0002513794303463, -0.0002159363714501, -3.3975697752e-06, 0.0001130931845778, -0.000175466682163, 8.30476802611e-05, 0.000249994326121, -0.0002582782552859, 0.0003236504547186, 3.2974397569e-05, -0.0001261076493468, 0.0001556799194336, -0.0001428523503991]| 12.1445846557617188|      0.01000000|[5377, 0, 0, 84]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      43|[1.489014148215001, 0.1232007768688364, 0.3356955367436606, 1.9271538826295005, -0.0003145134667302, -0.0002560833390573, -0.0002629113371399, 0.0001264223369944, 0.0001623547563964, 0.0002513794303463, -0.0002159363714501, -3.3975697752e-06, 0.0001130931845778, -0.000175466682163, 8.30476802611e-05, 0.000249994326121, -0.0002582782552859, 0.0003236504547186, 3.2974397569e-05, -0.0001261076493468, 0.0001556799194336, -0.0001428523503991]| 12.1445846557617188|      0.00100000|[5505, 0, 0, 86]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      44|[1.4883765978641699, 0.1229746638532625, 0.3357347878075472, 1.9277918653242772, -0.0002246107512645, -0.0002607806141402, -0.000192709055548, 0.0001811026615527, 0.0001066231388222, 0.0003109678507826, -8.13659788565e-05, -2.2556006273e-06, 0.0001495806145566, -1.91663484583e-05, 0.0002170084784028, 0.0002990923132634, -0.0003312622465012, 0.000390196637742, -1.81815131813e-05, -0.0001799514355661, 0.0003228851352725, -0.0002037110728508]| 12.1445827484130859|      0.01000000|[5633, 0, 0, 88]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
