k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.20000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[2.827702901146477, -0.0015564361656081]                                        | 64.9594802856445312|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[1.8428291772722427, -0.1748300579956437]                                       | 11.5348682403564453|      5.00000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[1.8428291772722427, -0.1748300579956437]                                       | 11.5348682403564453|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.8428291772722427, -0.1748300579956437]                                       | 11.5348682403564453|      0.20000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.7137182901404732, -0.5653509575871434]                                       |  1.3226401805877686|      1.00000000|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.7137182901404732, -0.5653509575871434]                                       |  1.3226401805877686|      0.20000000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.7137182901404732, -0.5653509575871434]                                       |  1.3226401805877686|      0.04000000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.6757480634737041, -0.5779311756645131]                                       |  1.2528746128082275|      0.20000000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.6757480634737041, -0.5779311756645131]                                       |  1.2528746128082275|      0.04000000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.6377403220139389, -0.590397594120816]                                        |  1.1880341768264771|      0.20000000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.6377403220139389, -0.590397594120816]                                        |  1.1880341768264771|      0.04000000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.600138314960484, -0.6040390407285599]                                        |  1.1277807950973511|      0.20000000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.600138314960484, -0.6040390407285599]                                        |  1.1277807950973511|      0.04000000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.5627905691034727, -0.6183619552154965]                                       |  1.0718891620635986|      0.20000000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.5627905691034727, -0.6183619552154965]                                       |  1.0718891620635986|      0.04000000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.5256137350917971, -0.633122816059916]                                        |  1.0202467441558838|      0.20000000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.5256137350917971, -0.633122816059916]                                        |  1.0202467441558838|      0.04000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.4878061089901073, -0.6461835744052353]                                       |  0.9728934168815613|      0.20000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.4878061089901073, -0.6461835744052353]                                       |  0.9728934168815613|      0.04000000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.4506488074235496, -0.66099353525231]                                         |  0.9298751950263977|      0.20000000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.4506488074235496, -0.66099353525231]                                         |  0.9298751950263977|      0.04000000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.4137190274626124, -0.6763620534644462]                                       |  0.8914569616317749|      0.20000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.4137190274626124, -0.6763620534644462]                                       |  0.8914569616317749|      0.04000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.3762574409185887, -0.6903845187828068]                                       |  0.8579345941543579|      0.20000000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.3762574409185887, -0.6903845187828068]                                       |  0.8579345941543579|      0.04000000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.3383633919722769, -0.7031923700645216]                                       |  0.8296893835067749|      0.20000000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.3383633919722769, -0.7031923700645216]                                       |  0.8296893835067749|      0.04000000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.3014167902570197, -0.718520403914111]                                        |  0.8073412775993347|      0.20000000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.3014167902570197, -0.718520403914111]                                        |  0.8073412775993347|      0.04000000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.2614511067578843, -0.7201769492491179]                                       |  0.7908276915550232|      0.20000000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.2614511067578843, -0.7201769492491179]                                       |  0.7908276915550232|      0.04000000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.2614511067578843, -0.7201769492491179]                                       |  0.7908276915550232|      0.00800000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.2535241934391709, -0.7212558585305703]                                       |  0.7881813645362854|      0.04000000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.2535241934391709, -0.7212558585305703]                                       |  0.7881813645362854|      0.00800000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.245623946447558, -0.7225152621479671]                                        |  0.7857826352119446|      0.04000000|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.245623946447558, -0.7225152621479671]                                        |  0.7857826352119446|      0.00800000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.2376287351496435, -0.7227920225166979]                                       |  0.7836178541183472|      0.04000000|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[0.2376287351496435, -0.7227920225166979]                                       |  0.7836178541183472|      0.00800000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.2296565361724212, -0.7234583883828528]                                       |  0.7816923856735229|      0.04000000|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[0.2296565361724212, -0.7234583883828528]                                       |  0.7816923856735229|      0.00800000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.2216659336777671, -0.7238460374153906]                                       |  0.7800022363662720|      0.04000000|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[0.2216659336777671, -0.7238460374153906]                                       |  0.7800022363662720|      0.00800000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.2137661803065777, -0.7225835412077204]                                       |  0.7785193920135498|      0.04000000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[0.2137661803065777, -0.7225835412077204]                                       |  0.7785193920135498|      0.00800000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.2059021934411523, -0.7211146264449051]                                       |  0.7772387266159058|      0.04000000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[0.2059021934411523, -0.7211146264449051]                                       |  0.7772387266159058|      0.00800000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.1979339609795313, -0.7204023965399099]                                       |  0.7761763334274292|      0.04000000|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[0.1979339609795313, -0.7204023965399099]                                       |  0.7761763334274292|      0.00800000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.1908373357077077, -0.7167094424715096]                                       |  0.7752822041511536|      0.04000000|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[0.1908373357077077, -0.7167094424715096]                                       |  0.7752822041511536|      0.00800000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.1833513477057206, -0.7138880981759466]                                       |  0.7745512723922729|      0.04000000|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[0.1833513477057206, -0.7138880981759466]                                       |  0.7745512723922729|      0.00800000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.1764096554801907, -0.7099115533131268]                                       |  0.7739838957786560|      0.04000000|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.1764096554801907, -0.7099115533131268]                                       |  0.7739838957786560|      0.00800000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.1764096554801907, -0.7099115533131268]                                       |  0.7739838957786560|      0.00160000|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.1750623341263421, -0.7090485787077857]                                       |  0.7738893628120422|      0.00800000|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.1750623341263421, -0.7090485787077857]                                       |  0.7738893628120422|      0.00160000|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.1737560595089715, -0.7081246487190889]                                       |  0.7738012075424194|      0.00800000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.1737560595089715, -0.7081246487190889]                                       |  0.7738012075424194|      0.00160000|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.1724551683124662, -0.7071931541700683]                                       |  0.7737191915512085|      0.00800000|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.1724551683124662, -0.7071931541700683]                                       |  0.7737191915512085|      0.00160000|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.1710628112433349, -0.706404901804363]                                        |  0.7736430764198303|      0.00800000|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[0.1710628112433349, -0.706404901804363]                                        |  0.7736430764198303|      0.00160000|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.16979412630851, -0.7054299974315406]                                         |  0.7735733389854431|      0.00800000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.16979412630851, -0.7054299974315406]                                         |  0.7735733389854431|      0.00160000|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.1684762080969454, -0.7045227534799893]                                       |  0.7735093832015991|      0.00800000|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.1684762080969454, -0.7045227534799893]                                       |  0.7735093832015991|      0.00160000|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.1671338917011659, -0.7036520143148994]                                       |  0.7734514474868774|      0.00800000|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.1671338917011659, -0.7036520143148994]                                       |  0.7734514474868774|      0.00160000|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
