k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5775889522871476, 2.093595616311279]                                         |103.9862213134765625|      2.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[1.5775889522871476, 2.093595616311279]                                         |103.9862213134765625|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[1.0819974491067452, 0.9464995128936037]                                        |  0.0088703818619251|      0.00781250|[325, 123, 0, 123]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[1.0819974491067452, 0.9464995128936037]                                        |  0.0088703818619251|      0.00390625|[332, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[1.0790145086907148, 0.9490215865517097]                                        |  0.0081893308088183|      0.00781250|[337, 128, 0, 128]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[1.0790145086907148, 0.9490215865517097]                                        |  0.0081893308088183|      0.00390625|[344, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[1.0759793822607633, 0.951480610060485]                                         |  0.0075353914871812|      0.00781250|[349, 133, 0, 133]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[1.0759793822607633, 0.951480610060485]                                         |  0.0075353914871812|      0.00390625|[355, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[1.073341477659381, 0.9543616252247122]                                         |  0.0069405063986778|      0.00781250|[360, 137, 0, 137]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[1.073341477659381, 0.9543616252247122]                                         |  0.0069405063986778|      0.00390625|[368, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      59|[1.0698055695325717, 0.9560217887049944]                                        |  0.0063248863443732|      0.00781250|[376, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      60|[1.0698055695325717, 0.9560217887049944]                                        |  0.0063248863443732|      0.00390625|[382, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[1.0669894660318355, 0.9587288812663306]                                        |  0.0057701519690454|      0.00781250|[387, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[1.0669894660318355, 0.9587288812663306]                                        |  0.0057701519690454|      0.00390625|[393, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[1.0669894660318355, 0.9587288812663306]                                        |  0.0057701519690454|      0.00195312|[400, 152, 0, 152]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      64|[1.0652572496311135, 0.9596311692506763]                                        |  0.0054848906584084|      0.00390625|[405, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      65|[1.061385469481103, 0.9601489602630402]                                         |  0.0050017144531012|      0.00781250|[410, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      66|[1.061385469481103, 0.9601489602630402]                                         |  0.0050017144531012|      0.00390625|[417, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      67|[1.0600030125820197, 0.963802397272854]                                         |  0.0045963129960001|      0.00781250|[422, 161, 0, 161]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
