k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.10000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.1012822715675175, 0.9840372278995588]                                       |10561.7939453125000000|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[-1.1012822715675175, 0.9840372278995588]                                       |10561.7939453125000000|      0.10000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-1.004652258655838, 0.9582954213450718]                                        |3950.4221191406250000|      1.00000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[-1.004652258655838, 0.9582954213450718]                                        |3950.4221191406250000|      0.10000000|[32, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.9046652944335554, 0.956680805102129]                                        |1402.7088623046875000|      1.00000000|[38, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[-0.9046652944335554, 0.956680805102129]                                        |1402.7088623046875000|      0.10000000|[44, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.805380036552207, 0.9447460840147236]                                        |453.4805603027343750|      1.00000000|[49, 17, 0, 17]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       9|[-0.805380036552207, 0.9447460840147236]                                        |453.4805603027343750|      0.10000000|[56, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.705903192803321, 0.9345305293180992]                                        |133.4069671630859375|      1.00000000|[61, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      11|[-0.705903192803321, 0.9345305293180992]                                        |133.4069671630859375|      0.10000000|[67, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[-0.6141133602995614, 0.8948489637122444]                                       | 36.7427024841308594|      1.00000000|[73, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      13|[-0.6141133602995614, 0.8948489637122444]                                       | 36.7427024841308594|      0.10000000|[79, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[-0.1039193226513355, 0.8666308128977646]                                       |  0.0009118550806306|      0.10000000|[163, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[-0.1039193226513355, 0.8666308128977646]                                       |  0.0009118550806306|      0.01000000|[169, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[-0.0939768924488562, 0.8677022986274071]                                       |  0.0006218972848728|      0.10000000|[174, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[-0.0939768924488562, 0.8677022986274071]                                       |  0.0006218972848728|      0.01000000|[180, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[-0.0840410122172617, 0.8688329108613051]                                       |  0.0004137517826166|      0.10000000|[186, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[-0.0840410122172617, 0.8688329108613051]                                       |  0.0004137517826166|      0.01000000|[193, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      33|[-0.0840410122172617, 0.8688329108613051]                                       |  0.0004137517826166|      0.00100000|[200, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      34|[-0.0830499875285089, 0.8689665898285452]                                       |  0.0003966070362367|      0.01000000|[205, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[-0.0830499875285089, 0.8689665898285452]                                       |  0.0003966070362367|      0.00100000|[213, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      36|[-0.0820594336250263, 0.8691037137298001]                                       |  0.0003800550475717|      0.01000000|[218, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[-0.0820594336250263, 0.8691037137298001]                                       |  0.0003800550475717|      0.00100000|[225, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      38|[-0.0810680197141107, 0.8692344747990945]                                       |  0.0003640781214926|      0.01000000|[230, 86, 0, 86]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[-0.0810680197141107, 0.8692344747990945]                                       |  0.0003640781214926|      0.00100000|[236, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[-0.0800765069028149, 0.8693644838181518]                                       |  0.0003486598434392|      0.01000000|[242, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      41|[-0.0800765069028149, 0.8693644838181518]                                       |  0.0003486598434392|      0.00100000|[249, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      42|[-0.0790846821577728, 0.8694920913223287]                                       |  0.0003337840025779|      0.01000000|[254, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[-0.0790846821577728, 0.8694920913223287]                                       |  0.0003337840025779|      0.00100000|[262, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      44|[-0.0780931147499444, 0.8696216832809234]                                       |  0.0003194343880750|      0.01000000|[268, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      45|[-0.0780931147499444, 0.8696216832809234]                                       |  0.0003194343880750|      0.00100000|[274, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[-0.0771022970094253, 0.8697568875895554]                                       |  0.0003055954293814|      0.01000000|[279, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      47|[-0.0771022970094253, 0.8697568875895554]                                       |  0.0003055954293814|      0.00100000|[286, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      48|[-0.0761101242719508, 0.8698817605610596]                                       |  0.0002922526618931|      0.01000000|[292, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[-0.0761101242719508, 0.8698817605610596]                                       |  0.0002922526618931|      0.00100000|[298, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[-0.0751189131891077, 0.8700140503537459]                                       |  0.0002793901658151|      0.01000000|[304, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      51|[-0.0751189131891077, 0.8700140503537459]                                       |  0.0002793901658151|      0.00100000|[311, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      52|[-0.0741267381710296, 0.8701389052034788]                                       |  0.0002669947280083|      0.01000000|[317, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      53|[-0.0741267381710296, 0.8701389052034788]                                       |  0.0002669947280083|      0.00100000|[325, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      54|[-0.0731356481239645, 0.8702720987416418]                                       |  0.0002550510107540|      0.01000000|[330, 123, 0, 123]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      55|[-0.0731356481239645, 0.8702720987416418]                                       |  0.0002550510107540|      0.00100000|[337, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      56|[-0.072144792829104, 0.8704070275548983]                                        |  0.0002435459755361|      0.01000000|[342, 128, 0, 128]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      57|[-0.072144792829104, 0.8704070275548983]                                        |  0.0002435459755361|      0.00100000|[349, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      58|[-0.0711538770621851, 0.8705415115423153]                                       |  0.0002324663073523|      0.01000000|[354, 133, 0, 133]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[-0.0711538770621851, 0.8705415115423153]                                       |  0.0002324663073523|      0.00100000|[360, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[-0.0701642435040628, 0.8706851270729458]                                       |  0.0002217992150690|      0.01000000|[365, 137, 0, 137]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[-0.0701642435040628, 0.8706851270729458]                                       |  0.0002217992150690|      0.00100000|[373, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      62|[-0.0691751023065886, 0.870832095407832]                                        |  0.0002115320385201|      0.01000000|[378, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[-0.0691751023065886, 0.870832095407832]                                        |  0.0002115320385201|      0.00100000|[386, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      64|[-0.0681850037401902, 0.8709724692971982]                                       |  0.0002016518556047|      0.01000000|[391, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      65|[-0.0681850037401902, 0.8709724692971982]                                       |  0.0002016518556047|      0.00100000|[397, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[-0.067195019433359, 0.8711136467466299]                                        |  0.0001921470975503|      0.01000000|[402, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      67|[-0.067195019433359, 0.8711136467466299]                                        |  0.0001921470975503|      0.00100000|[409, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      68|[-0.0662039045609621, 0.8712466554294802]                                       |  0.0001830062246881|      0.01000000|[414, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      69|[-0.0662039045609621, 0.8712466554294802]                                       |  0.0001830062246881|      0.00100000|[421, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      70|[-0.0652151387837983, 0.8713961286307899]                                       |  0.0001742180756992|      0.01000000|[426, 161, 0, 161]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
