k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |749.0383999999999105|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.2, 1.0]                                                                     |749.0383999999999105|      0.25000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.9519989978473946, 0.9684484084188538]                                       |339.1568908691406250|      0.50000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[-0.9519989978473946, 0.9684484084188538]                                       |339.1568908691406250|      0.25000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.9519989978473946, 0.9684484084188538]                                       |339.1568908691406250|      0.12500000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.8390048752949854, 0.9149944256990311]                                       |230.0634002685546875|      0.25000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[-0.6121436147117018, 0.8099517274922376]                                       |110.6205368041992188|      0.50000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[-0.6121436147117018, 0.8099517274922376]                                       |110.6205368041992188|      0.25000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.4244637463361381, 0.6447964459946994]                                       | 54.0524063110351562|      0.50000000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[-0.142821601477148, -0.0082101759721069]                                       |  1.3088469505310059|      0.01562500|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[-0.1274021548203104, -0.0056840544791972]                                      |  1.2723432779312134|      0.03125000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[-0.1274021548203104, -0.0056840544791972]                                      |  1.2723432779312134|      0.01562500|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[-0.1125034459712727, -0.0103924618141254]                                      |  1.2457072734832764|      0.03125000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[-0.0814367872247121, -0.0137725822742197]                                      |  1.1870154142379761|      0.06250000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[-0.0814367872247121, -0.0137725822742197]                                      |  1.1870154142379761|      0.03125000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[-0.0814367872247121, -0.0137725822742197]                                      |  1.1870154142379761|      0.01562500|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[-0.0748302820191303, 0.0003870333267993]                                       |  1.1553250551223755|      0.03125000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[-0.04373908471394, -0.0027593852927949]                                        |  1.0901072025299072|      0.06250000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      31|[0.0168719008530404, 0.0124904812180728]                                        |  0.9821300506591797|      0.12500000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.0168719008530404, 0.0124904812180728]                                        |  0.9821300506591797|      0.06250000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.0168719008530404, 0.0124904812180728]                                        |  0.9821300506591797|      0.03125000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.0168719008530404, 0.0124904812180728]                                        |  0.9821300506591797|      0.01562500|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.027458366383651, 0.0009984242842948]                                         |  0.9459328055381775|      0.03125000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.0574370501315015, -0.0078243315633054]                                       |  0.8948470354080200|      0.06250000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.0574370501315015, -0.0078243315633054]                                       |  0.8948470354080200|      0.03125000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.0574370501315015, -0.0078243315633054]                                       |  0.8948470354080200|      0.01562500|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.0726385156688932, -0.0042110130725696]                                       |  0.8621100783348083|      0.03125000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.1007298914070554, 0.0094797542228522]                                        |  0.8158400058746338|      0.06250000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.1007298914070554, 0.0094797542228522]                                        |  0.8158400058746338|      0.03125000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.1007298914070554, 0.0094797542228522]                                        |  0.8158400058746338|      0.01562500|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.1131800352679401, 3.86450272505e-05]                                         |  0.7866488099098206|      0.03125000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.14323982591221, 0.0085809799786946]                                          |  0.7372212409973145|      0.06250000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.14323982591221, 0.0085809799786946]                                          |  0.7372212409973145|      0.03125000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.14323982591221, 0.0085809799786946]                                          |  0.7372212409973145|      0.01562500|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.1562276550253655, -0.0001056142864631]                                       |  0.7134873867034912|      0.03125000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.1562276550253655, -0.0001056142864631]                                       |  0.7134873867034912|      0.01562500|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[0.1705518424634636, 0.006136042483837]                                         |  0.6881223320960999|      0.03125000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.1705518424634636, 0.006136042483837]                                         |  0.6881223320960999|      0.01562500|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.1861080772371484, 0.0046717390091441]                                        |  0.6627348661422729|      0.03125000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.1861080772371484, 0.0046717390091441]                                        |  0.6627348661422729|      0.01562500|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.2014568927704121, 0.007596544425893]                                         |  0.6377046704292297|      0.03125000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.2014568927704121, 0.007596544425893]                                         |  0.6377046704292297|      0.01562500|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.2166362291972162, 0.0113017260195398]                                        |  0.6137875318527222|      0.03125000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[0.2476094230119026, 0.0071515736225947]                                        |  0.5725387930870056|      0.06250000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[0.2476094230119026, 0.0071515736225947]                                        |  0.5725387930870056|      0.03125000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[0.2476094230119026, 0.0071515736225947]                                        |  0.5725387930870056|      0.01562500|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.2616015790604671, 0.0141057230394983]                                        |  0.5466740131378174|      0.03125000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.2616015790604671, 0.0141057230394983]                                        |  0.5466740131378174|      0.01562500|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.2757359278639891, 0.0207661140866047]                                        |  0.5245623588562012|      0.03125000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.2757359278639891, 0.0207661140866047]                                        |  0.5245623588562012|      0.01562500|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[0.2899973013675446, 0.0271499883641955]                                        |  0.5048665404319763|      0.03125000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.2899973013675446, 0.0271499883641955]                                        |  0.5048665404319763|      0.01562500|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[0.3051040957126645, 0.0231593255603176]                                        |  0.4856285452842712|      0.03125000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.3051040957126645, 0.0231593255603176]                                        |  0.4856285452842712|      0.01562500|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.3051040957126645, 0.0231593255603176]                                        |  0.4856285452842712|      0.00781250|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[0.3107950372494478, 0.0285117400318355]                                        |  0.4752312004566193|      0.01562500|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[0.3246724623717294, 0.0356921088925187]                                        |  0.4562826752662659|      0.03125000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.3246724623717294, 0.0356921088925187]                                        |  0.4562826752662659|      0.01562500|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[0.3402912819678574, 0.0352526780975022]                                        |  0.4369398653507233|      0.03125000|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.3630245049673324, 0.0566947645644517]                                        |  0.4135752320289612|      0.06250000|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.3630245049673324, 0.0566947645644517]                                        |  0.4135752320289612|      0.03125000|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      74|[0.3630245049673324, 0.0566947645644517]                                        |  0.4135752320289612|      0.01562500|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      75|[0.377560270349892, 0.0509630850773221]                                         |  0.3882484734058380|      0.03125000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.377560270349892, 0.0509630850773221]                                         |  0.3882484734058380|      0.01562500|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      77|[0.377560270349892, 0.0509630850773221]                                         |  0.3882484734058380|      0.00781250|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      78|[0.3843308362374572, 0.0548611094246213]                                        |  0.3794127404689789|      0.01562500|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.3843308362374572, 0.0548611094246213]                                        |  0.3794127404689789|      0.00781250|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      80|[0.3921078459356184, 0.0541172839042828]                                        |  0.3733381927013397|      0.01562500|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
