k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 5.0]                                                                      |149.7192190771219771|      0.10000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.9122744632570321, 4.95199760211033]                                          | 96.5096969604492188|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[0.9122744632570321, 4.95199760211033]                                          | 96.5096969604492188|      0.10000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.8205639530656146, 4.912133052439853]                                         | 56.1157531738281250|      1.00000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[0.7824098959018567, 3.822954260109065]                                         |  0.0049072280526161|      0.01000000|[274, 103, 0, 103]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      45|[0.7824098959018567, 3.822954260109065]                                         |  0.0049072280526161|      0.00100000|[280, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.7817479424817857, 3.8237038050841377]                                        |  0.0048671532422304|      0.01000000|[287, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      47|[0.7817479424817857, 3.8237038050841377]                                        |  0.0048671532422304|      0.00100000|[295, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.7814489360052282, 3.8246580561658643]                                        |  0.0048382803797722|      0.01000000|[301, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[0.7814489360052282, 3.8246580561658643]                                        |  0.0048382803797722|      0.00100000|[308, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[0.7814489360052282, 3.8246580561658643]                                        |  0.0048382803797722|      0.00010000|[314, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.7814687215601684, 3.8247560792846462]                                        |  0.0048354160971940|      0.00100000|[319, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[0.7814687215601684, 3.8247560792846462]                                        |  0.0048354160971940|      0.00010000|[325, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.7814490012807499, 3.8248541155564015]                                        |  0.0048327450640500|      0.00100000|[330, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[0.7814490012807499, 3.8248541155564015]                                        |  0.0048327450640500|      0.00010000|[338, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.7813953690618245, 3.824938516889881]                                         |  0.0048300558701158|      0.00100000|[344, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[0.781369301084773, 3.825938177062426]                                          |  0.0048220627941191|      0.01000000|[351, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      57|[0.781369301084773, 3.825938177062426]                                          |  0.0048220627941191|      0.00100000|[359, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[0.7807467600395084, 3.8267207642121805]                                        |  0.0047797113656998|      0.01000000|[364, 137, 0, 137]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[0.7807467600395084, 3.8267207642121805]                                        |  0.0047797113656998|      0.00100000|[372, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[0.7807467600395084, 3.8267207642121805]                                        |  0.0047797113656998|      0.00010000|[380, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.7807882153712613, 3.8268117667147243]                                        |  0.0047782221809030|      0.00100000|[386, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[0.7806647495613246, 3.8278041155413858]                                        |  0.0047663906589150|      0.01000000|[391, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[0.7806647495613246, 3.8278041155413858]                                        |  0.0047663906589150|      0.00100000|[397, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[0.7798505281270022, 3.8283846699797377]                                        |  0.0047506866976619|      0.01000000|[404, 152, 0, 152]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      65|[0.7798505281270022, 3.8283846699797377]                                        |  0.0047506866976619|      0.00100000|[411, 155, 0, 155]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[0.7798505281270022, 3.8283846699797377]                                        |  0.0047506866976619|      0.00010000|[418, 158, 0, 158]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.7799358991597423, 3.82843674479869]                                          |  0.0047404565848410|      0.00100000|[424, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
