k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.530218063484071, 0.7952683554427464, 5.253291017953994, 5.197970746852507, 6.362115094741397, 7.875064317074434]|189.0641174316406250|      2.00000000|[14, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
      12|[-0.548466788446603, 1.491369227279798, 1.6881132116967177, 6.40607522598639, 2.9326497718372027, 7.95466134772398]|  6.3175992965698242|      1.00000000|[162, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      13|[-0.548466788446603, 1.491369227279798, 1.6881132116967177, 6.40607522598639, 2.9326497718372027, 7.95466134772398]|  6.3175992965698242|      0.50000000|[176, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      14|[-0.548466788446603, 1.491369227279798, 1.6881132116967177, 6.40607522598639, 2.9326497718372027, 7.95466134772398]|  6.3175992965698242|      0.25000000|[190, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      15|[-0.548466788446603, 1.491369227279798, 1.6881132116967177, 6.40607522598639, 2.9326497718372027, 7.95466134772398]|  6.3175992965698242|      0.12500000|[203, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      16|[-0.4969374085155844, 1.5145739066151775, 1.5990000867379741, 6.4065286821734935, 2.873566381742121, 7.923053370672085]|  5.6802201271057129|      0.25000000|[217, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      17|[-0.5049653418225198, 1.5852396961758297, 1.4525790819652984, 6.406992906780247, 2.6912332741730824, 7.975562514767958]|  4.9301843643188477|      0.50000000|[230, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      18|[-0.5049653418225198, 1.5852396961758297, 1.4525790819652984, 6.406992906780247, 2.6912332741730824, 7.975562514767958]|  4.9301843643188477|      0.25000000|[243, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      19|[-0.3410999082066308, 1.6457026473141436, 1.3944326297822898, 6.3276695765576925, 2.6142497701402805, 7.847528571247942]|  3.9008023738861084|      0.50000000|[256, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      20|[-0.3410999082066308, 1.6457026473141436, 1.3944326297822898, 6.3276695765576925, 2.6142497701402805, 7.847528571247942]|  3.9008023738861084|      0.25000000|[269, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      21|[-0.1830744821943348, 1.6165926371237038, 1.2905276570814652, 6.223979794296369, 2.5259304536779497, 7.761898809584069]|  3.0949141979217529|      0.50000000|[282, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      22|[-0.1830744821943348, 1.6165926371237038, 1.2905276570814652, 6.223979794296369, 2.5259304536779497, 7.761898809584069]|  3.0949141979217529|      0.25000000|[295, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      23|[-0.1830744821943348, 1.6165926371237038, 1.2905276570814652, 6.223979794296369, 2.5259304536779497, 7.761898809584069]|  3.0949141979217529|      0.12500000|[308, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      24|[-0.142553780374455, 1.643814954687052, 1.2302113912522779, 6.238128554860218, 2.4307762948081773, 7.743204830574226]|  2.7044367790222168|      0.25000000|[321, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      25|[-0.0308051726685931, 1.6912273117875636, 1.1506169187246025, 6.340096739632632, 2.2878447761278413, 7.640238295841005]|  2.1110754013061523|      0.50000000|[334, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      26|[-0.0308051726685931, 1.6912273117875636, 1.1506169187246025, 6.340096739632632, 2.2878447761278413, 7.640238295841005]|  2.1110754013061523|      0.25000000|[347, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.081779330563192, 1.63695173043823, 0.967976408941159, 6.308128175892594, 2.2007208502516318, 7.570175698404114]|  1.5367041826248169|      0.50000000|[360, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      28|[0.081779330563192, 1.63695173043823, 0.967976408941159, 6.308128175892594, 2.2007208502516318, 7.570175698404114]|  1.5367041826248169|      0.25000000|[373, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.081779330563192, 1.63695173043823, 0.967976408941159, 6.308128175892594, 2.2007208502516318, 7.570175698404114]|  1.5367041826248169|      0.12500000|[387, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.1181498399686532, 1.5807596252476968, 0.8676578708810669, 6.301827782549591, 2.1752471945463867, 7.589980298628891]|  1.3496040105819702|      0.25000000|[400, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      31|[0.1181498399686532, 1.5807596252476968, 0.8676578708810669, 6.301827782549591, 2.1752471945463867, 7.589980298628891]|  1.3496040105819702|      0.12500000|[413, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.2406379725352226, 1.594905867930143, 0.8655824334066068, 6.304974548467459, 2.1553930704781936, 7.5863546429149]|  1.1452229022979736|      0.25000000|[427, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      33|[0.2406379725352226, 1.594905867930143, 0.8655824334066068, 6.304974548467459, 2.1553930704781936, 7.5863546429149]|  1.1452229022979736|      0.12500000|[441, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.24010393258727, 1.6087762990836407, 0.8077661577605294, 6.258701268316197, 2.058426298435296, 7.609717709387229]|  0.9771479368209839|      0.25000000|[454, 68, 0, 68]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      35|[0.24010393258727, 1.6087762990836407, 0.8077661577605294, 6.258701268316197, 2.058426298435296, 7.609717709387229]|  0.9771479368209839|      0.12500000|[467, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.24010393258727, 1.6087762990836407, 0.8077661577605294, 6.258701268316197, 2.058426298435296, 7.609717709387229]|  0.9771479368209839|      0.06250000|[480, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.2556014470226907, 1.595801056372558, 0.7669705022506619, 6.247729434756532, 2.0190707445899587, 7.5969038940187135]|  0.8892375826835632|      0.12500000|[494, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      38|[0.3651212003619906, 1.6093673655982683, 0.787102638039554, 6.211780308822136, 2.0025510573567704, 7.558487279522645]|  0.7628621459007263|      0.25000000|[507, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      39|[0.3651212003619906, 1.6093673655982683, 0.787102638039554, 6.211780308822136, 2.0025510573567704, 7.558487279522645]|  0.7628621459007263|      0.12500000|[521, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.3698203612574665, 1.5904445310137547, 0.7101916461985355, 6.198951222368862, 1.913215566673461, 7.5240761156750935]|  0.5962169170379639|      0.25000000|[534, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      41|[0.3698203612574665, 1.5904445310137547, 0.7101916461985355, 6.198951222368862, 1.913215566673461, 7.5240761156750935]|  0.5962169170379639|      0.12500000|[547, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.4297193022115675, 1.593794301858419, 0.685163057845536, 6.224965436551772, 1.8200528193610501, 7.569280416870567]|  0.4729524850845337|      0.25000000|[560, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      43|[0.4297193022115675, 1.593794301858419, 0.685163057845536, 6.224965436551772, 1.8200528193610501, 7.569280416870567]|  0.4729524850845337|      0.12500000|[573, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.4297193022115675, 1.593794301858419, 0.685163057845536, 6.224965436551772, 1.8200528193610501, 7.569280416870567]|  0.4729524850845337|      0.06250000|[586, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.4817261811736676, 1.5994397054006733, 0.6585461698773706, 6.219432319128089, 1.7994727099523258, 7.5719354013634375]|  0.4046020507812500|      0.12500000|[599, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      46|[0.4817261811736676, 1.5994397054006733, 0.6585461698773706, 6.219432319128089, 1.7994727099523258, 7.5719354013634375]|  0.4046020507812500|      0.06250000|[612, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.5186065125457103, 1.5826976270707913, 0.6201097856774304, 6.208631570395822, 1.7801799816110964, 7.554627229862873]|  0.3449783623218536|      0.12500000|[625, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      48|[0.5186065125457103, 1.5826976270707913, 0.6201097856774304, 6.208631570395822, 1.7801799816110964, 7.554627229862873]|  0.3449783623218536|      0.06250000|[638, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.5719652608509038, 1.5921771812380485, 0.6078330013636806, 6.199166415131767, 1.7542072849168713, 7.547255495924114]|  0.3070099353790283|      0.12500000|[651, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      50|[0.5719652608509038, 1.5921771812380485, 0.6078330013636806, 6.199166415131767, 1.7542072849168713, 7.547255495924114]|  0.3070099353790283|      0.06250000|[665, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.5678971891260289, 1.610778828787873, 0.5914090074028545, 6.175548277379005, 1.7073989791845672, 7.524340478865189]|  0.2693832218647003|      0.12500000|[678, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      52|[0.5678971891260289, 1.610778828787873, 0.5914090074028545, 6.175548277379005, 1.7073989791845672, 7.524340478865189]|  0.2693832218647003|      0.06250000|[691, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.5678971891260289, 1.610778828787873, 0.5914090074028545, 6.175548277379005, 1.7073989791845672, 7.524340478865189]|  0.2693832218647003|      0.03125000|[705, 106, 0, 106]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.5824486216716603, 1.6121411474983285, 0.5835483554352536, 6.174575751536548, 1.682960671155355, 7.534489165647252]|  0.2501586377620697|      0.06250000|[719, 108, 0, 108]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      55|[0.5824486216716603, 1.6121411474983285, 0.5835483554352536, 6.174575751536548, 1.682960671155355, 7.534489165647252]|  0.2501586377620697|      0.03125000|[732, 110, 0, 110]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.6043840746001972, 1.6100353459446626, 0.5711524796037222, 6.174598068714069, 1.6655442617530358, 7.5403179264486715]|  0.2303634285926819|      0.06250000|[746, 112, 0, 112]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      57|[0.6043840746001972, 1.6100353459446626, 0.5711524796037222, 6.174598068714069, 1.6655442617530358, 7.5403179264486715]|  0.2303634285926819|      0.03125000|[759, 114, 0, 114]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.6017059508920188, 1.6240901781260668, 0.5624907532705739, 6.181696672363172, 1.6425639046037745, 7.52943953712804]|  0.2214966714382172|      0.06250000|[772, 116, 0, 116]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      59|[0.6017059508920188, 1.6240901781260668, 0.5624907532705739, 6.181696672363172, 1.6425639046037745, 7.52943953712804]|  0.2214966714382172|      0.03125000|[785, 118, 0, 118]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.6270854389714332, 1.6165323960207856, 0.554550050257617, 6.190811320048227, 1.6371358050202194, 7.519453137244984]|  0.2057814151048660|      0.06250000|[799, 120, 0, 120]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      61|[0.6270854389714332, 1.6165323960207856, 0.554550050257617, 6.190811320048227, 1.6371358050202194, 7.519453137244984]|  0.2057814151048660|      0.03125000|[812, 122, 0, 122]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.6309926390939412, 1.5919648105862028, 0.5510880258436356, 6.1806673842728745, 1.6229499968386485, 7.5259035506654826]|  0.1964273750782013|      0.06250000|[825, 124, 0, 124]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      63|[0.6309926390939412, 1.5919648105862028, 0.5510880258436356, 6.1806673842728745, 1.6229499968386485, 7.5259035506654826]|  0.1964273750782013|      0.03125000|[838, 126, 0, 126]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.6488949103402418, 1.578344566170458, 0.5370683062615218, 6.174173029729817, 1.6078776233112175, 7.528060980719232]|  0.1826086044311523|      0.06250000|[852, 128, 0, 128]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      65|[0.6488949103402418, 1.578344566170458, 0.5370683062615218, 6.174173029729817, 1.6078776233112175, 7.528060980719232]|  0.1826086044311523|      0.03125000|[865, 130, 0, 130]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.6568393719328591, 1.592461500657378, 0.5294528673749331, 6.170060292305113, 1.5943187190862746, 7.506720718575708]|  0.1734095662832260|      0.06250000|[878, 132, 0, 132]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      67|[0.6568393719328591, 1.592461500657378, 0.5294528673749331, 6.170060292305113, 1.5943187190862746, 7.506720718575708]|  0.1734095662832260|      0.03125000|[892, 134, 0, 134]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.6683893329764805, 1.5914306972493613, 0.5174868531168859, 6.1675700652274745, 1.5681409483341426, 7.503993827570977]|  0.1611926853656769|      0.06250000|[906, 136, 0, 136]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      69|[0.6683893329764805, 1.5914306972493613, 0.5174868531168859, 6.1675700652274745, 1.5681409483341426, 7.503993827570977]|  0.1611926853656769|      0.03125000|[920, 138, 0, 138]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.6683893329764805, 1.5914306972493613, 0.5174868531168859, 6.1675700652274745, 1.5681409483341426, 7.503993827570977]|  0.1611926853656769|      0.01562500|[933, 140, 0, 140]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.676635831078737, 1.5989555232624404, 0.5177605022678172, 6.174840057530491, 1.5600992037023913, 7.505377864729562]|  0.1579254865646362|      0.03125000|[947, 142, 0, 142]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      72|[0.7001819622353859, 1.5986938119342788, 0.5053887377940802, 6.1791748585463635, 1.5501216847139758, 7.49310302161327]|  0.1495027989149094|      0.06250000|[960, 144, 0, 144]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      73|[0.7001819622353859, 1.5986938119342788, 0.5053887377940802, 6.1791748585463635, 1.5501216847139758, 7.49310302161327]|  0.1495027989149094|      0.03125000|[973, 146, 0, 146]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.7012282876890615, 1.5986404472862892, 0.4886572504777864, 6.173049503111501, 1.5255126473043927, 7.485864410833957]|  0.1413449794054031|      0.06250000|[986, 148, 0, 148]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      75|[0.7012282876890615, 1.5986404472862892, 0.4886572504777864, 6.173049503111501, 1.5255126473043927, 7.485864410833957]|  0.1413449794054031|      0.03125000|[999, 150, 0, 150]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.7189707565381711, 1.60661671605327, 0.4755730748823894, 6.159888629076666, 1.511757736526373, 7.477830444888546]|  0.1339929848909378|      0.06250000|[1012, 152, 0, 152]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      77|[0.7189707565381711, 1.60661671605327, 0.4755730748823894, 6.159888629076666, 1.511757736526373, 7.477830444888546]|  0.1339929848909378|      0.03125000|[1025, 154, 0, 154]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.7189707565381711, 1.60661671605327, 0.4755730748823894, 6.159888629076666, 1.511757736526373, 7.477830444888546]|  0.1339929848909378|      0.01562500|[1038, 156, 0, 156]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.7285051811354334, 1.6130192972192507, 0.47069220021996, 6.151517948614102, 1.5093130146846272, 7.474312713623661]|  0.1311931163072586|      0.03125000|[1051, 158, 0, 158]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      80|[0.7285051811354334, 1.6130192972192507, 0.47069220021996, 6.151517948614102, 1.5093130146846272, 7.474312713623661]|  0.1311931163072586|      0.01562500|[1064, 160, 0, 160]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
