k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[2.398073636201272, 0.1259208511474778, -7.517620017303543]                     |  6.7697710990905762|      0.06250000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[2.3636507603887265, 0.0817184930852868, -7.489916819608404]                    |  6.5935416221618652|      0.12500000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[2.3636507603887265, 0.0817184930852868, -7.489916819608404]                    |  6.5935416221618652|      0.06250000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[2.301265480327784, 0.0780303807531242, -7.490768088745125]                     |  6.3017826080322266|      0.12500000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[2.301265480327784, 0.0780303807531242, -7.490768088745125]                     |  6.3017826080322266|      0.06250000|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[2.256950713318756, 0.0869771636109407, -7.5339236967402705]                    |  6.1016955375671387|      0.12500000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[2.256950713318756, 0.0869771636109407, -7.5339236967402705]                    |  6.1016955375671387|      0.06250000|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[2.19733556567899, 0.0683476953703875, -7.536209978648338]                      |  5.8325486183166504|      0.12500000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[2.19733556567899, 0.0683476953703875, -7.536209978648338]                      |  5.8325486183166504|      0.06250000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[2.1413482610666215, 0.0406443089357449, -7.534162027893388]                    |  5.5860924720764160|      0.12500000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[2.1413482610666215, 0.0406443089357449, -7.534162027893388]                    |  5.5860924720764160|      0.06250000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[2.0968217100031827, -0.002247817339687, -7.525002237832072]                    |  5.3955879211425781|      0.12500000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[2.0968217100031827, -0.002247817339687, -7.525002237832072]                    |  5.3955879211425781|      0.06250000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[2.0373630327915433, 0.0134749655220755, -7.536124728709746]                    |  5.1499681472778320|      0.12500000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[2.0373630327915433, 0.0134749655220755, -7.536124728709746]                    |  5.1499681472778320|      0.06250000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[2.0373630327915433, 0.0134749655220755, -7.536124728709746]                    |  5.1499681472778320|      0.03125000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[2.022422734024385, -0.0078349306770084, -7.553423234331109]                    |  5.0892057418823242|      0.06250000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[1.9600646065616467, -0.0057349882684127, -7.55707072404617]                    |  4.8408412933349609|      0.12500000|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[1.9600646065616467, -0.0057349882684127, -7.55707072404617]                    |  4.8408412933349609|      0.06250000|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[1.9170045490521361, 0.0032145628808462, -7.601477784087389]                    |  4.6739177703857422|      0.12500000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[1.9170045490521361, 0.0032145628808462, -7.601477784087389]                    |  4.6739177703857422|      0.06250000|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.9170045490521361, 0.0032145628808462, -7.601477784087389]                    |  4.6739177703857422|      0.03125000|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[1.8922645134804184, -0.0034543185200404, -7.5835887047155754]                  |  4.5796594619750977|      0.06250000|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[1.8334287632695307, 0.0046769418400653, -7.603043449691499]                    |  4.3604855537414551|      0.12500000|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[1.8334287632695307, 0.0046769418400653, -7.603043449691499]                    |  4.3604855537414551|      0.06250000|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[1.7710725776410554, 0.0048061091727723, -7.607278946081213]                    |  4.1357278823852539|      0.12500000|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[1.7710725776410554, 0.0048061091727723, -7.607278946081213]                    |  4.1357278823852539|      0.06250000|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[1.7710725776410554, 0.0048061091727723, -7.607278946081213]                    |  4.1357278823852539|      0.03125000|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[1.7413115836285336, 0.008827302716422, -7.598637433605313]                     |  4.0312433242797852|      0.06250000|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[1.680705069478996, 0.0217001717570192, -7.606846555684168]                     |  3.8242671489715576|      0.12500000|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[1.680705069478996, 0.0217001717570192, -7.606846555684168]                     |  3.8242671489715576|      0.06250000|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[1.680705069478996, 0.0217001717570192, -7.606846555684168]                     |  3.8242671489715576|      0.03125000|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[1.6505607249980279, 0.0244564139172901, -7.599082270464867]                    |  3.7239768505096436|      0.06250000|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[1.5882685588917536, 0.01991594542571, -7.596775717264677]                      |  3.5220057964324951|      0.12500000|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[1.5882685588917536, 0.01991594542571, -7.596775717264677]                      |  3.5220057964324951|      0.06250000|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[1.5264907177413007, 0.0183293480250085, -7.606115473764581]                    |  3.3295278549194336|      0.12500000|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[1.5264907177413007, 0.0183293480250085, -7.606115473764581]                    |  3.3295278549194336|      0.06250000|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[1.5264907177413007, 0.0183293480250085, -7.606115473764581]                    |  3.3295278549194336|      0.03125000|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[1.4980737745773196, 0.0283440605954316, -7.5978241907910675]                   |  3.2440717220306396|      0.06250000|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[1.4980737745773196, 0.0283440605954316, -7.5978241907910675]                   |  3.2440717220306396|      0.03125000|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[1.4668429240108811, 0.0291772364600302, -7.597115465967575]                    |  3.1515264511108398|      0.06250000|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[1.4668429240108811, 0.0291772364600302, -7.597115465967575]                    |  3.1515264511108398|      0.03125000|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[1.4420127886931786, 0.0332241597692936, -7.578577685846064]                    |  3.0795569419860840|      0.06250000|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[1.4420127886931786, 0.0332241597692936, -7.578577685846064]                    |  3.0795569419860840|      0.03125000|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[1.4420127886931786, 0.0332241597692936, -7.578577685846064]                    |  3.0795569419860840|      0.01562500|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[1.4271301831974694, 0.0373354456278628, -7.576180602775285]                    |  3.0371756553649902|      0.03125000|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[1.3967346338422022, 0.0441271208426497, -7.5736220431866945]                   |  2.9519631862640381|      0.06250000|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[1.3356982181886548, 0.032591311353794, -7.5667132760315345]                    |  2.7841877937316895|      0.12500000|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[1.3356982181886548, 0.032591311353794, -7.5667132760315345]                    |  2.7841877937316895|      0.06250000|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[1.3356982181886548, 0.032591311353794, -7.5667132760315345]                    |  2.7841877937316895|      0.03125000|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[1.31056541716567, 0.014201414021989, -7.569304894997496]                       |  2.7167572975158691|      0.06250000|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[1.31056541716567, 0.014201414021989, -7.569304894997496]                       |  2.7167572975158691|      0.03125000|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[1.2826349529743364, 0.0042380501546053, -7.579163041400484]                    |  2.6441488265991211|      0.06250000|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[1.2826349529743364, 0.0042380501546053, -7.579163041400484]                    |  2.6441488265991211|      0.03125000|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[1.2515702782706675, 0.006629002817641, -7.576748122992264]                     |  2.5654485225677490|      0.06250000|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[1.2515702782706675, 0.006629002817641, -7.576748122992264]                     |  2.5654485225677490|      0.03125000|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[1.220927902077948, 0.0089461158427067, -7.58242599834251]                      |  2.4897279739379883|      0.06250000|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[1.220927902077948, 0.0089461158427067, -7.58242599834251]                      |  2.4897279739379883|      0.03125000|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[1.1960445950761474, 0.0278254842503298, -7.5834022058938935]                   |  2.4303231239318848|      0.06250000|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[1.1960445950761474, 0.0278254842503298, -7.5834022058938935]                   |  2.4303231239318848|      0.03125000|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[1.1648118960179916, 0.0270681634024192, -7.582689833325646]                    |  2.3565416336059570|      0.06250000|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[1.1648118960179916, 0.0270681634024192, -7.582689833325646]                    |  2.3565416336059570|      0.03125000|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[1.1335841802386495, 0.0275701999226427, -7.581622019420047]                    |  2.2847964763641357|      0.06250000|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
