k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.20000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.001924988153568, 0.9723180621697871]                                        |3954.3686523437500000|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[-1.001924988153568, 0.9723180621697871]                                        |3954.3686523437500000|      0.20000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.8105156263912863, 0.9143313720611422]                                       |452.4665832519531250|      1.00000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[-0.8105156263912863, 0.9143313720611422]                                       |452.4665832519531250|      0.20000000|[32, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.611436798101961, 0.9335047944721098]                                        | 38.0933227539062500|      1.00000000|[38, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[-0.611436798101961, 0.9335047944721098]                                        | 38.0933227539062500|      0.20000000|[44, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[-0.1079550879803872, 0.884243709444805]                                        |  0.0009800547268242|      0.00800000|[312, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[-0.1079550879803872, 0.884243709444805]                                        |  0.0009800547268242|      0.00160000|[320, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[-0.1063673427650388, 0.8844413584547659]                                       |  0.0009229161078110|      0.00800000|[325, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[-0.1063673427650388, 0.8844413584547659]                                       |  0.0009229161078110|      0.00160000|[331, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[-0.1047769367701401, 0.8846163120811645]                                       |  0.0008686490473337|      0.00800000|[336, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[-0.1047769367701401, 0.8846163120811645]                                       |  0.0008686490473337|      0.00160000|[344, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      57|[-0.1031865107566553, 0.884791083633858]                                        |  0.0008171264198609|      0.00800000|[350, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[-0.1031865107566553, 0.884791083633858]                                        |  0.0008171264198609|      0.00160000|[357, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      59|[-0.101599186239705, 0.8849920833300984]                                        |  0.0007682217401452|      0.00800000|[362, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      60|[-0.101599186239705, 0.8849920833300984]                                        |  0.0007682217401452|      0.00160000|[368, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[-0.100015047902671, 0.8852168181274463]                                        |  0.0007218291866593|      0.00800000|[374, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[-0.100015047902671, 0.8852168181274463]                                        |  0.0007218291866593|      0.00160000|[380, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[-0.0984310135833272, 0.8854422849213235]                                       |  0.0006778327515349|      0.00800000|[385, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[-0.0984310135833272, 0.8854422849213235]                                       |  0.0006778327515349|      0.00160000|[393, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      65|[-0.0968450868332047, 0.8856540308616526]                                       |  0.0006361241103150|      0.00800000|[398, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      66|[-0.0968450868332047, 0.8856540308616526]                                       |  0.0006361241103150|      0.00160000|[404, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[-0.0952597112210577, 0.8858698645207732]                                       |  0.0005966051248834|      0.00800000|[409, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      68|[-0.0952597112210577, 0.8858698645207732]                                       |  0.0005966051248834|      0.00160000|[416, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      69|[-0.0936721402643817, 0.8860689083790529]                                       |  0.0005591785884462|      0.00800000|[421, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      70|[-0.0936721402643817, 0.8860689083790529]                                       |  0.0005591785884462|      0.00160000|[428, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      71|[-0.0920897598247605, 0.8863057039539782]                                       |  0.0005237510777079|      0.00800000|[433, 161, 0, 161]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
