k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5775889522871476, 2.093595616311279]                                         |103.9862213134765625|      5.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[1.5775889522871476, 2.093595616311279]                                         |103.9862213134765625|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[1.0367367161640593, 0.9755214653892317]                                        |  0.0018722905078903|      0.04000000|[126, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      19|[1.0367367161640593, 0.9755214653892317]                                        |  0.0018722905078903|      0.00800000|[134, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[1.0367367161640593, 0.9755214653892317]                                        |  0.0018722905078903|      0.00160000|[140, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[1.036189998377351, 0.9770251607246294]                                         |  0.0017293404089287|      0.00800000|[145, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[1.0310281317208683, 0.983137045263844]                                         |  0.0012070152442902|      0.04000000|[150, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      23|[1.0310281317208683, 0.983137045263844]                                         |  0.0012070152442902|      0.00800000|[157, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[1.0230910629283347, 0.9821355768506672]                                        |  0.0009852426592261|      0.04000000|[163, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[1.0230910629283347, 0.9821355768506672]                                        |  0.0009852426592261|      0.00800000|[171, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[1.0230910629283347, 0.9821355768506672]                                        |  0.0009852426592261|      0.00160000|[177, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[1.0234652456779951, 0.9836912076776492]                                        |  0.0008237770525739|      0.00800000|[183, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[1.0220442365370166, 0.9915639920022228]                                        |  0.0007792455726303|      0.04000000|[188, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[1.0220442365370166, 0.9915639920022228]                                        |  0.0007792455726303|      0.00800000|[195, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[1.0141937058695503, 0.9931032022669923]                                        |  0.0002594113757368|      0.04000000|[200, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[1.0141937058695503, 0.9931032022669923]                                        |  0.0002594113757368|      0.00800000|[208, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[1.0074459851065607, 0.9974006741406314]                                        |  0.0000952625123318|      0.04000000|[215, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      33|[1.0074459851065607, 0.9974006741406314]                                        |  0.0000952625123318|      0.00800000|[222, 85, 0, 85]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      34|[1.0074459851065607, 0.9974006741406314]                                        |  0.0000952625123318|      0.00160000|[230, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[1.0061976984290397, 0.9963997843511323]                                        |  0.0000481798670080|      0.00800000|[236, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[1.0061976984290397, 0.9963997843511323]                                        |  0.0000481798670080|      0.00160000|[243, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[1.005120942933269, 0.9975832528138839]                                         |  0.0000340029218933|      0.00800000|[250, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      38|[1.005120942933269, 0.9975832528138839]                                         |  0.0000340029218933|      0.00160000|[256, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.005120942933269, 0.9975832528138839]                                         |  0.0000340029218933|      0.00032000|[262, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[1.0048204402865253, 0.9974732611810203]                                        |  0.0000287643633783|      0.00160000|[268, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      41|[1.0048204402865253, 0.9974732611810203]                                        |  0.0000287643633783|      0.00032000|[276, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[1.004503108049374, 0.9975144952841943]                                         |  0.0000250511711783|      0.00160000|[281, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[1.0030063476057105, 0.9980799227103812]                                        |  0.0000122737137644|      0.00800000|[287, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[1.0030063476057105, 0.9980799227103812]                                        |  0.0000122737137644|      0.00160000|[293, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[1.0030063476057105, 0.9980799227103812]                                        |  0.0000122737137644|      0.00032000|[299, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[1.0027248229789223, 0.9982320538528595]                                        |  0.0000102869344119|      0.00160000|[304, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      47|[1.0015621885449355, 0.9993312722901632]                                        |  0.0000033982798868|      0.00800000|[312, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      48|[1.0015621885449355, 0.9993312722901632]                                        |  0.0000033982798868|      0.00160000|[320, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[1.0015621885449355, 0.9993312722901632]                                        |  0.0000033982798868|      0.00032000|[327, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[1.0012550012808046, 0.9992416286358659]                                        |  0.0000020263507849|      0.00160000|[332, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      51|[1.0012550012808046, 0.9992416286358659]                                        |  0.0000020263507849|      0.00032000|[340, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      52|[1.0009692137161559, 0.9993855920614021]                                        |  0.0000012665149143|      0.00160000|[345, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      53|[1.0009692137161559, 0.9993855920614021]                                        |  0.0000012665149143|      0.00032000|[352, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[1.0009692137161559, 0.9993855920614021]                                        |  0.0000012665149143|      0.00006400|[358, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[1.0009606557497304, 0.9994490173025183]                                        |  0.0000011507099771|      0.00032000|[364, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[1.0007343258022698, 0.9996752356812646]                                        |  0.0000007293223234|      0.00160000|[370, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      57|[1.0007343258022698, 0.9996752356812646]                                        |  0.0000007293223234|      0.00032000|[378, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[1.0007343258022698, 0.9996752356812646]                                        |  0.0000007293223234|      0.00006400|[384, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[1.0006747659183224, 0.9996518130378579]                                        |  0.0000005636800324|      0.00032000|[389, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      60|[1.0006747659183224, 0.9996518130378579]                                        |  0.0000005636800324|      0.00006400|[395, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[1.000622561594383, 0.9996147899563813]                                         |  0.0000005093334607|      0.00032000|[400, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[1.000622561594383, 0.9996147899563813]                                         |  0.0000005093334607|      0.00006400|[407, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[1.0005645266895224, 0.9996417705015542]                                        |  0.0000004303131789|      0.00032000|[412, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[1.0003051609122036, 0.9998291988706871]                                        |  0.0000001151698328|      0.00160000|[417, 158, 0, 158]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      65|[1.0003051609122036, 0.9998291988706871]                                        |  0.0000001151698328|      0.00032000|[423, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
