k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.25000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.9578419038537812, 0.9378754760916536]                                       |2359.1376953125000000|      0.50000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[-0.9578419038537812, 0.9378754760916536]                                       |2359.1376953125000000|      0.25000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.9578419038537812, 0.9378754760916536]                                       |2359.1376953125000000|      0.12500000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.8442529551741675, 0.8856974084974998]                                       |624.8868408203125000|      0.25000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[-0.5952699271982475, 0.8631707181071606]                                       | 26.5565700531005859|      0.50000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[-0.5952699271982475, 0.8631707181071606]                                       | 26.5565700531005859|      0.25000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.5952699271982475, 0.8631707181071606]                                       | 26.5565700531005859|      0.12500000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[-0.0524102462716943, 1.0138481794989613]                                       |  0.0000090558196462|      0.00097656|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[-0.0524102462716943, 1.0138481794989613]                                       |  0.0000090558196462|      0.00048828|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[-0.0524102462716943, 1.0138481794989613]                                       |  0.0000090558196462|      0.00024414|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[-0.0521802605544818, 1.013930101502438]                                        |  0.0000088237893578|      0.00048828|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[-0.0521802605544818, 1.013930101502438]                                        |  0.0000088237893578|      0.00024414|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[-0.0519503691384293, 1.0140122877640683]                                       |  0.0000085963647507|      0.00048828|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[-0.0519503691384293, 1.0140122877640683]                                       |  0.0000085963647507|      0.00024414|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[-0.0517202696359293, 1.0140938896251046]                                       |  0.0000083734785221|      0.00048828|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[-0.0517202696359293, 1.0140938896251046]                                       |  0.0000083734785221|      0.00024414|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[-0.0514905271335666, 1.014176491243633]                                        |  0.0000081550670075|      0.00048828|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[-0.0514905271335666, 1.014176491243633]                                        |  0.0000081550670075|      0.00024414|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[-0.0512608451480009, 1.0142592609861845]                                       |  0.0000079410610851|      0.00048828|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[-0.0512608451480009, 1.0142592609861845]                                       |  0.0000079410610851|      0.00024414|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[-0.0510309597422167, 1.0143414640577988]                                       |  0.0000077313961810|      0.00048828|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[-0.0510309597422167, 1.0143414640577988]                                       |  0.0000077313961810|      0.00024414|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[-0.0508014368666754, 1.0144246739993839]                                       |  0.0000075260086305|      0.00048828|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[-0.0508014368666754, 1.0144246739993839]                                       |  0.0000075260086305|      0.00024414|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[-0.0505717405030513, 1.014507403832656]                                        |  0.0000073248338595|      0.00048828|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[-0.0505717405030513, 1.014507403832656]                                        |  0.0000073248338595|      0.00024414|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[-0.0503418220843067, 1.0145895145231743]                                       |  0.0000071278118412|      0.00048828|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[-0.0503418220843067, 1.0145895145231743]                                       |  0.0000071278118412|      0.00024414|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
