k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      1.11111111|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[0.383301581953658, -0.7241372862404208]                                        |  0.8559969663619995|      0.12157665|[213, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      33|[0.383301581953658, -0.7241372862404208]                                        |  0.8559969663619995|      0.10941899|[220, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.383301581953658, -0.7241372862404208]                                        |  0.8559969663619995|      0.09847709|[227, 85, 0, 85]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.383301581953658, -0.7241372862404208]                                        |  0.8559969663619995|      0.08862938|[235, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.383301581953658, -0.7241372862404208]                                        |  0.8559969663619995|      0.07976644|[241, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.3083472436595117, -0.7514234111397652]                                       |  0.8092488646507263|      0.08862938|[246, 92, 0, 92]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[0.3083472436595117, -0.7514234111397652]                                       |  0.8092488646507263|      0.07976644|[253, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.3083472436595117, -0.7514234111397652]                                       |  0.8092488646507263|      0.07178980|[261, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.3083472436595117, -0.7514234111397652]                                       |  0.8092488646507263|      0.06461082|[267, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.3083472436595117, -0.7514234111397652]                                       |  0.8092488646507263|      0.05814974|[273, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.3083472436595117, -0.7514234111397652]                                       |  0.8092488646507263|      0.05233476|[281, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.3083472436595117, -0.7514234111397652]                                       |  0.8092488646507263|      0.04710129|[288, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.3083472436595117, -0.7514234111397652]                                       |  0.8092488646507263|      0.04239116|[296, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.2673989150189756, -0.7404577975472164]                                       |  0.7925943732261658|      0.04710129|[302, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[0.2673989150189756, -0.7404577975472164]                                       |  0.7925943732261658|      0.04239116|[309, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.2673989150189756, -0.7404577975472164]                                       |  0.7925943732261658|      0.03815204|[315, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.2673989150189756, -0.7404577975472164]                                       |  0.7925943732261658|      0.03433684|[323, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.2673989150189756, -0.7404577975472164]                                       |  0.7925943732261658|      0.03090315|[330, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.2370160158143383, -0.734811171411401]                                        |  0.7836852073669434|      0.03433684|[335, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      51|[0.2370160158143383, -0.734811171411401]                                        |  0.7836852073669434|      0.03090315|[343, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.2370160158143383, -0.734811171411401]                                        |  0.7836852073669434|      0.02781284|[350, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.2370160158143383, -0.734811171411401]                                        |  0.7836852073669434|      0.02503156|[358, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.2370160158143383, -0.734811171411401]                                        |  0.7836852073669434|      0.02252840|[366, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.2159718440739592, -0.7267693045996558]                                       |  0.7790378332138062|      0.02503156|[372, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[0.2159718440739592, -0.7267693045996558]                                       |  0.7790378332138062|      0.02252840|[380, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.2159718440739592, -0.7267693045996558]                                       |  0.7790378332138062|      0.02027556|[386, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.2159718440739592, -0.7267693045996558]                                       |  0.7790378332138062|      0.01824800|[393, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.2159718440739592, -0.7267693045996558]                                       |  0.7790378332138062|      0.01642320|[399, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.2009507568835176, -0.7201293840272576]                                       |  0.7765330076217651|      0.01824800|[404, 152, 0, 152]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[0.2009507568835176, -0.7201293840272576]                                       |  0.7765330076217651|      0.01642320|[411, 155, 0, 155]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.2009507568835176, -0.7201293840272576]                                       |  0.7765330076217651|      0.01478088|[418, 158, 0, 158]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.2009507568835176, -0.7201293840272576]                                       |  0.7765330076217651|      0.01330279|[424, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
