k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, 0.0, 0.0]                                                                |2499.9997982897020847|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.2664553683145121, -1.670272290478907, -1.4514070644507278]                   |113.4007339477539062|      4.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.2664553683145121, -1.670272290478907, -1.4514070644507278]                   |113.4007339477539062|      2.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.2664553683145121, -1.670272290478907, -1.4514070644507278]                   |113.4007339477539062|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.2664553683145121, -1.670272290478907, -1.4514070644507278]                   |113.4007339477539062|      0.50000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.5711214202157477, -1.2952365105791603, -1.5799635135845709]                  | 26.4775142669677734|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.5711214202157477, -1.2952365105791603, -1.5799635135845709]                  | 26.4775142669677734|      0.50000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.3728341568306779, -0.9329322281081165, -1.9027959405238222]                  |  3.6290452480316162|      0.06250000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[0.3728341568306779, -0.9329322281081165, -1.9027959405238222]                  |  3.6290452480316162|      0.03125000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.3728341568306779, -0.9329322281081165, -1.9027959405238222]                  |  3.6290452480316162|      0.01562500|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.3728341568306779, -0.9329322281081165, -1.9027959405238222]                  |  3.6290452480316162|      0.00781250|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.3717478755346275, -0.9322684611146413, -1.8950878562887983]                  |  3.5927979946136475|      0.01562500|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[0.3826966875987531, -0.9331594865331438, -1.8839761411606986]                  |  3.5578863620758057|      0.03125000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.3826966875987531, -0.9331594865331438, -1.8839761411606986]                  |  3.5578863620758057|      0.01562500|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.3826966875987531, -0.9331594865331438, -1.8839761411606986]                  |  3.5578863620758057|      0.00781250|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.3826966875987531, -0.9331594865331438, -1.8839761411606986]                  |  3.5578863620758057|      0.00390625|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.3819560958470777, -0.9332807555372519, -1.880142656225487]                   |  3.5422744750976562|      0.00781250|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.3816689203040853, -0.9255784688494997, -1.8788669343760296]                  |  3.5304613113403320|      0.01562500|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[0.3816689203040853, -0.9255784688494997, -1.8788669343760296]                  |  3.5304613113403320|      0.00781250|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.3816689203040853, -0.9255784688494997, -1.8788669343760296]                  |  3.5304613113403320|      0.00390625|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.3825562903313087, -0.9237092913627666, -1.8755536974360605]                  |  3.5177280902862549|      0.00781250|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.3816253258165164, -0.9231981408407678, -1.8678137241501855]                  |  3.4957709312438965|      0.01562500|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.3816253258165164, -0.9231981408407678, -1.8678137241501855]                  |  3.4957709312438965|      0.00781250|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.3842481478131214, -0.923137663876808, -1.8604548992738241]                   |  3.4751987457275391|      0.01562500|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.3842481478131214, -0.923137663876808, -1.8604548992738241]                   |  3.4751987457275391|      0.00781250|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.3906413521546114, -0.9188254658077607, -1.85920308366789]                    |  3.4569847583770752|      0.01562500|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.4009687004851437, -0.9255739151392833, -1.8496142916125933]                  |  3.4286372661590576|      0.03125000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.4009687004851437, -0.9255739151392833, -1.8496142916125933]                  |  3.4286372661590576|      0.01562500|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.4059578953347756, -0.9137625401986483, -1.8406845669939869]                  |  3.3918156623840332|      0.03125000|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.4059578953347756, -0.9137625401986483, -1.8406845669939869]                  |  3.3918156623840332|      0.01562500|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.4059578953347756, -0.9137625401986483, -1.8406845669939869]                  |  3.3918156623840332|      0.00781250|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.4033360655408931, -0.9144477050675547, -1.833357104002997]                   |  3.3642621040344238|      0.01562500|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.4033360655408931, -0.9144477050675547, -1.833357104002997]                   |  3.3642621040344238|      0.00781250|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.4033360655408931, -0.9144477050675547, -1.833357104002997]                   |  3.3642621040344238|      0.00390625|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[0.4026128266031167, -0.9139204114225907, -1.82955477893623]                    |  3.3574974536895752|      0.00781250|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.4026128266031167, -0.9139204114225907, -1.82955477893623]                    |  3.3574974536895752|      0.00390625|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.4054473408194084, -0.9131490709841713, -1.826980026103782]                   |  3.3442907333374023|      0.00781250|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.4068465797267513, -0.9124315315105918, -1.819327417147744]                   |  3.3272709846496582|      0.01562500|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[0.4068465797267513, -0.9124315315105918, -1.819327417147744]                   |  3.3272709846496582|      0.00781250|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[0.4136071340468424, -0.9099690121543196, -1.8223714375082347]                  |  3.3212389945983887|      0.01562500|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[0.4093765808278231, -0.9000598498676182, -1.8110554511510115]                  |  3.3016510009765625|      0.03125000|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.4093765808278231, -0.9000598498676182, -1.8110554511510115]                  |  3.3016510009765625|      0.01562500|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.4093765808278231, -0.9000598498676182, -1.8110554511510115]                  |  3.3016510009765625|      0.00781250|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[0.4093765808278231, -0.9000598498676182, -1.8110554511510115]                  |  3.3016510009765625|      0.00390625|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.4118560077705877, -0.8970590415223784, -1.8107292911088058]                  |  3.2972228527069092|      0.00781250|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[0.4165532317041181, -0.9024235250343887, -1.8075365555704879]                  |  3.2726376056671143|      0.01562500|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[0.4165532317041181, -0.9024235250343887, -1.8075365555704879]                  |  3.2726376056671143|      0.00781250|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[0.4167084556228515, -0.9058482184211469, -1.8005164033647485]                  |  3.2603323459625244|      0.01562500|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[0.4167084556228515, -0.9058482184211469, -1.8005164033647485]                  |  3.2603323459625244|      0.00781250|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[0.4167084556228515, -0.9058482184211469, -1.8005164033647485]                  |  3.2603323459625244|      0.00390625|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.4193275662354284, -0.9084157938902067, -1.7991723033415843]                  |  3.2527849674224854|      0.00781250|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.4193204176192469, -0.9010424545954577, -1.7965898679035148]                  |  3.2419171333312988|      0.01562500|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[0.4193204176192469, -0.9010424545954577, -1.7965898679035148]                  |  3.2419171333312988|      0.00781250|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[0.422261889207828, -0.903863529060248, -1.7899247017384685]                    |  3.2254095077514648|      0.01562500|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.422261889207828, -0.903863529060248, -1.7899247017384685]                    |  3.2254095077514648|      0.00781250|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[0.429557522230987, -0.9010727106724399, -1.7897824773816824]                   |  3.2041287422180176|      0.01562500|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[0.429557522230987, -0.9010727106724399, -1.7897824773816824]                   |  3.2041287422180176|      0.00781250|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[0.4309221860259273, -0.9011374170027466, -1.7820903605035014]                  |  3.1823606491088867|      0.01562500|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[0.4309221860259273, -0.9011374170027466, -1.7820903605035014]                  |  3.1823606491088867|      0.00781250|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      70|[0.4309221860259273, -0.9011374170027466, -1.7820903605035014]                  |  3.1823606491088867|      0.00390625|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[0.4309221860259273, -0.9011374170027466, -1.7820903605035014]                  |  3.1823606491088867|      0.00195312|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[0.4326932767867532, -0.9018026172929858, -1.7816051354460198]                  |  3.1782073974609375|      0.00390625|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.4330793961125964, -0.9032062654415035, -1.7779802943731073]                  |  3.1723661422729492|      0.00781250|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[0.4393740982645788, -0.8995587824338943, -1.7751328834830125]                  |  3.1515281200408936|      0.01562500|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.4393740982645788, -0.8995587824338943, -1.7751328834830125]                  |  3.1515281200408936|      0.00781250|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      76|[0.4400259893144897, -0.899589513597018, -1.7673476892076807]                   |  3.1311566829681396|      0.01562500|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.4400259893144897, -0.899589513597018, -1.7673476892076807]                   |  3.1311566829681396|      0.00781250|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      78|[0.443307482008603, -0.8927882609491467, -1.7653452096526532]                   |  3.1176044940948486|      0.01562500|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.4521853075201265, -0.8982018875366689, -1.753682556165654]                   |  3.0801689624786377|      0.03125000|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.4521853075201265, -0.8982018875366689, -1.753682556165654]                   |  3.0801689624786377|      0.01562500|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
