k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.31381060|[1280, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.28242954|[1396, 96, 0, 24]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      13|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.25418658|[1512, 104, 0, 26]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.22876792|[1628, 112, 0, 28]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[-0.575734956669532, 0.5711794833367209, -1.8315738494754625, -0.0022823695681463, -0.0121053020182618, -0.0211982103087865, -0.0326334382626127, -0.1172484140152986, 1.0995062716653086, 0.0033536393804277, -0.0032498473184981, 399.7368456363127, 0.0295725550397991, -0.024861950173675, 0.035757357470173, 0.024963677186555, -0.1008733498169909, 0.7154569497659893, 0.0081120058951704, 0.0047376965650855, 402.0256257253246, 0.0335438267910499, -0.0175621921218443, -0.0128789838490624, -0.0385581382495867, -0.0911698805352069, 0.9294073582427361, -0.0023298325863428, -0.0072206412965462, 400.41374904619903, 0.0679642535512311, -1.2014141030278715, -0.0652711470620651, -1.424135063878679, -0.0230470736709441, 0.4496285771492056, -0.0099880338637783, -0.0311616297400003, 407.02085262404523, 0.1088943849674968, -1.2396720209158862, -0.0513991688198758, -1.0845457517199069, -0.0974585916746669, 0.382702940949909, -0.0057522756544508, 0.0098523874554401, 405.89733449584406, 0.0426078280759039, -1.1949359918750138, -0.0287995766640568, -0.865629702631798, -0.0885538720099289, 0.2607363260553724, 0.0114883414597654, 0.0212341476550888, 404.73557666581223]|45858.0351562500000000|      0.25418658|[1744, 120, 0, 30]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      16|[-0.575734956669532, 0.5711794833367209, -1.8315738494754625, -0.0022823695681463, -0.0121053020182618, -0.0211982103087865, -0.0326334382626127, -0.1172484140152986, 1.0995062716653086, 0.0033536393804277, -0.0032498473184981, 399.7368456363127, 0.0295725550397991, -0.024861950173675, 0.035757357470173, 0.024963677186555, -0.1008733498169909, 0.7154569497659893, 0.0081120058951704, 0.0047376965650855, 402.0256257253246, 0.0335438267910499, -0.0175621921218443, -0.0128789838490624, -0.0385581382495867, -0.0911698805352069, 0.9294073582427361, -0.0023298325863428, -0.0072206412965462, 400.41374904619903, 0.0679642535512311, -1.2014141030278715, -0.0652711470620651, -1.424135063878679, -0.0230470736709441, 0.4496285771492056, -0.0099880338637783, -0.0311616297400003, 407.02085262404523, 0.1088943849674968, -1.2396720209158862, -0.0513991688198758, -1.0845457517199069, -0.0974585916746669, 0.382702940949909, -0.0057522756544508, 0.0098523874554401, 405.89733449584406, 0.0426078280759039, -1.1949359918750138, -0.0287995766640568, -0.865629702631798, -0.0885538720099289, 0.2607363260553724, 0.0114883414597654, 0.0212341476550888, 404.73557666581223]|45858.0351562500000000|      0.22876792|[1860, 128, 0, 32]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      17|[-0.575734956669532, 0.5711794833367209, -1.8315738494754625, -0.0022823695681463, -0.0121053020182618, -0.0211982103087865, -0.0326334382626127, -0.1172484140152986, 1.0995062716653086, 0.0033536393804277, -0.0032498473184981, 399.7368456363127, 0.0295725550397991, -0.024861950173675, 0.035757357470173, 0.024963677186555, -0.1008733498169909, 0.7154569497659893, 0.0081120058951704, 0.0047376965650855, 402.0256257253246, 0.0335438267910499, -0.0175621921218443, -0.0128789838490624, -0.0385581382495867, -0.0911698805352069, 0.9294073582427361, -0.0023298325863428, -0.0072206412965462, 400.41374904619903, 0.0679642535512311, -1.2014141030278715, -0.0652711470620651, -1.424135063878679, -0.0230470736709441, 0.4496285771492056, -0.0099880338637783, -0.0311616297400003, 407.02085262404523, 0.1088943849674968, -1.2396720209158862, -0.0513991688198758, -1.0845457517199069, -0.0974585916746669, 0.382702940949909, -0.0057522756544508, 0.0098523874554401, 405.89733449584406, 0.0426078280759039, -1.1949359918750138, -0.0287995766640568, -0.865629702631798, -0.0885538720099289, 0.2607363260553724, 0.0114883414597654, 0.0212341476550888, 404.73557666581223]|45858.0351562500000000|      0.20589113|[1977, 136, 0, 34]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      18|[-0.575734956669532, 0.5711794833367209, -1.8315738494754625, -0.0022823695681463, -0.0121053020182618, -0.0211982103087865, -0.0326334382626127, -0.1172484140152986, 1.0995062716653086, 0.0033536393804277, -0.0032498473184981, 399.7368456363127, 0.0295725550397991, -0.024861950173675, 0.035757357470173, 0.024963677186555, -0.1008733498169909, 0.7154569497659893, 0.0081120058951704, 0.0047376965650855, 402.0256257253246, 0.0335438267910499, -0.0175621921218443, -0.0128789838490624, -0.0385581382495867, -0.0911698805352069, 0.9294073582427361, -0.0023298325863428, -0.0072206412965462, 400.41374904619903, 0.0679642535512311, -1.2014141030278715, -0.0652711470620651, -1.424135063878679, -0.0230470736709441, 0.4496285771492056, -0.0099880338637783, -0.0311616297400003, 407.02085262404523, 0.1088943849674968, -1.2396720209158862, -0.0513991688198758, -1.0845457517199069, -0.0974585916746669, 0.382702940949909, -0.0057522756544508, 0.0098523874554401, 405.89733449584406, 0.0426078280759039, -1.1949359918750138, -0.0287995766640568, -0.865629702631798, -0.0885538720099289, 0.2607363260553724, 0.0114883414597654, 0.0212341476550888, 404.73557666581223]|45858.0351562500000000|      0.18530202|[2093, 144, 0, 36]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      19|[-0.575734956669532, 0.5711794833367209, -1.8315738494754625, -0.0022823695681463, -0.0121053020182618, -0.0211982103087865, -0.0326334382626127, -0.1172484140152986, 1.0995062716653086, 0.0033536393804277, -0.0032498473184981, 399.7368456363127, 0.0295725550397991, -0.024861950173675, 0.035757357470173, 0.024963677186555, -0.1008733498169909, 0.7154569497659893, 0.0081120058951704, 0.0047376965650855, 402.0256257253246, 0.0335438267910499, -0.0175621921218443, -0.0128789838490624, -0.0385581382495867, -0.0911698805352069, 0.9294073582427361, -0.0023298325863428, -0.0072206412965462, 400.41374904619903, 0.0679642535512311, -1.2014141030278715, -0.0652711470620651, -1.424135063878679, -0.0230470736709441, 0.4496285771492056, -0.0099880338637783, -0.0311616297400003, 407.02085262404523, 0.1088943849674968, -1.2396720209158862, -0.0513991688198758, -1.0845457517199069, -0.0974585916746669, 0.382702940949909, -0.0057522756544508, 0.0098523874554401, 405.89733449584406, 0.0426078280759039, -1.1949359918750138, -0.0287995766640568, -0.865629702631798, -0.0885538720099289, 0.2607363260553724, 0.0114883414597654, 0.0212341476550888, 404.73557666581223]|45858.0351562500000000|      0.16677182|[2209, 152, 0, 38]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      20|[-0.5551058127342116, 0.5967710802653733, -1.8308339142472134, -0.0051815969981422, -0.0127360444697674, -0.026895147802123, -0.0367312616948911, -0.1297305650417008, 1.1168824498374241, 0.0179113472805344, 0.0054632118092965, 399.7308467209016, 0.0278762103617717, -0.025428239437929, 0.0718497801315094, 0.0502538905531222, -0.1295946038759594, 0.7083159280966588, 0.0274167206506231, 0.0061304645340034, 402.02602097322193, 0.0017298454815004, 0.0027358027852702, 0.0174110199006918, -0.0398276911225457, -0.1004634017005008, 0.9171593097116427, -0.0222140288886527, -0.0337129994072069, 400.380421201484, 0.1054725331628806, -1.2046339356118336, -0.0870654269056889, -1.4137522387645276, 0.0219264326610354, 0.4337106569715339, -0.0493180389363544, -0.0226149046744235, 407.0239947127329, 0.1524606139983549, -1.2386658371569865, -0.045215180122149, -1.0999976422184647, -0.0653431608913937, 0.384688132099438, -0.0004736485690639, -0.0167543321539626, 405.88296521543253, 0.0978357808414438, -1.2244528907606664, -0.061186308880793, -0.8566556625697849, -0.0540776216587049, 0.2775841910234435, 0.0305105246772696, -0.0026545276236758, 404.7157460486138]|11576.8701171875000000|      0.18530202|[2325, 160, 0, 40]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      21|[-0.5551058127342116, 0.5967710802653733, -1.8308339142472134, -0.0051815969981422, -0.0127360444697674, -0.026895147802123, -0.0367312616948911, -0.1297305650417008, 1.1168824498374241, 0.0179113472805344, 0.0054632118092965, 399.7308467209016, 0.0278762103617717, -0.025428239437929, 0.0718497801315094, 0.0502538905531222, -0.1295946038759594, 0.7083159280966588, 0.0274167206506231, 0.0061304645340034, 402.02602097322193, 0.0017298454815004, 0.0027358027852702, 0.0174110199006918, -0.0398276911225457, -0.1004634017005008, 0.9171593097116427, -0.0222140288886527, -0.0337129994072069, 400.380421201484, 0.1054725331628806, -1.2046339356118336, -0.0870654269056889, -1.4137522387645276, 0.0219264326610354, 0.4337106569715339, -0.0493180389363544, -0.0226149046744235, 407.0239947127329, 0.1524606139983549, -1.2386658371569865, -0.045215180122149, -1.0999976422184647, -0.0653431608913937, 0.384688132099438, -0.0004736485690639, -0.0167543321539626, 405.88296521543253, 0.0978357808414438, -1.2244528907606664, -0.061186308880793, -0.8566556625697849, -0.0540776216587049, 0.2775841910234435, 0.0305105246772696, -0.0026545276236758, 404.7157460486138]|11576.8701171875000000|      0.16677182|[2441, 168, 0, 42]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      22|[-0.5551058127342116, 0.5967710802653733, -1.8308339142472134, -0.0051815969981422, -0.0127360444697674, -0.026895147802123, -0.0367312616948911, -0.1297305650417008, 1.1168824498374241, 0.0179113472805344, 0.0054632118092965, 399.7308467209016, 0.0278762103617717, -0.025428239437929, 0.0718497801315094, 0.0502538905531222, -0.1295946038759594, 0.7083159280966588, 0.0274167206506231, 0.0061304645340034, 402.02602097322193, 0.0017298454815004, 0.0027358027852702, 0.0174110199006918, -0.0398276911225457, -0.1004634017005008, 0.9171593097116427, -0.0222140288886527, -0.0337129994072069, 400.380421201484, 0.1054725331628806, -1.2046339356118336, -0.0870654269056889, -1.4137522387645276, 0.0219264326610354, 0.4337106569715339, -0.0493180389363544, -0.0226149046744235, 407.0239947127329, 0.1524606139983549, -1.2386658371569865, -0.045215180122149, -1.0999976422184647, -0.0653431608913937, 0.384688132099438, -0.0004736485690639, -0.0167543321539626, 405.88296521543253, 0.0978357808414438, -1.2244528907606664, -0.061186308880793, -0.8566556625697849, -0.0540776216587049, 0.2775841910234435, 0.0305105246772696, -0.0026545276236758, 404.7157460486138]|11576.8701171875000000|      0.15009464|[2558, 176, 0, 44]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
