k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5775889522871476, 2.093595616311279]                                         |103.9862213134765625|      5.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[1.5775889522871476, 2.093595616311279]                                         |103.9862213134765625|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[1.0962438164058743, 0.9426983659571572]                                        |  0.0119250072166324|      0.00160000|[147, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.0946443570386901, 0.942656775901534]                                         |  0.0115223862230778|      0.00800000|[152, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[1.0946443570386901, 0.942656775901534]                                         |  0.0115223862230778|      0.00160000|[159, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      25|[1.0930458303861488, 0.9427254238520856]                                        |  0.0111496942117810|      0.00800000|[165, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      26|[1.0930458303861488, 0.9427254238520856]                                        |  0.0111496942117810|      0.00160000|[173, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      27|[1.0914894407175375, 0.9430964375977069]                                        |  0.0107994033023715|      0.00800000|[179, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[1.0914894407175375, 0.9430964375977069]                                        |  0.0107994033023715|      0.00160000|[185, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.0899224353308432, 0.943419693097383]                                         |  0.0104658082127571|      0.00800000|[190, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[1.0899224353308432, 0.943419693097383]                                         |  0.0104658082127571|      0.00160000|[197, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.0884446255590339, 0.944032945311684]                                         |  0.0101455189287663|      0.00800000|[202, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[1.0884446255590339, 0.944032945311684]                                         |  0.0101455189287663|      0.00160000|[210, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.0869877765981277, 0.9446944520048524]                                        |  0.0098340045660734|      0.00800000|[215, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      34|[1.0869877765981277, 0.9446944520048524]                                        |  0.0098340045660734|      0.00160000|[222, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      35|[1.0855410918614807, 0.9453779015441401]                                        |  0.0095299975946546|      0.00800000|[227, 86, 0, 86]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[1.0855410918614807, 0.9453779015441401]                                        |  0.0095299975946546|      0.00160000|[233, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[1.084132531133789, 0.9461368196401193]                                         |  0.0092328675091267|      0.00800000|[239, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[1.084132531133789, 0.9461368196401193]                                         |  0.0092328675091267|      0.00160000|[246, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.0826341884321902, 0.9466980407628202]                                        |  0.0089453319087625|      0.00800000|[251, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[1.0826341884321902, 0.9466980407628202]                                        |  0.0089453319087625|      0.00160000|[259, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      41|[1.0812710501773122, 0.9475358080921473]                                        |  0.0086601935327053|      0.00800000|[265, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[1.0812710501773122, 0.9475358080921473]                                        |  0.0086601935327053|      0.00160000|[271, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[1.079872324111904, 0.9483127028044136]                                         |  0.0083806067705154|      0.00800000|[276, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[1.079872324111904, 0.9483127028044136]                                         |  0.0083806067705154|      0.00160000|[283, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      45|[1.0785367788439828, 0.9491937923783694]                                        |  0.0081049455329776|      0.00800000|[289, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[1.0785367788439828, 0.9491937923783694]                                        |  0.0081049455329776|      0.00160000|[295, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[1.0772697876268362, 0.9501708969048523]                                        |  0.0078341029584408|      0.00800000|[301, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[1.0772697876268362, 0.9501708969048523]                                        |  0.0078341029584408|      0.00160000|[308, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      49|[1.0759551536055385, 0.9510828932809673]                                        |  0.0075672543607652|      0.00800000|[314, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[1.0759551536055385, 0.9510828932809673]                                        |  0.0075672543607652|      0.00160000|[322, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[1.074623093599843, 0.9519692431787089]                                         |  0.0073049003258348|      0.00800000|[327, 123, 0, 123]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[1.074623093599843, 0.9519692431787089]                                         |  0.0073049003258348|      0.00160000|[334, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[1.0733437293504184, 0.9529300902619091]                                        |  0.0070472075603902|      0.00800000|[339, 128, 0, 128]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[1.0733437293504184, 0.9529300902619091]                                        |  0.0070472075603902|      0.00160000|[346, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[1.072066121136046, 0.9538932710603931]                                         |  0.0067940871231258|      0.00800000|[351, 133, 0, 133]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[1.072066121136046, 0.9538932710603931]                                         |  0.0067940871231258|      0.00160000|[357, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[1.0708635101307449, 0.9549486036003673]                                        |  0.0065477592870593|      0.00800000|[362, 137, 0, 137]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[1.0708635101307449, 0.9549486036003673]                                        |  0.0065477592870593|      0.00160000|[370, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      59|[1.0696453641564132, 0.9559859658250599]                                        |  0.0063061593100429|      0.00800000|[375, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      60|[1.0696453641564132, 0.9559859658250599]                                        |  0.0063061593100429|      0.00160000|[383, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      61|[1.0683591940191217, 0.9569376834186452]                                        |  0.0060669318772852|      0.00800000|[388, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[1.0683591940191217, 0.9569376834186452]                                        |  0.0060669318772852|      0.00160000|[394, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[1.0668682075697018, 0.9575181654662969]                                        |  0.0058344434946775|      0.00800000|[399, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[1.0668682075697018, 0.9575181654662969]                                        |  0.0058344434946775|      0.00160000|[406, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      65|[1.0654256544341396, 0.958210292948109]                                         |  0.0056064273230731|      0.00800000|[411, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      66|[1.0654256544341396, 0.958210292948109]                                         |  0.0056064273230731|      0.00160000|[418, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      67|[1.0643302007046087, 0.9593764752350851]                                        |  0.0053849788382649|      0.00800000|[423, 161, 0, 161]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
