k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6089245907026829, 0.0547629287431201, 0.136909578809204, 0.7790905950322543, -0.0027062012037119, 0.0008227084676373, -0.0073877908116776, 0.0044155012521496, -0.0047443414481978, 0.0025997415796645, -0.003035004981197, -0.0076433159317734, -0.0039602840418833, -0.0079571044895866, 0.0020292297317434, 0.0022670496237629, 0.0063481519390607, 0.0019723075251086, -0.0002234757306189, 0.0079065895778471, -0.0010091106419376, 0.0105106093078414]| 13.1515474319458008|      2.00000000|[106, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
      12|[1.489318960153004, 0.1447915107144652, 0.3294203817458602, 1.932993119721375, -0.0243675381708737, 0.0128796189678203, 0.0476280204034093, -0.0065994037780071, -0.0008207443461297, 0.0058716864662749, -0.0162806357108469, -0.022880214849637, 0.0268332931410256, -0.0108328385582451, 0.0085167848645931, -0.0067684188968022, 0.0279089692245482, 0.0097913711667973, -0.0159848015265371, -0.0234289041454229, 0.0190978842998855, 0.0390125984338739]| 12.1446056365966797|      0.06250000|[1258, 192, 0, 24]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      13|[1.489318960153004, 0.1447915107144652, 0.3294203817458602, 1.932993119721375, -0.0243675381708737, 0.0128796189678203, 0.0476280204034093, -0.0065994037780071, -0.0008207443461297, 0.0058716864662749, -0.0162806357108469, -0.022880214849637, 0.0268332931410256, -0.0108328385582451, 0.0085167848645931, -0.0067684188968022, 0.0279089692245482, 0.0097913711667973, -0.0159848015265371, -0.0234289041454229, 0.0190978842998855, 0.0390125984338739]| 12.1446056365966797|      0.03125000|[1362, 208, 0, 26]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      14|[1.489318960153004, 0.1447915107144652, 0.3294203817458602, 1.932993119721375, -0.0243675381708737, 0.0128796189678203, 0.0476280204034093, -0.0065994037780071, -0.0008207443461297, 0.0058716864662749, -0.0162806357108469, -0.022880214849637, 0.0268332931410256, -0.0108328385582451, 0.0085167848645931, -0.0067684188968022, 0.0279089692245482, 0.0097913711667973, -0.0159848015265371, -0.0234289041454229, 0.0190978842998855, 0.0390125984338739]| 12.1446056365966797|      0.01562500|[1468, 224, 0, 28]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      15|[1.489318960153004, 0.1447915107144652, 0.3294203817458602, 1.932993119721375, -0.0243675381708737, 0.0128796189678203, 0.0476280204034093, -0.0065994037780071, -0.0008207443461297, 0.0058716864662749, -0.0162806357108469, -0.022880214849637, 0.0268332931410256, -0.0108328385582451, 0.0085167848645931, -0.0067684188968022, 0.0279089692245482, 0.0097913711667973, -0.0159848015265371, -0.0234289041454229, 0.0190978842998855, 0.0390125984338739]| 12.1446056365966797|      0.00781250|[1574, 240, 0, 30]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      16|[1.4828425379495842, 0.1434849563248133, 0.3289456506434448, 1.9288952546036302, -0.0243578523213644, 0.0129744598295127, 0.0476852769451148, -0.0065712414363645, -0.0005540657456659, 0.0056128405673218, -0.0160410174411911, -0.0228094535833567, 0.0268920795465671, -0.0106620349957985, 0.0085726326094766, -0.0065177928187211, 0.0277204355795862, 0.0098180744615253, -0.0159513550726522, -0.0233687678492296, 0.0191010069226191, 0.0391261391955688]| 12.1445903778076172|      0.01562500|[1678, 256, 0, 32]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      17|[1.4828425379495842, 0.1434849563248133, 0.3289456506434448, 1.9288952546036302, -0.0243578523213644, 0.0129744598295127, 0.0476852769451148, -0.0065712414363645, -0.0005540657456659, 0.0056128405673218, -0.0160410174411911, -0.0228094535833567, 0.0268920795465671, -0.0106620349957985, 0.0085726326094766, -0.0065177928187211, 0.0277204355795862, 0.0098180744615253, -0.0159513550726522, -0.0233687678492296, 0.0191010069226191, 0.0391261391955688]| 12.1445903778076172|      0.00781250|[1783, 272, 0, 34]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      18|[1.4828425379495842, 0.1434849563248133, 0.3289456506434448, 1.9288952546036302, -0.0243578523213644, 0.0129744598295127, 0.0476852769451148, -0.0065712414363645, -0.0005540657456659, 0.0056128405673218, -0.0160410174411911, -0.0228094535833567, 0.0268920795465671, -0.0106620349957985, 0.0085726326094766, -0.0065177928187211, 0.0277204355795862, 0.0098180744615253, -0.0159513550726522, -0.0233687678492296, 0.0191010069226191, 0.0391261391955688]| 12.1445903778076172|      0.00390625|[1887, 288, 0, 36]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      19|[1.48261555273229, 0.1428246896642347, 0.3299030714787801, 1.9325897962978569, -0.0243796578041802, 0.0130002528379166, 0.0478082209220095, -0.0065183695341523, -0.0005651577903293, 0.0057542158690294, -0.0159894006937359, -0.0230461576692004, 0.026830442917928, -0.0105591767613906, 0.0088333965877678, -0.0065222602004915, 0.0276890461049969, 0.0099210273646723, -0.0160549122358246, -0.0234024335167546, 0.0191200318135777, 0.0391572273734016]| 12.1445827484130859|      0.00781250|[1992, 304, 0, 38]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      20|[1.48261555273229, 0.1428246896642347, 0.3299030714787801, 1.9325897962978569, -0.0243796578041802, 0.0130002528379166, 0.0478082209220095, -0.0065183695341523, -0.0005651577903293, 0.0057542158690294, -0.0159894006937359, -0.0230461576692004, 0.026830442917928, -0.0105591767613906, 0.0088333965877678, -0.0065222602004915, 0.0276890461049969, 0.0099210273646723, -0.0160549122358246, -0.0234024335167546, 0.0191200318135777, 0.0391572273734016]| 12.1445827484130859|      0.00390625|[2097, 320, 0, 40]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      21|[1.48261555273229, 0.1428246896642347, 0.3299030714787801, 1.9325897962978569, -0.0243796578041802, 0.0130002528379166, 0.0478082209220095, -0.0065183695341523, -0.0005651577903293, 0.0057542158690294, -0.0159894006937359, -0.0230461576692004, 0.026830442917928, -0.0105591767613906, 0.0088333965877678, -0.0065222602004915, 0.0276890461049969, 0.0099210273646723, -0.0160549122358246, -0.0234024335167546, 0.0191200318135777, 0.0391572273734016]| 12.1445827484130859|      0.00195312|[2202, 336, 0, 42]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      22|[1.4809346728055517, 0.1421587458530287, 0.330114054722113, 1.9332117125489094, -0.0243377351607759, 0.0129404517182937, 0.0479097281128317, -0.0064623397166357, -0.00066545963865, 0.0055962541764281, -0.0160546224501086, -0.0231021919128116, 0.026941107167346, -0.0105938650111332, 0.0088450240523964, -0.0064204417312736, 0.0275632409863913, 0.0099015895129092, -0.0160668856779415, -0.0233631730180686, 0.0190396510522316, 0.0392284986726801]| 12.1445789337158203|      0.00390625|[2307, 352, 0, 44]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      23|[1.4809346728055517, 0.1421587458530287, 0.330114054722113, 1.9332117125489094, -0.0243377351607759, 0.0129404517182937, 0.0479097281128317, -0.0064623397166357, -0.00066545963865, 0.0055962541764281, -0.0160546224501086, -0.0231021919128116, 0.026941107167346, -0.0105938650111332, 0.0088450240523964, -0.0064204417312736, 0.0275632409863913, 0.0099015895129092, -0.0160668856779415, -0.0233631730180686, 0.0190396510522316, 0.0392284986726801]| 12.1445789337158203|      0.00195312|[2413, 368, 0, 46]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      24|[1.4794639870259707, 0.1413944635060602, 0.3302482972689831, 1.9341981442246763, -0.0244557151632496, 0.0129348662893461, 0.047867253090768, -0.0064621089925017, -0.0005658335950113, 0.0055854284608574, -0.0160727627421753, -0.0231283684021604, 0.0269651233897044, -0.0105612094892248, 0.0088886544776019, -0.0064038308049467, 0.0276033938091671, 0.0100097257096943, -0.0159634335223822, -0.0234012709647848, 0.0190983797151689, 0.039359043147384]| 12.1445751190185547|      0.00390625|[2519, 384, 0, 48]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      25|[1.4794639870259707, 0.1413944635060602, 0.3302482972689831, 1.9341981442246763, -0.0244557151632496, 0.0129348662893461, 0.047867253090768, -0.0064621089925017, -0.0005658335950113, 0.0055854284608574, -0.0160727627421753, -0.0231283684021604, 0.0269651233897044, -0.0105612094892248, 0.0088886544776019, -0.0064038308049467, 0.0276033938091671, 0.0100097257096943, -0.0159634335223822, -0.0234012709647848, 0.0190983797151689, 0.039359043147384]| 12.1445751190185547|      0.00195312|[2624, 400, 0, 50]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      26|[1.47812686698196, 0.1409714269323008, 0.3306311890851898, 1.935446145375643, -0.0244855032328933, 0.0129135525581758, 0.0480145140483573, -0.0063171145081918, -0.0005215232283296, 0.0056257073654418, -0.0160494051099368, -0.0229994058339354, 0.0270573849049287, -0.0106511841047929, 0.0090929141878446, -0.0063843682205811, 0.0276292006822152, 0.0099962223329703, -0.016056933506545, -0.023310578777375, 0.0190503730948798, 0.0393686372893173]| 12.1445713043212891|      0.00390625|[2729, 416, 0, 52]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      27|[1.47812686698196, 0.1409714269323008, 0.3306311890851898, 1.935446145375643, -0.0244855032328933, 0.0129135525581758, 0.0480145140483573, -0.0063171145081918, -0.0005215232283296, 0.0056257073654418, -0.0160494051099368, -0.0229994058339354, 0.0270573849049287, -0.0106511841047929, 0.0090929141878446, -0.0063843682205811, 0.0276292006822152, 0.0099962223329703, -0.016056933506545, -0.023310578777375, 0.0190503730948798, 0.0393686372893173]| 12.1445713043212891|      0.00195312|[2834, 432, 0, 54]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      28|[1.476720943414575, 0.1403364809869024, 0.3310925426264336, 1.9364891601915752, -0.0244722075958439, 0.0129486086565701, 0.047882480230478, -0.0063508363623218, -0.0005448049637399, 0.0056340618565518, -0.0160851528926577, -0.0228812916358047, 0.0270777636003341, -0.0106821504812048, 0.0092798478797712, -0.0061937316361031, 0.0277351173218828, 0.0100760169987534, -0.0160263573347028, -0.0232504040905433, 0.0190605431727618, 0.0394275505160076]| 12.1445674896240234|      0.00390625|[2940, 448, 0, 56]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      29|[1.476720943414575, 0.1403364809869024, 0.3310925426264336, 1.9364891601915752, -0.0244722075958439, 0.0129486086565701, 0.047882480230478, -0.0063508363623218, -0.0005448049637399, 0.0056340618565518, -0.0160851528926577, -0.0228812916358047, 0.0270777636003341, -0.0106821504812048, 0.0092798478797712, -0.0061937316361031, 0.0277351173218828, 0.0100760169987534, -0.0160263573347028, -0.0232504040905433, 0.0190605431727618, 0.0394275505160076]| 12.1445674896240234|      0.00195312|[3046, 464, 0, 58]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      30|[1.4753091747793137, 0.1396652957058139, 0.3316371923448554, 1.9374465226747621, -0.0243107039863883, 0.0129104792967854, 0.0477216543446788, -0.0063809333325453, -0.0005192373114221, 0.005521179631277, -0.0161349949082019, -0.0226873075390596, 0.0271365762057049, -0.0106939873499506, 0.0091614112885465, -0.0061270872274338, 0.0277698696785841, 0.0101293780764609, -0.0159650428302345, -0.0231297357969516, 0.019097884126762, 0.0393621675756636]| 12.1445636749267578|      0.00390625|[3150, 480, 0, 60]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      31|[1.4753091747793137, 0.1396652957058139, 0.3316371923448554, 1.9374465226747621, -0.0243107039863883, 0.0129104792967854, 0.0477216543446788, -0.0063809333325453, -0.0005192373114221, 0.005521179631277, -0.0161349949082019, -0.0226873075390596, 0.0271365762057049, -0.0106939873499506, 0.0091614112885465, -0.0061270872274338, 0.0277698696785841, 0.0101293780764609, -0.0159650428302345, -0.0231297357969516, 0.019097884126762, 0.0393621675756636]| 12.1445636749267578|      0.00195312|[3254, 496, 0, 62]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      32|[1.4740209053469941, 0.1390527925911552, 0.3320648590389254, 1.9386326144960346, -0.0242992869870146, 0.0128634506117797, 0.0478568004707658, -0.0065151621490319, -0.0005717372181649, 0.0054329883409867, -0.0162376427151961, -0.0229060891322207, 0.0271041345870012, -0.0105000222547524, 0.0092376382883399, -0.0060807615429019, 0.0278079632890927, 0.0101168203007943, -0.0158777639259112, -0.0230091940865376, 0.0191276478469547, 0.0392556194150921]| 12.1445598602294922|      0.00390625|[3359, 512, 0, 64]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      33|[1.4740209053469941, 0.1390527925911552, 0.3320648590389254, 1.9386326144960346, -0.0242992869870146, 0.0128634506117797, 0.0478568004707658, -0.0065151621490319, -0.0005717372181649, 0.0054329883409867, -0.0162376427151961, -0.0229060891322207, 0.0271041345870012, -0.0105000222547524, 0.0092376382883399, -0.0060807615429019, 0.0278079632890927, 0.0101168203007943, -0.0158777639259112, -0.0230091940865376, 0.0191276478469547, 0.0392556194150921]| 12.1445598602294922|      0.00195312|[3464, 528, 0, 66]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      34|[1.4724918005214918, 0.1382799430490511, 0.3323160148647999, 1.9393532338157182, -0.0243309522459301, 0.012935590965693, 0.0481150061646491, -0.0064950800610252, -0.0006314518664033, 0.0055116505309632, -0.0162900996114903, -0.0229276715029383, 0.0271658083221065, -0.0104327299349076, 0.0092953789380605, -0.0063040652959185, 0.027860122415188, 0.0102386008666847, -0.015803689840647, -0.0228554962299627, 0.0188385580389759, 0.0393929215752785]| 12.1445560455322266|      0.00390625|[3569, 544, 0, 68]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      35|[1.4724918005214918, 0.1382799430490511, 0.3323160148647999, 1.9393532338157182, -0.0243309522459301, 0.012935590965693, 0.0481150061646491, -0.0064950800610252, -0.0006314518664033, 0.0055116505309632, -0.0162900996114903, -0.0229276715029383, 0.0271658083221065, -0.0104327299349076, 0.0092953789380605, -0.0063040652959185, 0.027860122415188, 0.0102386008666847, -0.015803689840647, -0.0228554962299627, 0.0188385580389759, 0.0393929215752785]| 12.1445560455322266|      0.00195312|[3675, 560, 0, 70]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      36|[1.471298339635367, 0.1376879760958348, 0.332643353733137, 1.9406931352048131, -0.0243531596912906, 0.0130415184849203, 0.0481351929720329, -0.0064747880185478, -0.000642240753511, 0.0056490533554671, -0.0164187134155135, -0.0229121617504224, 0.0271658774085648, -0.0104304989196395, 0.0092826415615455, -0.0064750055431018, 0.0279055990787141, 0.0102639268894349, -0.015583062264074, -0.0228051169649385, 0.018775075211522, 0.039435158548232]| 12.1445522308349609|      0.00390625|[3779, 576, 0, 72]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      37|[1.471298339635367, 0.1376879760958348, 0.332643353733137, 1.9406931352048131, -0.0243531596912906, 0.0130415184849203, 0.0481351929720329, -0.0064747880185478, -0.000642240753511, 0.0056490533554671, -0.0164187134155135, -0.0229121617504224, 0.0271658774085648, -0.0104304989196395, 0.0092826415615455, -0.0064750055431018, 0.0279055990787141, 0.0102639268894349, -0.015583062264074, -0.0228051169649385, 0.018775075211522, 0.039435158548232]| 12.1445522308349609|      0.00195312|[3884, 592, 0, 74]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      38|[1.470191770769698, 0.1368827724985424, 0.3329545587844879, 1.941847393840878, -0.0246390667075832, 0.0132796152476516, 0.0481878357682909, -0.0066190673694479, -0.0008258015903408, 0.0056408179249762, -0.0164436473121594, -0.0228155695890153, 0.0268978673696634, -0.0105044058661558, 0.0091334958231158, -0.0066256835876908, 0.0278866098368628, 0.0102872071411718, -0.0157802239201338, -0.022721826514264, 0.0190621203063714, 0.0396709676953804]| 12.1445484161376953|      0.00390625|[3989, 608, 0, 76]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      39|[1.470191770769698, 0.1368827724985424, 0.3329545587844879, 1.941847393840878, -0.0246390667075832, 0.0132796152476516, 0.0481878357682909, -0.0066190673694479, -0.0008258015903408, 0.0056408179249762, -0.0164436473121594, -0.0228155695890153, 0.0268978673696634, -0.0105044058661558, 0.0091334958231158, -0.0066256835876908, 0.0278866098368628, 0.0102872071411718, -0.0157802239201338, -0.022721826514264, 0.0190621203063714, 0.0396709676953804]| 12.1445484161376953|      0.00195312|[4094, 624, 0, 78]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      40|[1.4686909785693232, 0.1364008648734054, 0.3333280243952009, 1.942828500458471, -0.0247283964715763, 0.0131726664180486, 0.0481814174357556, -0.0067118085641974, -0.0007669884990864, 0.0055962385317653, -0.0165028979879656, -0.0229060806421515, 0.0269433917819236, -0.0105811916933792, 0.008934292663848, -0.0068313049090827, 0.0278901408525041, 0.0100680554289725, -0.015616245554376, -0.0228018722683869, 0.0191637775999008, 0.0397060134722697]| 12.1445446014404297|      0.00390625|[4198, 640, 0, 80]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      41|[1.4686909785693232, 0.1364008648734054, 0.3333280243952009, 1.942828500458471, -0.0247283964715763, 0.0131726664180486, 0.0481814174357556, -0.0067118085641974, -0.0007669884990864, 0.0055962385317653, -0.0165028979879656, -0.0229060806421515, 0.0269433917819236, -0.0105811916933792, 0.008934292663848, -0.0068313049090827, 0.0278901408525041, 0.0100680554289725, -0.015616245554376, -0.0228018722683869, 0.0191637775999008, 0.0397060134722697]| 12.1445446014404297|      0.00195312|[4303, 656, 0, 82]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      42|[1.467094363112864, 0.1359303885071563, 0.3336742263075906, 1.9437252524426714, -0.0246837896596725, 0.0132079452752719, 0.0480695478442635, -0.0066378707108686, -0.0008166482750189, 0.0055947740701015, -0.0165339312787135, -0.022828039071593, 0.0270062476371037, -0.0104762651616083, 0.0089266902467017, -0.0067390227072822, 0.0280746885190325, 0.010015005117648, -0.0155978718235768, -0.022827462461107, 0.0193105035357447, 0.0397865325401559]| 12.1445407867431641|      0.00390625|[4408, 672, 0, 84]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      43|[1.467094363112864, 0.1359303885071563, 0.3336742263075906, 1.9437252524426714, -0.0246837896596725, 0.0132079452752719, 0.0480695478442635, -0.0066378707108686, -0.0008166482750189, 0.0055947740701015, -0.0165339312787135, -0.022828039071593, 0.0270062476371037, -0.0104762651616083, 0.0089266902467017, -0.0067390227072822, 0.0280746885190325, 0.010015005117648, -0.0155978718235768, -0.022827462461107, 0.0193105035357447, 0.0397865325401559]| 12.1445407867431641|      0.00195312|[4514, 688, 0, 86]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      44|[1.4657137837322214, 0.135372767155281, 0.3341732111482529, 1.9448357305614394, -0.0248423306042721, 0.0131199830743552, 0.0480490409712579, -0.0065599655637264, -0.000859988182459, 0.005581796887166, -0.016425547832032, -0.0228152186622509, 0.02719294383851, -0.0105609799107565, 0.0089136668976749, -0.0067178185942992, 0.0280697167396108, 0.0099546047794341, -0.015578196923495, -0.0228214890526572, 0.0192299919652986, 0.0396913525381916]| 12.1445369720458984|      0.00390625|[4618, 704, 0, 88]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      45|[1.4657137837322214, 0.135372767155281, 0.3341732111482529, 1.9448357305614394, -0.0248423306042721, 0.0131199830743552, 0.0480490409712579, -0.0065599655637264, -0.000859988182459, 0.005581796887166, -0.016425547832032, -0.0228152186622509, 0.02719294383851, -0.0105609799107565, 0.0089136668976749, -0.0067178185942992, 0.0280697167396108, 0.0099546047794341, -0.015578196923495, -0.0228214890526572, 0.0192299919652986, 0.0396913525381916]| 12.1445369720458984|      0.00195312|[4723, 720, 0, 90]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      46|[1.4642839605452433, 0.134610404359529, 0.3345344966147761, 1.945825595235608, -0.0248723861812457, 0.0131809498306458, 0.0481135683838006, -0.0066502842979385, -0.001016981098497, 0.005565260366759, -0.0164367700665961, -0.0228386181399351, 0.027183611709313, -0.0104926805471702, 0.0089949711584703, -0.0066569640140429, 0.0281607768374739, 0.0099470975564053, -0.0156240050239106, -0.0229066379924547, 0.01927998708148, 0.0397221630191274]| 12.1445331573486328|      0.00390625|[4828, 736, 0, 92]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
