k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      5.00000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      50|[0.0003012842074255, 0.0679398237262717]                                        |  0.0000639182180748|      0.00160000|[401, 0, 0, 100]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      51|[0.0003012842074255, 0.0679398237262717]                                        |  0.0000639182180748|      0.00032000|[409, 0, 0, 102]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      52|[0.0003007523844318, 0.0676198241682028]                                        |  0.0000627224726486|      0.00160000|[417, 0, 0, 104]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      53|[0.0003007523844318, 0.0676198241682028]                                        |  0.0000627224726486|      0.00032000|[425, 0, 0, 106]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      54|[0.0002999251600792, 0.0672998252374235]                                        |  0.0000615435856162|      0.00160000|[433, 0, 0, 108]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      55|[0.0002999251600792, 0.0672998252374235]                                        |  0.0000615435856162|      0.00032000|[441, 0, 0, 110]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      56|[0.0002992265492178, 0.0669798260000137]                                        |  0.0000603813932685|      0.00160000|[449, 0, 0, 112]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      57|[0.0002992265492178, 0.0669798260000137]                                        |  0.0000603813932685|      0.00032000|[457, 0, 0, 114]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      58|[0.0002988821518788, 0.0666598261853412]                                        |  0.0000592357428104|      0.00160000|[465, 0, 0, 116]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      59|[0.0002988821518788, 0.0666598261853412]                                        |  0.0000592357428104|      0.00032000|[473, 0, 0, 118]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      60|[0.0002984457525608, 0.0663398264829106]                                        |  0.0000581064668950|      0.00160000|[481, 0, 0, 120]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      61|[0.0002984457525608, 0.0663398264829106]                                        |  0.0000581064668950|      0.00032000|[489, 0, 0, 122]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      62|[0.0002983269541385, 0.0660198265049623]                                        |  0.0000569934200030|      0.00160000|[497, 0, 0, 124]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      63|[0.0002983269541385, 0.0660198265049623]                                        |  0.0000569934200030|      0.00032000|[505, 0, 0, 126]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      64|[0.0002976601832075, 0.0656998271996247]                                        |  0.0000558964384254|      0.00160000|[513, 0, 0, 128]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      65|[0.0002976601832075, 0.0656998271996247]                                        |  0.0000558964384254|      0.00032000|[521, 0, 0, 130]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      66|[0.0002974739334174, 0.0653798272538263]                                        |  0.0000548153730051|      0.00160000|[529, 0, 0, 132]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      67|[0.0002974739334174, 0.0653798272538263]                                        |  0.0000548153730051|      0.00032000|[537, 0, 0, 134]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      68|[0.0002966627644102, 0.0650598282819453]                                        |  0.0000537500636710|      0.00160000|[545, 0, 0, 136]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      69|[0.0002966627644102, 0.0650598282819453]                                        |  0.0000537500636710|      0.00032000|[553, 0, 0, 138]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      70|[0.0002959729042775, 0.0647398290255509]                                        |  0.0000527003539901|      0.00160000|[561, 0, 0, 140]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      71|[0.0002959729042775, 0.0647398290255509]                                        |  0.0000527003539901|      0.00032000|[569, 0, 0, 142]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      72|[0.0002952384846787, 0.064419829868321]                                         |  0.0000516660984431|      0.00160000|[577, 0, 0, 144]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      73|[0.0002952384846787, 0.064419829868321]                                         |  0.0000516660984431|      0.00032000|[585, 0, 0, 146]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      74|[0.000294862380568, 0.0640998300893434]                                         |  0.0000506471405970|      0.00160000|[593, 0, 0, 148]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      75|[0.000294862380568, 0.0640998300893434]                                         |  0.0000506471405970|      0.00032000|[601, 0, 0, 150]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      76|[0.000294862380568, 0.0640998300893434]                                         |  0.0000506471405970|      0.00006400|[609, 0, 0, 152]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      77|[0.0002947509886725, 0.0640358301862822]                                        |  0.0000504451709276|      0.00032000|[617, 0, 0, 154]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      78|[0.0002947509886725, 0.0640358301862822]                                        |  0.0000504451709276|      0.00006400|[625, 0, 0, 156]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      79|[0.0002946680394567, 0.0639718302400367]                                        |  0.0000502438088006|      0.00032000|[633, 0, 0, 158]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      80|[0.0002946680394567, 0.0639718302400367]                                        |  0.0000502438088006|      0.00006400|[641, 0, 0, 160]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
