k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.90000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      23|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.08862938|[245, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      24|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.07976644|[256, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      25|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.07178980|[266, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      26|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.06461082|[276, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      27|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.05814974|[286, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      28|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.05233476|[297, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      29|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.04710129|[309, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      30|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.04239116|[320, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      31|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.03815204|[332, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      32|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.03433684|[342, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      33|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.03090315|[352, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      34|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.02781284|[364, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      35|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.02503156|[375, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      36|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.02252840|[386, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      37|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.02027556|[396, 148, 0, 74]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      38|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01824800|[407, 152, 0, 76]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      39|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01642320|[418, 156, 0, 78]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      40|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01478088|[428, 160, 0, 80]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      41|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01330279|[439, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      42|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01197252|[450, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      43|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01077526|[461, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      44|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00969774|[471, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      45|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00872796|[482, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      46|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00785517|[493, 184, 0, 92]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      47|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00706965|[505, 188, 0, 94]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      48|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00636269|[516, 192, 0, 96]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      49|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00572642|[527, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      50|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00515378|[537, 200, 0, 100]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      51|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00463840|[548, 204, 0, 102]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      52|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00417456|[559, 208, 0, 104]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      53|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00375710|[569, 212, 0, 106]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      54|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00338139|[580, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      55|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00304325|[590, 220, 0, 110]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      56|[0.2469797685197964, 0.3899888686496678, 0.4152491486780701, 0.3897218094785216]|  0.0049306098371744|      0.00338139|[600, 224, 0, 112]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      57|[0.2469797685197964, 0.3899888686496678, 0.4152491486780701, 0.3897218094785216]|  0.0049306098371744|      0.00304325|[611, 228, 0, 114]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      58|[0.2469797685197964, 0.3899888686496678, 0.4152491486780701, 0.3897218094785216]|  0.0049306098371744|      0.00273893|[621, 232, 0, 116]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      59|[0.2469797685197964, 0.3899888686496678, 0.4152491486780701, 0.3897218094785216]|  0.0049306098371744|      0.00246503|[632, 236, 0, 118]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      60|[0.2445330980298308, 0.3900441103264915, 0.4153827976333768, 0.3894585872832821]|  0.0046576550230384|      0.00273893|[642, 240, 0, 120]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      61|[0.2445330980298308, 0.3900441103264915, 0.4153827976333768, 0.3894585872832821]|  0.0046576550230384|      0.00246503|[653, 244, 0, 122]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      62|[0.2420956720829033, 0.3901562743624526, 0.4155189049018341, 0.3891357175101506]|  0.0044175041839480|      0.00273893|[663, 248, 0, 124]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      63|[0.2420956720829033, 0.3901562743624526, 0.4155189049018341, 0.3891357175101506]|  0.0044175041839480|      0.00246503|[674, 252, 0, 126]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      64|[0.2420956720829033, 0.3901562743624526, 0.4155189049018341, 0.3891357175101506]|  0.0044175041839480|      0.00221853|[685, 256, 0, 128]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      65|[0.2399145372010269, 0.3903491167977021, 0.4156621796193681, 0.3888088909264255]|  0.0042288722470403|      0.00246503|[695, 260, 0, 130]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      66|[0.2399145372010269, 0.3903491167977021, 0.4156621796193681, 0.3888088909264255]|  0.0042288722470403|      0.00221853|[705, 264, 0, 132]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      67|[0.2399145372010269, 0.3903491167977021, 0.4156621796193681, 0.3888088909264255]|  0.0042288722470403|      0.00199668|[716, 268, 0, 134]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      68|[0.2399145372010269, 0.3903491167977021, 0.4156621796193681, 0.3888088909264255]|  0.0042288722470403|      0.00179701|[726, 272, 0, 136]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      69|[0.2383991184548915, 0.3910984853275733, 0.4158798454738307, 0.3882398387108077]|  0.0041011497378349|      0.00199668|[737, 276, 0, 138]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      70|[0.2383991184548915, 0.3910984853275733, 0.4158798454738307, 0.3882398387108077]|  0.0041011497378349|      0.00179701|[749, 280, 0, 140]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      71|[0.2383991184548915, 0.3910984853275733, 0.4158798454738307, 0.3882398387108077]|  0.0041011497378349|      0.00161731|[759, 284, 0, 142]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      72|[0.2383991184548915, 0.3910984853275733, 0.4158798454738307, 0.3882398387108077]|  0.0041011497378349|      0.00145558|[769, 288, 0, 144]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      73|[0.2369987889487508, 0.3912902107450008, 0.4159277862999338, 0.3878952685029462]|  0.0040015126578510|      0.00161731|[780, 292, 0, 146]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      74|[0.235468734456956, 0.3915522675072404, 0.4159871827130205, 0.3874453564602156] |  0.0039025037549436|      0.00179701|[790, 296, 0, 148]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      75|[0.235468734456956, 0.3915522675072404, 0.4159871827130205, 0.3874453564602156] |  0.0039025037549436|      0.00161731|[800, 300, 0, 150]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      76|[0.235468734456956, 0.3915522675072404, 0.4159871827130205, 0.3874453564602156] |  0.0039025037549436|      0.00145558|[810, 304, 0, 152]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      77|[0.235468734456956, 0.3915522675072404, 0.4159871827130205, 0.3874453564602156] |  0.0039025037549436|      0.00131002|[821, 308, 0, 154]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      78|[0.235468734456956, 0.3915522675072404, 0.4159871827130205, 0.3874453564602156] |  0.0039025037549436|      0.00117902|[831, 312, 0, 156]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      79|[0.2343923583610125, 0.3917958392290571, 0.4160237224076622, 0.3870320325062768]|  0.0038376005832106|      0.00131002|[841, 316, 0, 158]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      80|[0.2332080289556093, 0.3920871262512459, 0.4160423818738104, 0.3865542027378697]|  0.0037722012493759|      0.00145558|[852, 320, 0, 160]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
