k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.7036309226937327, 2.044926510672277]                                         | 99.3338851928710938|     10.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[1.4817841665331395, 0.1091175369864558]                                        |  0.1872968226671219|      0.01000000|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[1.4817841665331395, 0.1091175369864558]                                        |  0.1872968226671219|      0.00100000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[1.481765059044666, 0.1081177195511787]                                         |  0.1872335821390152|      0.01000000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[1.481765059044666, 0.1081177195511787]                                         |  0.1872335821390152|      0.00100000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[1.4819567248206864, 0.1071362592971171]                                        |  0.1871719062328339|      0.01000000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[1.4819567248206864, 0.1071362592971171]                                        |  0.1871719062328339|      0.00100000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[1.4819251066065022, 0.1061367592778416]                                        |  0.1871092766523361|      0.01000000|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[1.4819251066065022, 0.1061367592778416]                                        |  0.1871092766523361|      0.00100000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[1.481927197579327, 0.1051367614639277]                                         |  0.1870471239089966|      0.01000000|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[1.481927197579327, 0.1051367614639277]                                         |  0.1870471239089966|      0.00100000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[1.4820679024844061, 0.1041467098846215]                                        |  0.1869858354330063|      0.01000000|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[1.4820679024844061, 0.1041467098846215]                                        |  0.1869858354330063|      0.00100000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[1.4820238534297019, 0.1031476805152936]                                        |  0.1869244873523712|      0.01000000|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[1.4820238534297019, 0.1031476805152936]                                        |  0.1869244873523712|      0.00100000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[1.4820602668653844, 0.1021483437043526]                                        |  0.1868634670972824|      0.01000000|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[1.4820602668653844, 0.1021483437043526]                                        |  0.1868634670972824|      0.00100000|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[1.4822405846246656, 0.1011647352936078]                                        |  0.1868035793304443|      0.01000000|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[1.4822405846246656, 0.1011647352936078]                                        |  0.1868035793304443|      0.00100000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[1.4821986153314894, 0.1001656163925603]                                        |  0.1867433339357376|      0.01000000|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[1.4821986153314894, 0.1001656163925603]                                        |  0.1867433339357376|      0.00100000|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[1.482123525474004, 0.099168439621219]                                          |  0.1866839528083801|      0.01000000|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[1.482123525474004, 0.099168439621219]                                          |  0.1866839528083801|      0.00100000|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[1.4823779641961352, 0.0982013507231955]                                        |  0.1866257637739182|      0.01000000|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[1.4823779641961352, 0.0982013507231955]                                        |  0.1866257637739182|      0.00100000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[1.4823607295544055, 0.0972014992506635]                                        |  0.1865666359663010|      0.01000000|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[1.4823607295544055, 0.0972014992506635]                                        |  0.1865666359663010|      0.00100000|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[1.4822716568314676, 0.0962054741254641]                                        |  0.1865085512399673|      0.01000000|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[1.4822716568314676, 0.0962054741254641]                                        |  0.1865085512399673|      0.00100000|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[1.4823490562231008, 0.0952084739578739]                                        |  0.1864501684904099|      0.01000000|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
