k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      | 24.0625000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0]                                                                      | 24.0625000000000000|      0.10000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.0995800796832327, 0.0091546562076914]                                        | 21.3814773559570312|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[0.0995800796832327, 0.0091546562076914]                                        | 21.3814773559570312|      0.10000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.1983231272395466, 0.0249600527320283]                                        | 18.7859821319580078|      1.00000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[1.0627071992739985, 0.305247804215542]                                         |  2.0877897739410400|      0.10000000|[98, 36, 0, 36]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      16|[1.0627071992739985, 0.305247804215542]                                         |  2.0877897739410400|      0.01000000|[104, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[1.0530448638733463, 0.3026711252279101]                                        |  2.0259301662445068|      0.10000000|[109, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      18|[1.0530448638733463, 0.3026711252279101]                                        |  2.0259301662445068|      0.01000000|[117, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[1.0431652193318641, 0.3011243144010919]                                        |  1.9729813337326050|      0.10000000|[122, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[1.0431652193318641, 0.3011243144010919]                                        |  1.9729813337326050|      0.01000000|[128, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[1.0331653025954177, 0.3011651220491328]                                        |  1.9254702329635620|      0.10000000|[133, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[1.0331653025954177, 0.3011651220491328]                                        |  1.9254702329635620|      0.01000000|[139, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[1.023420833341289, 0.303411300794322]                                          |  1.8800053596496582|      0.10000000|[145, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[0.9271836099989965, 0.3305847592301872]                                        |  1.5113123655319214|      1.00000000|[152, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      25|[0.9271836099989965, 0.3305847592301872]                                        |  1.5113123655319214|      0.10000000|[158, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.8619425751480363, 0.4063713502049477]                                        |  1.1352130174636841|      1.00000000|[166, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      27|[0.8619425751480363, 0.4063713502049477]                                        |  1.1352130174636841|      0.10000000|[172, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.8619425751480363, 0.4063713502049477]                                        |  1.1352130174636841|      0.01000000|[178, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.8519730480648097, 0.4071514333651374]                                        |  1.0939552783966064|      0.10000000|[184, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[0.8519730480648097, 0.4071514333651374]                                        |  1.0939552783966064|      0.01000000|[190, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.8419731524827266, 0.4071057349249457]                                        |  1.0592577457427979|      0.10000000|[195, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[0.7513915389262436, 0.4494728363776528]                                        |  0.7748663425445557|      1.00000000|[202, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      33|[0.7513915389262436, 0.4494728363776528]                                        |  0.7748663425445557|      0.10000000|[210, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.7513915389262436, 0.4494728363776528]                                        |  0.7748663425445557|      0.01000000|[216, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.7521589654786154, 0.4594433457170353]                                        |  0.7452206611633301|      0.10000000|[221, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[0.7521589654786154, 0.4594433457170353]                                        |  0.7452206611633301|      0.01000000|[228, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.7457600222812474, 0.4671279749180351]                                        |  0.7183185219764709|      0.10000000|[233, 86, 0, 86]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[0.7457600222812474, 0.4671279749180351]                                        |  0.7183185219764709|      0.01000000|[239, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.7384006875485928, 0.473898513470672]                                         |  0.6926035881042480|      0.10000000|[245, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[0.7384006875485928, 0.473898513470672]                                         |  0.6926035881042480|      0.01000000|[252, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.7284862801280241, 0.4752040882479147]                                        |  0.6715492606163025|      0.10000000|[257, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[0.6381870487768678, 0.5181697584671765]                                        |  0.5276025533676147|      1.00000000|[265, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      43|[0.6381870487768678, 0.5181697584671765]                                        |  0.5276025533676147|      0.10000000|[271, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.6381870487768678, 0.5181697584671765]                                        |  0.5276025533676147|      0.01000000|[277, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[0.642084134005186, 0.5273791410047424]                                         |  0.4758957028388977|      0.10000000|[282, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[0.642084134005186, 0.5273791410047424]                                         |  0.4758957028388977|      0.01000000|[289, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.643399472475657, 0.537292257805633]                                          |  0.4460016787052155|      0.10000000|[295, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[0.643399472475657, 0.537292257805633]                                          |  0.4460016787052155|      0.01000000|[301, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[0.6395878826023006, 0.5465373528639504]                                        |  0.4284160733222961|      0.10000000|[307, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[0.6395878826023006, 0.5465373528639504]                                        |  0.4284160733222961|      0.01000000|[314, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.6312915808832744, 0.552120486194517]                                         |  0.4116006493568420|      0.10000000|[320, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[0.6312915808832744, 0.552120486194517]                                         |  0.4116006493568420|      0.01000000|[328, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.6232636315022716, 0.5580830383943772]                                        |  0.3956078886985779|      0.10000000|[333, 123, 0, 123]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[0.6232636315022716, 0.5580830383943772]                                        |  0.3956078886985779|      0.01000000|[340, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.6163866295244674, 0.5653429863141132]                                        |  0.3806166052818298|      0.10000000|[345, 128, 0, 128]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[0.6163866295244674, 0.5653429863141132]                                        |  0.3806166052818298|      0.01000000|[352, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.608825637962152, 0.5718875570864859]                                         |  0.3662072420120239|      0.10000000|[357, 133, 0, 133]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[0.608825637962152, 0.5718875570864859]                                         |  0.3662072420120239|      0.01000000|[363, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.6038625621620165, 0.5805690246238386]                                        |  0.3567979335784912|      0.10000000|[371, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      60|[0.6038625621620165, 0.5805690246238386]                                        |  0.3567979335784912|      0.01000000|[377, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.5961639303545607, 0.5869511142732583]                                        |  0.3437341451644897|      0.10000000|[382, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[0.5961639303545607, 0.5869511142732583]                                        |  0.3437341451644897|      0.01000000|[390, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.586950948985032, 0.5908396839697811]                                         |  0.3287927210330963|      0.10000000|[395, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[0.586950948985032, 0.5908396839697811]                                         |  0.3287927210330963|      0.01000000|[401, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[0.5775627485162851, 0.5942837646829208]                                        |  0.3178663253784180|      0.10000000|[408, 152, 0, 152]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      66|[0.5775627485162851, 0.5942837646829208]                                        |  0.3178663253784180|      0.01000000|[415, 155, 0, 155]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.569616760368378, 0.6003551131619097]                                         |  0.3075162470340729|      0.10000000|[422, 158, 0, 158]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      68|[0.569616760368378, 0.6003551131619097]                                         |  0.3075162470340729|      0.01000000|[428, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
