k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.50000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.25000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      23|[0.2267170860834096, 0.3947974193605429, 0.4154652873780009, 0.3820360056898265]|  0.0034765731543303|      0.00195312|[245, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      24|[0.2259360918771263, 0.3959137492980235, 0.4153567963436454, 0.3806407342174866]|  0.0034218418877572|      0.00390625|[256, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      25|[0.2259360918771263, 0.3959137492980235, 0.4153567963436454, 0.3806407342174866]|  0.0034218418877572|      0.00195312|[266, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      26|[0.2254929009170756, 0.397024791015274, 0.4150993590234989, 0.3791183704740667] |  0.0033670263364911|      0.00390625|[276, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      27|[0.2254929009170756, 0.397024791015274, 0.4150993590234989, 0.3791183704740667] |  0.0033670263364911|      0.00195312|[286, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      28|[0.2254672456646616, 0.3981551089042695, 0.4149627995347095, 0.3775316215810509]|  0.0033133614342660|      0.00390625|[297, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      29|[0.2254672456646616, 0.3981551089042695, 0.4149627995347095, 0.3775316215810509]|  0.0033133614342660|      0.00195312|[309, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      30|[0.2250420105112862, 0.3992626307358262, 0.4147208873185822, 0.3759990596076637]|  0.0032590625341982|      0.00390625|[320, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      31|[0.2250420105112862, 0.3992626307358262, 0.4147208873185822, 0.3759990596076637]|  0.0032590625341982|      0.00195312|[332, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      32|[0.2246772475489659, 0.400396996372274, 0.4145159469200732, 0.3744651563242559] |  0.0032051363959908|      0.00390625|[342, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      33|[0.2246772475489659, 0.400396996372274, 0.4145159469200732, 0.3744651563242559] |  0.0032051363959908|      0.00195312|[352, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      34|[0.2243902964289164, 0.4015227142519197, 0.4142833039447912, 0.3729124191211769]|  0.0031515746377409|      0.00390625|[364, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      35|[0.2243902964289164, 0.4015227142519197, 0.4142833039447912, 0.3729124191211769]|  0.0031515746377409|      0.00195312|[375, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      36|[0.2243009975893509, 0.4026110907563779, 0.4140184791572863, 0.3713149125016778]|  0.0030989099759609|      0.00390625|[386, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      37|[0.2243009975893509, 0.4026110907563779, 0.4140184791572863, 0.3713149125016778]|  0.0030989099759609|      0.00195312|[396, 148, 0, 74]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      38|[0.2236871002844254, 0.4037367948182073, 0.413997025474053, 0.3698417670678232] |  0.0030467626638710|      0.00390625|[407, 152, 0, 76]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      39|[0.2236871002844254, 0.4037367948182073, 0.413997025474053, 0.3698417670678232] |  0.0030467626638710|      0.00195312|[418, 156, 0, 78]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      40|[0.2233931838321301, 0.4048333017699488, 0.4137927402353672, 0.3682656165576457]|  0.0029942081309855|      0.00390625|[428, 160, 0, 80]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      41|[0.2233931838321301, 0.4048333017699488, 0.4137927402353672, 0.3682656165576457]|  0.0029942081309855|      0.00195312|[439, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      42|[0.2231716702641791, 0.405990685896932, 0.4135180623858313, 0.3667324358551777] |  0.0029420617502183|      0.00390625|[450, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      43|[0.2231716702641791, 0.405990685896932, 0.4135180623858313, 0.3667324358551777] |  0.0029420617502183|      0.00195312|[461, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      44|[0.223018353516905, 0.4070943895964789, 0.4131381100469847, 0.365174018194715]  |  0.0028905880171806|      0.00390625|[471, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      45|[0.223018353516905, 0.4070943895964789, 0.4131381100469847, 0.365174018194715]  |  0.0028905880171806|      0.00195312|[482, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      46|[0.2227445894616174, 0.4081969650159002, 0.4129237726382738, 0.3635998080983897]|  0.0028390884399414|      0.00390625|[493, 184, 0, 92]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      47|[0.2227445894616174, 0.4081969650159002, 0.4129237726382738, 0.3635998080983897]|  0.0028390884399414|      0.00195312|[505, 188, 0, 94]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      48|[0.2224650693954208, 0.4090788460198387, 0.4128370121761706, 0.361881866214819] |  0.0027884880546480|      0.00390625|[516, 192, 0, 96]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      49|[0.2224650693954208, 0.4090788460198387, 0.4128370121761706, 0.361881866214819] |  0.0027884880546480|      0.00195312|[527, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      50|[0.2217791137679507, 0.4102448106566538, 0.4131346476900348, 0.3605048761243134]|  0.0027409130707383|      0.00390625|[537, 200, 0, 100]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      51|[0.2217791137679507, 0.4102448106566538, 0.4131346476900348, 0.3605048761243134]|  0.0027409130707383|      0.00195312|[548, 204, 0, 102]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      52|[0.2216227426870194, 0.4114290148676201, 0.4127700279229096, 0.3590032243128656]|  0.0026906253769994|      0.00390625|[559, 208, 0, 104]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      53|[0.2216227426870194, 0.4114290148676201, 0.4127700279229096, 0.3590032243128656]|  0.0026906253769994|      0.00195312|[569, 212, 0, 106]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      54|[0.2213534649127057, 0.412461910829337, 0.412530220693994, 0.3573852610341987]  |  0.0026405616663396|      0.00390625|[580, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      55|[0.2213534649127057, 0.412461910829337, 0.412530220693994, 0.3573852610341987]  |  0.0026405616663396|      0.00195312|[590, 220, 0, 110]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      56|[0.2208853877398803, 0.4134548220224117, 0.4124281575895737, 0.3557730229899609]|  0.0025914378929883|      0.00390625|[600, 224, 0, 112]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      57|[0.2208853877398803, 0.4134548220224117, 0.4124281575895737, 0.3557730229899609]|  0.0025914378929883|      0.00195312|[611, 228, 0, 114]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      58|[0.2206287609420649, 0.4145949218187537, 0.4121935086184776, 0.3542257827800993]|  0.0025420710444450|      0.00390625|[621, 232, 0, 116]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      59|[0.2206287609420649, 0.4145949218187537, 0.4121935086184776, 0.3542257827800993]|  0.0025420710444450|      0.00195312|[632, 236, 0, 118]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      60|[0.2204389763706371, 0.4156657178471948, 0.4118949134401311, 0.3526311305085943]|  0.0024930899962783|      0.00390625|[642, 240, 0, 120]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      61|[0.2204389763706371, 0.4156657178471948, 0.4118949134401311, 0.3526311305085943]|  0.0024930899962783|      0.00195312|[653, 244, 0, 122]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      62|[0.2202081425804817, 0.4167511722951505, 0.4116515406529275, 0.3510424293551959]|  0.0024445105809718|      0.00390625|[663, 248, 0, 124]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      63|[0.2202081425804817, 0.4167511722951505, 0.4116515406529275, 0.3510424293551959]|  0.0024445105809718|      0.00195312|[674, 252, 0, 126]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      64|[0.2200234391187611, 0.4178396466531427, 0.4114816485453307, 0.3494402614050037]|  0.0023964263964444|      0.00390625|[685, 256, 0, 128]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      65|[0.2200234391187611, 0.4178396466531427, 0.4114816485453307, 0.3494402614050037]|  0.0023964263964444|      0.00195312|[695, 260, 0, 130]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      66|[0.2196309663846261, 0.4189831696126626, 0.4112533842210347, 0.3479233853197909]|  0.0023488118313253|      0.00390625|[705, 264, 0, 132]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      67|[0.2196309663846261, 0.4189831696126626, 0.4112533842210347, 0.3479233853197909]|  0.0023488118313253|      0.00195312|[716, 268, 0, 134]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      68|[0.2193639180440948, 0.4198834543979862, 0.4109704897533524, 0.3462343499516254]|  0.0023016866762191|      0.00390625|[726, 272, 0, 136]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      69|[0.2193639180440948, 0.4198834543979862, 0.4109704897533524, 0.3462343499516254]|  0.0023016866762191|      0.00195312|[737, 276, 0, 138]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      70|[0.2192638302930927, 0.4209018126361753, 0.4108512026215771, 0.344575013702811] |  0.0022551368456334|      0.00390625|[749, 280, 0, 140]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      71|[0.2192638302930927, 0.4209018126361753, 0.4108512026215771, 0.344575013702811] |  0.0022551368456334|      0.00195312|[759, 284, 0, 142]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      72|[0.21843316374602, 0.421844914143856, 0.4107128562406994, 0.343086353171223]    |  0.0022109921555966|      0.00390625|[769, 288, 0, 144]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      73|[0.21843316374602, 0.421844914143856, 0.4107128562406994, 0.343086353171223]    |  0.0022109921555966|      0.00195312|[780, 292, 0, 146]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      74|[0.2183690365960438, 0.422926003576102, 0.4105133549440919, 0.3414732723157173] |  0.0021647657267749|      0.00390625|[790, 296, 0, 148]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      75|[0.2183690365960438, 0.422926003576102, 0.4105133549440919, 0.3414732723157173] |  0.0021647657267749|      0.00195312|[800, 300, 0, 150]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      76|[0.2177421852212607, 0.4238553864575378, 0.4103163721811163, 0.3398860735662401]|  0.0021205355878919|      0.00390625|[810, 304, 0, 152]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      77|[0.2177421852212607, 0.4238553864575378, 0.4103163721811163, 0.3398860735662401]|  0.0021205355878919|      0.00195312|[821, 308, 0, 154]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      78|[0.2183607304481774, 0.4249455152230598, 0.4102760527338365, 0.3383887116578706]|  0.0020801366772503|      0.00390625|[831, 312, 0, 156]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      79|[0.2183607304481774, 0.4249455152230598, 0.4102760527338365, 0.3383887116578706]|  0.0020801366772503|      0.00195312|[841, 316, 0, 158]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      80|[0.2178878687171519, 0.4259210946116476, 0.4100646842925134, 0.3367779145609239]|  0.0020351412240416|      0.00390625|[852, 320, 0, 160]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
