k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 5.0]                                                                      |149.7192190771219771|      0.10000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.9122744632570321, 4.95199760211033]                                          | 96.5096969604492188|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[0.9122744632570321, 4.95199760211033]                                          | 96.5096969604492188|      0.10000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.8205639530656146, 4.912133052439853]                                         | 56.1157531738281250|      1.00000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[0.7827396616778195, 3.822085472268378]                                         |  0.0049364375881851|      0.01000000|[274, 103, 0, 103]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      45|[0.7827396616778195, 3.822085472268378]                                         |  0.0049364375881851|      0.00100000|[280, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.7821009143696119, 3.822854888850119]                                         |  0.0048921410925686|      0.01000000|[287, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      47|[0.7821009143696119, 3.822854888850119]                                         |  0.0048921410925686|      0.00100000|[295, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.7817110920958894, 3.823775778960235]                                         |  0.0048652812838554|      0.01000000|[301, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[0.7817110920958894, 3.823775778960235]                                         |  0.0048652812838554|      0.00100000|[308, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.7817110920958894, 3.823775778960235]                                         |  0.0048652812838554|      0.00010000|[314, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.7817556766606756, 3.823865289946057]                                         |  0.0048615378327668|      0.00100000|[319, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[0.7817556766606756, 3.823865289946057]                                         |  0.0048615378327668|      0.00010000|[325, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.7817877884213514, 3.8239599938785322]                                        |  0.0048593864776194|      0.00100000|[330, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[0.7817877884213514, 3.8239599938785322]                                        |  0.0048593864776194|      0.00010000|[338, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.7817170453007779, 3.8240306720993043]                                        |  0.0048566656187177|      0.00100000|[344, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[0.7816882425549636, 3.825030257214156]                                         |  0.0048474748618901|      0.01000000|[351, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      57|[0.7816882425549636, 3.825030257214156]                                         |  0.0048474748618901|      0.00100000|[359, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[0.7810849091481592, 3.825827746273789]                                         |  0.0048046805895865|      0.01000000|[364, 137, 0, 137]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[0.7810849091481592, 3.825827746273789]                                         |  0.0048046805895865|      0.00100000|[372, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.7810849091481592, 3.825827746273789]                                         |  0.0048046805895865|      0.00010000|[380, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.7811108130338301, 3.8259243329639028]                                        |  0.0048030703328550|      0.00100000|[386, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[0.7809740861231916, 3.826914941742335]                                         |  0.0047896844334900|      0.01000000|[391, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[0.7809740861231916, 3.826914941742335]                                         |  0.0047896844334900|      0.00100000|[397, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[0.7801784679975048, 3.8275207402220945]                                        |  0.0047714444808662|      0.01000000|[404, 152, 0, 152]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      65|[0.7801784679975048, 3.8275207402220945]                                        |  0.0047714444808662|      0.00100000|[411, 155, 0, 155]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[0.7801784679975048, 3.8275207402220945]                                        |  0.0047714444808662|      0.00010000|[418, 158, 0, 158]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.7802627761584586, 3.8275745187865655]                                        |  0.0047619161196053|      0.00100000|[424, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
