k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1386365319100387, -0.40798914933297]                                         | 16.5122909545898438|      1.11111111|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[1.065827867270848, -1.0341081408136148]                                        |  2.2443997859954834|      0.09847709|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.065827867270848, -1.0341081408136148]                                        |  2.2443997859954834|      0.08862938|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.9853197173670298, -0.9970459631881261]                                       |  1.9546508789062500|      0.09847709|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.9853197173670298, -0.9970459631881261]                                       |  1.9546508789062500|      0.08862938|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.9853197173670298, -0.9970459631881261]                                       |  1.9546508789062500|      0.07976644|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.9853197173670298, -0.9970459631881261]                                       |  1.9546508789062500|      0.07178980|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.9171628148935794, -0.9744979731991118]                                       |  1.7503386735916138|      0.07976644|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.9171628148935794, -0.9744979731991118]                                       |  1.7503386735916138|      0.07178980|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.9171628148935794, -0.9744979731991118]                                       |  1.7503386735916138|      0.06461082|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.8550789876029348, -0.9566050610025266]                                       |  1.5876231193542480|      0.07178980|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.8550789876029348, -0.9566050610025266]                                       |  1.5876231193542480|      0.06461082|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.8550789876029348, -0.9566050610025266]                                       |  1.5876231193542480|      0.05814974|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.8003870917494152, -0.9368518728681899]                                       |  1.4563796520233154|      0.06461082|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.8003870917494152, -0.9368518728681899]                                       |  1.4563796520233154|      0.05814974|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.8003870917494152, -0.9368518728681899]                                       |  1.4563796520233154|      0.05233476|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.7516224967918524, -0.9178534063885433]                                       |  1.3501620292663574|      0.05814974|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.7516224967918524, -0.9178534063885433]                                       |  1.3501620292663574|      0.05233476|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.7516224967918524, -0.9178534063885433]                                       |  1.3501620292663574|      0.04710129|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.7516224967918524, -0.9178534063885433]                                       |  1.3501620292663574|      0.04239116|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.7113669645247074, -0.904567984987501]                                        |  1.2716915607452393|      0.04710129|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.7113669645247074, -0.904567984987501]                                        |  1.2716915607452393|      0.04239116|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.6709200081605886, -0.8918772789081094]                                       |  1.1997116804122925|      0.04710129|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.6709200081605886, -0.8918772789081094]                                       |  1.1997116804122925|      0.04239116|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.6709200081605886, -0.8918772789081094]                                       |  1.1997116804122925|      0.03815204|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.6349198641837016, -0.8792452570361327]                                       |  1.1403422355651855|      0.04239116|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[0.6349198641837016, -0.8792452570361327]                                       |  1.1403422355651855|      0.03815204|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.6349198641837016, -0.8792452570361327]                                       |  1.1403422355651855|      0.03433684|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.6019037740667024, -0.8698135948729695]                                       |  1.0909874439239502|      0.03815204|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.6019037740667024, -0.8698135948729695]                                       |  1.0909874439239502|      0.03433684|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.6019037740667024, -0.8698135948729695]                                       |  1.0909874439239502|      0.03090315|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.5726610377954026, -0.8598202307665221]                                       |  1.0499238967895508|      0.03433684|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[0.5726610377954026, -0.8598202307665221]                                       |  1.0499238967895508|      0.03090315|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.5726610377954026, -0.8598202307665221]                                       |  1.0499238967895508|      0.02781284|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.5458484930265457, -0.8524282450276642]                                       |  1.0154833793640137|      0.03090315|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.5162383929405385, -0.8435825159060223]                                       |  0.9800622463226318|      0.03433684|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.5162383929405385, -0.8435825159060223]                                       |  0.9800622463226318|      0.03090315|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.5162383929405385, -0.8435825159060223]                                       |  0.9800622463226318|      0.02781284|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.4898069346050871, -0.8349261875615839]                                       |  0.9507286548614502|      0.03090315|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.4898069346050871, -0.8349261875615839]                                       |  0.9507286548614502|      0.02781284|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.4898069346050871, -0.8349261875615839]                                       |  0.9507286548614502|      0.02503156|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.465748736271081, -0.828013746521009]                                         |  0.9262868165969849|      0.02781284|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[0.465748736271081, -0.828013746521009]                                         |  0.9262868165969849|      0.02503156|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.465748736271081, -0.828013746521009]                                         |  0.9262868165969849|      0.02252840|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.4437533872395918, -0.8231420520478937]                                       |  0.9059108495712280|      0.02503156|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[0.4437533872395918, -0.8231420520478937]                                       |  0.9059108495712280|      0.02252840|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.4437533872395918, -0.8231420520478937]                                       |  0.9059108495712280|      0.02027556|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.4243544016790937, -0.8172447920121412]                                       |  0.8888642191886902|      0.02252840|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.4243544016790937, -0.8172447920121412]                                       |  0.8888642191886902|      0.02027556|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.4046129406264118, -0.8126216943264826]                                       |  0.8730512261390686|      0.02252840|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.4046129406264118, -0.8126216943264826]                                       |  0.8730512261390686|      0.02027556|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.4046129406264118, -0.8126216943264826]                                       |  0.8730512261390686|      0.01824800|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
