k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.10000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      44|[0.2309620812247432, 0.3924080747417562, 0.4157980594140083, 0.3855125929135254]|  0.0036676570307463|      0.00010000|[471, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      45|[0.230870867100376, 0.392438639938015, 0.4157724159931102, 0.3855219826557069]  |  0.0036647354718298|      0.00100000|[482, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      46|[0.230870867100376, 0.392438639938015, 0.4157724159931102, 0.3855219826557069]  |  0.0036647354718298|      0.00010000|[493, 184, 0, 92]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      47|[0.2307958584250158, 0.3924763359307298, 0.4157684685993043, 0.3854677873714464]|  0.0036609368398786|      0.00100000|[505, 188, 0, 94]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      48|[0.2307958584250158, 0.3924763359307298, 0.4157684685993043, 0.3854677873714464]|  0.0036609368398786|      0.00010000|[516, 192, 0, 96]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      49|[0.2307202213061724, 0.3925133644355342, 0.4157657503715297, 0.3854139308275283]|  0.0036571626551449|      0.00100000|[527, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      50|[0.2307202213061724, 0.3925133644355342, 0.4157657503715297, 0.3854139308275283]|  0.0036571626551449|      0.00010000|[537, 200, 0, 100]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      51|[0.2306453116980407, 0.3925509271261833, 0.4157632503015243, 0.3853594207868869]|  0.0036534136161208|      0.00100000|[548, 204, 0, 102]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      52|[0.2306453116980407, 0.3925509271261833, 0.4157632503015243, 0.3853594207868869]|  0.0036534136161208|      0.00010000|[559, 208, 0, 104]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      53|[0.2305712111467004, 0.392589370082668, 0.41576056308854, 0.3853044296396526]   |  0.0036496887914836|      0.00100000|[569, 212, 0, 106]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      54|[0.2305712111467004, 0.392589370082668, 0.41576056308854, 0.3853044296396526]   |  0.0036496887914836|      0.00010000|[580, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      55|[0.2304968695739326, 0.3926273808446252, 0.415757773325601, 0.3852494684737571] |  0.0036459881812334|      0.00100000|[590, 220, 0, 110]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      56|[0.2304968695739326, 0.3926273808446252, 0.415757773325601, 0.3852494684737571] |  0.0036459881812334|      0.00010000|[600, 224, 0, 112]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      57|[0.2304236140102916, 0.3926661084250577, 0.4157550407141185, 0.3851935548819929]|  0.0036423113197088|      0.00100000|[611, 228, 0, 114]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      58|[0.2304236140102916, 0.3926661084250577, 0.4157550407141185, 0.3851935548819929]|  0.0036423113197088|      0.00010000|[621, 232, 0, 116]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      59|[0.2303504637566725, 0.3927047674695249, 0.4157519477709256, 0.3851374750070043]|  0.0036386575084180|      0.00100000|[632, 236, 0, 118]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      60|[0.2303504637566725, 0.3927047674695249, 0.4157519477709256, 0.3851374750070043]|  0.0036386575084180|      0.00010000|[642, 240, 0, 120]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      61|[0.230278434495632, 0.3927444675819444, 0.4157485987837622, 0.3850806905820903] |  0.0036350265145302|      0.00100000|[653, 244, 0, 122]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      62|[0.230278434495632, 0.3927444675819444, 0.4157485987837622, 0.3850806905820903] |  0.0036350265145302|      0.00010000|[663, 248, 0, 124]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      63|[0.2302065096970363, 0.3927841159885069, 0.4157451488877839, 0.3850237438927944]|  0.0036314178723842|      0.00100000|[674, 252, 0, 126]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      64|[0.2302065096970363, 0.3927841159885069, 0.4157451488877839, 0.3850237438927944]|  0.0036314178723842|      0.00010000|[685, 256, 0, 128]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      65|[0.2301350435499255, 0.3928242681787906, 0.4157419430921581, 0.3849665589795133]|  0.0036278311163187|      0.00100000|[695, 260, 0, 130]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      66|[0.2301350435499255, 0.3928242681787906, 0.4157419430921581, 0.3849665589795133]|  0.0036278311163187|      0.00010000|[705, 264, 0, 132]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      67|[0.2300645233095646, 0.3928648232702991, 0.4157386485940846, 0.3849084958540839]|  0.0036242657806724|      0.00100000|[716, 268, 0, 134]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      68|[0.2300645233095646, 0.3928648232702991, 0.4157386485940846, 0.3849084958540839]|  0.0036242657806724|      0.00010000|[726, 272, 0, 136]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      69|[0.2299887558603293, 0.3928976900341828, 0.4157330458255503, 0.3848523916790795]|  0.0036207421217114|      0.00100000|[737, 276, 0, 138]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      70|[0.2299887558603293, 0.3928976900341828, 0.4157330458255503, 0.3848523916790795]|  0.0036207421217114|      0.00010000|[749, 280, 0, 140]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      71|[0.2299193641214332, 0.3929391226404527, 0.4157294086170042, 0.384793613312101] |  0.0036172207910568|      0.00100000|[759, 284, 0, 142]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      72|[0.2299193641214332, 0.3929391226404527, 0.4157294086170042, 0.384793613312101] |  0.0036172207910568|      0.00010000|[769, 288, 0, 144]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      73|[0.2298503606245069, 0.3929806161543022, 0.4157255224739469, 0.3847344381178681]|  0.0036137194838375|      0.00100000|[780, 292, 0, 146]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      74|[0.2298503606245069, 0.3929806161543022, 0.4157255224739469, 0.3847344381178681]|  0.0036137194838375|      0.00010000|[790, 296, 0, 148]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      75|[0.2297858604295374, 0.3930314716926929, 0.4157377249744589, 0.3846787197362949]|  0.0036103019956499|      0.00100000|[800, 300, 0, 150]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      76|[0.2297858604295374, 0.3930314716926929, 0.4157377249744589, 0.3846787197362949]|  0.0036103019956499|      0.00010000|[810, 304, 0, 152]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      77|[0.2297180366371273, 0.3930736224191094, 0.4157334960544612, 0.3846186750389325]|  0.0036068386398256|      0.00100000|[821, 308, 0, 154]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      78|[0.2297180366371273, 0.3930736224191094, 0.4157334960544612, 0.3846186750389325]|  0.0036068386398256|      0.00010000|[831, 312, 0, 156]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      79|[0.2296511350694567, 0.3931162099176736, 0.4157294820321861, 0.3845578936862458]|  0.0036033941432834|      0.00100000|[841, 316, 0, 158]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      80|[0.2296511350694567, 0.3931162099176736, 0.4157294820321861, 0.3845578936862458]|  0.0036033941432834|      0.00010000|[852, 320, 0, 160]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
