k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1386365319100387, -0.40798914933297]                                         | 16.5122909545898438|      1.11111111|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.3658206662452383, -0.7492990108168015]                                       |  0.8414080739021301|      0.09847709|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.3658206662452383, -0.7492990108168015]                                       |  0.8414080739021301|      0.08862938|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.3658206662452383, -0.7492990108168015]                                       |  0.8414080739021301|      0.07976644|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.3658206662452383, -0.7492990108168015]                                       |  0.8414080739021301|      0.07178980|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.3658206662452383, -0.7492990108168015]                                       |  0.8414080739021301|      0.06461082|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.3658206662452383, -0.7492990108168015]                                       |  0.8414080739021301|      0.05814974|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.3080265133757838, -0.7557198991996383]                                       |  0.8092499971389771|      0.06461082|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.3080265133757838, -0.7557198991996383]                                       |  0.8092499971389771|      0.05814974|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.3080265133757838, -0.7557198991996383]                                       |  0.8092499971389771|      0.05233476|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.3080265133757838, -0.7557198991996383]                                       |  0.8092499971389771|      0.04710129|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.3080265133757838, -0.7557198991996383]                                       |  0.8092499971389771|      0.04239116|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.2677639165586846, -0.7424559029142745]                                       |  0.7927806377410889|      0.04710129|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.2677639165586846, -0.7424559029142745]                                       |  0.7927806377410889|      0.04239116|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.2677639165586846, -0.7424559029142745]                                       |  0.7927806377410889|      0.03815204|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.2300217840915353, -0.7368782887502392]                                       |  0.7822454571723938|      0.04239116|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.2300217840915353, -0.7368782887502392]                                       |  0.7822454571723938|      0.03815204|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.2300217840915353, -0.7368782887502392]                                       |  0.7822454571723938|      0.03433684|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.2300217840915353, -0.7368782887502392]                                       |  0.7822454571723938|      0.03090315|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.2300217840915353, -0.7368782887502392]                                       |  0.7822454571723938|      0.02781284|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.2300217840915353, -0.7368782887502392]                                       |  0.7822454571723938|      0.02503156|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.2300217840915353, -0.7368782887502392]                                       |  0.7822454571723938|      0.02252840|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.2086203264201442, -0.7298422106099629]                                       |  0.7780548930168152|      0.02503156|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.2086203264201442, -0.7298422106099629]                                       |  0.7780548930168152|      0.02252840|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.2086203264201442, -0.7298422106099629]                                       |  0.7780548930168152|      0.02027556|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.2086203264201442, -0.7298422106099629]                                       |  0.7780548930168152|      0.01824800|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.2086203264201442, -0.7298422106099629]                                       |  0.7780548930168152|      0.01642320|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.2086203264201442, -0.7298422106099629]                                       |  0.7780548930168152|      0.01478088|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.1951941979139466, -0.723660497751583]                                        |  0.7760465145111084|      0.01642320|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.1951941979139466, -0.723660497751583]                                        |  0.7760465145111084|      0.01478088|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.1951941979139466, -0.723660497751583]                                        |  0.7760465145111084|      0.01330279|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.1854604832572021, -0.7145930204613399]                                       |  0.7747362852096558|      0.01478088|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[0.1854604832572021, -0.7145930204613399]                                       |  0.7747362852096558|      0.01330279|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.1854604832572021, -0.7145930204613399]                                       |  0.7747362852096558|      0.01197252|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1854604832572021, -0.7145930204613399]                                       |  0.7747362852096558|      0.01077526|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.1854604832572021, -0.7145930204613399]                                       |  0.7747362852096558|      0.00969774|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.176664378453244, -0.7105095600444404]                                        |  0.7740163207054138|      0.01077526|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.176664378453244, -0.7105095600444404]                                        |  0.7740163207054138|      0.00969774|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.176664378453244, -0.7105095600444404]                                        |  0.7740163207054138|      0.00872796|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.176664378453244, -0.7105095600444404]                                        |  0.7740163207054138|      0.00785517|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.176664378453244, -0.7105095600444404]                                        |  0.7740163207054138|      0.00706965|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.176664378453244, -0.7105095600444404]                                        |  0.7740163207054138|      0.00636269|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.176664378453244, -0.7105095600444404]                                        |  0.7740163207054138|      0.00572642|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.171279566160811, -0.7085613180025558]                                        |  0.7737134099006653|      0.00636269|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.171279566160811, -0.7085613180025558]                                        |  0.7737134099006653|      0.00572642|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.171279566160811, -0.7085613180025558]                                        |  0.7737134099006653|      0.00515378|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.1684916844462427, -0.7042266767909717]                                       |  0.7735040187835693|      0.00572642|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.1684916844462427, -0.7042266767909717]                                       |  0.7735040187835693|      0.00515378|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.1684916844462427, -0.7042266767909717]                                       |  0.7735040187835693|      0.00463840|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.1684916844462427, -0.7042266767909717]                                       |  0.7735040187835693|      0.00417456|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.1684916844462427, -0.7042266767909717]                                       |  0.7735040187835693|      0.00375710|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.1684916844462427, -0.7042266767909717]                                       |  0.7735040187835693|      0.00338139|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
