k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.10000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.2450365574180477, 0.3900862004280853, 0.4153192511745634, 0.3895034870478937]|  0.0047109522856772|      0.00100000|[172, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.2440488894602377, 0.390139262979801, 0.4153827389716756, 0.3893705747823245] |  0.0046067684888840|      0.01000000|[185, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      15|[0.2440488894602377, 0.390139262979801, 0.4153827389716756, 0.3893705747823245] |  0.0046067684888840|      0.00100000|[198, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.2430618623091914, 0.3901917134998131, 0.415438776208516, 0.3892295564355208] |  0.0045079314149916|      0.01000000|[211, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      17|[0.2430618623091914, 0.3901917134998131, 0.415438776208516, 0.3892295564355208] |  0.0045079314149916|      0.00100000|[224, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.2420772135699012, 0.3902535748842387, 0.4154927089057778, 0.3890755067893116]|  0.0044143968261778|      0.01000000|[237, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      19|[0.2420772135699012, 0.3902535748842387, 0.4154927089057778, 0.3890755067893116]|  0.0044143968261778|      0.00100000|[250, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.2410954613564281, 0.3903287450385495, 0.4155361831772688, 0.3889063263325213]|  0.0043261004611850|      0.01000000|[264, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      21|[0.2410954613564281, 0.3903287450385495, 0.4155361831772688, 0.3889063263325213]|  0.0043261004611850|      0.00100000|[277, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.2401196858813102, 0.3904305185445966, 0.4155806520506715, 0.3887178405375027]|  0.0042429552413523|      0.01000000|[290, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      23|[0.2401196858813102, 0.3904305185445966, 0.4155806520506715, 0.3887178405375027]|  0.0042429552413523|      0.00100000|[304, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.2391440912273416, 0.3905272506671262, 0.415633941323377, 0.3885280558673281] |  0.0041649220511317|      0.01000000|[317, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      25|[0.2391440912273416, 0.3905272506671262, 0.415633941323377, 0.3885280558673281] |  0.0041649220511317|      0.00100000|[330, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.2381767836471399, 0.3906465562142909, 0.4156734250722562, 0.388307775897121] |  0.0040918635204434|      0.01000000|[343, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      27|[0.2381767836471399, 0.3906465562142909, 0.4156734250722562, 0.388307775897121] |  0.0040918635204434|      0.00100000|[356, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.23721717650497, 0.3907787624229512, 0.4157047405369166, 0.388061412359313]   |  0.0040236730128527|      0.01000000|[369, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      29|[0.23721717650497, 0.3907787624229512, 0.4157047405369166, 0.388061412359313]   |  0.0040236730128527|      0.00100000|[383, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.2362661273063452, 0.3909308919399934, 0.4157348498891981, 0.3877941008205704]|  0.0039602173492312|      0.01000000|[396, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      31|[0.2362661273063452, 0.3909308919399934, 0.4157348498891981, 0.3877941008205704]|  0.0039602173492312|      0.00100000|[409, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.2353269648284171, 0.3911067510789639, 0.4157616377567863, 0.3875002814654516]|  0.0039013319183141|      0.01000000|[422, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      33|[0.2353269648284171, 0.3911067510789639, 0.4157616377567863, 0.3875002814654516]|  0.0039013319183141|      0.00100000|[435, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.234402127594133, 0.3913090814010897, 0.4157827903446896, 0.3871788921394693] |  0.0038468244019896|      0.01000000|[449, 68, 0, 68]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      35|[0.234402127594133, 0.3913090814010897, 0.4157827903446896, 0.3871788921394693] |  0.0038468244019896|      0.00100000|[463, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.2334982634085226, 0.3915375645458524, 0.4157960061493201, 0.3868174362928736]|  0.0037964452058077|      0.01000000|[477, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      37|[0.2334982634085226, 0.3915375645458524, 0.4157960061493201, 0.3868174362928736]|  0.0037964452058077|      0.00100000|[490, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.2326106594809312, 0.3917901915044764, 0.415826216996473, 0.3864334751070553] |  0.0037499954923987|      0.01000000|[504, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      39|[0.2326106594809312, 0.3917901915044764, 0.415826216996473, 0.3864334751070553] |  0.0037499954923987|      0.00100000|[517, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.2317626997165463, 0.3920832643166952, 0.4158239490518957, 0.3859918107309168]|  0.0037070349790156|      0.01000000|[530, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      41|[0.2317626997165463, 0.3920832643166952, 0.4158239490518957, 0.3859918107309168]|  0.0037070349790156|      0.00100000|[543, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.2309594904383125, 0.3924250065698917, 0.415805242057413, 0.3855042482876371] |  0.0036671799607575|      0.01000000|[556, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      43|[0.2309594904383125, 0.3924250065698917, 0.415805242057413, 0.3855042482876371] |  0.0036671799607575|      0.00100000|[569, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.230200743073175, 0.3927886130721564, 0.4157577930908489, 0.3849658791364225] |  0.0036300239153206|      0.01000000|[582, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      45|[0.230200743073175, 0.3927886130721564, 0.4157577930908489, 0.3849658791364225] |  0.0036300239153206|      0.00100000|[595, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.2294880622540687, 0.3931867341511257, 0.4157185873054645, 0.3843896425852122]|  0.0035951451864094|      0.01000000|[609, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      47|[0.2294880622540687, 0.3931867341511257, 0.4157185873054645, 0.3843896425852122]|  0.0035951451864094|      0.00100000|[623, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.2288197959425732, 0.3935929385947666, 0.4156830202428254, 0.3837674263278372]|  0.0035621954593807|      0.01000000|[636, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      49|[0.2288197959425732, 0.3935929385947666, 0.4156830202428254, 0.3837674263278372]|  0.0035621954593807|      0.00100000|[649, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.228245366390655, 0.3940602985064982, 0.41560601437009, 0.3830998370092035]   |  0.0035306168720126|      0.01000000|[662, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      51|[0.228245366390655, 0.3940602985064982, 0.41560601437009, 0.3830998370092035]   |  0.0035306168720126|      0.00100000|[675, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.2277319973391421, 0.3945618111458249, 0.4155144326604365, 0.3824095109413188]|  0.0035000813659281|      0.01000000|[688, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      53|[0.2277319973391421, 0.3945618111458249, 0.4155144326604365, 0.3824095109413188]|  0.0035000813659281|      0.00100000|[701, 106, 0, 106]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.2272551427833004, 0.39506176068437, 0.4154406667718028, 0.3816903316972108]  |  0.0034703535493463|      0.01000000|[715, 108, 0, 108]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      55|[0.2272551427833004, 0.39506176068437, 0.4154406667718028, 0.3816903316972108]  |  0.0034703535493463|      0.00100000|[728, 110, 0, 110]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.2268372406476256, 0.3955989577541451, 0.4153681124385751, 0.3809612823285441]|  0.0034412017557770|      0.01000000|[741, 112, 0, 112]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      57|[0.2268372406476256, 0.3955989577541451, 0.4153681124385751, 0.3809612823285441]|  0.0034412017557770|      0.00100000|[754, 114, 0, 114]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.226422633459324, 0.3961605763262042, 0.4152822128268039, 0.3802504330367639] |  0.0034125975798815|      0.01000000|[767, 116, 0, 116]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      59|[0.226422633459324, 0.3961605763262042, 0.4152822128268039, 0.3802504330367639] |  0.0034125975798815|      0.00100000|[780, 118, 0, 118]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.2261143626914869, 0.3967186362913599, 0.415187436795832, 0.3794858706044271] |  0.0033841808326542|      0.01000000|[793, 120, 0, 120]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      61|[0.2261143626914869, 0.3967186362913599, 0.415187436795832, 0.3794858706044271] |  0.0033841808326542|      0.00100000|[806, 122, 0, 122]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.2258378740341631, 0.397283204127747, 0.4150901100460057, 0.3787142847801297] |  0.0033559659495950|      0.01000000|[819, 124, 0, 124]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      63|[0.2258378740341631, 0.397283204127747, 0.4150901100460057, 0.3787142847801297] |  0.0033559659495950|      0.00100000|[832, 126, 0, 126]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.2256056043373476, 0.3978540175174175, 0.4150019002550526, 0.3779316981108757]|  0.0033279070630670|      0.01000000|[846, 128, 0, 128]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      65|[0.2256056043373476, 0.3978540175174175, 0.4150019002550526, 0.3779316981108757]|  0.0033279070630670|      0.00100000|[859, 130, 0, 130]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.2253518462570742, 0.398432187871362, 0.4149051406720194, 0.3771623064930328] |  0.0032999992836267|      0.01000000|[872, 132, 0, 132]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      67|[0.2253518462570742, 0.398432187871362, 0.4149051406720194, 0.3771623064930328] |  0.0032999992836267|      0.00100000|[885, 134, 0, 134]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.2251205077847138, 0.3989873707105832, 0.4147837014332083, 0.3763726818749279]|  0.0032722188625485|      0.01000000|[898, 136, 0, 136]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      69|[0.2251205077847138, 0.3989873707105832, 0.4147837014332083, 0.3763726818749279]|  0.0032722188625485|      0.00100000|[911, 138, 0, 138]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.2249348086600124, 0.3995537371112114, 0.4146734766938545, 0.3755773231871907]|  0.0032445208635181|      0.01000000|[925, 140, 0, 140]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      71|[0.2249348086600124, 0.3995537371112114, 0.4146734766938545, 0.3755773231871907]|  0.0032445208635181|      0.00100000|[938, 142, 0, 142]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.2247516774166394, 0.4001292063273856, 0.4145678111102795, 0.3747873023562095]|  0.0032169155310839|      0.01000000|[951, 144, 0, 144]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      73|[0.2247516774166394, 0.4001292063273856, 0.4145678111102795, 0.3747873023562095]|  0.0032169155310839|      0.00100000|[965, 146, 0, 146]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.2245768747028641, 0.4007051216919933, 0.4144625117898447, 0.3739956726718359]|  0.0031894023995847|      0.01000000|[978, 148, 0, 148]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      75|[0.2245768747028641, 0.4007051216919933, 0.4144625117898447, 0.3739956726718359]|  0.0031894023995847|      0.00100000|[991, 150, 0, 150]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.2244073382098827, 0.4012797423145707, 0.41435310647296, 0.3732025150618404]  |  0.0031619793735445|      0.01000000|[1004, 152, 0, 152]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      77|[0.2244073382098827, 0.4012797423145707, 0.41435310647296, 0.3732025150618404]  |  0.0031619793735445|      0.00100000|[1017, 154, 0, 154]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.2243061456484352, 0.4018692391093237, 0.4142652564685878, 0.3724059374000802]|  0.0031347130425274|      0.01000000|[1030, 156, 0, 156]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      79|[0.2243061456484352, 0.4018692391093237, 0.4142652564685878, 0.3724059374000802]|  0.0031347130425274|      0.00100000|[1043, 158, 0, 158]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.224134535460052, 0.4024401095664857, 0.4141616126224625, 0.3716097497227432] |  0.0031074625439942|      0.01000000|[1057, 160, 0, 160]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
