k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5302179733351008, 0.7952687000298018, 5.253291112116963, 5.197971077703213, 6.362115555216128, 7.875064189914358]|189.0649566650390625|      1.11111111|[14, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
      12|[-0.9768543015711749, 1.8263108569454403, 1.8492387711196827, 6.065014655523715, 2.8057076215549652, 8.08637715310324]|  7.2099685668945312|      1.00000000|[162, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      13|[-0.9768543015711749, 1.8263108569454403, 1.8492387711196827, 6.065014655523715, 2.8057076215549652, 8.08637715310324]|  7.2099685668945312|      0.90000000|[176, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      14|[-0.9768543015711749, 1.8263108569454403, 1.8492387711196827, 6.065014655523715, 2.8057076215549652, 8.08637715310324]|  7.2099685668945312|      0.81000000|[190, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      15|[-0.9768543015711749, 1.8263108569454403, 1.8492387711196827, 6.065014655523715, 2.8057076215549652, 8.08637715310324]|  7.2099685668945312|      0.72900000|[203, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      16|[-0.9768543015711749, 1.8263108569454403, 1.8492387711196827, 6.065014655523715, 2.8057076215549652, 8.08637715310324]|  7.2099685668945312|      0.65610000|[217, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      17|[-0.9768543015711749, 1.8263108569454403, 1.8492387711196827, 6.065014655523715, 2.8057076215549652, 8.08637715310324]|  7.2099685668945312|      0.59049000|[230, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      18|[-0.5855771728741168, 1.996932738838471, 1.7083023143127651, 5.695503565738146, 2.8628897738491537, 8.003930241668888]|  5.0666275024414062|      0.65610000|[243, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      19|[-0.5855771728741168, 1.996932738838471, 1.7083023143127651, 5.695503565738146, 2.8628897738491537, 8.003930241668888]|  5.0666275024414062|      0.59049000|[256, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      20|[-0.5855771728741168, 1.996932738838471, 1.7083023143127651, 5.695503565738146, 2.8628897738491537, 8.003930241668888]|  5.0666275024414062|      0.53144100|[269, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      21|[-0.5855771728741168, 1.996932738838471, 1.7083023143127651, 5.695503565738146, 2.8628897738491537, 8.003930241668888]|  5.0666275024414062|      0.47829690|[282, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      22|[-0.5855771728741168, 1.996932738838471, 1.7083023143127651, 5.695503565738146, 2.8628897738491537, 8.003930241668888]|  5.0666275024414062|      0.43046721|[295, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[-0.5855771728741168, 1.996932738838471, 1.7083023143127651, 5.695503565738146, 2.8628897738491537, 8.003930241668888]|  5.0666275024414062|      0.38742049|[308, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      24|[-0.5222570991376997, 2.1219629678156355, 1.5207125093135399, 5.663688657831967, 2.5559817007785868, 7.996317306603003]|  3.7041265964508057|      0.43046721|[321, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      25|[-0.5222570991376997, 2.1219629678156355, 1.5207125093135399, 5.663688657831967, 2.5559817007785868, 7.996317306603003]|  3.7041265964508057|      0.38742049|[334, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      26|[-0.5222570991376997, 2.1219629678156355, 1.5207125093135399, 5.663688657831967, 2.5559817007785868, 7.996317306603003]|  3.7041265964508057|      0.34867844|[347, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      27|[-0.5222570991376997, 2.1219629678156355, 1.5207125093135399, 5.663688657831967, 2.5559817007785868, 7.996317306603003]|  3.7041265964508057|      0.31381060|[360, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      28|[-0.5222570991376997, 2.1219629678156355, 1.5207125093135399, 5.663688657831967, 2.5559817007785868, 7.996317306603003]|  3.7041265964508057|      0.28242954|[373, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[-0.5222570991376997, 2.1219629678156355, 1.5207125093135399, 5.663688657831967, 2.5559817007785868, 7.996317306603003]|  3.7041265964508057|      0.25418658|[387, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[-0.5222570991376997, 2.1219629678156355, 1.5207125093135399, 5.663688657831967, 2.5559817007785868, 7.996317306603003]|  3.7041265964508057|      0.22876792|[400, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      31|[-0.410456816581421, 2.0881018205280686, 1.4310855617264782, 5.70551182791019, 2.3919343675351064, 7.951649779315512]|  3.1348617076873779|      0.25418658|[413, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      32|[-0.410456816581421, 2.0881018205280686, 1.4310855617264782, 5.70551182791019, 2.3919343675351064, 7.951649779315512]|  3.1348617076873779|      0.22876792|[427, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[-0.2527922411259496, 2.195818174549629, 1.3602173712929204, 5.706033715310837, 2.3059264775279718, 7.892879871197339]|  2.5289683341979980|      0.25418658|[441, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      34|[-0.2527922411259496, 2.195818174549629, 1.3602173712929204, 5.706033715310837, 2.3059264775279718, 7.892879871197339]|  2.5289683341979980|      0.22876792|[454, 68, 0, 68]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      35|[-0.2527922411259496, 2.195818174549629, 1.3602173712929204, 5.706033715310837, 2.3059264775279718, 7.892879871197339]|  2.5289683341979980|      0.20589113|[467, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      36|[-0.2527922411259496, 2.195818174549629, 1.3602173712929204, 5.706033715310837, 2.3059264775279718, 7.892879871197339]|  2.5289683341979980|      0.18530202|[480, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      37|[-0.2088990966689964, 2.198418839916089, 1.249106431823646, 5.646023903403363, 2.177886658277844, 7.884977156237451]|  2.1895859241485596|      0.20589113|[494, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      38|[-0.0318505332429696, 2.2400351310343862, 1.2722554417953953, 5.5734403006152515, 2.141344268296535, 7.838356919691152]|  1.8413847684860229|      0.22876792|[507, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      39|[-0.0318505332429696, 2.2400351310343862, 1.2722554417953953, 5.5734403006152515, 2.141344268296535, 7.838356919691152]|  1.8413847684860229|      0.20589113|[521, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      40|[-0.0020173336861155, 2.2342839201676856, 1.155754290796687, 5.546896051188755, 1.994392978385742, 7.763548731069196]|  1.4910843372344971|      0.22876792|[534, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      41|[-0.0020173336861155, 2.2342839201676856, 1.155754290796687, 5.546896051188755, 1.994392978385742, 7.763548731069196]|  1.4910843372344971|      0.20589113|[547, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      42|[-0.0020173336861155, 2.2342839201676856, 1.155754290796687, 5.546896051188755, 1.994392978385742, 7.763548731069196]|  1.4910843372344971|      0.18530202|[560, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      43|[-0.0020173336861155, 2.2342839201676856, 1.155754290796687, 5.546896051188755, 1.994392978385742, 7.763548731069196]|  1.4910843372344971|      0.16677182|[573, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      44|[-0.0020173336861155, 2.2342839201676856, 1.155754290796687, 5.546896051188755, 1.994392978385742, 7.763548731069196]|  1.4910843372344971|      0.15009464|[586, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.1231641604018731, 2.2664950369154173, 1.1150623651156424, 5.518551410941799, 1.9367248973316062, 7.75758399956856]|  1.2394882440567017|      0.16677182|[599, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      46|[0.1231641604018731, 2.2664950369154173, 1.1150623651156424, 5.518551410941799, 1.9367248973316062, 7.75758399956856]|  1.2394882440567017|      0.15009464|[612, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.2094229884508761, 2.251693146971978, 1.0280293775255847, 5.486731791109482, 1.880519910684207, 7.701704767974922]|  1.0194629430770874|      0.16677182|[625, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      48|[0.2094229884508761, 2.251693146971978, 1.0280293775255847, 5.486731791109482, 1.880519910684207, 7.701704767974922]|  1.0194629430770874|      0.15009464|[638, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.3347293292424506, 2.2733812432808236, 1.0045921354410106, 5.454631455076096, 1.8149145263766278, 7.6799666760455265]|  0.8604407906532288|      0.16677182|[651, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      50|[0.3347293292424506, 2.2733812432808236, 1.0045921354410106, 5.454631455076096, 1.8149145263766278, 7.6799666760455265]|  0.8604407906532288|      0.15009464|[665, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.3347293292424506, 2.2733812432808236, 1.0045921354410106, 5.454631455076096, 1.8149145263766278, 7.6799666760455265]|  0.8604407906532288|      0.13508517|[678, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.3160809326355399, 2.260496599513586, 0.9945819040070533, 5.452360214564962, 1.6993712290753604, 7.614555590805228]|  0.7281256914138794|      0.15009464|[691, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      53|[0.3160809326355399, 2.260496599513586, 0.9945819040070533, 5.452360214564962, 1.6993712290753604, 7.614555590805228]|  0.7281256914138794|      0.13508517|[705, 106, 0, 106]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.3160809326355399, 2.260496599513586, 0.9945819040070533, 5.452360214564962, 1.6993712290753604, 7.614555590805228]|  0.7281256914138794|      0.12157665|[719, 108, 0, 108]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.3160809326355399, 2.260496599513586, 0.9945819040070533, 5.452360214564962, 1.6993712290753604, 7.614555590805228]|  0.7281256914138794|      0.10941899|[732, 110, 0, 110]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.3987596178753187, 2.2543037608762675, 0.9650339304849171, 5.441203485263388, 1.6382592756648273, 7.633691231415647]|  0.6057594418525696|      0.12157665|[746, 112, 0, 112]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      57|[0.3987596178753187, 2.2543037608762675, 0.9650339304849171, 5.441203485263388, 1.6382592756648273, 7.633691231415647]|  0.6057594418525696|      0.10941899|[759, 114, 0, 114]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.3987596178753187, 2.2543037608762675, 0.9650339304849171, 5.441203485263388, 1.6382592756648273, 7.633691231415647]|  0.6057594418525696|      0.09847709|[772, 116, 0, 116]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.4282001125659904, 2.2119884177409936, 0.8868380053666167, 5.427690110898713, 1.6112157615426106, 7.637132257088692]|  0.5192880630493164|      0.10941899|[785, 118, 0, 118]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      60|[0.4282001125659904, 2.2119884177409936, 0.8868380053666167, 5.427690110898713, 1.6112157615426106, 7.637132257088692]|  0.5192880630493164|      0.09847709|[799, 120, 0, 120]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.4945551933670589, 2.1808783541135552, 0.8747641923806135, 5.409913212063034, 1.55332852012394, 7.614456792825369]|  0.4189608693122864|      0.10941899|[812, 122, 0, 122]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      62|[0.4945551933670589, 2.1808783541135552, 0.8747641923806135, 5.409913212063034, 1.55332852012394, 7.614456792825369]|  0.4189608693122864|      0.09847709|[825, 124, 0, 124]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.4945551933670589, 2.1808783541135552, 0.8747641923806135, 5.409913212063034, 1.55332852012394, 7.614456792825369]|  0.4189608693122864|      0.08862938|[838, 126, 0, 126]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.5469861196842385, 2.14085516994677, 0.8423659220229892, 5.395733674651574, 1.506745289296844, 7.623600386664434]|  0.3388639688491821|      0.09847709|[852, 128, 0, 128]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      65|[0.5469861196842385, 2.14085516994677, 0.8423659220229892, 5.395733674651574, 1.506745289296844, 7.623600386664434]|  0.3388639688491821|      0.08862938|[865, 130, 0, 130]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.5469861196842385, 2.14085516994677, 0.8423659220229892, 5.395733674651574, 1.506745289296844, 7.623600386664434]|  0.3388639688491821|      0.07976644|[878, 132, 0, 132]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.5469861196842385, 2.14085516994677, 0.8423659220229892, 5.395733674651574, 1.506745289296844, 7.623600386664434]|  0.3388639688491821|      0.07178980|[892, 134, 0, 134]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.5745668812107095, 2.1243769765991454, 0.8146464533633522, 5.389296632409548, 1.449251281660419, 7.626086462938973]|  0.2803521752357483|      0.07976644|[906, 136, 0, 136]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      69|[0.5745668812107095, 2.1243769765991454, 0.8146464533633522, 5.389296632409548, 1.449251281660419, 7.626086462938973]|  0.2803521752357483|      0.07178980|[920, 138, 0, 138]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.5745668812107095, 2.1243769765991454, 0.8146464533633522, 5.389296632409548, 1.449251281660419, 7.626086462938973]|  0.2803521752357483|      0.06461082|[933, 140, 0, 140]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.5745668812107095, 2.1243769765991454, 0.8146464533633522, 5.389296632409548, 1.449251281660419, 7.626086462938973]|  0.2803521752357483|      0.05814974|[947, 142, 0, 142]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.6245890521573264, 2.108910653620758, 0.7973339391856807, 5.394529931703596, 1.4340875670364235, 7.616980510435955]|  0.2419218868017197|      0.06461082|[960, 144, 0, 144]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      73|[0.6245890521573264, 2.108910653620758, 0.7973339391856807, 5.394529931703596, 1.4340875670364235, 7.616980510435955]|  0.2419218868017197|      0.05814974|[973, 146, 0, 146]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.6376221808894494, 2.095345335078684, 0.7647744872167597, 5.394184183748535, 1.3924725839070033, 7.601635565770043]|  0.2036009430885315|      0.06461082|[986, 148, 0, 148]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      75|[0.6376221808894494, 2.095345335078684, 0.7647744872167597, 5.394184183748535, 1.3924725839070033, 7.601635565770043]|  0.2036009430885315|      0.05814974|[999, 150, 0, 150]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.6684268045096096, 2.088911964227168, 0.7389148107605192, 5.3630437633147094, 1.366077964533411, 7.594155309522011]|  0.1708214730024338|      0.06461082|[1012, 152, 0, 152]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      77|[0.6684268045096096, 2.088911964227168, 0.7389148107605192, 5.3630437633147094, 1.366077964533411, 7.594155309522011]|  0.1708214730024338|      0.05814974|[1025, 154, 0, 154]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.6684268045096096, 2.088911964227168, 0.7389148107605192, 5.3630437633147094, 1.366077964533411, 7.594155309522011]|  0.1708214730024338|      0.05233476|[1038, 156, 0, 156]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.6684268045096096, 2.088911964227168, 0.7389148107605192, 5.3630437633147094, 1.366077964533411, 7.594155309522011]|  0.1708214730024338|      0.04710129|[1051, 158, 0, 158]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.7079301184484184, 2.0872267426655022, 0.722769349952561, 5.352301590424944, 1.3496835668081022, 7.5909408125579825]|  0.1466681361198425|      0.05233476|[1064, 160, 0, 160]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
