k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.10000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[2.9126391916513072, 0.0513369836049696]                                        | 75.6229629516601562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[1.9325194303068773, -0.1470698041371273]                                       | 13.9083909988403320|     10.00000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[1.9325194303068773, -0.1470698041371273]                                       | 13.9083909988403320|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.9325194303068773, -0.1470698041371273]                                       | 13.9083909988403320|      0.10000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.8425455917881592, -0.1907127690021274]                                       | 11.3781032562255859|      1.00000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[1.8425455917881592, -0.1907127690021274]                                       | 11.3781032562255859|      0.10000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[1.0930876709441049, -0.4667688844685978]                                       |  2.4006276130676270|      0.10000000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.9982206594864096, -0.4983956158375762]                                       |  2.0364618301391602|      1.00000000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[0.9982206594864096, -0.4983956158375762]                                       |  2.0364618301391602|      0.10000000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.9023058251973608, -0.5266859775055421]                                       |  1.7430199384689331|      1.00000000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.9023058251973608, -0.5266859775055421]                                       |  1.7430199384689331|      0.10000000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.8057547888283362, -0.5527224399393539]                                       |  1.5041916370391846|      1.00000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[0.8057547888283362, -0.5527224399393539]                                       |  1.5041916370391846|      0.10000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.7092505769940447, -0.5789319248301755]                                       |  1.3076287508010864|      1.00000000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      31|[0.7092505769940447, -0.5789319248301755]                                       |  1.3076287508010864|      0.10000000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.6123094449274021, -0.6034761077181384]                                       |  1.1448807716369629|      1.00000000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.6123094449274021, -0.6034761077181384]                                       |  1.1448807716369629|      0.10000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.5194046879112777, -0.6404721362046513]                                       |  1.0099141597747803|      1.00000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.5194046879112777, -0.6404721362046513]                                       |  1.0099141597747803|      0.10000000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.4256796328137593, -0.6753377933326495]                                       |  0.9020578265190125|      1.00000000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.4256796328137593, -0.6753377933326495]                                       |  0.9020578265190125|      0.10000000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.4256796328137593, -0.6753377933326495]                                       |  0.9020578265190125|      0.01000000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.4163589254513616, -0.6789605566791219]                                       |  0.8928600549697876|      0.10000000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.4163589254513616, -0.6789605566791219]                                       |  0.8928600549697876|      0.01000000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.406936001112729, -0.6823084660130803]                                        |  0.8839687108993530|      0.10000000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.406936001112729, -0.6823084660130803]                                        |  0.8839687108993530|      0.01000000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.3975072671995757, -0.6856399787017778]                                       |  0.8753885626792908|      0.10000000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.3975072671995757, -0.6856399787017778]                                       |  0.8753885626792908|      0.01000000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.3880605473926207, -0.6889201440770121]                                       |  0.8671256303787231|      0.10000000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.3880605473926207, -0.6889201440770121]                                       |  0.8671256303787231|      0.01000000|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.3786144403970938, -0.6922020737881815]                                       |  0.8591851592063904|      0.10000000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.3786144403970938, -0.6922020737881815]                                       |  0.8591851592063904|      0.01000000|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.3692077886985657, -0.6955954355169954]                                       |  0.8515745997428894|      0.10000000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.3692077886985657, -0.6955954355169954]                                       |  0.8515745997428894|      0.01000000|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.3597126186686433, -0.6987325912515524]                                       |  0.8442991375923157|      0.10000000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.3597126186686433, -0.6987325912515524]                                       |  0.8442991375923157|      0.01000000|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.350255559856915, -0.7019828279554728]                                        |  0.8373659253120422|      0.10000000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.350255559856915, -0.7019828279554728]                                        |  0.8373659253120422|      0.01000000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.3406998834991887, -0.7049305473020846]                                       |  0.8307797908782959|      0.10000000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[0.3406998834991887, -0.7049305473020846]                                       |  0.8307797908782959|      0.01000000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.3311142952843899, -0.7077794942261797]                                       |  0.8245462775230408|      0.10000000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.3311142952843899, -0.7077794942261797]                                       |  0.8245462775230408|      0.01000000|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.3215749906018087, -0.7107797719088093]                                       |  0.8186739087104797|      0.10000000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.3215749906018087, -0.7107797719088093]                                       |  0.8186739087104797|      0.01000000|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.3119701750824706, -0.7135632084249672]                                       |  0.8131663203239441|      0.10000000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.3119701750824706, -0.7135632084249672]                                       |  0.8131663203239441|      0.01000000|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.3022512098339845, -0.715917293066334]                                        |  0.8080262541770935|      0.10000000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.3022512098339845, -0.715917293066334]                                        |  0.8080262541770935|      0.01000000|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.2924873460352525, -0.7180776087191522]                                       |  0.8032571077346802|      0.10000000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.2924873460352525, -0.7180776087191522]                                       |  0.8032571077346802|      0.01000000|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.2826317883836538, -0.7197711208614214]                                       |  0.7988618612289429|      0.10000000|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.2826317883836538, -0.7197711208614214]                                       |  0.7988618612289429|      0.01000000|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.2727373819803274, -0.7212205076027071]                                       |  0.7948384284973145|      0.10000000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.2727373819803274, -0.7212205076027071]                                       |  0.7948384284973145|      0.01000000|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.2628109899907834, -0.7224315988750382]                                       |  0.7911867499351501|      0.10000000|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.2628109899907834, -0.7224315988750382]                                       |  0.7911867499351501|      0.01000000|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.2529469578450724, -0.724075031206587]                                        |  0.7879162430763245|      0.10000000|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[0.2529469578450724, -0.724075031206587]                                        |  0.7879162430763245|      0.01000000|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.2429469665060546, -0.7240881924971829]                                       |  0.7850120067596436|      0.10000000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.2429469665060546, -0.7240881924971829]                                       |  0.7850120067596436|      0.01000000|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.2329502746310101, -0.7238309930504121]                                       |  0.7824591994285583|      0.10000000|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.2329502746310101, -0.7238309930504121]                                       |  0.7824591994285583|      0.01000000|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.2229509338176331, -0.7239458115939191]                                       |  0.7802606821060181|      0.10000000|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.2229509338176331, -0.7239458115939191]                                       |  0.7802606821060181|      0.01000000|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
