k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.3523386544900162, 0.4694623073445165]                                       | 28.1665019989013672|      5.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[-0.3523386544900162, 0.4694623073445165]                                       | 28.1665019989013672|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.3523386544900162, 0.4694623073445165]                                       | 28.1665019989013672|      0.20000000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.2682069908061127, 0.2880184781141497]                                       | 11.0524120330810547|      1.00000000|[26, 9, 0, 9]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[-0.2682069908061127, 0.2880184781141497]                                       | 11.0524120330810547|      0.20000000|[32, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[-0.0321447517687698, 0.0023488096228026]                                       |  1.0658901929855347|      0.04000000|[104, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[0.0058098186540108, -0.0102785647686612]                                       |  0.9989793896675110|      0.20000000|[109, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      18|[0.0058098186540108, -0.0102785647686612]                                       |  0.9989793896675110|      0.04000000|[117, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.0416987593875042, 0.0073845021515482]                                        |  0.9236878156661987|      0.20000000|[122, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[0.2392989715069724, -0.0235049162686903]                                       |  0.7171105742454529|      1.00000000|[128, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      21|[0.2392989715069724, -0.0235049162686903]                                       |  0.7171105742454529|      0.20000000|[135, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.2392989715069724, -0.0235049162686903]                                       |  0.7171105742454529|      0.04000000|[141, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.2367328318391189, 0.0164126854529195]                                        |  0.5835662484169006|      0.20000000|[146, 54, 0, 54]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[0.4284037054136738, 0.0735290248241218]                                        |  0.3293190300464630|      1.00000000|[151, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[0.4284037054136738, 0.0735290248241218]                                        |  0.3293190300464630|      0.20000000|[157, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.4284037054136738, 0.0735290248241218]                                        |  0.3293190300464630|      0.04000000|[165, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.4284037054136738, 0.0735290248241218]                                        |  0.3293190300464630|      0.00800000|[171, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.4284037054136738, 0.0735290248241218]                                        |  0.3293190300464630|      0.00160000|[177, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.4292192522492949, 0.0749055724473112]                                        |  0.3275288343429565|      0.00800000|[183, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[0.434803569330226, 0.0806340454322891]                                         |  0.3196926712989807|      0.04000000|[189, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[0.4715333664243221, 0.0964745632718841]                                        |  0.2862792015075684|      0.20000000|[196, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      32|[0.4715333664243221, 0.0964745632718841]                                        |  0.2862792015075684|      0.04000000|[203, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.4715333664243221, 0.0964745632718841]                                        |  0.2862792015075684|      0.00800000|[209, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.4709666255542684, 0.1044544633205194]                                        |  0.2798763215541840|      0.04000000|[215, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[0.5066212648553198, 0.1225858365810306]                                        |  0.2489671111106873|      0.20000000|[220, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[0.5066212648553198, 0.1225858365810306]                                        |  0.2489671111106873|      0.04000000|[227, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.5066212648553198, 0.1225858365810306]                                        |  0.2489671111106873|      0.00800000|[234, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.5069485467952877, 0.1305791391858224]                                        |  0.2431084364652634|      0.04000000|[239, 89, 0, 89]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[0.5339607563333545, 0.160080673652212]                                         |  0.2233406156301498|      0.20000000|[245, 91, 0, 91]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[0.5339607563333545, 0.160080673652212]                                         |  0.2233406156301498|      0.04000000|[252, 94, 0, 94]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.5339607563333545, 0.160080673652212]                                         |  0.2233406156301498|      0.00800000|[259, 97, 0, 97]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.540205851018478, 0.1550807944162861]                                         |  0.2120677381753922|      0.04000000|[265, 99, 0, 99]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[0.5662295817775526, 0.1854578488715698]                                        |  0.1896899789571762|      0.20000000|[271, 101, 0, 101]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[0.5662295817775526, 0.1854578488715698]                                        |  0.1896899789571762|      0.04000000|[277, 103, 0, 103]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[0.5662295817775526, 0.1854578488715698]                                        |  0.1896899789571762|      0.00800000|[283, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.5742105847337073, 0.1849068572075237]                                        |  0.1832507848739624|      0.04000000|[288, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      47|[0.5742105847337073, 0.1849068572075237]                                        |  0.1832507848739624|      0.00800000|[294, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.5797528272074001, 0.1906760467834344]                                        |  0.1783604621887207|      0.04000000|[300, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[0.5797528272074001, 0.1906760467834344]                                        |  0.1783604621887207|      0.00800000|[306, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[0.5832267124792911, 0.1978824412437549]                                        |  0.1737253814935684|      0.04000000|[311, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      51|[0.5832267124792911, 0.1978824412437549]                                        |  0.1737253814935684|      0.00800000|[319, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[0.586700633231381, 0.2050888186005271]                                         |  0.1717998832464218|      0.04000000|[324, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      53|[0.586700633231381, 0.2050888186005271]                                         |  0.1717998832464218|      0.00800000|[330, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[0.586700633231381, 0.2050888186005271]                                         |  0.1717998832464218|      0.00160000|[337, 125, 0, 125]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.5881720944045643, 0.2044604858735314]                                        |  0.1696991473436356|      0.00800000|[343, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[0.5881720944045643, 0.2044604858735314]                                        |  0.1696991473436356|      0.00160000|[349, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.5897481725167835, 0.2041848451940526]                                        |  0.1683932840824127|      0.00800000|[354, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[0.5946805106894416, 0.2104834196478904]                                        |  0.1642870455980301|      0.04000000|[361, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      59|[0.5946805106894416, 0.2104834196478904]                                        |  0.1642870455980301|      0.00800000|[367, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[0.6013040616595371, 0.2149699074219233]                                        |  0.1595545709133148|      0.04000000|[373, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[0.6013040616595371, 0.2149699074219233]                                        |  0.1595545709133148|      0.00800000|[379, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[0.6066137130860265, 0.2209538527533229]                                        |  0.1552671492099762|      0.04000000|[384, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[0.6066137130860265, 0.2209538527533229]                                        |  0.1552671492099762|      0.00800000|[392, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[0.612176095116372, 0.2267036271965936]                                         |  0.1511446237564087|      0.04000000|[399, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      65|[0.612176095116372, 0.2267036271965936]                                         |  0.1511446237564087|      0.00800000|[405, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[0.6150807832777464, 0.2341576721847307]                                        |  0.1483752727508545|      0.04000000|[412, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      67|[0.6150807832777464, 0.2341576721847307]                                        |  0.1483752727508545|      0.00800000|[419, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[0.6226235698075416, 0.2368234500010425]                                        |  0.1444767415523529|      0.04000000|[426, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      69|[0.6226235698075416, 0.2368234500010425]                                        |  0.1444767415523529|      0.00800000|[434, 162, 0, 162]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
