k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6047031169957234, 0.0592594898483744, 0.1402082895533107, 0.7807862401355135, 0.0033430401047698, -0.000318595469406, -0.0005583824875345, 0.0040913025078597, -0.0008774882044066, 0.0044433598889094, -0.0163058545312533, 0.0188023401306872, 0.0113684395782558, -0.0134123938124351, 0.0033118989571336, 0.0116004746001019, -0.001374018467313, -0.0077976911875152, -0.0159906520128618, 0.0032850979219523, -0.0090687773129048, -0.0016077186020215]| 13.1523332595825195|      2.00000000|[111, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
      23|[1.3935105671819843, 0.1699098286181079, 0.3814126177451193, 1.9915541344322572, 0.0514939541076871, -0.0409672867495003, 0.0147273750709783, -0.1402375576140926, -0.0822316489078299, -0.0522710982561073, 0.021627708983444, -0.163850844856096, 0.0193991036695068, -0.0839805027956883, -0.122003975392072, -0.0783453103761122, -0.0450540598588155, -0.1696649248321507, 0.017915676918286, 0.0795369816925836, 0.0705682235409907, -0.0059362670264173]| 12.1443796157836914|      0.00781250|[2523, 368, 0, 46]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      24|[1.3935105671819843, 0.1699098286181079, 0.3814126177451193, 1.9915541344322572, 0.0514939541076871, -0.0409672867495003, 0.0147273750709783, -0.1402375576140926, -0.0822316489078299, -0.0522710982561073, 0.021627708983444, -0.163850844856096, 0.0193991036695068, -0.0839805027956883, -0.122003975392072, -0.0783453103761122, -0.0450540598588155, -0.1696649248321507, 0.017915676918286, 0.0795369816925836, 0.0705682235409907, -0.0059362670264173]| 12.1443796157836914|      0.00390625|[2633, 384, 0, 48]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      25|[1.390720281805247, 0.168932063958513, 0.3820697828098615, 1.993726565122368, 0.0511241518436101, -0.0411765538392491, 0.0149502968483472, -0.1408261996711621, -0.0823445810405807, -0.0519748144519858, 0.0219149476253947, -0.1635760555340115, 0.0193640718964518, -0.0843235915761684, -0.1222121147945039, -0.0786460580939056, -0.0447553696568966, -0.1697550097732272, 0.0180303811156908, 0.0795693781196673, 0.070957698600818, -0.0058157599229045]| 12.1443729400634766|      0.00781250|[2743, 400, 0, 50]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      26|[1.390720281805247, 0.168932063958513, 0.3820697828098615, 1.993726565122368, 0.0511241518436101, -0.0411765538392491, 0.0149502968483472, -0.1408261996711621, -0.0823445810405807, -0.0519748144519858, 0.0219149476253947, -0.1635760555340115, 0.0193640718964518, -0.0843235915761684, -0.1222121147945039, -0.0786460580939056, -0.0447553696568966, -0.1697550097732272, 0.0180303811156908, 0.0795693781196673, 0.070957698600818, -0.0058157599229045]| 12.1443729400634766|      0.00390625|[2854, 416, 0, 52]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      27|[1.387441756247859, 0.1677917482279455, 0.3826352207502823, 1.9953334772226425, 0.0510688875455603, -0.0410502649413899, 0.0148615017677252, -0.1407817742937049, -0.0822430256064303, -0.0518754322508103, 0.0218512291644932, -0.1638417476136502, 0.0192720999273731, -0.0844914962407687, -0.1221669217308496, -0.0785075792029483, -0.0446837721336921, -0.1698223852712515, 0.0177285693521415, 0.0795783168910219, 0.071081346081314, -0.0059165299744685]| 12.1443643569946289|      0.00781250|[2963, 432, 0, 54]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      28|[1.387441756247859, 0.1677917482279455, 0.3826352207502823, 1.9953334772226425, 0.0510688875455603, -0.0410502649413899, 0.0148615017677252, -0.1407817742937049, -0.0822430256064303, -0.0518754322508103, 0.0218512291644932, -0.1638417476136502, 0.0192720999273731, -0.0844914962407687, -0.1221669217308496, -0.0785075792029483, -0.0446837721336921, -0.1698223852712515, 0.0177285693521415, 0.0795783168910219, 0.071081346081314, -0.0059165299744685]| 12.1443643569946289|      0.00390625|[3072, 448, 0, 56]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      29|[1.3850317018169505, 0.1667917268460109, 0.3837750023442612, 1.9975926980955268, 0.0514136140643218, -0.0412358239206828, 0.0147965097534957, -0.1407869013641085, -0.0816835260053387, -0.0518450616912549, 0.0219921039096165, -0.1642591078787128, 0.0193850513751041, -0.0844596437890231, -0.1229865741259226, -0.0791117415146223, -0.0449752010537389, -0.170043321774862, 0.0175018811595794, 0.0796996367044664, 0.0711524147982587, -0.0062717360866205]| 12.1443576812744141|      0.00781250|[3182, 464, 0, 58]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      30|[1.3850317018169505, 0.1667917268460109, 0.3837750023442612, 1.9975926980955268, 0.0514136140643218, -0.0412358239206828, 0.0147965097534957, -0.1407869013641085, -0.0816835260053387, -0.0518450616912549, 0.0219921039096165, -0.1642591078787128, 0.0193850513751041, -0.0844596437890231, -0.1229865741259226, -0.0791117415146223, -0.0449752010537389, -0.170043321774862, 0.0175018811595794, 0.0796996367044664, 0.0711524147982587, -0.0062717360866205]| 12.1443576812744141|      0.00390625|[3291, 480, 0, 60]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      31|[1.3820108071159927, 0.1654595673893143, 0.3845121857649615, 1.999424843786765, 0.0512765441477471, -0.0411720372986915, 0.0145571512017829, -0.14052202688304, -0.0818168782952637, -0.0519916719796324, 0.0220499535353484, -0.1641545468950714, 0.01944257102169, -0.0844858339592756, -0.1231918454016559, -0.0791964331362197, -0.0452527175274052, -0.1698508990772908, 0.017726016033357, 0.0798782005947838, 0.0711835770881784, -0.006209805099442]| 12.1443500518798828|      0.00781250|[3400, 496, 0, 62]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      32|[1.3820108071159927, 0.1654595673893143, 0.3845121857649615, 1.999424843786765, 0.0512765441477471, -0.0411720372986915, 0.0145571512017829, -0.14052202688304, -0.0818168782952637, -0.0519916719796324, 0.0220499535353484, -0.1641545468950714, 0.01944257102169, -0.0844858339592756, -0.1231918454016559, -0.0791964331362197, -0.0452527175274052, -0.1698508990772908, 0.017726016033357, 0.0798782005947838, 0.0711835770881784, -0.006209805099442]| 12.1443500518798828|      0.00390625|[3510, 512, 0, 64]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      33|[1.3795315028287287, 0.1637531822577476, 0.3850061473992449, 2.0015736480111985, 0.0514967514662861, -0.0406116718046624, 0.0142689539801808, -0.1405292544811833, -0.0820367043246966, -0.0517139681283631, 0.0220692023069978, -0.1643257557769158, 0.0192719714421032, -0.0845022359533314, -0.1231074445524483, -0.0794534760110218, -0.0455869751029348, -0.1693503400424242, 0.017443729613012, 0.0802164673878824, 0.0711826427882567, -0.0064909255213296]| 12.1443424224853516|      0.00781250|[3620, 528, 0, 66]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      34|[1.3795315028287287, 0.1637531822577476, 0.3850061473992449, 2.0015736480111985, 0.0514967514662861, -0.0406116718046624, 0.0142689539801808, -0.1405292544811833, -0.0820367043246966, -0.0517139681283631, 0.0220692023069978, -0.1643257557769158, 0.0192719714421032, -0.0845022359533314, -0.1231074445524483, -0.0794534760110218, -0.0455869751029348, -0.1693503400424242, 0.017443729613012, 0.0802164673878824, 0.0711826427882567, -0.0064909255213296]| 12.1443424224853516|      0.00390625|[3731, 544, 0, 68]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      35|[1.3769791093154382, 0.1624471252989202, 0.3857377917281863, 2.0040167137228773, 0.0514922372232457, -0.0407176998042937, 0.0142500107788682, -0.1404369254106483, -0.0817900834684344, -0.0516788081829883, 0.0218495392171549, -0.1644812053808968, 0.0193733646278182, -0.0847288538602807, -0.1230198038612323, -0.0795709120597895, -0.0455283248461137, -0.1689780306785682, 0.0176079823580029, 0.0801306852210353, 0.0714075066954965, -0.006226853569148]| 12.1443347930908203|      0.00781250|[3842, 560, 0, 70]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      36|[1.3769791093154382, 0.1624471252989202, 0.3857377917281863, 2.0040167137228773, 0.0514922372232457, -0.0407176998042937, 0.0142500107788682, -0.1404369254106483, -0.0817900834684344, -0.0516788081829883, 0.0218495392171549, -0.1644812053808968, 0.0193733646278182, -0.0847288538602807, -0.1230198038612323, -0.0795709120597895, -0.0455283248461137, -0.1689780306785682, 0.0176079823580029, 0.0801306852210353, 0.0714075066954965, -0.006226853569148]| 12.1443347930908203|      0.00390625|[3953, 576, 0, 72]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      37|[1.3737519982590802, 0.1611260990756313, 0.3865554613530046, 2.0054803961331404, 0.0516183723678712, -0.0406190784017116, 0.0145072244530158, -0.1405608103502358, -0.081656758083417, -0.0518893611989522, 0.0219600269114375, -0.164554542990555, 0.0193916384420341, -0.0845416510494529, -0.122968857322452, -0.079471823941149, -0.0455158445334089, -0.1688850029159031, 0.0176419370599335, 0.080060700262501, 0.0713207464835469, -0.0064042387957539]| 12.1443271636962891|      0.00781250|[4062, 592, 0, 74]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      38|[1.3737519982590802, 0.1611260990756313, 0.3865554613530046, 2.0054803961331404, 0.0516183723678712, -0.0406190784017116, 0.0145072244530158, -0.1405608103502358, -0.081656758083417, -0.0518893611989522, 0.0219600269114375, -0.164554542990555, 0.0193916384420341, -0.0845416510494529, -0.122968857322452, -0.079471823941149, -0.0455158445334089, -0.1688850029159031, 0.0176419370599335, 0.080060700262501, 0.0713207464835469, -0.0064042387957539]| 12.1443271636962891|      0.00390625|[4171, 608, 0, 76]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      39|[1.371689132700815, 0.1599880490003142, 0.3874811608625313, 2.008404430915372, 0.0516206660703711, -0.0406311814363791, 0.0146231102108042, -0.140437492820417, -0.081586981342844, -0.051960691943573, 0.0218978838498903, -0.164573278758995, 0.0191556461003868, -0.0845106697332284, -0.1229809707734669, -0.0795715287032537, -0.0453708665112894, -0.168933344563863, 0.0178537323290634, 0.0803669499216444, 0.0713463431362907, -0.0062340540714537]| 12.1443195343017578|      0.00781250|[4280, 624, 0, 78]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      40|[1.371689132700815, 0.1599880490003142, 0.3874811608625313, 2.008404430915372, 0.0516206660703711, -0.0406311814363791, 0.0146231102108042, -0.140437492820417, -0.081586981342844, -0.051960691943573, 0.0218978838498903, -0.164573278758995, 0.0191556461003868, -0.0845106697332284, -0.1229809707734669, -0.0795715287032537, -0.0453708665112894, -0.168933344563863, 0.0178537323290634, 0.0803669499216444, 0.0713463431362907, -0.0062340540714537]| 12.1443195343017578|      0.00390625|[4389, 640, 0, 80]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      41|[1.3683459394668165, 0.1585378522931803, 0.3876220057767137, 2.009619019516088, 0.051646624779422, -0.0404469400526985, 0.0146403232439734, -0.1407904965000525, -0.0817543856874144, -0.0520979569987632, 0.0220536848316571, -0.1643608367723635, 0.0188784437478179, -0.0846619720934877, -0.1229511582270638, -0.0793921879147587, -0.045375748081117, -0.1691104424374228, 0.0180589416534846, 0.0803494021191418, 0.0713764279016892, -0.0062545456744788]| 12.1443119049072266|      0.00781250|[4499, 656, 0, 82]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      42|[1.3683459394668165, 0.1585378522931803, 0.3876220057767137, 2.009619019516088, 0.051646624779422, -0.0404469400526985, 0.0146403232439734, -0.1407904965000525, -0.0817543856874144, -0.0520979569987632, 0.0220536848316571, -0.1643608367723635, 0.0188784437478179, -0.0846619720934877, -0.1229511582270638, -0.0793921879147587, -0.045375748081117, -0.1691104424374228, 0.0180589416534846, 0.0803494021191418, 0.0713764279016892, -0.0062545456744788]| 12.1443119049072266|      0.00390625|[4609, 672, 0, 84]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      43|[1.3665956189477535, 0.1571441195346272, 0.3887522131663868, 2.0123520830400685, 0.0514622828842841, -0.0406172370739614, 0.0139275713702061, -0.1409188400436182, -0.0819240384395258, -0.0518350349008937, 0.0216187025672639, -0.1645908990840121, 0.0184291840719237, -0.0847733625973272, -0.1226015028005274, -0.0795241950268118, -0.0457699440009034, -0.1688930809739305, 0.0179357731375794, 0.0802862919865267, 0.071359439952051, -0.0062082072255508]| 12.1443052291870117|      0.00781250|[4718, 688, 0, 86]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      44|[1.3665956189477535, 0.1571441195346272, 0.3887522131663868, 2.0123520830400685, 0.0514622828842841, -0.0406172370739614, 0.0139275713702061, -0.1409188400436182, -0.0819240384395258, -0.0518350349008937, 0.0216187025672639, -0.1645908990840121, 0.0184291840719237, -0.0847733625973272, -0.1226015028005274, -0.0795241950268118, -0.0457699440009034, -0.1688930809739305, 0.0179357731375794, 0.0802862919865267, 0.071359439952051, -0.0062082072255508]| 12.1443052291870117|      0.00390625|[4827, 704, 0, 88]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      45|[1.363233945453301, 0.1560857844755698, 0.3892726083723958, 2.0138489480754056, 0.0516021825434655, -0.0405704813074292, 0.0138659609051051, -0.1409572988183022, -0.0817890742205916, -0.0519374847303309, 0.0216422491943475, -0.1646677634281626, 0.0184158621549114, -0.0847688218328879, -0.1226589090261906, -0.0795796989362945, -0.0460079256172837, -0.1690257331038696, 0.018267407057624, 0.0804604409954536, 0.0713772896943875, -0.0060012997103637]| 12.1442975997924805|      0.00781250|[4936, 720, 0, 90]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      46|[1.363233945453301, 0.1560857844755698, 0.3892726083723958, 2.0138489480754056, 0.0516021825434655, -0.0405704813074292, 0.0138659609051051, -0.1409572988183022, -0.0817890742205916, -0.0519374847303309, 0.0216422491943475, -0.1646677634281626, 0.0184158621549114, -0.0847688218328879, -0.1226589090261906, -0.0795796989362945, -0.0460079256172837, -0.1690257331038696, 0.018267407057624, 0.0804604409954536, 0.0713772896943875, -0.0060012997103637]| 12.1442975997924805|      0.00390625|[5046, 736, 0, 92]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
