k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0504818736314482, 0.0349317551514683, 0.128930598848348, -0.1699635064380123, 0.6181293306675567, -0.0424573631285651, 0.5886188240829191, 0.2525508560297368, 0.3957020444919824]|67418.8558180198015179|      2.00000000|[13, 1, 1, 2]                                                              |  | used linear model with 14 points | iterate success | actual_k=1
      13|[0.0211229692849153, 0.1174344234599314, 0.093355179100602, -0.0174073423974548, 0.8312300385617253, -0.0200448638368442, 0.6298827316996103, 0.3397317052795341, 0.5127228942455533]|1073.7764396664401829|      0.03125000|[174, 8, 13, 26]                                                           |  | used linear model with 14 points | iterate failure | actual_k=1
      14|[0.0211229692849153, 0.1174344234599314, 0.093355179100602, -0.0174073423974548, 0.8312300385617253, -0.0200448638368442, 0.6298827316996103, 0.3397317052795341, 0.5127228942455533]|1073.7764396664401829|      0.01562500|[187, 9, 14, 28]                                                           |  | used linear model with 14 points | iterate failure | actual_k=1
      15|[0.0225139907078798, 0.1144682055755738, 0.0938368812427306, -0.0032172888406927, 0.8345428448484246, -0.0188915554655657, 0.6340352388399048, 0.3400263393673706, 0.5142002731669868]|730.8717131037067247|      0.03125000|[200, 10, 15, 30]                                                          |  | used linear model with 14 points | iterate success | actual_k=1
      16|[0.0225139907078798, 0.1144682055755738, 0.0938368812427306, -0.0032172888406927, 0.8345428448484246, -0.0188915554655657, 0.6340352388399048, 0.3400263393673706, 0.5142002731669868]|730.8717131037067247|      0.01562500|[213, 11, 16, 32]                                                          |  | used linear model with 14 points | iterate failure | actual_k=1
      17|[0.0225139907078798, 0.1144682055755738, 0.0938368812427306, -0.0032172888406927, 0.8345428448484246, -0.0188915554655657, 0.6340352388399048, 0.3400263393673706, 0.5142002731669868]|730.8717131037067247|      0.00781250|[227, 11, 17, 34]                                                          |  | used linear model with 14 points | iterate failure | actual_k=1
      18|[0.0228063801053564, 0.1146206195344231, 0.093735428746427, -0.0021358163104211, 0.8381957907247272, -0.0121781749108483, 0.6329187644856631, 0.3399686314029494, 0.5139117909454183]|636.9681732786887096|      0.01562500|[241, 11, 18, 36]                                                          |  | used linear model with 14 points | iterate success | actual_k=1
      19|[0.0226010954396369, 0.1143840175166634, 0.0907927897037314, 0.0079604410191904, 0.8451396905443217, -0.0083536122728625, 0.6301881033402021, 0.3477400353443134, 0.5155709209892253]|520.0661609982360005|      0.03125000|[254, 12, 19, 38]                                                          |  | used linear model with 14 points | iterate success | actual_k=1
      20|[0.0226010954396369, 0.1143840175166634, 0.0907927897037314, 0.0079604410191904, 0.8451396905443217, -0.0083536122728625, 0.6301881033402021, 0.3477400353443134, 0.5155709209892253]|520.0661609982360005|      0.01562500|[267, 13, 20, 40]                                                          |  | used linear model with 14 points | iterate failure | actual_k=1
      21|[0.0226010954396369, 0.1143840175166634, 0.0907927897037314, 0.0079604410191904, 0.8451396905443217, -0.0083536122728625, 0.6301881033402021, 0.3477400353443134, 0.5155709209892253]|520.0661609982360005|      0.00781250|[280, 14, 21, 42]                                                          |  | used linear model with 14 points | iterate failure | actual_k=1
      22|[0.0247712012559436, 0.1140571821633282, 0.089675029485831, 0.0042338047736076, 0.8482226159868701, -0.0029141981474926, 0.6306328114160937, 0.3489375880114117, 0.5149724086155795]|471.1170159061561549|      0.01562500|[294, 14, 22, 44]                                                          |  | used linear model with 14 points | iterate success | actual_k=1
      23|[0.0259975330470053, 0.1079572062495749, 0.0828291945657082, 0.0020830401862463, 0.8550569436229601, -0.0083417674426267, 0.6266381308895604, 0.3412911628312126, 0.513143761058042]|442.1591611209929624|      0.03125000|[307, 15, 23, 46]                                                          |  | used linear model with 14 points | iterate success | actual_k=1
      24|[0.0259975330470053, 0.1079572062495749, 0.0828291945657082, 0.0020830401862463, 0.8550569436229601, -0.0083417674426267, 0.6266381308895604, 0.3412911628312126, 0.513143761058042]|442.1591611209929624|      0.01562500|[320, 16, 24, 48]                                                          |  | used linear model with 14 points | iterate failure | actual_k=1
      25|[0.0259975330470053, 0.1079572062495749, 0.0828291945657082, 0.0020830401862463, 0.8550569436229601, -0.0083417674426267, 0.6266381308895604, 0.3412911628312126, 0.513143761058042]|442.1591611209929624|      0.00781250|[333, 17, 25, 50]                                                          |  | used linear model with 14 points | iterate failure | actual_k=1
      26|[0.0264312602079855, 0.1064595969398474, 0.0854686439705274, 0.0043798285124673, 0.859602286953371, -0.0053926929487905, 0.6226420260543298, 0.3411605267534624, 0.5121342227582678]|382.2531359966209266|      0.01562500|[346, 18, 26, 52]                                                          |  | used linear model with 14 points | iterate success | actual_k=1
      27|[0.0264312602079855, 0.1064595969398474, 0.0854686439705274, 0.0043798285124673, 0.859602286953371, -0.0053926929487905, 0.6226420260543298, 0.3411605267534624, 0.5121342227582678]|382.2531359966209266|      0.00781250|[359, 19, 27, 54]                                                          |  | used linear model with 14 points | iterate failure | actual_k=1
      28|[0.025951736087773, 0.108269732030995, 0.08728714319374, 0.0075039196153431, 0.866206300790898, -0.005184906290966, 0.6219628953878485, 0.3407384437156614, 0.512541889977537]|327.7706339179918587|      0.01562500|[372, 20, 28, 56]                                                          |  | used linear model with 14 points | iterate success | actual_k=1
      29|[0.025951736087773, 0.108269732030995, 0.08728714319374, 0.0075039196153431, 0.866206300790898, -0.005184906290966, 0.6219628953878485, 0.3407384437156614, 0.512541889977537]|327.7706339179918587|      0.00781250|[385, 21, 29, 58]                                                          |  | used linear model with 14 points | iterate failure | actual_k=1
      30|[0.0268986324218455, 0.1084958997093947, 0.089437884074154, 0.0040616776535536, 0.8710159181043735, -0.0009821110494726, 0.6217226413664136, 0.339082026711846, 0.512665703854919]|307.0768781256348916|      0.01562500|[398, 22, 30, 60]                                                          |  | used linear model with 14 points | iterate success | actual_k=1
      31|[0.0241868906639456, 0.1072743722429681, 0.0994110837097264, 0.008907374120227, 0.8726554937648312, 0.0012657478473437, 0.6268603778397163, 0.3315417197468151, 0.5080444676667591]|261.8958062915416463|      0.03125000|[411, 23, 31, 62]                                                          |  | used linear model with 14 points | iterate success | actual_k=1
      32|[0.0241868906639456, 0.1072743722429681, 0.0994110837097264, 0.008907374120227, 0.8726554937648312, 0.0012657478473437, 0.6268603778397163, 0.3315417197468151, 0.5080444676667591]|261.8958062915416463|      0.01562500|[424, 24, 32, 64]                                                          |  | used linear model with 14 points | iterate failure | actual_k=1
      33|[0.0241868906639456, 0.1072743722429681, 0.0994110837097264, 0.008907374120227, 0.8726554937648312, 0.0012657478473437, 0.6268603778397163, 0.3315417197468151, 0.5080444676667591]|261.8958062915416463|      0.00781250|[438, 24, 33, 66]                                                          |  | used linear model with 14 points | iterate failure | actual_k=1
      34|[0.023902004062131, 0.1090676040800238, 0.0993288946071305, 0.0143575040105473, 0.8771821615035584, 0.0018417629565056, 0.6259344094936679, 0.3340610557137695, 0.5080187914591301]|237.7977117501463056|      0.01562500|[451, 25, 34, 68]                                                          |  | used linear model with 14 points | iterate success | actual_k=1
      35|[0.023902004062131, 0.1090676040800238, 0.0993288946071305, 0.0143575040105473, 0.8771821615035584, 0.0018417629565056, 0.6259344094936679, 0.3340610557137695, 0.5080187914591301]|237.7977117501463056|      0.00781250|[464, 26, 35, 70]                                                          |  | used linear model with 14 points | iterate failure | actual_k=1
      36|[0.0279034063598502, 0.1099740654274017, 0.0962117563752537, 0.00968335098979, 0.8796406046438974, 0.0041125148983158, 0.6267056765877214, 0.3332024713501065, 0.5083439520564108]|221.3361382616649564|      0.01562500|[477, 27, 36, 72]                                                          |  | used linear model with 14 points | iterate success | actual_k=1
      37|[0.0279034063598502, 0.1099740654274017, 0.0962117563752537, 0.00968335098979, 0.8796406046438974, 0.0041125148983158, 0.6267056765877214, 0.3332024713501065, 0.5083439520564108]|221.3361382616649564|      0.00781250|[491, 27, 37, 74]                                                          |  | used linear model with 14 points | iterate failure | actual_k=1
      38|[0.0279034063598502, 0.1099740654274017, 0.0962117563752537, 0.00968335098979, 0.8796406046438974, 0.0041125148983158, 0.6267056765877214, 0.3332024713501065, 0.5083439520564108]|221.3361382616649564|      0.00390625|[504, 28, 38, 76]                                                          |  | used linear model with 14 points | iterate failure | actual_k=1
      39|[0.0276668468291959, 0.1100068646397785, 0.0950412078502158, 0.0127045106208471, 0.8807435592543202, 0.003100815360668, 0.6259473291441949, 0.3323118639500161, 0.5093907788250303]|206.9500310251201824|      0.00781250|[517, 29, 39, 78]                                                          |  | used linear model with 14 points | iterate success | actual_k=1
      40|[0.0276668468291959, 0.1100068646397785, 0.0950412078502158, 0.0127045106208471, 0.8807435592543202, 0.003100815360668, 0.6259473291441949, 0.3323118639500161, 0.5093907788250303]|206.9500310251201824|      0.00390625|[530, 30, 40, 80]                                                          |  | used linear model with 14 points | iterate failure | actual_k=1
      41|[0.0280783690576522, 0.1091732852280076, 0.0962896060069539, 0.010675357388685, 0.8831326022498136, 0.0045396536212406, 0.6250303968708456, 0.3325798532868794, 0.509222677570032]|198.3388659106278169|      0.00781250|[543, 31, 41, 82]                                                          |  | used linear model with 14 points | iterate success | actual_k=1
      42|[0.0268005418862557, 0.1110822527519471, 0.096124003975463, 0.0126646931717588, 0.888647089205163, 0.0079235509984856, 0.6233815075715102, 0.3299631327184383, 0.5086337074717048]|171.1819891891225325|      0.01562500|[556, 32, 42, 84]                                                          |  | used linear model with 14 points | iterate success | actual_k=1
      43|[0.0268005418862557, 0.1110822527519471, 0.096124003975463, 0.0126646931717588, 0.888647089205163, 0.0079235509984856, 0.6233815075715102, 0.3299631327184383, 0.5086337074717048]|171.1819891891225325|      0.00781250|[569, 33, 43, 86]                                                          |  | used linear model with 14 points | iterate failure | actual_k=1
      44|[0.0268005418862557, 0.1110822527519471, 0.096124003975463, 0.0126646931717588, 0.888647089205163, 0.0079235509984856, 0.6233815075715102, 0.3299631327184383, 0.5086337074717048]|171.1819891891225325|      0.00390625|[582, 34, 44, 88]                                                          |  | used linear model with 14 points | iterate failure | actual_k=1
      45|[0.0267554816038072, 0.1113177929746166, 0.0974795221311494, 0.0152138966394916, 0.8905486007216478, 0.0073110278366138, 0.6222830781203859, 0.331073360074273, 0.5092935020872932]|155.2829671212321614|      0.00781250|[595, 35, 45, 90]                                                          |  | used linear model with 14 points | iterate success | actual_k=1
