k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5803854753441746, 0.138220990407873, 0.1381802043363657, 0.7309650402379414, 0.0037012692715353, -0.0176088470890488, 0.0841664253023148, 0.1177068054076036, -0.1662112197756512, 0.0523990105708139, 0.0698527362983642, -0.0044850406535593, 0.0004102470544449, -0.0377320285015937, -0.0213043493685831, 0.0415329949165521, -0.0249948250235518, -0.0490794661008091, -0.1204370439641889, 0.0726190018366829, -0.0806848221027591, 0.0344250861262151]| 13.2222023010253906|      2.00000000|[31, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
      12|[1.8632676197645948, 0.088424390534373, -0.0711324187010301, 1.7177896096335796, -0.2319315824983176, 0.0233995450226615, 0.0444014662114878, 0.1866565260375804, 0.1508738334719972, 0.3766383617180361, -0.4527658841394926, -0.144791835387632, 0.2851189733106436, 0.1290685406926295, -0.1698614242455901, -0.2319178829461482, -0.0766099620953734, -0.3452405767396822, -0.2123988867004937, 0.2917617421304699, 0.3222602326863228, 0.2901849994403027]| 12.1455440521240234|      0.01562500|[361, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      13|[1.8632676197645948, 0.088424390534373, -0.0711324187010301, 1.7177896096335796, -0.2319315824983176, 0.0233995450226615, 0.0444014662114878, 0.1866565260375804, 0.1508738334719972, 0.3766383617180361, -0.4527658841394926, -0.144791835387632, 0.2851189733106436, 0.1290685406926295, -0.1698614242455901, -0.2319178829461482, -0.0766099620953734, -0.3452405767396822, -0.2123988867004937, 0.2917617421304699, 0.3222602326863228, 0.2901849994403027]| 12.1455440521240234|      0.00781250|[391, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      14|[1.8587880722522654, 0.0867620353084487, -0.0741061209298148, 1.7141863389795078, -0.232561094597327, 0.0239365216803021, 0.0449322455887263, 0.1849728238450156, 0.1513964932486561, 0.3771972242891156, -0.4509231842969202, -0.1451914593031882, 0.2857293269865508, 0.1291377994140858, -0.1696127092372814, -0.2328268079120567, -0.075519234158675, -0.3454221660244508, -0.214608653388904, 0.2911926178270457, 0.323015084822016, 0.290599971711794]| 12.1455097198486328|      0.01562500|[421, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      15|[1.8587880722522654, 0.0867620353084487, -0.0741061209298148, 1.7141863389795078, -0.232561094597327, 0.0239365216803021, 0.0449322455887263, 0.1849728238450156, 0.1513964932486561, 0.3771972242891156, -0.4509231842969202, -0.1451914593031882, 0.2857293269865508, 0.1291377994140858, -0.1696127092372814, -0.2328268079120567, -0.075519234158675, -0.3454221660244508, -0.214608653388904, 0.2911926178270457, 0.323015084822016, 0.290599971711794]| 12.1455097198486328|      0.00781250|[451, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      16|[1.8587880722522654, 0.0867620353084487, -0.0741061209298148, 1.7141863389795078, -0.232561094597327, 0.0239365216803021, 0.0449322455887263, 0.1849728238450156, 0.1513964932486561, 0.3771972242891156, -0.4509231842969202, -0.1451914593031882, 0.2857293269865508, 0.1291377994140858, -0.1696127092372814, -0.2328268079120567, -0.075519234158675, -0.3454221660244508, -0.214608653388904, 0.2911926178270457, 0.323015084822016, 0.290599971711794]| 12.1455097198486328|      0.00390625|[481, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      17|[1.856035652978612, 0.0851888312341425, -0.0743559922857036, 1.7127872254829584, -0.2324939577284386, 0.0239762027643208, 0.0450685644420716, 0.1857205277313604, 0.1509593523142472, 0.3773436423775056, -0.4512812772301443, -0.1457046290016114, 0.2859579270137282, 0.12895456784316, -0.1698373449201198, -0.2330277102968196, -0.0750567936423685, -0.3454077083087214, -0.2153556459644206, 0.2909616173696148, 0.3227819686216068, 0.2896284756613505]| 12.1455039978027344|      0.00781250|[511, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      18|[1.856035652978612, 0.0851888312341425, -0.0743559922857036, 1.7127872254829584, -0.2324939577284386, 0.0239762027643208, 0.0450685644420716, 0.1857205277313604, 0.1509593523142472, 0.3773436423775056, -0.4512812772301443, -0.1457046290016114, 0.2859579270137282, 0.12895456784316, -0.1698373449201198, -0.2330277102968196, -0.0750567936423685, -0.3454077083087214, -0.2153556459644206, 0.2909616173696148, 0.3227819686216068, 0.2896284756613505]| 12.1455039978027344|      0.00390625|[541, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      19|[1.856035652978612, 0.0851888312341425, -0.0743559922857036, 1.7127872254829584, -0.2324939577284386, 0.0239762027643208, 0.0450685644420716, 0.1857205277313604, 0.1509593523142472, 0.3773436423775056, -0.4512812772301443, -0.1457046290016114, 0.2859579270137282, 0.12895456784316, -0.1698373449201198, -0.2330277102968196, -0.0750567936423685, -0.3454077083087214, -0.2153556459644206, 0.2909616173696148, 0.3227819686216068, 0.2896284756613505]| 12.1455039978027344|      0.00195312|[571, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      20|[1.855331866236614, 0.0848377008800777, -0.0743250775612827, 1.7139701649938706, -0.2322931901357494, 0.024130098422143, 0.0450464755196334, 0.1857547889105637, 0.1507008659785386, 0.377262806064317, -0.451594510608916, -0.1457886020245149, 0.2858569307071974, 0.1287874424662439, -0.1696853995127517, -0.2327444053766477, -0.074834967197812, -0.3462608278997995, -0.2160572981394978, 0.2907453223382162, 0.3230057622270383, 0.2898380816286701]| 12.1455011367797852|      0.00390625|[601, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      21|[1.8529704768817699, 0.0838432608309727, -0.0741182328687982, 1.7144653071680178, -0.23283591587441, 0.024137626659249, 0.045727792670494, 0.1851672219366145, 0.1515923256922376, 0.3788550035337379, -0.451100830694865, -0.1460493132460631, 0.2858451677695059, 0.1285001626492448, -0.169476461171635, -0.2328061270787017, -0.0762894358980556, -0.3461267226089247, -0.2154806295752259, 0.2899121186996227, 0.3234134925105623, 0.2893868241121454]| 12.1454973220825195|      0.00781250|[631, 0, 0, 42]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      22|[1.8529704768817699, 0.0838432608309727, -0.0741182328687982, 1.7144653071680178, -0.23283591587441, 0.024137626659249, 0.045727792670494, 0.1851672219366145, 0.1515923256922376, 0.3788550035337379, -0.451100830694865, -0.1460493132460631, 0.2858451677695059, 0.1285001626492448, -0.169476461171635, -0.2328061270787017, -0.0762894358980556, -0.3461267226089247, -0.2154806295752259, 0.2899121186996227, 0.3234134925105623, 0.2893868241121454]| 12.1454973220825195|      0.00390625|[661, 0, 0, 44]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      23|[1.8529704768817699, 0.0838432608309727, -0.0741182328687982, 1.7144653071680178, -0.23283591587441, 0.024137626659249, 0.045727792670494, 0.1851672219366145, 0.1515923256922376, 0.3788550035337379, -0.451100830694865, -0.1460493132460631, 0.2858451677695059, 0.1285001626492448, -0.169476461171635, -0.2328061270787017, -0.0762894358980556, -0.3461267226089247, -0.2154806295752259, 0.2899121186996227, 0.3234134925105623, 0.2893868241121454]| 12.1454973220825195|      0.00195312|[691, 0, 0, 46]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      24|[1.8522829309535884, 0.0831559583180877, -0.0740374110770646, 1.7151636981786789, -0.2328602192032388, 0.0243706113480144, 0.0457690784744153, 0.1851991227349781, 0.1520282925943262, 0.3787575553610939, -0.4517022160225045, -0.1464285373784751, 0.2860429121157335, 0.1287937309272646, -0.169929272674275, -0.2333750487176038, -0.0765190175406073, -0.3458677997188426, -0.2153442066882769, 0.2890284062907132, 0.3235549008228671, 0.2892476172978191]| 12.1454944610595703|      0.00390625|[721, 0, 0, 48]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      25|[1.8520166683049413, 0.0820601032778585, -0.0746551532275042, 1.7176558066000815, -0.2323354836092051, 0.0239390374280057, 0.0450007542133455, 0.1852623046027323, 0.152466608324824, 0.3792829838460052, -0.4519256199851097, -0.1463392814966532, 0.2858547264240466, 0.1276667801181779, -0.1696658685805423, -0.2324241598663289, -0.0776480652622275, -0.3466294315828853, -0.2160806724972296, 0.2883576735234381, 0.322727705527764, 0.2892970578984767]| 12.1454906463623047|      0.00781250|[751, 0, 0, 50]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      26|[1.8520166683049413, 0.0820601032778585, -0.0746551532275042, 1.7176558066000815, -0.2323354836092051, 0.0239390374280057, 0.0450007542133455, 0.1852623046027323, 0.152466608324824, 0.3792829838460052, -0.4519256199851097, -0.1463392814966532, 0.2858547264240466, 0.1276667801181779, -0.1696658685805423, -0.2324241598663289, -0.0776480652622275, -0.3466294315828853, -0.2160806724972296, 0.2883576735234381, 0.322727705527764, 0.2892970578984767]| 12.1454906463623047|      0.00390625|[781, 0, 0, 52]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      27|[1.8497743126238502, 0.0812172084033532, -0.0745864078071774, 1.7175942544544667, -0.2315791583751657, 0.0247007048838516, 0.0451819441857182, 0.1857328923833469, 0.1529998719898983, 0.3787765461741066, -0.4513890252481749, -0.1459028055836724, 0.284983075217446, 0.128334632781037, -0.1691110929002571, -0.2327347576810894, -0.0794004264721416, -0.3454870536696672, -0.2165386460110659, 0.2888300538492788, 0.3219166124950468, 0.2893934917061523]| 12.1454868316650391|      0.00781250|[811, 0, 0, 54]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      28|[1.8497743126238502, 0.0812172084033532, -0.0745864078071774, 1.7175942544544667, -0.2315791583751657, 0.0247007048838516, 0.0451819441857182, 0.1857328923833469, 0.1529998719898983, 0.3787765461741066, -0.4513890252481749, -0.1459028055836724, 0.284983075217446, 0.128334632781037, -0.1691110929002571, -0.2327347576810894, -0.0794004264721416, -0.3454870536696672, -0.2165386460110659, 0.2888300538492788, 0.3219166124950468, 0.2893934917061523]| 12.1454868316650391|      0.00390625|[841, 0, 0, 56]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      29|[1.8476972942544834, 0.0803356516445251, -0.0732290523369949, 1.7198982604192945, -0.2313275484994796, 0.0243379422414695, 0.0458437121909034, 0.1867152493873684, 0.153024446805881, 0.3783577563256817, -0.4514766475852607, -0.1460725718649434, 0.2846698224427023, 0.1282718077163073, -0.1684936764522364, -0.2325805047451353, -0.0796775289373602, -0.3454614126176107, -0.2165321416560639, 0.2884208461319321, 0.3215600086857133, 0.2888214284161279]| 12.1454792022705078|      0.00781250|[871, 0, 0, 58]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      30|[1.8476972942544834, 0.0803356516445251, -0.0732290523369949, 1.7198982604192945, -0.2313275484994796, 0.0243379422414695, 0.0458437121909034, 0.1867152493873684, 0.153024446805881, 0.3783577563256817, -0.4514766475852607, -0.1460725718649434, 0.2846698224427023, 0.1282718077163073, -0.1684936764522364, -0.2325805047451353, -0.0796775289373602, -0.3454614126176107, -0.2165321416560639, 0.2884208461319321, 0.3215600086857133, 0.2888214284161279]| 12.1454792022705078|      0.00390625|[901, 0, 0, 60]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      31|[1.8455776609230685, 0.079250251240785, -0.0732688332489209, 1.722359686664187, -0.231973524948553, 0.0235754860185203, 0.0455257666506588, 0.1872651745390447, 0.1532721069719152, 0.3785318765065717, -0.4515058523505507, -0.1469757085557972, 0.2845471160310638, 0.1283292294261006, -0.1682687905001174, -0.2329635314607684, -0.0790719679497597, -0.345887845071073, -0.2162973823565457, 0.2883024288856834, 0.3209474778684953, 0.288727412501358]| 12.1454734802246094|      0.00781250|[931, 0, 0, 62]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      32|[1.8455776609230685, 0.079250251240785, -0.0732688332489209, 1.722359686664187, -0.231973524948553, 0.0235754860185203, 0.0455257666506588, 0.1872651745390447, 0.1532721069719152, 0.3785318765065717, -0.4515058523505507, -0.1469757085557972, 0.2845471160310638, 0.1283292294261006, -0.1682687905001174, -0.2329635314607684, -0.0790719679497597, -0.345887845071073, -0.2162973823565457, 0.2883024288856834, 0.3209474778684953, 0.288727412501358]| 12.1454734802246094|      0.00390625|[961, 0, 0, 64]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      33|[1.84255173494593, 0.0781936207784228, -0.0731237726550736, 1.7228642504269858, -0.2324998065003231, 0.0240055829450252, 0.0447042218333615, 0.1870493680315339, 0.1528023717618283, 0.3791979398104153, -0.4519225351761982, -0.146535626781524, 0.2844706216732968, 0.1282507352753134, -0.1690480930341166, -0.2324021675152966, -0.0787668508158583, -0.3462419377473713, -0.2167002659284119, 0.2876724538310801, 0.3211200832986382, 0.2895954590607653]| 12.1454677581787109|      0.00781250|[991, 0, 0, 66]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      34|[1.84255173494593, 0.0781936207784228, -0.0731237726550736, 1.7228642504269858, -0.2324998065003231, 0.0240055829450252, 0.0447042218333615, 0.1870493680315339, 0.1528023717618283, 0.3791979398104153, -0.4519225351761982, -0.146535626781524, 0.2844706216732968, 0.1282507352753134, -0.1690480930341166, -0.2324021675152966, -0.0787668508158583, -0.3462419377473713, -0.2167002659284119, 0.2876724538310801, 0.3211200832986382, 0.2895954590607653]| 12.1454677581787109|      0.00390625|[1021, 0, 0, 68]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      35|[1.8408865256942222, 0.0769705124101647, -0.0732153982215717, 1.7256646236309494, -0.2318685826968155, 0.0235334659591865, 0.0455132952892885, 0.1866796120743413, 0.1529819109024906, 0.3791556752018365, -0.4520634028045347, -0.1466121857674684, 0.2841842095576755, 0.1287478440570016, -0.1682918272561522, -0.232187495535398, -0.0784931221747706, -0.3467583414098289, -0.2165625943476319, 0.2877904479364266, 0.3214859555577237, 0.289135572931106]| 12.1454610824584961|      0.00781250|[1051, 0, 0, 70]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      36|[1.8408865256942222, 0.0769705124101647, -0.0732153982215717, 1.7256646236309494, -0.2318685826968155, 0.0235334659591865, 0.0455132952892885, 0.1866796120743413, 0.1529819109024906, 0.3791556752018365, -0.4520634028045347, -0.1466121857674684, 0.2841842095576755, 0.1287478440570016, -0.1682918272561522, -0.232187495535398, -0.0784931221747706, -0.3467583414098289, -0.2165625943476319, 0.2877904479364266, 0.3214859555577237, 0.289135572931106]| 12.1454610824584961|      0.00390625|[1081, 0, 0, 72]                                                           |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      37|[1.8408865256942222, 0.0769705124101647, -0.0732153982215717, 1.7256646236309494, -0.2318685826968155, 0.0235334659591865, 0.0455132952892885, 0.1866796120743413, 0.1529819109024906, 0.3791556752018365, -0.4520634028045347, -0.1466121857674684, 0.2841842095576755, 0.1287478440570016, -0.1682918272561522, -0.232187495535398, -0.0784931221747706, -0.3467583414098289, -0.2165625943476319, 0.2877904479364266, 0.3214859555577237, 0.289135572931106]| 12.1454610824584961|      0.00195312|[1111, 0, 0, 74]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      38|[1.839861784354683, 0.0767613208559678, -0.07283241332973, 1.7260236951156283, -0.2312715483144432, 0.0230653701371056, 0.0455672196628467, 0.1867672039688208, 0.1526036842306313, 0.3789771973566291, -0.4523171168811815, -0.1470753921335926, 0.2847896817261564, 0.1290070279391937, -0.1683097670804878, -0.2325937707145191, -0.0784772385752958, -0.3470209348623267, -0.2170966295845471, 0.2871316816516, 0.3215828475070633, 0.2890443017509101]| 12.1454582214355469|      0.00390625|[1141, 0, 0, 76]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      39|[1.8383781779133292, 0.0766981426513009, -0.0716103208255202, 1.7274935114007428, -0.2314736640618588, 0.0225657449405511, 0.0438628501348009, 0.1868640581571211, 0.1532156558545353, 0.3788999879990173, -0.451962647576225, -0.1480441733342978, 0.2854329561956987, 0.1296329136899222, -0.1697093253665831, -0.233458774383525, -0.0777864251244425, -0.3462346083465204, -0.2173860392001238, 0.2871162556797756, 0.3215549569988428, 0.2888042705593138]| 12.1454544067382812|      0.00781250|[1171, 0, 0, 78]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      40|[1.8383781779133292, 0.0766981426513009, -0.0716103208255202, 1.7274935114007428, -0.2314736640618588, 0.0225657449405511, 0.0438628501348009, 0.1868640581571211, 0.1532156558545353, 0.3788999879990173, -0.451962647576225, -0.1480441733342978, 0.2854329561956987, 0.1296329136899222, -0.1697093253665831, -0.233458774383525, -0.0777864251244425, -0.3462346083465204, -0.2173860392001238, 0.2871162556797756, 0.3215549569988428, 0.2888042705593138]| 12.1454544067382812|      0.00390625|[1201, 0, 0, 80]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      41|[1.8383781779133292, 0.0766981426513009, -0.0716103208255202, 1.7274935114007428, -0.2314736640618588, 0.0225657449405511, 0.0438628501348009, 0.1868640581571211, 0.1532156558545353, 0.3788999879990173, -0.451962647576225, -0.1480441733342978, 0.2854329561956987, 0.1296329136899222, -0.1697093253665831, -0.233458774383525, -0.0777864251244425, -0.3462346083465204, -0.2173860392001238, 0.2871162556797756, 0.3215549569988428, 0.2888042705593138]| 12.1454544067382812|      0.00195312|[1231, 0, 0, 82]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      42|[1.837334610461236, 0.076171344441898, -0.0711101940175163, 1.7277171681787986, -0.2308718099773531, 0.0222321484337967, 0.0445008295898562, 0.1863683682932241, 0.153601847253461, 0.3791924060299992, -0.4518830410908279, -0.1483069123532051, 0.2855256475768464, 0.1293503131125976, -0.1699115865470685, -0.2333454394354072, -0.0781259171043018, -0.3464196673879076, -0.2177400706663932, 0.2867366059842109, 0.3211678230264209, 0.2887781800290102]| 12.1454515457153320|      0.00390625|[1261, 0, 0, 84]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      43|[1.837334610461236, 0.076171344441898, -0.0711101940175163, 1.7277171681787986, -0.2308718099773531, 0.0222321484337967, 0.0445008295898562, 0.1863683682932241, 0.153601847253461, 0.3791924060299992, -0.4518830410908279, -0.1483069123532051, 0.2855256475768464, 0.1293503131125976, -0.1699115865470685, -0.2333454394354072, -0.0781259171043018, -0.3464196673879076, -0.2177400706663932, 0.2867366059842109, 0.3211678230264209, 0.2887781800290102]| 12.1454515457153320|      0.00195312|[1291, 0, 0, 86]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      44|[1.8361519954079806, 0.0765086790949335, -0.0708268293318305, 1.7286870206802118, -0.2306920420411299, 0.022511742040094, 0.0443622546750051, 0.1861511667823221, 0.15412536438991, 0.3792039783065037, -0.4524564022480602, -0.1482248017567631, 0.2854625200572495, 0.129024070176848, -0.1700876522796472, -0.2336509235630134, -0.0779044441767462, -0.3464370322430128, -0.2178940063117496, 0.2868144207469353, 0.3215117182072871, 0.2885276791395337]| 12.1454486846923828|      0.00390625|[1321, 0, 0, 88]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      45|[1.8347948654666322, 0.0764218665888392, -0.0696169753520522, 1.7304140217788069, -0.2304152092163856, 0.0232280700094485, 0.0456174165249596, 0.1855211917630726, 0.1536927164949912, 0.3799107197204915, -0.4519852044880731, -0.1473803474700255, 0.2869142777653972, 0.1284176025982066, -0.1700292884741879, -0.2336905671274259, -0.0782118680916552, -0.347607226731146, -0.2170269916990367, 0.2868225507930235, 0.3212836210925956, 0.2887044753905504]| 12.1454448699951172|      0.00781250|[1351, 0, 0, 90]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      46|[1.8347948654666322, 0.0764218665888392, -0.0696169753520522, 1.7304140217788069, -0.2304152092163856, 0.0232280700094485, 0.0456174165249596, 0.1855211917630726, 0.1536927164949912, 0.3799107197204915, -0.4519852044880731, -0.1473803474700255, 0.2869142777653972, 0.1284176025982066, -0.1700292884741879, -0.2336905671274259, -0.0782118680916552, -0.347607226731146, -0.2170269916990367, 0.2868225507930235, 0.3212836210925956, 0.2887044753905504]| 12.1454448699951172|      0.00390625|[1381, 0, 0, 92]                                                           |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
