k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6064788437743046, 0.0451013665320348, 0.1335171535383528, 0.7795401198573192, -0.0014612436027822, 0.0034526373528452, 0.0055551032591168, 0.0220972971895557, 0.0029343755395911, -0.028190718659066, 0.0088407977704152, 0.0247298232461109, 0.0085748478844332, -0.0178064420755216, -0.0229670139719998, 0.0126972181141673, 0.0244425036743631, 0.0022484488021331, 0.0109952983235146, 0.0087417120339739, 0.0121457037506682, -0.0242233177855988]| 13.1544418334960938|      2.00000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
      18|[1.4958813355983545, 0.0978652038482036, 0.3935537026799197, 1.9151014942578548, -0.0003537568278522, 0.1172079511302552, -0.2238090397159272, -0.2108213927693912, 0.205630332604965, -0.0505090324957975, 0.1154609049435294, 0.0169148444886252, 0.0242293273428474, -0.1074608129639124, -0.2873791693318062, 0.2713788992149018, 0.0861208098875543, 0.0117781991868792, -0.1014608976659566, -0.0872213380093372, 0.0065672619468196, 0.2035286718596433]| 12.1445732116699219|      0.01562500|[2111, 144, 0, 36]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      19|[1.4958813355983545, 0.0978652038482036, 0.3935537026799197, 1.9151014942578548, -0.0003537568278522, 0.1172079511302552, -0.2238090397159272, -0.2108213927693912, 0.205630332604965, -0.0505090324957975, 0.1154609049435294, 0.0169148444886252, 0.0242293273428474, -0.1074608129639124, -0.2873791693318062, 0.2713788992149018, 0.0861208098875543, 0.0117781991868792, -0.1014608976659566, -0.0872213380093372, 0.0065672619468196, 0.2035286718596433]| 12.1445732116699219|      0.00781250|[2229, 152, 0, 38]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      20|[1.4958813355983545, 0.0978652038482036, 0.3935537026799197, 1.9151014942578548, -0.0003537568278522, 0.1172079511302552, -0.2238090397159272, -0.2108213927693912, 0.205630332604965, -0.0505090324957975, 0.1154609049435294, 0.0169148444886252, 0.0242293273428474, -0.1074608129639124, -0.2873791693318062, 0.2713788992149018, 0.0861208098875543, 0.0117781991868792, -0.1014608976659566, -0.0872213380093372, 0.0065672619468196, 0.2035286718596433]| 12.1445732116699219|      0.00390625|[2348, 160, 0, 40]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      21|[1.492395933805143, 0.0963382685029398, 0.3938791779345706, 1.915608832706543, -0.0002212421175444, 0.1170176684172625, -0.2239797759277805, -0.2108196345865093, 0.205450921278128, -0.0504468909873814, 0.1152792464910257, 0.0167839653343039, 0.0244463500286336, -0.1075658568550658, -0.2875739991236372, 0.2710754256199473, 0.0860706682967923, 0.0120000098216424, -0.1014823432470572, -0.0872750984693143, 0.0066124470716173, 0.2035675408764753]| 12.1445655822753906|      0.00781250|[2466, 168, 0, 42]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      22|[1.492395933805143, 0.0963382685029398, 0.3938791779345706, 1.915608832706543, -0.0002212421175444, 0.1170176684172625, -0.2239797759277805, -0.2108196345865093, 0.205450921278128, -0.0504468909873814, 0.1152792464910257, 0.0167839653343039, 0.0244463500286336, -0.1075658568550658, -0.2875739991236372, 0.2710754256199473, 0.0860706682967923, 0.0120000098216424, -0.1014823432470572, -0.0872750984693143, 0.0066124470716173, 0.2035675408764753]| 12.1445655822753906|      0.00390625|[2584, 176, 0, 44]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      23|[1.490059913096849, 0.0949058193652871, 0.3943981676787942, 1.9181902085223932, -0.0001804301472572, 0.1171368963752398, -0.2238129281735946, -0.2104767243419053, 0.2053411234845244, -0.050535197214851, 0.1151984183826301, 0.0165678178277061, 0.0242221598365909, -0.1073375497520769, -0.2873230800769523, 0.2710403992609996, 0.0865053714345262, 0.0118095064981319, -0.1016165443761313, -0.0875092955910199, 0.006375235612677, 0.2038158610010026]| 12.1445579528808594|      0.00781250|[2702, 184, 0, 46]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      24|[1.490059913096849, 0.0949058193652871, 0.3943981676787942, 1.9181902085223932, -0.0001804301472572, 0.1171368963752398, -0.2238129281735946, -0.2104767243419053, 0.2053411234845244, -0.050535197214851, 0.1151984183826301, 0.0165678178277061, 0.0242221598365909, -0.1073375497520769, -0.2873230800769523, 0.2710403992609996, 0.0865053714345262, 0.0118095064981319, -0.1016165443761313, -0.0875092955910199, 0.006375235612677, 0.2038158610010026]| 12.1445579528808594|      0.00390625|[2819, 192, 0, 48]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      25|[1.4869163384537638, 0.0936091692720171, 0.3949595624822396, 1.9198689970760208, -4.66759315352e-05, 0.1170416847405716, -0.224101449991849, -0.210452542675585, 0.2054852178359067, -0.0507359280758876, 0.1153600026662111, 0.0164569345667016, 0.0242553313218804, -0.1075477457628381, -0.2873974673752535, 0.2709652575451107, 0.0864653530856621, 0.0119288890226031, -0.1019722602663642, -0.0872273350326821, 0.0062657026477071, 0.2040635222946795]| 12.1445503234863281|      0.00781250|[2937, 200, 0, 50]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      26|[1.4869163384537638, 0.0936091692720171, 0.3949595624822396, 1.9198689970760208, -4.66759315352e-05, 0.1170416847405716, -0.224101449991849, -0.210452542675585, 0.2054852178359067, -0.0507359280758876, 0.1153600026662111, 0.0164569345667016, 0.0242553313218804, -0.1075477457628381, -0.2873974673752535, 0.2709652575451107, 0.0864653530856621, 0.0119288890226031, -0.1019722602663642, -0.0872273350326821, 0.0062657026477071, 0.2040635222946795]| 12.1445503234863281|      0.00390625|[3055, 208, 0, 52]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      27|[1.4849173178437869, 0.092262863821254, 0.3957941231174192, 1.922771891505192, -3.99025584599e-05, 0.1170386102379082, -0.2238608994079412, -0.2102689684635216, 0.2055445062601588, -0.0505849743705971, 0.1152798532686529, 0.0163032107533723, 0.0244424227665197, -0.1076384920712613, -0.287430000529266, 0.2710780274970485, 0.0862994086379829, 0.0118819372151266, -0.1017736214307254, -0.0873175374508844, 0.0062488649920125, 0.2042739274365803]| 12.1445426940917969|      0.00781250|[3172, 216, 0, 54]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      28|[1.4849173178437869, 0.092262863821254, 0.3957941231174192, 1.922771891505192, -3.99025584599e-05, 0.1170386102379082, -0.2238608994079412, -0.2102689684635216, 0.2055445062601588, -0.0505849743705971, 0.1152798532686529, 0.0163032107533723, 0.0244424227665197, -0.1076384920712613, -0.287430000529266, 0.2710780274970485, 0.0862994086379829, 0.0118819372151266, -0.1017736214307254, -0.0873175374508844, 0.0062488649920125, 0.2042739274365803]| 12.1445426940917969|      0.00390625|[3289, 224, 0, 56]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      29|[1.4815001550498554, 0.0912758555593403, 0.3962799299089625, 1.9241456004006632, 0.0002746292571914, 0.1172767993511413, -0.2237666693877045, -0.2103405918717259, 0.2056821427581352, -0.0507216523297467, 0.1154293008387204, 0.0163947648985027, 0.0246112109280644, -0.1077873162797881, -0.2874442380705726, 0.2710196081753603, 0.0859265071386367, 0.0120923814681969, -0.1018267992531396, -0.0872507369043371, 0.0062095831710561, 0.2042653419388628]| 12.1445350646972656|      0.00781250|[3407, 232, 0, 58]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      30|[1.4815001550498554, 0.0912758555593403, 0.3962799299089625, 1.9241456004006632, 0.0002746292571914, 0.1172767993511413, -0.2237666693877045, -0.2103405918717259, 0.2056821427581352, -0.0507216523297467, 0.1154293008387204, 0.0163947648985027, 0.0246112109280644, -0.1077873162797881, -0.2874442380705726, 0.2710196081753603, 0.0859265071386367, 0.0120923814681969, -0.1018267992531396, -0.0872507369043371, 0.0062095831710561, 0.2042653419388628]| 12.1445350646972656|      0.00390625|[3524, 240, 0, 60]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      31|[1.4815001550498554, 0.0912758555593403, 0.3962799299089625, 1.9241456004006632, 0.0002746292571914, 0.1172767993511413, -0.2237666693877045, -0.2103405918717259, 0.2056821427581352, -0.0507216523297467, 0.1154293008387204, 0.0163947648985027, 0.0246112109280644, -0.1077873162797881, -0.2874442380705726, 0.2710196081753603, 0.0859265071386367, 0.0120923814681969, -0.1018267992531396, -0.0872507369043371, 0.0062095831710561, 0.2042653419388628]| 12.1445350646972656|      0.00195312|[3641, 248, 0, 62]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      32|[1.480269647319748, 0.0906566853625045, 0.3966065888871836, 1.925455382519571, 0.0002034511026605, 0.1172222151764845, -0.2237892213594436, -0.210173438353231, 0.2057864610368464, -0.0507747590449971, 0.11540111235617, 0.0163621777851237, 0.0246688838042669, -0.107828321312888, -0.2874428506600077, 0.2709638374354156, 0.0859245304066486, 0.0120013785603159, -0.1019445352297327, -0.0871871817139726, 0.0062830033577804, 0.2042088589642158]| 12.1445312500000000|      0.00390625|[3759, 256, 0, 64]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      33|[1.4774260575197835, 0.0893554565002004, 0.3973292480829751, 1.9276152195081322, 0.0001252480751984, 0.1172523706188285, -0.2238021613312084, -0.2103590352806916, 0.2057824397364519, -0.0508181153114628, 0.1157611076385935, 0.0164470149457042, 0.0246224863444518, -0.1079642932090897, -0.2874069633354061, 0.2708530108355394, 0.0859870679263231, 0.0119673384452143, -0.1019756234941906, -0.0873594500323076, 0.006374145491215, 0.2043929727604513]| 12.1445236206054688|      0.00781250|[3877, 264, 0, 66]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      34|[1.4774260575197835, 0.0893554565002004, 0.3973292480829751, 1.9276152195081322, 0.0001252480751984, 0.1172523706188285, -0.2238021613312084, -0.2103590352806916, 0.2057824397364519, -0.0508181153114628, 0.1157611076385935, 0.0164470149457042, 0.0246224863444518, -0.1079642932090897, -0.2874069633354061, 0.2708530108355394, 0.0859870679263231, 0.0119673384452143, -0.1019756234941906, -0.0873594500323076, 0.006374145491215, 0.2043929727604513]| 12.1445236206054688|      0.00390625|[3994, 272, 0, 68]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      35|[1.4746907181525495, 0.0883981397851704, 0.3980899639482018, 1.9300847936457268, 0.0001225376408961, 0.1172730585321173, -0.2237415903474505, -0.2103029819947818, 0.2056578170725376, -0.0507890644378656, 0.1158541846492329, 0.016343591962958, 0.0246219353165279, -0.1081486553367175, -0.2874518838251455, 0.2706984859367451, 0.0859582202509061, 0.0120315259480454, -0.1017846755254844, -0.0874827577715403, 0.0064936627021362, 0.204298111253108]| 12.1445150375366211|      0.00781250|[4112, 280, 0, 70]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      36|[1.4746907181525495, 0.0883981397851704, 0.3980899639482018, 1.9300847936457268, 0.0001225376408961, 0.1172730585321173, -0.2237415903474505, -0.2103029819947818, 0.2056578170725376, -0.0507890644378656, 0.1158541846492329, 0.016343591962958, 0.0246219353165279, -0.1081486553367175, -0.2874518838251455, 0.2706984859367451, 0.0859582202509061, 0.0120315259480454, -0.1017846755254844, -0.0874827577715403, 0.0064936627021362, 0.204298111253108]| 12.1445150375366211|      0.00390625|[4230, 288, 0, 72]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      37|[1.4722021259983153, 0.0873303696609307, 0.3988018625610901, 1.9325739274276004, 4.23400621298e-05, 0.1173782322154183, -0.2235185375420974, -0.2099014214441169, 0.2060504092352979, -0.050903953040508, 0.1158343770976912, 0.0168010995732043, 0.0245562252040006, -0.1081356067488905, -0.2874455617516929, 0.271367169331908, 0.0858955761476198, 0.0119952745023325, -0.1020637831410922, -0.0876864494752881, 0.0063334237347969, 0.2041737067712353]| 12.1445083618164062|      0.00781250|[4347, 296, 0, 74]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      38|[1.4722021259983153, 0.0873303696609307, 0.3988018625610901, 1.9325739274276004, 4.23400621298e-05, 0.1173782322154183, -0.2235185375420974, -0.2099014214441169, 0.2060504092352979, -0.050903953040508, 0.1158343770976912, 0.0168010995732043, 0.0245562252040006, -0.1081356067488905, -0.2874455617516929, 0.271367169331908, 0.0858955761476198, 0.0119952745023325, -0.1020637831410922, -0.0876864494752881, 0.0063334237347969, 0.2041737067712353]| 12.1445083618164062|      0.00390625|[4464, 304, 0, 76]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      39|[1.4688229970431355, 0.0861109348943527, 0.399323861609121, 1.9337751345852, 9.86454207756e-05, 0.1169832721959024, -0.223556497149645, -0.209864381976746, 0.2059106786143325, -0.0507637637433391, 0.1162145989340247, 0.0167968335889971, 0.0246239142141013, -0.1078363152344513, -0.2873035431784868, 0.2715121986116053, 0.0859663854659716, 0.0117695290435958, -0.1021061595655127, -0.0879679432924633, 0.0061959568016893, 0.2041442781755174]| 12.1445007324218750|      0.00781250|[4581, 312, 0, 78]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      40|[1.4688229970431355, 0.0861109348943527, 0.399323861609121, 1.9337751345852, 9.86454207756e-05, 0.1169832721959024, -0.223556497149645, -0.209864381976746, 0.2059106786143325, -0.0507637637433391, 0.1162145989340247, 0.0167968335889971, 0.0246239142141013, -0.1078363152344513, -0.2873035431784868, 0.2715121986116053, 0.0859663854659716, 0.0117695290435958, -0.1021061595655127, -0.0879679432924633, 0.0061959568016893, 0.2041442781755174]| 12.1445007324218750|      0.00390625|[4698, 320, 0, 80]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      41|[1.4661750607713626, 0.0848966935778358, 0.3999821050935436, 1.936202161576357, 5.30880742722e-05, 0.1166996726722248, -0.2235054642524966, -0.2101245035408589, 0.2059860497757931, -0.0508281791829233, 0.1161961336063255, 0.0167916835146502, 0.0242950894560083, -0.1079163538557718, -0.287121029387635, 0.27153917094413, 0.0858728005946389, 0.0116839320885047, -0.1023829463285165, -0.0877620829556658, 0.0062366532252394, 0.2041730086438553]| 12.1444931030273438|      0.00781250|[4815, 328, 0, 82]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      42|[1.4661750607713626, 0.0848966935778358, 0.3999821050935436, 1.936202161576357, 5.30880742722e-05, 0.1166996726722248, -0.2235054642524966, -0.2101245035408589, 0.2059860497757931, -0.0508281791829233, 0.1161961336063255, 0.0167916835146502, 0.0242950894560083, -0.1079163538557718, -0.287121029387635, 0.27153917094413, 0.0858728005946389, 0.0116839320885047, -0.1023829463285165, -0.0877620829556658, 0.0062366532252394, 0.2041730086438553]| 12.1444931030273438|      0.00390625|[4933, 336, 0, 84]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      43|[1.4639403701728535, 0.0835487353447115, 0.4006598732099521, 1.9388880835156173, -0.0001066267522161, 0.1167637817925936, -0.223324028374491, -0.2103052769280629, 0.2061487979875539, -0.0510511064815249, 0.1157883777643948, 0.0169466784933966, 0.0242596943357148, -0.1076352070032439, -0.2871854293460266, 0.2714618691313769, 0.0856766916961324, 0.0114620757996378, -0.1022560672177864, -0.0881526380331981, 0.0060072113864341, 0.2042885393260113]| 12.1444854736328125|      0.00781250|[5050, 344, 0, 86]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      44|[1.4639403701728535, 0.0835487353447115, 0.4006598732099521, 1.9388880835156173, -0.0001066267522161, 0.1167637817925936, -0.223324028374491, -0.2103052769280629, 0.2061487979875539, -0.0510511064815249, 0.1157883777643948, 0.0169466784933966, 0.0242596943357148, -0.1076352070032439, -0.2871854293460266, 0.2714618691313769, 0.0856766916961324, 0.0114620757996378, -0.1022560672177864, -0.0881526380331981, 0.0060072113864341, 0.2042885393260113]| 12.1444854736328125|      0.00390625|[5167, 352, 0, 88]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      45|[1.4604194860404118, 0.0828507483078875, 0.4012226543916222, 1.9400713055560346, -0.0004143938102232, 0.116667164338045, -0.2232504207591846, -0.2099068196248179, 0.2061524998113334, -0.0512226667671289, 0.1157686450424452, 0.0169233756847222, 0.0245792301920049, -0.1075728732137489, -0.2871687192032388, 0.2718779108399943, 0.085747445109775, 0.0116052972211477, -0.1022163996842015, -0.0883724652806823, 0.005937811378996, 0.2042939508002312]| 12.1444778442382812|      0.00781250|[5284, 360, 0, 90]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
