k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[10, 0, 1, 2]                                                              |  | used linear model with 10 points | iterate failure | actual_k=0
      25|[-0.0323575240820178, 0.1222613548091785, 0.20952568737161, -0.0061745853401757, 0.7465759062068603, 0.0007910190747887, -0.1408923386966401, 0.0646729534634651, -0.1551981875511961]|4432.1099124900529205|      0.03125000|[250, 0, 25, 50]                                                           |  | used linear model with 10 points | iterate success | actual_k=0
      26|[-0.042116406082295, 0.1230375850208953, 0.1967423077192815, 0.0016702484190343, 0.7650896030185135, -0.0030036594041744, -0.1449197782970685, 0.0793716019557282, -0.1470531961398351]|3462.5192040288516182|      0.06250000|[260, 0, 26, 52]                                                           |  | used linear model with 10 points | iterate success | actual_k=0
      27|[-0.042116406082295, 0.1230375850208953, 0.1967423077192815, 0.0016702484190343, 0.7650896030185135, -0.0030036594041744, -0.1449197782970685, 0.0793716019557282, -0.1470531961398351]|3462.5192040288516182|      0.03125000|[270, 0, 27, 54]                                                           |  | used linear model with 10 points | iterate failure | actual_k=0
      28|[-0.042116406082295, 0.1230375850208953, 0.1967423077192815, 0.0016702484190343, 0.7650896030185135, -0.0030036594041744, -0.1449197782970685, 0.0793716019557282, -0.1470531961398351]|3462.5192040288516182|      0.01562500|[280, 0, 28, 56]                                                           |  | used linear model with 10 points | iterate failure | actual_k=0
      29|[-0.0309840802384061, 0.1234305494325856, 0.1983328898685256, -0.0041958576316679, 0.7667146174008235, -0.0028547823578076, -0.1413349524404252, 0.0749360939286243, -0.1401301311028419]|3219.8548305378672012|      0.03125000|[290, 0, 29, 58]                                                           |  | used linear model with 10 points | iterate success | actual_k=0
      30|[-0.0309840802384061, 0.1234305494325856, 0.1983328898685256, -0.0041958576316679, 0.7667146174008235, -0.0028547823578076, -0.1413349524404252, 0.0749360939286243, -0.1401301311028419]|3219.8548305378672012|      0.01562500|[300, 0, 30, 60]                                                           |  | used linear model with 10 points | iterate failure | actual_k=0
      31|[-0.0309840802384061, 0.1234305494325856, 0.1983328898685256, -0.0041958576316679, 0.7667146174008235, -0.0028547823578076, -0.1413349524404252, 0.0749360939286243, -0.1401301311028419]|3219.8548305378672012|      0.00781250|[310, 0, 31, 62]                                                           |  | used linear model with 10 points | iterate failure | actual_k=0
      32|[-0.0322866887720062, 0.123759294285333, 0.1991080170662497, -0.0050521854703683, 0.7731242029914529, -0.004018046314344, -0.1379870784311561, 0.0740332165603012, -0.1419839801095437]|2876.0351391826961844|      0.01562500|[320, 0, 32, 64]                                                           |  | used linear model with 10 points | iterate success | actual_k=0
      33|[-0.0322866887720062, 0.123759294285333, 0.1991080170662497, -0.0050521854703683, 0.7731242029914529, -0.004018046314344, -0.1379870784311561, 0.0740332165603012, -0.1419839801095437]|2876.0351391826961844|      0.00781250|[330, 0, 33, 66]                                                           |  | used linear model with 10 points | iterate failure | actual_k=0
      34|[-0.0322866887720062, 0.123759294285333, 0.1991080170662497, -0.0050521854703683, 0.7731242029914529, -0.004018046314344, -0.1379870784311561, 0.0740332165603012, -0.1419839801095437]|2876.0351391826961844|      0.00390625|[340, 0, 34, 68]                                                           |  | used linear model with 10 points | iterate failure | actual_k=0
      35|[-0.0325516391339903, 0.1240577740292311, 0.1990144179480296, -0.0060572384790695, 0.7766799039558994, -0.0051711934572085, -0.1380406798854852, 0.0737283374957796, -0.1420936424270658]|2691.2053212483888274|      0.00781250|[350, 0, 35, 70]                                                           |  | used linear model with 10 points | iterate success | actual_k=0
      36|[-0.0313777866489471, 0.1236927735311419, 0.1995956542352358, -0.0081346398839508, 0.783983213839209, -0.0054294039204559, -0.1382523148970529, 0.0726817975847087, -0.1415230936100307]|2364.1122759397253503|      0.01562500|[360, 0, 36, 72]                                                           |  | used linear model with 10 points | iterate success | actual_k=0
      37|[-0.0313777866489471, 0.1236927735311419, 0.1995956542352358, -0.0081346398839508, 0.783983213839209, -0.0054294039204559, -0.1382523148970529, 0.0726817975847087, -0.1415230936100307]|2364.1122759397253503|      0.00781250|[370, 0, 37, 74]                                                           |  | used linear model with 10 points | iterate failure | actual_k=0
      38|[-0.0287411051482727, 0.1238330398214006, 0.1960283759157622, -0.0091763112100371, 0.7888646950841953, -0.0081406943042336, -0.1361876061489186, 0.0721652502478683, -0.1393916526735973]|2166.9299025767368221|      0.01562500|[380, 0, 38, 76]                                                           |  | used linear model with 10 points | iterate success | actual_k=0
      39|[-0.0284680555739017, 0.120244479490076, 0.1942325414394243, -0.0076150269786751, 0.8017401484449748, -0.0082767979009106, -0.1420040058485656, 0.0684488433699487, -0.1359149207630327]|1720.5908550974354512|      0.03125000|[390, 0, 39, 78]                                                           |  | used linear model with 10 points | iterate success | actual_k=0
      40|[-0.0284680555739017, 0.120244479490076, 0.1942325414394243, -0.0076150269786751, 0.8017401484449748, -0.0082767979009106, -0.1420040058485656, 0.0684488433699487, -0.1359149207630327]|1720.5908550974354512|      0.01562500|[400, 0, 40, 80]                                                           |  | used linear model with 10 points | iterate failure | actual_k=0
      41|[-0.0284680555739017, 0.120244479490076, 0.1942325414394243, -0.0076150269786751, 0.8017401484449748, -0.0082767979009106, -0.1420040058485656, 0.0684488433699487, -0.1359149207630327]|1720.5908550974354512|      0.00781250|[410, 0, 41, 82]                                                           |  | used linear model with 10 points | iterate failure | actual_k=0
      42|[-0.0284680555739017, 0.120244479490076, 0.1942325414394243, -0.0076150269786751, 0.8017401484449748, -0.0082767979009106, -0.1420040058485656, 0.0684488433699487, -0.1359149207630327]|1720.5908550974354512|      0.00390625|[420, 0, 42, 84]                                                           |  | used linear model with 10 points | iterate failure | actual_k=0
      43|[-0.0293537264610702, 0.1202238788754517, 0.1939123606820576, -0.0076448386064921, 0.8048276258808893, -0.0064103873948048, -0.1410572918719971, 0.0690478836266634, -0.1355996024649909]|1620.4522090749781000|      0.00781250|[430, 0, 43, 86]                                                           |  | used linear model with 10 points | iterate success | actual_k=0
      44|[-0.0286880141568852, 0.1177188139328773, 0.1944310160739793, -0.0066642857108302, 0.8094438228960434, -0.0100421769219547, -0.145138392417512, 0.0704291265785351, -0.135445453809954]|1508.7809821242631187|      0.01562500|[440, 0, 44, 88]                                                           |  | used linear model with 10 points | iterate success | actual_k=0
      45|[-0.0286880141568852, 0.1177188139328773, 0.1944310160739793, -0.0066642857108302, 0.8094438228960434, -0.0100421769219547, -0.145138392417512, 0.0704291265785351, -0.135445453809954]|1508.7809821242631187|      0.00781250|[450, 0, 45, 90]                                                           |  | used linear model with 10 points | iterate failure | actual_k=0
