k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[11, 3, 1, 2]                                                              |  | used linear model with 14 points | iterate failure | actual_k=4
      22|[-0.1400285447316807, -0.06620495056445, 0.0637510858956285, 0.0100543360804795, 0.7973627850131798, 0.0119838096002209, 0.1253637534437189, -0.2172941080513037, -0.001945345725007]|1647.5112337902669424|      0.01562500|[246, 62, 22, 44]                                                          |  | used linear model with 14 points | iterate failure | actual_k=4
      23|[-0.1400198099864071, -0.0673650233110033, 0.0638543320249909, 0.0026403709235026, 0.8106049409486213, 0.0086562419778055, 0.1264107617083177, -0.2174963628184891, -0.0024480458518695]|1280.9263026509668180|      0.03125000|[256, 66, 23, 46]                                                          |  | used linear model with 14 points | iterate success | actual_k=4
      24|[-0.1482335262274542, -0.0652704100668195, 0.053599692216476, 0.0007332441815109, 0.8340723851283238, 0.0042978852372176, 0.1142908775707448, -0.2214020957951496, -0.0104513351417557]|789.7818008139971653|      0.06250000|[266, 70, 24, 48]                                                          |  | used linear model with 14 points | iterate success | actual_k=4
      25|[-0.1482335262274542, -0.0652704100668195, 0.053599692216476, 0.0007332441815109, 0.8340723851283238, 0.0042978852372176, 0.1142908775707448, -0.2214020957951496, -0.0104513351417557]|789.7818008139971653|      0.03125000|[276, 74, 25, 50]                                                          |  | used linear model with 14 points | iterate failure | actual_k=4
      26|[-0.1482335262274542, -0.0652704100668195, 0.053599692216476, 0.0007332441815109, 0.8340723851283238, 0.0042978852372176, 0.1142908775707448, -0.2214020957951496, -0.0104513351417557]|789.7818008139971653|      0.01562500|[286, 78, 26, 52]                                                          |  | used linear model with 14 points | iterate failure | actual_k=4
      27|[-0.1379618942738888, -0.064086551259106, 0.0466812115188963, 0.006798761751388, 0.8387880726043876, 0.0027066463914329, 0.1150838377058607, -0.2225298664151559, -0.0155411681446305]|670.9404136015765516|      0.03125000|[296, 82, 27, 54]                                                          |  | used linear model with 14 points | iterate success | actual_k=4
      28|[-0.1379618942738888, -0.064086551259106, 0.0466812115188963, 0.006798761751388, 0.8387880726043876, 0.0027066463914329, 0.1150838377058607, -0.2225298664151559, -0.0155411681446305]|670.9404136015765516|      0.01562500|[306, 86, 28, 56]                                                          |  | used linear model with 14 points | iterate failure | actual_k=4
      29|[-0.1351673300130166, -0.066545396613356, 0.0470555172973702, -3.43146509876e-05, 0.8499946558034427, 0.0073102774517409, 0.1153080626441558, -0.2164900938511874, -0.0159206701802519]|598.7564891692869651|      0.03125000|[317, 89, 29, 58]                                                          |  | used linear model with 14 points | iterate success | actual_k=4
      30|[-0.1351673300130166, -0.066545396613356, 0.0470555172973702, -3.43146509876e-05, 0.8499946558034427, 0.0073102774517409, 0.1153080626441558, -0.2164900938511874, -0.0159206701802519]|598.7564891692869651|      0.01562500|[328, 92, 30, 60]                                                          |  | used linear model with 14 points | iterate failure | actual_k=4
      31|[-0.1347204515023082, -0.0711263789135283, 0.0464989884487763, 0.0063114565171471, 0.8578488876041661, 0.0034662511196232, 0.1154642863509593, -0.2140515852995192, -0.0059236324059964]|423.5272201652815625|      0.03125000|[339, 95, 31, 62]                                                          |  | used linear model with 14 points | iterate success | actual_k=4
      32|[-0.1347204515023082, -0.0711263789135283, 0.0464989884487763, 0.0063114565171471, 0.8578488876041661, 0.0034662511196232, 0.1154642863509593, -0.2140515852995192, -0.0059236324059964]|423.5272201652815625|      0.01562500|[349, 99, 32, 64]                                                          |  | used linear model with 14 points | iterate failure | actual_k=4
      33|[-0.1347204515023082, -0.0711263789135283, 0.0464989884487763, 0.0063114565171471, 0.8578488876041661, 0.0034662511196232, 0.1154642863509593, -0.2140515852995192, -0.0059236324059964]|423.5272201652815625|      0.00781250|[361, 101, 33, 66]                                                         |  | used linear model with 14 points | iterate failure | actual_k=4
      34|[-0.1377541607508952, -0.0746887636490988, 0.0465011689190606, 0.0028028726045943, 0.8621827887770495, 0.0060305138527574, 0.1148962972364314, -0.2130871096977403, -0.0054545417394651]|406.5082106311766097|      0.01562500|[371, 105, 34, 68]                                                         |  | used linear model with 14 points | iterate success | actual_k=4
      35|[-0.1377541607508952, -0.0746887636490988, 0.0465011689190606, 0.0028028726045943, 0.8621827887770495, 0.0060305138527574, 0.1148962972364314, -0.2130871096977403, -0.0054545417394651]|406.5082106311766097|      0.00781250|[381, 109, 35, 70]                                                         |  | used linear model with 14 points | iterate failure | actual_k=4
      36|[-0.1377541607508952, -0.0746887636490988, 0.0465011689190606, 0.0028028726045943, 0.8621827887770495, 0.0060305138527574, 0.1148962972364314, -0.2130871096977403, -0.0054545417394651]|406.5082106311766097|      0.00390625|[391, 113, 36, 72]                                                         |  | used linear model with 14 points | iterate failure | actual_k=4
      37|[-0.1379207518408835, -0.0745318024478017, 0.0465363888107654, 0.0050488540924068, 0.8637168748829959, 0.0036041081851135, 0.1152576287899009, -0.213681526878608, -0.006652861165695]|364.7184364981610543|      0.00781250|[403, 115, 37, 74]                                                         |  | used linear model with 14 points | iterate success | actual_k=4
      38|[-0.1379207518408835, -0.0745318024478017, 0.0465363888107654, 0.0050488540924068, 0.8637168748829959, 0.0036041081851135, 0.1152576287899009, -0.213681526878608, -0.006652861165695]|364.7184364981610543|      0.00390625|[414, 118, 38, 76]                                                         |  | used linear model with 14 points | iterate failure | actual_k=4
      39|[-0.1379207518408835, -0.0745318024478017, 0.0465363888107654, 0.0050488540924068, 0.8637168748829959, 0.0036041081851135, 0.1152576287899009, -0.213681526878608, -0.006652861165695]|364.7184364981610543|      0.00195312|[424, 122, 39, 78]                                                         |  | used linear model with 14 points | iterate failure | actual_k=4
      40|[-0.1377007763224884, -0.0744141824799004, 0.0468537332076708, 0.0059492698740009, 0.8653568457876855, 0.0032852613280968, 0.1152937559096635, -0.2136405576357506, -0.0068693467310131]|347.5834771841880979|      0.00390625|[434, 126, 40, 80]                                                         |  | used linear model with 14 points | iterate success | actual_k=4
      41|[-0.138706409760999, -0.0749388943925771, 0.0447459509006069, 0.0055653112178313, 0.8682944178324516, 0.0027727684006645, 0.1153125226784023, -0.2136294989402495, -0.0075690211908229]|320.6193189084683581|      0.00781250|[444, 130, 41, 82]                                                         |  | used linear model with 14 points | iterate success | actual_k=4
      42|[-0.138706409760999, -0.0749388943925771, 0.0447459509006069, 0.0055653112178313, 0.8682944178324516, 0.0027727684006645, 0.1153125226784023, -0.2136294989402495, -0.0075690211908229]|320.6193189084683581|      0.00390625|[455, 133, 42, 84]                                                         |  | used linear model with 14 points | iterate failure | actual_k=4
      43|[-0.1390079117868097, -0.0728091362511869, 0.0434533975840302, 0.0055226269379323, 0.8708099248144506, 0.0031643958841453, 0.1143572635110418, -0.2143560500011449, -0.0085878223701274]|299.4689596438975059|      0.00781250|[465, 137, 43, 86]                                                         |  | used linear model with 14 points | iterate success | actual_k=4
      44|[-0.1388819224556113, -0.0720683571699088, 0.0439648707749246, 0.0092527067755207, 0.8765477984633705, -0.0001959220364807, 0.114889797350971, -0.2153020812132866, -0.0095375228427571]|281.1176667701568022|      0.01562500|[476, 140, 44, 88]                                                         |  | used linear model with 14 points | iterate success | actual_k=4
      45|[-0.1388819224556113, -0.0720683571699088, 0.0439648707749246, 0.0092527067755207, 0.8765477984633705, -0.0001959220364807, 0.114889797350971, -0.2153020812132866, -0.0095375228427571]|281.1176667701568022|      0.00781250|[487, 143, 45, 90]                                                         |  | used linear model with 14 points | iterate failure | actual_k=4
