k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.436292702621011, 0.1301696202566872, 0.2410678825781634, 0.6923369400247705, 0.1061483329450752, -0.0375542660749751, -0.163408077149979, -0.1224892032812325, 0.0044990533660003, 0.1523850076671527, 0.0296095914111113, 0.0986575679864835, 0.0349803399960636, -0.1706610443642247, -0.0349817924314477, 0.0394834600517298, -0.1210920723151778, 0.0897569688011139, -0.0575936892056435, -0.3152727493381655, -0.0631636749482743, 0.0668628063686897]| 13.3761177062988281|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
      12|[1.4539472041238948, 0.0148974684072355, 0.3673204928535457, 1.964869537610332, 0.5075460766898864, 0.2018499922834066, -0.9441975802925809, 0.4793206221517228, -0.3335521341477333, -0.2016798972426047, -0.0765902693202891, 0.8193727350305453, 0.2050148015948426, -0.0472166590622447, 0.1126686929139069, 0.1024704945490054, -0.1358425224100224, -0.4818430824520283, -0.0170917954258949, -0.1922878350676577, 0.3938713923334003, 0.3449366678456918]| 12.1444292068481445|      0.01562500|[342, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      13|[1.4539472041238948, 0.0148974684072355, 0.3673204928535457, 1.964869537610332, 0.5075460766898864, 0.2018499922834066, -0.9441975802925809, 0.4793206221517228, -0.3335521341477333, -0.2016798972426047, -0.0765902693202891, 0.8193727350305453, 0.2050148015948426, -0.0472166590622447, 0.1126686929139069, 0.1024704945490054, -0.1358425224100224, -0.4818430824520283, -0.0170917954258949, -0.1922878350676577, 0.3938713923334003, 0.3449366678456918]| 12.1444292068481445|      0.00781250|[370, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.4497945644652188, 0.0151152478472753, 0.367063581733687, 1.9616910474931593, 0.5044204520149517, 0.2026163219176838, -0.9443972667552509, 0.4779715219806002, -0.3325261079511334, -0.2002074188644409, -0.0762436915514293, 0.8193252162148831, 0.2056862593633142, -0.0484924554004588, 0.1159165041653427, 0.1029136150928081, -0.1366441862839278, -0.4822129469210792, -0.0161662584999911, -0.1905591600775951, 0.3931190389246043, 0.3449067587655221]| 12.1444072723388672|      0.01562500|[398, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      15|[1.4497945644652188, 0.0151152478472753, 0.367063581733687, 1.9616910474931593, 0.5044204520149517, 0.2026163219176838, -0.9443972667552509, 0.4779715219806002, -0.3325261079511334, -0.2002074188644409, -0.0762436915514293, 0.8193252162148831, 0.2056862593633142, -0.0484924554004588, 0.1159165041653427, 0.1029136150928081, -0.1366441862839278, -0.4822129469210792, -0.0161662584999911, -0.1905591600775951, 0.3931190389246043, 0.3449067587655221]| 12.1444072723388672|      0.00781250|[426, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.4497945644652188, 0.0151152478472753, 0.367063581733687, 1.9616910474931593, 0.5044204520149517, 0.2026163219176838, -0.9443972667552509, 0.4779715219806002, -0.3325261079511334, -0.2002074188644409, -0.0762436915514293, 0.8193252162148831, 0.2056862593633142, -0.0484924554004588, 0.1159165041653427, 0.1029136150928081, -0.1366441862839278, -0.4822129469210792, -0.0161662584999911, -0.1905591600775951, 0.3931190389246043, 0.3449067587655221]| 12.1444072723388672|      0.00390625|[454, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.4473382558135934, 0.0143953087148449, 0.3652932930917726, 1.9611364299443161, 0.5040927912591061, 0.2013575423282092, -0.9439745638104148, 0.4777507124495402, -0.3320882169441083, -0.1991929034202784, -0.0765549899153958, 0.8186509705903974, 0.2053787798827708, -0.0479560992175481, 0.1162221689393799, 0.1025430439328964, -0.1364479376558038, -0.481900647758723, -0.016681380215439, -0.1902879449986506, 0.3931749583858646, 0.3442120494708171]| 12.1444034576416016|      0.00781250|[482, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      18|[1.4473382558135934, 0.0143953087148449, 0.3652932930917726, 1.9611364299443161, 0.5040927912591061, 0.2013575423282092, -0.9439745638104148, 0.4777507124495402, -0.3320882169441083, -0.1991929034202784, -0.0765549899153958, 0.8186509705903974, 0.2053787798827708, -0.0479560992175481, 0.1162221689393799, 0.1025430439328964, -0.1364479376558038, -0.481900647758723, -0.016681380215439, -0.1902879449986506, 0.3931749583858646, 0.3442120494708171]| 12.1444034576416016|      0.00390625|[510, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.4449746744319114, 0.0134058274577666, 0.3663476186651225, 1.962218180010766, 0.5051102498960396, 0.2009954815065317, -0.9428597398274895, 0.4773548901546963, -0.3330068284091252, -0.1997076363848813, -0.0763656822639933, 0.819307642563859, 0.2053681557737832, -0.048653695756627, 0.1166025640944444, 0.1021477827317301, -0.1359028914581037, -0.482793973276078, -0.0170177909760324, -0.1899803502556819, 0.3930757334377509, 0.3446235334355832]| 12.1443986892700195|      0.00781250|[538, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      20|[1.4449746744319114, 0.0134058274577666, 0.3663476186651225, 1.962218180010766, 0.5051102498960396, 0.2009954815065317, -0.9428597398274895, 0.4773548901546963, -0.3330068284091252, -0.1997076363848813, -0.0763656822639933, 0.819307642563859, 0.2053681557737832, -0.048653695756627, 0.1166025640944444, 0.1021477827317301, -0.1359028914581037, -0.482793973276078, -0.0170177909760324, -0.1899803502556819, 0.3930757334377509, 0.3446235334355832]| 12.1443986892700195|      0.00390625|[566, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.4434682563348828, 0.0131595889956397, 0.367205248160245, 1.9650328367420398, 0.5053130337763801, 0.2011991221181698, -0.9430240873096515, 0.476842239747533, -0.3334364449809075, -0.1992722430822006, -0.0758902869001389, 0.8188846175120841, 0.2059389398869416, -0.048489093048118, 0.116968709633231, 0.1014770425785104, -0.1359703566139262, -0.4823532641402286, -0.0167483298226515, -0.1897024885576853, 0.3917974589390774, 0.3441761883335432]| 12.1443920135498047|      0.00781250|[594, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      22|[1.4434682563348828, 0.0131595889956397, 0.367205248160245, 1.9650328367420398, 0.5053130337763801, 0.2011991221181698, -0.9430240873096515, 0.476842239747533, -0.3334364449809075, -0.1992722430822006, -0.0758902869001389, 0.8188846175120841, 0.2059389398869416, -0.048489093048118, 0.116968709633231, 0.1014770425785104, -0.1359703566139262, -0.4823532641402286, -0.0167483298226515, -0.1897024885576853, 0.3917974589390774, 0.3441761883335432]| 12.1443920135498047|      0.00390625|[622, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.4434682563348828, 0.0131595889956397, 0.367205248160245, 1.9650328367420398, 0.5053130337763801, 0.2011991221181698, -0.9430240873096515, 0.476842239747533, -0.3334364449809075, -0.1992722430822006, -0.0758902869001389, 0.8188846175120841, 0.2059389398869416, -0.048489093048118, 0.116968709633231, 0.1014770425785104, -0.1359703566139262, -0.4823532641402286, -0.0167483298226515, -0.1897024885576853, 0.3917974589390774, 0.3441761883335432]| 12.1443920135498047|      0.00195312|[651, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      24|[1.4421246370720933, 0.0127556673887503, 0.367400919194079, 1.9657299562577777, 0.5050491153465951, 0.2007979795137148, -0.9436637501614503, 0.4763000499210761, -0.3336967439208177, -0.1992969310483555, -0.0760175677767622, 0.8188665251908273, 0.2057548621788832, -0.0486305639226943, 0.1170697381718477, 0.1013582809470136, -0.1360761050140066, -0.4825202946200067, -0.0170816750504168, -0.1898322338421308, 0.3915654104532728, 0.3442415995910221]| 12.1443891525268555|      0.00390625|[679, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      25|[1.4421246370720933, 0.0127556673887503, 0.367400919194079, 1.9657299562577777, 0.5050491153465951, 0.2007979795137148, -0.9436637501614503, 0.4763000499210761, -0.3336967439208177, -0.1992969310483555, -0.0760175677767622, 0.8188665251908273, 0.2057548621788832, -0.0486305639226943, 0.1170697381718477, 0.1013582809470136, -0.1360761050140066, -0.4825202946200067, -0.0170816750504168, -0.1898322338421308, 0.3915654104532728, 0.3442415995910221]| 12.1443891525268555|      0.00195312|[707, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      26|[1.44097551140478, 0.0125192945128727, 0.3673888214733192, 1.9666102698417107, 0.5048906343689535, 0.2005541456789334, -0.9440370073739173, 0.4762773733083555, -0.3334058553612044, -0.1992298054491071, -0.0761925652612848, 0.8189930829823149, 0.2060980265004604, -0.0488528883431086, 0.117139945606968, 0.101009852075615, -0.1361338810654912, -0.4822093697117584, -0.0171140882895795, -0.1895593050258417, 0.3920002092864251, 0.3450446829149808]| 12.1443862915039062|      0.00390625|[735, 52, 0, 52]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      27|[1.44097551140478, 0.0125192945128727, 0.3673888214733192, 1.9666102698417107, 0.5048906343689535, 0.2005541456789334, -0.9440370073739173, 0.4762773733083555, -0.3334058553612044, -0.1992298054491071, -0.0761925652612848, 0.8189930829823149, 0.2060980265004604, -0.0488528883431086, 0.117139945606968, 0.101009852075615, -0.1361338810654912, -0.4822093697117584, -0.0171140882895795, -0.1895593050258417, 0.3920002092864251, 0.3450446829149808]| 12.1443862915039062|      0.00195312|[764, 54, 0, 54]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.4404622726441259, 0.0117239188461712, 0.3680395280093417, 1.9673139661936037, 0.5047560925656537, 0.2003873542493809, -0.9435843735744992, 0.476282226998237, -0.3331684930791818, -0.1988093295869095, -0.0767095308102251, 0.8187561997456523, 0.2055946103061375, -0.0487799678269669, 0.117507962788764, 0.1005528603775551, -0.1365701608707022, -0.4825095811915701, -0.0171133582169606, -0.1900840235482418, 0.3918419947312944, 0.3449504950029282]| 12.1443834304809570|      0.00390625|[792, 56, 0, 56]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      29|[1.4404622726441259, 0.0117239188461712, 0.3680395280093417, 1.9673139661936037, 0.5047560925656537, 0.2003873542493809, -0.9435843735744992, 0.476282226998237, -0.3331684930791818, -0.1988093295869095, -0.0767095308102251, 0.8187561997456523, 0.2055946103061375, -0.0487799678269669, 0.117507962788764, 0.1005528603775551, -0.1365701608707022, -0.4825095811915701, -0.0171133582169606, -0.1900840235482418, 0.3918419947312944, 0.3449504950029282]| 12.1443834304809570|      0.00195312|[820, 58, 0, 58]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      30|[1.4397219073105454, 0.0112839301665053, 0.3678535639911298, 1.9675974092601816, 0.5046039465482687, 0.2008812291929589, -0.9431834420391306, 0.4761411237884066, -0.3327508152772426, -0.1988693127414386, -0.0767393637561292, 0.8191176562168694, 0.2056148858748268, -0.0483673277297999, 0.1178055448439752, 0.1011997640076195, -0.1371535210292122, -0.4828624594161766, -0.017657903310735, -0.1893069391645116, 0.3921506680448232, 0.344700474892108]| 12.1443815231323242|      0.00390625|[848, 60, 0, 60]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      31|[1.4397219073105454, 0.0112839301665053, 0.3678535639911298, 1.9675974092601816, 0.5046039465482687, 0.2008812291929589, -0.9431834420391306, 0.4761411237884066, -0.3327508152772426, -0.1988693127414386, -0.0767393637561292, 0.8191176562168694, 0.2056148858748268, -0.0483673277297999, 0.1178055448439752, 0.1011997640076195, -0.1371535210292122, -0.4828624594161766, -0.017657903310735, -0.1893069391645116, 0.3921506680448232, 0.344700474892108]| 12.1443815231323242|      0.00195312|[876, 62, 0, 62]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      32|[1.4385182178772487, 0.0112629314370148, 0.3673610396802175, 1.9681467156020431, 0.5045933884168327, 0.2011897044887459, -0.943117081765044, 0.4759398662679475, -0.3333700417375672, -0.1990490673554363, -0.0768707408781939, 0.8189253045233417, 0.2060075678059735, -0.0485112984718702, 0.1182366083768198, 0.1012356172229652, -0.1369853157377093, -0.4824365187512574, -0.0170790852767154, -0.1897941715716718, 0.3923913057748261, 0.3446066517373099]| 12.1443796157836914|      0.00390625|[905, 64, 0, 64]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      33|[1.4385182178772487, 0.0112629314370148, 0.3673610396802175, 1.9681467156020431, 0.5045933884168327, 0.2011897044887459, -0.943117081765044, 0.4759398662679475, -0.3333700417375672, -0.1990490673554363, -0.0768707408781939, 0.8189253045233417, 0.2060075678059735, -0.0485112984718702, 0.1182366083768198, 0.1012356172229652, -0.1369853157377093, -0.4824365187512574, -0.0170790852767154, -0.1897941715716718, 0.3923913057748261, 0.3446066517373099]| 12.1443796157836914|      0.00195312|[933, 66, 0, 66]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      34|[1.4380611508544479, 0.0106623793418227, 0.3681458862418416, 1.9692143818550085, 0.5044295093092316, 0.2010562711359998, -0.9431352667087443, 0.4761252093435775, -0.3339023912346636, -0.1992400623006477, -0.0767832939049355, 0.8192931881545867, 0.2056808809085809, -0.0487620594327966, 0.1185516893681556, 0.1014280180932031, -0.1370027713283992, -0.4829239160823041, -0.0169462108828125, -0.190320713776349, 0.3921503853468908, 0.3443823315541303]| 12.1443767547607422|      0.00390625|[961, 68, 0, 68]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      35|[1.436684999496955, 0.010106906178747, 0.3688546773592934, 1.9715906531998206, 0.5041676071682601, 0.2001979682549928, -0.9428322579077966, 0.4763954164975606, -0.3345579697987104, -0.1991467516384569, -0.0763751859544168, 0.8189502600208125, 0.2058973516599573, -0.0482923550106573, 0.1182188675728381, 0.1012075520044069, -0.1380272458263821, -0.482912162329894, -0.0167330683973124, -0.1892939510639157, 0.3917480331531785, 0.3459560369509864]| 12.1443719863891602|      0.00781250|[989, 70, 0, 70]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      36|[1.436684999496955, 0.010106906178747, 0.3688546773592934, 1.9715906531998206, 0.5041676071682601, 0.2001979682549928, -0.9428322579077966, 0.4763954164975606, -0.3345579697987104, -0.1991467516384569, -0.0763751859544168, 0.8189502600208125, 0.2058973516599573, -0.0482923550106573, 0.1182188675728381, 0.1012075520044069, -0.1380272458263821, -0.482912162329894, -0.0167330683973124, -0.1892939510639157, 0.3917480331531785, 0.3459560369509864]| 12.1443719863891602|      0.00390625|[1017, 72, 0, 72]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      37|[1.433765772634979, 0.0098404589495365, 0.3683093596870778, 1.972975260780466, 0.504277282981947, 0.2001736354617094, -0.9438343427650275, 0.4760916300960449, -0.3356475836800561, -0.199157455691349, -0.0760397164726808, 0.8191510732681908, 0.2055932529675209, -0.0479177396922504, 0.1178104284606323, 0.1012167416768986, -0.1376084988647129, -0.4826069240991895, -0.0173358224968241, -0.1900658384766808, 0.3921443713125731, 0.3454895238257947]| 12.1443653106689453|      0.00781250|[1045, 74, 0, 74]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      38|[1.433765772634979, 0.0098404589495365, 0.3683093596870778, 1.972975260780466, 0.504277282981947, 0.2001736354617094, -0.9438343427650275, 0.4760916300960449, -0.3356475836800561, -0.199157455691349, -0.0760397164726808, 0.8191510732681908, 0.2055932529675209, -0.0479177396922504, 0.1178104284606323, 0.1012167416768986, -0.1376084988647129, -0.4826069240991895, -0.0173358224968241, -0.1900658384766808, 0.3921443713125731, 0.3454895238257947]| 12.1443653106689453|      0.00390625|[1073, 76, 0, 76]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.4310763324547409, 0.0095786240319177, 0.3692520405052234, 1.9733418385179358, 0.50434380945827, 0.2003114600295121, -0.9450344088239985, 0.4758226671453968, -0.3364328939802471, -0.1996441411384735, -0.0757736871299279, 0.8190927570454138, 0.2065024521990298, -0.0487586532996272, 0.118195904935251, 0.1015391481636118, -0.1369153847185627, -0.4814577107559226, -0.017129864411292, -0.1902506889437554, 0.392546594320322, 0.3462924316739428]| 12.1443605422973633|      0.00781250|[1101, 78, 0, 78]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      40|[1.4310763324547409, 0.0095786240319177, 0.3692520405052234, 1.9733418385179358, 0.50434380945827, 0.2003114600295121, -0.9450344088239985, 0.4758226671453968, -0.3364328939802471, -0.1996441411384735, -0.0757736871299279, 0.8190927570454138, 0.2065024521990298, -0.0487586532996272, 0.118195904935251, 0.1015391481636118, -0.1369153847185627, -0.4814577107559226, -0.017129864411292, -0.1902506889437554, 0.392546594320322, 0.3462924316739428]| 12.1443605422973633|      0.00390625|[1129, 80, 0, 80]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      41|[1.4310763324547409, 0.0095786240319177, 0.3692520405052234, 1.9733418385179358, 0.50434380945827, 0.2003114600295121, -0.9450344088239985, 0.4758226671453968, -0.3364328939802471, -0.1996441411384735, -0.0757736871299279, 0.8190927570454138, 0.2065024521990298, -0.0487586532996272, 0.118195904935251, 0.1015391481636118, -0.1369153847185627, -0.4814577107559226, -0.017129864411292, -0.1902506889437554, 0.392546594320322, 0.3462924316739428]| 12.1443605422973633|      0.00195312|[1157, 82, 0, 82]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      42|[1.4305737168594221, 0.0097811048556769, 0.3689434403233002, 1.9744095034121698, 0.5046662890813639, 0.1999857599314133, -0.9449088641128747, 0.4759224655724864, -0.3360036302554455, -0.1992944461825072, -0.0765846195917999, 0.8187021039434975, 0.2068608168004276, -0.0486125202737182, 0.1177004446186956, 0.1011766742561002, -0.1371206846360844, -0.4809932524772222, -0.0167844194974582, -0.190211169885336, 0.3923797700288243, 0.34630346471296]| 12.1443586349487305|      0.00390625|[1185, 84, 0, 84]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      43|[1.4285775008719082, 0.0089425045185753, 0.3701252125562277, 1.9771071035824208, 0.5047163469836674, 0.2003845523612445, -0.9448787213441494, 0.4758691140252451, -0.336430981572738, -0.1989736126072417, -0.0766712787242982, 0.818854609602068, 0.2075020568382526, -0.0482059635441399, 0.1176118526029046, 0.1008078208877446, -0.1369324561044714, -0.4809579018331807, -0.0166701702889466, -0.1903886982288945, 0.3919347458278852, 0.345658695915746]| 12.1443519592285156|      0.00781250|[1213, 86, 0, 86]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      44|[1.4259801243702408, 0.0067096206748175, 0.3692496595247101, 1.9794431566759785, 0.5057848961848501, 0.2014843370913916, -0.9439936764765198, 0.474942112441078, -0.334660587338746, -0.1962648704210428, -0.078441802883496, 0.8208924725636703, 0.2080902753742826, -0.0475294621206366, 0.1161840119930542, 0.1027845415309626, -0.1349728303694092, -0.4818865603084658, -0.0182566784785136, -0.1915930288679571, 0.3899356377000875, 0.3470406875073804]| 12.1443443298339844|      0.01562500|[1241, 88, 0, 88]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      45|[1.4259801243702408, 0.0067096206748175, 0.3692496595247101, 1.9794431566759785, 0.5057848961848501, 0.2014843370913916, -0.9439936764765198, 0.474942112441078, -0.334660587338746, -0.1962648704210428, -0.078441802883496, 0.8208924725636703, 0.2080902753742826, -0.0475294621206366, 0.1161840119930542, 0.1027845415309626, -0.1349728303694092, -0.4818865603084658, -0.0182566784785136, -0.1915930288679571, 0.3899356377000875, 0.3470406875073804]| 12.1443443298339844|      0.00781250|[1270, 90, 0, 90]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      46|[1.4259801243702408, 0.0067096206748175, 0.3692496595247101, 1.9794431566759785, 0.5057848961848501, 0.2014843370913916, -0.9439936764765198, 0.474942112441078, -0.334660587338746, -0.1962648704210428, -0.078441802883496, 0.8208924725636703, 0.2080902753742826, -0.0475294621206366, 0.1161840119930542, 0.1027845415309626, -0.1349728303694092, -0.4818865603084658, -0.0182566784785136, -0.1915930288679571, 0.3899356377000875, 0.3470406875073804]| 12.1443443298339844|      0.00390625|[1298, 92, 0, 92]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
