k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3006897512882837, 0.0896710325043035, 0.120605054914046, 0.6573739423928832, -0.1607148838795891, -0.0766892997827306, 0.3171712221283295, 0.041401586669169, -0.2165922356267631, -0.2397426320785812, 0.0021593457458448, 0.1091472727881449, -0.1493966034720837, 0.0331039202499935, 0.3211129229309846, -0.0120218869119504, -0.1702919949079585, 0.1549507645499253, -0.0101495363795922, -0.0042101331704696, 0.1456765275601453, 0.0592051020161787]| 13.5793457031250000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
      15|[1.5015701623831181, 0.2637514239945031, 0.5837200238456827, 1.8646901013004307, -0.2779507064242849, -0.018518260864237, 0.8498988684578076, 0.0681053817499668, -0.6102689618393194, -0.2433593430945259, -0.601606832713702, 0.0721391906846119, -0.1628630017390345, 0.1202024539592927, 0.1823540693768909, -0.3288066888623954, -0.3657789208671937, 0.0134755580092744, 0.1843114658418828, -0.5385636345220766, 0.2806285579010399, 0.5226472569678998]| 12.1446752548217773|      0.00781250|[400, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      16|[1.5015701623831181, 0.2637514239945031, 0.5837200238456827, 1.8646901013004307, -0.2779507064242849, -0.018518260864237, 0.8498988684578076, 0.0681053817499668, -0.6102689618393194, -0.2433593430945259, -0.601606832713702, 0.0721391906846119, -0.1628630017390345, 0.1202024539592927, 0.1823540693768909, -0.3288066888623954, -0.3657789208671937, 0.0134755580092744, 0.1843114658418828, -0.5385636345220766, 0.2806285579010399, 0.5226472569678998]| 12.1446752548217773|      0.00390625|[426, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      17|[1.5003039508600562, 0.2640631038565912, 0.5852323563275474, 1.8661461912665782, -0.2777579176058755, -0.0190058125455658, 0.8503723075573434, 0.0675627151820923, -0.6099107741945717, -0.2427463906408603, -0.6016439568624317, 0.0724379067196283, -0.1630619824875157, 0.1188987629759975, 0.1812289839033584, -0.3282780989758681, -0.3669644195902424, 0.013184782133766, 0.1838713674945203, -0.5397076398596885, 0.2818422419284827, 0.5227614131134635]| 12.1446714401245117|      0.00781250|[452, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      18|[1.5003039508600562, 0.2640631038565912, 0.5852323563275474, 1.8661461912665782, -0.2777579176058755, -0.0190058125455658, 0.8503723075573434, 0.0675627151820923, -0.6099107741945717, -0.2427463906408603, -0.6016439568624317, 0.0724379067196283, -0.1630619824875157, 0.1188987629759975, 0.1812289839033584, -0.3282780989758681, -0.3669644195902424, 0.013184782133766, 0.1838713674945203, -0.5397076398596885, 0.2818422419284827, 0.5227614131134635]| 12.1446714401245117|      0.00390625|[478, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      19|[1.4973140569813521, 0.2632793666909301, 0.5858165097134544, 1.8658525428911157, -0.2773483899893305, -0.0186121152972937, 0.8502986744489364, 0.0666349812416128, -0.6099053754987758, -0.2427209936878395, -0.6019194429023269, 0.0723438622485282, -0.1631999770755889, 0.1195631938034636, 0.181015779926738, -0.3280976221605615, -0.3669038404040678, 0.0124854030091361, 0.1848637817528938, -0.5401014834499334, 0.2811090338294373, 0.5238991516628775]| 12.1446676254272461|      0.00781250|[504, 76, 0, 38]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      20|[1.4973140569813521, 0.2632793666909301, 0.5858165097134544, 1.8658525428911157, -0.2773483899893305, -0.0186121152972937, 0.8502986744489364, 0.0666349812416128, -0.6099053754987758, -0.2427209936878395, -0.6019194429023269, 0.0723438622485282, -0.1631999770755889, 0.1195631938034636, 0.181015779926738, -0.3280976221605615, -0.3669038404040678, 0.0124854030091361, 0.1848637817528938, -0.5401014834499334, 0.2811090338294373, 0.5238991516628775]| 12.1446676254272461|      0.00390625|[530, 80, 0, 40]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      21|[1.4970389103881039, 0.2634207489075435, 0.5869445489812244, 1.868414186365224, -0.2777295597193827, -0.0175004615762117, 0.8492463005628631, 0.0669412053082275, -0.6092596884496504, -0.2422016355531457, -0.6017148321673715, 0.0721089085871517, -0.1642983156621064, 0.1199817183643012, 0.1807271993303903, -0.3287632606533664, -0.366570639553404, 0.0122449097753933, 0.1849603771962968, -0.5414356123946216, 0.2814188873894393, 0.5238746713793506]| 12.1446628570556641|      0.00781250|[557, 84, 0, 42]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      22|[1.4970389103881039, 0.2634207489075435, 0.5869445489812244, 1.868414186365224, -0.2777295597193827, -0.0175004615762117, 0.8492463005628631, 0.0669412053082275, -0.6092596884496504, -0.2422016355531457, -0.6017148321673715, 0.0721089085871517, -0.1642983156621064, 0.1199817183643012, 0.1807271993303903, -0.3287632606533664, -0.366570639553404, 0.0122449097753933, 0.1849603771962968, -0.5414356123946216, 0.2814188873894393, 0.5238746713793506]| 12.1446628570556641|      0.00390625|[583, 88, 0, 44]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      23|[1.4948742024370805, 0.2623973529170006, 0.5877205521611164, 1.8692947728506641, -0.2779072287052698, -0.0181276725841768, 0.8489129732572827, 0.066955410310107, -0.609731521837112, -0.2416799621181298, -0.6006419787757078, 0.0731023800452669, -0.1643343495807299, 0.1201476809712689, 0.1809449333851403, -0.3293780984847862, -0.36810329543767, 0.0117556350078817, 0.1856251005792861, -0.5420150613693644, 0.2803905279855279, 0.5241924702698341]| 12.1446580886840820|      0.00781250|[610, 92, 0, 46]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      24|[1.4948742024370805, 0.2623973529170006, 0.5877205521611164, 1.8692947728506641, -0.2779072287052698, -0.0181276725841768, 0.8489129732572827, 0.066955410310107, -0.609731521837112, -0.2416799621181298, -0.6006419787757078, 0.0731023800452669, -0.1643343495807299, 0.1201476809712689, 0.1809449333851403, -0.3293780984847862, -0.36810329543767, 0.0117556350078817, 0.1856251005792861, -0.5420150613693644, 0.2803905279855279, 0.5241924702698341]| 12.1446580886840820|      0.00390625|[636, 96, 0, 48]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      25|[1.4948742024370805, 0.2623973529170006, 0.5877205521611164, 1.8692947728506641, -0.2779072287052698, -0.0181276725841768, 0.8489129732572827, 0.066955410310107, -0.609731521837112, -0.2416799621181298, -0.6006419787757078, 0.0731023800452669, -0.1643343495807299, 0.1201476809712689, 0.1809449333851403, -0.3293780984847862, -0.36810329543767, 0.0117556350078817, 0.1856251005792861, -0.5420150613693644, 0.2803905279855279, 0.5241924702698341]| 12.1446580886840820|      0.00195312|[662, 100, 0, 50]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      26|[1.4940911970420154, 0.2615642738817712, 0.5884672336282147, 1.8699367795897883, -0.277862842042842, -0.0177304799605578, 0.8487683947266104, 0.0666946118406016, -0.6092200714174044, -0.2415092716981138, -0.6007652419179839, 0.0733030305640466, -0.1640917249444003, 0.1203106128917432, 0.1810848330491116, -0.3294679772981951, -0.3686839665597296, 0.0115042624759551, 0.1852200773925779, -0.5418552693866008, 0.2804150416994968, 0.5246817985978839]| 12.1446552276611328|      0.00390625|[689, 104, 0, 52]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      27|[1.4940911970420154, 0.2615642738817712, 0.5884672336282147, 1.8699367795897883, -0.277862842042842, -0.0177304799605578, 0.8487683947266104, 0.0666946118406016, -0.6092200714174044, -0.2415092716981138, -0.6007652419179839, 0.0733030305640466, -0.1640917249444003, 0.1203106128917432, 0.1810848330491116, -0.3294679772981951, -0.3686839665597296, 0.0115042624759551, 0.1852200773925779, -0.5418552693866008, 0.2804150416994968, 0.5246817985978839]| 12.1446552276611328|      0.00195312|[716, 108, 0, 54]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      28|[1.4931014735413752, 0.2611554431124489, 0.5886502274410913, 1.8708738743107634, -0.2785658681657225, -0.0180981773209088, 0.8487923989452753, 0.0666099767293291, -0.6088085988904884, -0.2414158946195737, -0.6004260206501719, 0.0737697190722892, -0.1640977225138875, 0.1199256642482905, 0.181450960894698, -0.329260880804737, -0.3685242413895892, 0.011464000009043, 0.1850579016413544, -0.5416108971041892, 0.2800079732098987, 0.5246164721098397]| 12.1446523666381836|      0.00390625|[742, 112, 0, 56]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      29|[1.4931014735413752, 0.2611554431124489, 0.5886502274410913, 1.8708738743107634, -0.2785658681657225, -0.0180981773209088, 0.8487923989452753, 0.0666099767293291, -0.6088085988904884, -0.2414158946195737, -0.6004260206501719, 0.0737697190722892, -0.1640977225138875, 0.1199256642482905, 0.181450960894698, -0.329260880804737, -0.3685242413895892, 0.011464000009043, 0.1850579016413544, -0.5416108971041892, 0.2800079732098987, 0.5246164721098397]| 12.1446523666381836|      0.00195312|[769, 116, 0, 58]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      30|[1.4927712687628845, 0.2606812417029107, 0.5886755436843898, 1.8720022678113712, -0.2787640169978586, -0.0183019365573665, 0.8483818299093951, 0.0666850464264835, -0.6082562865286967, -0.2411072938291378, -0.6006248553929318, 0.0740052213452474, -0.1635104078235427, 0.1202600172062262, 0.1813516974533472, -0.3289309738486401, -0.3688395299921841, 0.0116637094342125, 0.1843454926570474, -0.5416404868301309, 0.2796847907218694, 0.5242572269646669]| 12.1446504592895508|      0.00390625|[795, 120, 0, 60]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      31|[1.4903492132240521, 0.2593165078284864, 0.589170421665134, 1.8737950619238994, -0.2789637068830814, -0.018548265402689, 0.847528314731127, 0.0671450017182973, -0.608823241714408, -0.2416087817213221, -0.6006634582824638, 0.0744397161807618, -0.1637244583490309, 0.1203967850122622, 0.1807089867465324, -0.329115034389296, -0.3680276055062283, 0.0118053481454713, 0.1834686006278015, -0.5421318923164765, 0.2798762455973402, 0.5244283470343502]| 12.1446437835693359|      0.00781250|[821, 124, 0, 62]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      32|[1.4903492132240521, 0.2593165078284864, 0.589170421665134, 1.8737950619238994, -0.2789637068830814, -0.018548265402689, 0.847528314731127, 0.0671450017182973, -0.608823241714408, -0.2416087817213221, -0.6006634582824638, 0.0744397161807618, -0.1637244583490309, 0.1203967850122622, 0.1807089867465324, -0.329115034389296, -0.3680276055062283, 0.0118053481454713, 0.1834686006278015, -0.5421318923164765, 0.2798762455973402, 0.5244283470343502]| 12.1446437835693359|      0.00390625|[848, 128, 0, 64]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      33|[1.4903492132240521, 0.2593165078284864, 0.589170421665134, 1.8737950619238994, -0.2789637068830814, -0.018548265402689, 0.847528314731127, 0.0671450017182973, -0.608823241714408, -0.2416087817213221, -0.6006634582824638, 0.0744397161807618, -0.1637244583490309, 0.1203967850122622, 0.1807089867465324, -0.329115034389296, -0.3680276055062283, 0.0118053481454713, 0.1834686006278015, -0.5421318923164765, 0.2798762455973402, 0.5244283470343502]| 12.1446437835693359|      0.00195312|[874, 132, 0, 66]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      34|[1.4890767836717598, 0.2590540494588316, 0.5894359211991951, 1.8740438180478047, -0.2785245333052976, -0.0186227952349892, 0.8478614001148852, 0.0674406699499422, -0.6094140770029707, -0.2411755129876324, -0.600825300747121, 0.0740530697137476, -0.164280120579176, 0.1204424183432679, 0.1806767920427279, -0.3288653813430981, -0.3679451658442366, 0.0123532168779683, 0.183312266117109, -0.542027914395381, 0.280249441029304, 0.5242569213639294]| 12.1446409225463867|      0.00390625|[901, 136, 0, 68]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      35|[1.4890767836717598, 0.2590540494588316, 0.5894359211991951, 1.8740438180478047, -0.2785245333052976, -0.0186227952349892, 0.8478614001148852, 0.0674406699499422, -0.6094140770029707, -0.2411755129876324, -0.600825300747121, 0.0740530697137476, -0.164280120579176, 0.1204424183432679, 0.1806767920427279, -0.3288653813430981, -0.3679451658442366, 0.0123532168779683, 0.183312266117109, -0.542027914395381, 0.280249441029304, 0.5242569213639294]| 12.1446409225463867|      0.00195312|[927, 140, 0, 70]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      36|[1.4876191710847075, 0.2592871317342899, 0.5899667178264479, 1.8742772143981425, -0.2786642983437062, -0.0184985775392458, 0.8482895924357479, 0.0673074947033693, -0.6091759755769902, -0.2415967327609368, -0.6007541242378592, 0.0738219463221728, -0.1640755530049324, 0.1210206543884338, 0.1805593704917251, -0.3290554860603875, -0.3680860709743668, 0.0125225783794864, 0.18307601190349, -0.5415769079734485, 0.2802454254955319, 0.5240646807652946]| 12.1446390151977539|      0.00390625|[953, 144, 0, 72]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      37|[1.4876191710847075, 0.2592871317342899, 0.5899667178264479, 1.8742772143981425, -0.2786642983437062, -0.0184985775392458, 0.8482895924357479, 0.0673074947033693, -0.6091759755769902, -0.2415967327609368, -0.6007541242378592, 0.0738219463221728, -0.1640755530049324, 0.1210206543884338, 0.1805593704917251, -0.3290554860603875, -0.3680860709743668, 0.0125225783794864, 0.18307601190349, -0.5415769079734485, 0.2802454254955319, 0.5240646807652946]| 12.1446390151977539|      0.00195312|[980, 148, 0, 74]                                                          |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      38|[1.4871188833670652, 0.2596318030766996, 0.5904149495653459, 1.8753863514089475, -0.2781086828127618, -0.0184146809150354, 0.8482086848726187, 0.0670223705319511, -0.609260426598121, -0.2413642754352368, -0.60048824028268, 0.0733243545674587, -0.1641591948772694, 0.1213261831180511, 0.1806544750977924, -0.3287104984571149, -0.3678553556512717, 0.0122258886876245, 0.182969446543258, -0.5419850698748971, 0.2805104743565778, 0.5248480086535294]| 12.1446371078491211|      0.00390625|[1006, 152, 0, 76]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      39|[1.4871188833670652, 0.2596318030766996, 0.5904149495653459, 1.8753863514089475, -0.2781086828127618, -0.0184146809150354, 0.8482086848726187, 0.0670223705319511, -0.609260426598121, -0.2413642754352368, -0.60048824028268, 0.0733243545674587, -0.1641591948772694, 0.1213261831180511, 0.1806544750977924, -0.3287104984571149, -0.3678553556512717, 0.0122258886876245, 0.182969446543258, -0.5419850698748971, 0.2805104743565778, 0.5248480086535294]| 12.1446371078491211|      0.00195312|[1032, 156, 0, 78]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      40|[1.4863109966004275, 0.2586520340527516, 0.5901864040871674, 1.8760777469390624, -0.2782384175749974, -0.0185085274475681, 0.8482671372137811, 0.0672086893535663, -0.6092894383098286, -0.2411199799317628, -0.6005750968728855, 0.0736691696062218, -0.1647033744447216, 0.1208684425813479, 0.1807106869568186, -0.3282594639387925, -0.367725634807254, 0.0123695815608259, 0.1822542498134421, -0.5419687349901177, 0.2809036185577633, 0.5247771950295156]| 12.1446342468261719|      0.00390625|[1059, 160, 0, 80]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      41|[1.4863109966004275, 0.2586520340527516, 0.5901864040871674, 1.8760777469390624, -0.2782384175749974, -0.0185085274475681, 0.8482671372137811, 0.0672086893535663, -0.6092894383098286, -0.2411199799317628, -0.6005750968728855, 0.0736691696062218, -0.1647033744447216, 0.1208684425813479, 0.1807106869568186, -0.3282594639387925, -0.367725634807254, 0.0123695815608259, 0.1822542498134421, -0.5419687349901177, 0.2809036185577633, 0.5247771950295156]| 12.1446342468261719|      0.00195312|[1085, 164, 0, 82]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      42|[1.4861494197752916, 0.2578570664181377, 0.5908181254787335, 1.8767581123436863, -0.2780573964023397, -0.0177836511906503, 0.8483777809454484, 0.0670470123508061, -0.608980901233389, -0.2412457345425088, -0.6007573596295592, 0.0732839004599626, -0.1645224679895902, 0.1209469960729144, 0.1808945177647575, -0.3281102949654303, -0.3687418913348168, 0.0119626296380551, 0.1821998429269689, -0.5416745122347876, 0.2810237549287329, 0.5246871922121256]| 12.1446323394775391|      0.00390625|[1111, 168, 0, 84]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      43|[1.4861494197752916, 0.2578570664181377, 0.5908181254787335, 1.8767581123436863, -0.2780573964023397, -0.0177836511906503, 0.8483777809454484, 0.0670470123508061, -0.608980901233389, -0.2412457345425088, -0.6007573596295592, 0.0732839004599626, -0.1645224679895902, 0.1209469960729144, 0.1808945177647575, -0.3281102949654303, -0.3687418913348168, 0.0119626296380551, 0.1821998429269689, -0.5416745122347876, 0.2810237549287329, 0.5246871922121256]| 12.1446323394775391|      0.00195312|[1137, 172, 0, 86]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      44|[1.4852727853964809, 0.2572097229073043, 0.5909084458554207, 1.8772010367534797, -0.2778680916344326, -0.0180527918589884, 0.8478486437413886, 0.0666964853997981, -0.6089738284216414, -0.2411334204487516, -0.6011490929350977, 0.0732112419577701, -0.1644990732380669, 0.1207845722368234, 0.1814313383290417, -0.3277679224572304, -0.3693343657247057, 0.0114091581022411, 0.1829313152944282, -0.5417735446566962, 0.2808972004755181, 0.524387637576083]| 12.1446304321289062|      0.00390625|[1163, 176, 0, 88]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      45|[1.4852727853964809, 0.2572097229073043, 0.5909084458554207, 1.8772010367534797, -0.2778680916344326, -0.0180527918589884, 0.8478486437413886, 0.0666964853997981, -0.6089738284216414, -0.2411334204487516, -0.6011490929350977, 0.0732112419577701, -0.1644990732380669, 0.1207845722368234, 0.1814313383290417, -0.3277679224572304, -0.3693343657247057, 0.0114091581022411, 0.1829313152944282, -0.5417735446566962, 0.2808972004755181, 0.524387637576083]| 12.1446304321289062|      0.00195312|[1190, 180, 0, 90]                                                         |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      46|[1.484103510109214, 0.256674711829715, 0.5912389410770722, 1.877978161608293, -0.2779856807885874, -0.0178240327881535, 0.8478773592111744, 0.0661314286767447, -0.6087743184674137, -0.2415844452871022, -0.6012470805598203, 0.0727173064316143, -0.164766021451949, 0.1205353290135257, 0.1813278983030982, -0.3275439256080834, -0.369225067581056, 0.0112882349893621, 0.183098839916351, -0.54216243287455, 0.280583164079987, 0.5241301717891356]| 12.1446266174316406|      0.00390625|[1216, 184, 0, 92]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
