k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.1730031902978419, -0.0616538861263388, 0.4770901537963119, -0.0164158027389154, 0.806930565517969, 0.067014667799675, -0.266954434985986, 0.1009010455595255, 0.0362022985761249]|7698.9582493649140815|      2.00000000|[8, 2, 1, 2]                                                               |  | used linear model with 10 points | iterate success | actual_k=4
      13|[-0.1690629857027348, -0.0364986952503096, 0.4531416530363771, -0.0154190956803304, 0.8160805001775288, 0.0084589869150417, -0.2589220363237182, 0.1079493325210878, 0.0745290563970777]|1465.7419434784726491|      0.03125000|[107, 23, 13, 26]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      14|[-0.1690629857027348, -0.0364986952503096, 0.4531416530363771, -0.0154190956803304, 0.8160805001775288, 0.0084589869150417, -0.2589220363237182, 0.1079493325210878, 0.0745290563970777]|1465.7419434784726491|      0.01562500|[116, 24, 14, 28]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      15|[-0.1624927832115067, -0.0375516624237724, 0.4523064639325584, -0.014494647725387, 0.8249398330367849, 0.0013466574609676, -0.2657308730096059, 0.1122168280736563, 0.0723686408780935]|1141.5532393292562574|      0.03125000|[123, 27, 15, 30]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      16|[-0.1624927832115067, -0.0375516624237724, 0.4523064639325584, -0.014494647725387, 0.8249398330367849, 0.0013466574609676, -0.2657308730096059, 0.1122168280736563, 0.0723686408780935]|1141.5532393292562574|      0.01562500|[129, 31, 16, 32]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      17|[-0.1617379489174527, -0.0403892508766626, 0.4533336557831692, -0.0053033051197706, 0.8357525400424451, 0.0013195908405844, -0.2713545247308987, 0.1125796222844458, 0.0735134536378002]|919.3314494651646100|      0.03125000|[138, 32, 17, 34]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      18|[-0.1617379489174527, -0.0403892508766626, 0.4533336557831692, -0.0053033051197706, 0.8357525400424451, 0.0013195908405844, -0.2713545247308987, 0.1125796222844458, 0.0735134536378002]|919.3314494651646100|      0.01562500|[147, 33, 18, 36]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      19|[-0.1598266522870914, -0.0416223642854182, 0.4535959173130639, -0.0052435050677785, 0.8494581869020081, 0.0068810481655755, -0.2683220354390823, 0.1117950372838209, 0.0703027658593475]|717.0329699049493684|      0.03125000|[155, 35, 19, 38]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      20|[-0.1598266522870914, -0.0416223642854182, 0.4535959173130639, -0.0052435050677785, 0.8494581869020081, 0.0068810481655755, -0.2683220354390823, 0.1117950372838209, 0.0703027658593475]|717.0329699049493684|      0.01562500|[164, 36, 20, 40]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      21|[-0.1598266522870914, -0.0416223642854182, 0.4535959173130639, -0.0052435050677785, 0.8494581869020081, 0.0068810481655755, -0.2683220354390823, 0.1117950372838209, 0.0703027658593475]|717.0329699049493684|      0.00781250|[171, 39, 21, 42]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      22|[-0.1607939887393759, -0.0411039192545702, 0.4523931033086599, -0.0096166622009194, 0.8540504192028247, 0.0027810220796921, -0.2676515455339754, 0.1125266562056381, 0.0709157356616554]|580.9724102471518563|      0.01562500|[179, 41, 22, 44]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      23|[-0.1638225079419852, -0.0422149250446761, 0.4527861285877727, -0.0065646172443617, 0.8640928758724721, 0.0096592485334687, -0.2661011064317476, 0.1040978557025492, 0.0692861833166419]|538.1855053533424780|      0.03125000|[186, 44, 23, 46]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      24|[-0.1638225079419852, -0.0422149250446761, 0.4527861285877727, -0.0065646172443617, 0.8640928758724721, 0.0096592485334687, -0.2661011064317476, 0.1040978557025492, 0.0692861833166419]|538.1855053533424780|      0.01562500|[194, 46, 24, 48]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      25|[-0.1638225079419852, -0.0422149250446761, 0.4527861285877727, -0.0065646172443617, 0.8640928758724721, 0.0096592485334687, -0.2661011064317476, 0.1040978557025492, 0.0692861833166419]|538.1855053533424780|      0.00781250|[200, 50, 25, 50]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      26|[-0.1645947097124703, -0.0413546317288089, 0.4537057916629577, -0.0073256030518717, 0.8678668363590043, 0.0033004155394357, -0.2661623683916418, 0.1022494291433822, 0.0688667695078923]|425.4879474284778098|      0.01562500|[209, 51, 26, 52]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      27|[-0.1645947097124703, -0.0413546317288089, 0.4537057916629577, -0.0073256030518717, 0.8678668363590043, 0.0033004155394357, -0.2661623683916418, 0.1022494291433822, 0.0688667695078923]|425.4879474284778098|      0.00781250|[216, 54, 27, 54]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      28|[-0.1619667228455118, -0.0407550687843287, 0.4509877320418334, -0.0104091526154984, 0.8724334062892519, 0.0002992707796829, -0.2686639999322681, 0.1015922397879032, 0.0694348808759592]|364.1795579603378314|      0.01562500|[222, 58, 28, 56]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      29|[-0.1646179875933342, -0.0390900168038134, 0.4516612113943009, -0.0123029182325515, 0.8816315995304443, 0.0061216146963014, -0.270768878242671, 0.1076968753315772, 0.0778071902395822]|303.7497868872019922|      0.03125000|[229, 61, 29, 58]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      30|[-0.1646179875933342, -0.0390900168038134, 0.4516612113943009, -0.0123029182325515, 0.8816315995304443, 0.0061216146963014, -0.270768878242671, 0.1076968753315772, 0.0778071902395822]|303.7497868872019922|      0.01562500|[237, 63, 30, 60]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      31|[-0.1646179875933342, -0.0390900168038134, 0.4516612113943009, -0.0123029182325515, 0.8816315995304443, 0.0061216146963014, -0.270768878242671, 0.1076968753315772, 0.0778071902395822]|303.7497868872019922|      0.00781250|[245, 65, 31, 62]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      32|[-0.1646179875933342, -0.0390900168038134, 0.4516612113943009, -0.0123029182325515, 0.8816315995304443, 0.0061216146963014, -0.270768878242671, 0.1076968753315772, 0.0778071902395822]|303.7497868872019922|      0.00390625|[251, 69, 32, 64]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      33|[-0.1638523790773797, -0.0392424555002852, 0.4497502734865416, -0.011603642304426, 0.8825203157528413, 0.0031248249300348, -0.2707855194403423, 0.1069216582135528, 0.0774371623231229]|277.2075007270791502|      0.00781250|[260, 70, 33, 66]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      34|[-0.1638523790773797, -0.0392424555002852, 0.4497502734865416, -0.011603642304426, 0.8825203157528413, 0.0031248249300348, -0.2707855194403423, 0.1069216582135528, 0.0774371623231229]|277.2075007270791502|      0.00390625|[268, 72, 34, 68]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      35|[-0.1641937804781425, -0.0388770053633176, 0.4497192972024088, -0.0105978869564299, 0.8855083741207136, 0.0012573420582276, -0.269688964721108, 0.1072858880964524, 0.0769420903616175]|253.6881898587434989|      0.00781250|[277, 73, 35, 70]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      36|[-0.16142178663601, -0.041591025733996, 0.4478495031609362, -0.0117924334932538, 0.8913113484122136, 0.0016754209108292, -0.2715985844891662, 0.1057767399571838, 0.0780773226334184]|214.5466040125890572|      0.01562500|[283, 77, 36, 72]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      37|[-0.16142178663601, -0.041591025733996, 0.4478495031609362, -0.0117924334932538, 0.8913113484122136, 0.0016754209108292, -0.2715985844891662, 0.1057767399571838, 0.0780773226334184]|214.5466040125890572|      0.00781250|[291, 79, 37, 74]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      38|[-0.16142178663601, -0.041591025733996, 0.4478495031609362, -0.0117924334932538, 0.8913113484122136, 0.0016754209108292, -0.2715985844891662, 0.1057767399571838, 0.0780773226334184]|214.5466040125890572|      0.00390625|[298, 82, 38, 76]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      39|[-0.1606547985727026, -0.0409373190770615, 0.4466203228173471, -0.0112541428781189, 0.8944127940693142, 0.0032908638382537, -0.2712032815711673, 0.1058969290062952, 0.0782852025417725]|194.6846249833324407|      0.00781250|[305, 85, 39, 78]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      40|[-0.1571499648929943, -0.0400805433447239, 0.4517706599777099, -0.0087036468889241, 0.8977317731514549, 0.003667752537753, -0.2709884043747942, 0.1055708267981526, 0.0802025047392815]|183.4839343310896993|      0.01562500|[311, 89, 40, 80]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      41|[-0.1571499648929943, -0.0400805433447239, 0.4517706599777099, -0.0087036468889241, 0.8977317731514549, 0.003667752537753, -0.2709884043747942, 0.1055708267981526, 0.0802025047392815]|183.4839343310896993|      0.00781250|[318, 92, 41, 82]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      42|[-0.1571499648929943, -0.0400805433447239, 0.4517706599777099, -0.0087036468889241, 0.8977317731514549, 0.003667752537753, -0.2709884043747942, 0.1055708267981526, 0.0802025047392815]|183.4839343310896993|      0.00390625|[326, 94, 42, 84]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      43|[-0.1559093291906076, -0.0403555293407548, 0.4513718843380291, -0.0107994358656063, 0.9000781530117273, 0.004367976601674, -0.2709402892182567, 0.1040977441607552, 0.079240973845556]|165.2897401779141546|      0.00781250|[334, 96, 43, 86]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      44|[-0.1559093291906076, -0.0403555293407548, 0.4513718843380291, -0.0107994358656063, 0.9000781530117273, 0.004367976601674, -0.2709402892182567, 0.1040977441607552, 0.079240973845556]|165.2897401779141546|      0.00390625|[343, 97, 44, 88]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      45|[-0.1553513138997048, -0.039299464082585, 0.4498405861947475, -0.012188275592758, 0.9019861442318543, 0.00346638906711, -0.2697996038136761, 0.1038360138325442, 0.0811736993411403]|155.8919909181986156|      0.00781250|[351, 99, 45, 90]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
