k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[8, 3, 1, 4]                                                               |  | used linear model with 11 points | iterate failure | actual_k=1
      12|[0.3081998080768857, 0.2758892788072699, -0.0632165839151309, -0.0500145131495773, 0.8730401842410134, 0.0297998119208808, -0.2634698426777407, -0.0832992411236028, 0.2205761774292442]|1030.0718756345856946|      0.25000000|[103, 29, 12, 48]                                                          |  | used linear model with 11 points | iterate failure | actual_k=1
      13|[0.3081998080768857, 0.2758892788072699, -0.0632165839151309, -0.0500145131495773, 0.8730401842410134, 0.0297998119208808, -0.2634698426777407, -0.0832992411236028, 0.2205761774292442]|1030.0718756345856946|      0.12500000|[111, 32, 13, 52]                                                          |  | used linear model with 11 points | iterate failure | actual_k=1
      14|[0.3081998080768857, 0.2758892788072699, -0.0632165839151309, -0.0500145131495773, 0.8730401842410134, 0.0297998119208808, -0.2634698426777407, -0.0832992411236028, 0.2205761774292442]|1030.0718756345856946|      0.06250000|[120, 34, 14, 56]                                                          |  | used linear model with 11 points | iterate failure | actual_k=1
      15|[0.295340828397598, 0.2869213204443315, -0.0475948518201739, -0.0120972588700032, 0.9042912385162425, 0.006059428508147, -0.2472364051899871, -0.090119223630039, 0.2299122987450527]|136.9364268919558185|      0.12500000|[129, 36, 15, 60]                                                          |  | used linear model with 11 points | iterate success | actual_k=1
      16|[0.295340828397598, 0.2869213204443315, -0.0475948518201739, -0.0120972588700032, 0.9042912385162425, 0.006059428508147, -0.2472364051899871, -0.090119223630039, 0.2299122987450527]|136.9364268919558185|      0.06250000|[137, 39, 16, 64]                                                          |  | used linear model with 11 points | iterate failure | actual_k=1
      17|[0.295340828397598, 0.2869213204443315, -0.0475948518201739, -0.0120972588700032, 0.9042912385162425, 0.006059428508147, -0.2472364051899871, -0.090119223630039, 0.2299122987450527]|136.9364268919558185|      0.03125000|[146, 41, 17, 68]                                                          |  | used linear model with 11 points | iterate failure | actual_k=1
      18|[0.295340828397598, 0.2869213204443315, -0.0475948518201739, -0.0120972588700032, 0.9042912385162425, 0.006059428508147, -0.2472364051899871, -0.090119223630039, 0.2299122987450527]|136.9364268919558185|      0.01562500|[155, 43, 18, 72]                                                          |  | used linear model with 11 points | iterate failure | actual_k=1
      19|[0.295340828397598, 0.2869213204443315, -0.0475948518201739, -0.0120972588700032, 0.9042912385162425, 0.006059428508147, -0.2472364051899871, -0.090119223630039, 0.2299122987450527]|136.9364268919558185|      0.00781250|[164, 45, 19, 76]                                                          |  | used linear model with 11 points | iterate failure | actual_k=1
      20|[0.2943994666806929, 0.2867499354649198, -0.051321347768745, -0.011890242803634, 0.9106636785759677, 0.0061664356719417, -0.2453976327755915, -0.089885446316195, 0.2313733994185247]|111.8991001262405263|      0.01562500|[173, 47, 20, 80]                                                          |  | used linear model with 11 points | iterate success | actual_k=1
      21|[0.2943994666806929, 0.2867499354649198, -0.051321347768745, -0.011890242803634, 0.9106636785759677, 0.0061664356719417, -0.2453976327755915, -0.089885446316195, 0.2313733994185247]|111.8991001262405263|      0.00781250|[182, 49, 21, 84]                                                          |  | used linear model with 11 points | iterate failure | actual_k=1
      22|[0.2958286710811925, 0.2834542367801663, -0.0499920578950275, -0.0113323549072197, 0.9131651728137138, 0.0102424813266789, -0.2421356904746892, -0.086674976693184, 0.2298788605726257]| 88.9664979470884276|      0.01562500|[191, 51, 22, 88]                                                          |  | used linear model with 11 points | iterate success | actual_k=1
      23|[0.2958286710811925, 0.2834542367801663, -0.0499920578950275, -0.0113323549072197, 0.9131651728137138, 0.0102424813266789, -0.2421356904746892, -0.086674976693184, 0.2298788605726257]| 88.9664979470884276|      0.00781250|[199, 54, 23, 92]                                                          |  | used linear model with 11 points | iterate failure | actual_k=1
