k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3810697197914124, 0.3994062542915344, -0.2478699684143066, 0.3257216215133667, 0.0902887061238289, 0.0896863266825676, -0.1102972477674484, -0.0631653741002083, 0.2025051563978195, 0.0165062136948109, -0.0159791819751263, -0.0826767832040787, 0.1139898374676704, 0.3487167060375214, -0.0523092076182365, 0.1843140423297882, -0.0884401723742485, -0.0996630489826202, -0.3907334506511688, 0.3006083369255066, -0.0090456157922745, -0.0299764163792133]| 14.0074634552001953|      2.00000000|[258, 18, 0, 5]                                                            | | GPS sucess | actual_k=4
      13|[-144.3314528213814, -177.36964540183544, 154.9216341706924, 101.78977018594742, 75.64595998078585, -84.3846179023385, 116.51484500989318, -95.90794445574284, -83.7908736616373, -30.863269697874784, -56.83870133385062, 79.67337588965893, 158.49641054868698, 110.57380247116089, -19.350115425884724, -38.14846032112837, 163.1166981831193, 2.857455609831959, 67.29897498339415, -99.76305133104324, 105.06899897754192, -118.01233734562993]| 11.7518997192382812|    512.00000000|[3351, 225, 0, 65]                                                         | | GPS sucess | actual_k=4
      14|[-212.53461596835405, -119.52757005393505, 345.6466555329971, 117.96056944131851, 280.4890385940671, -89.77979192882776, 252.725004311651, 26.81621478497982, -118.6981345564127, -128.34077061340213, 5.913209829479456, 144.18367557227612, 84.48646181821823, -118.82498598098755, -174.7119776085019, 35.89418799430132, 208.86379901319742, -48.65754377981648, 35.15778159350157, -248.22237139940262, 33.23157374560833, -88.06829513981938]| 11.5515708923339844|   1024.00000000|[3610, 241, 0, 70]                                                         | | GPS sucess | actual_k=4
      15|[-308.3660216080025, -287.4311497658491, 581.2254366609268, 163.46402555704117, 80.7185307815671, -400.0122443214059, -61.222352866083384, -431.4706504493952, 117.88595663011074, -399.798747908324, 129.0970095731318, 60.06992129981518, 4.329586207866669, -543.1711163520813, -183.91145003587008, 246.39192969352007, 306.10970202833414, -99.87416899343953, 158.0954341813922, -111.90852862596512, 39.75638596713543, -366.91250290349126]| 11.2365474700927734|   2048.00000000|[3867, 259, 0, 75]                                                         | | GPS sucess | actual_k=4
      16|[-895.49724719394, -605.3436863869429, 795.9256167146377, 605.6503353714943, -95.0674799606204, -1470.118201352656, 198.68322574719787, -389.72668911516666, 135.99932752549648, -752.080242048949, -245.41535004600883, 210.94659976661205, 105.22090548276901, 149.0294451713562, -384.99345076829195, -56.55368798226118, 172.2654790058732, -352.8939901604317, -428.6286869123578, 316.4141032099724, -283.93148024380207, -715.4421965070069]| 10.8764553070068359|   4096.00000000|[4124, 277, 0, 80]                                                         | | GPS sucess | actual_k=4
      17|[-1383.7886290298775, -1161.4273045510054, 639.1417269441299, 1052.8689327836037, 1578.7694341018796, -2448.8129035010934, -722.1070574559271, -1971.0357711464167, -17.35225023329258, -794.5952566973865, 2.203470144420862, 1228.3512628525496, -364.1555898785591, 606.5332293510437, -866.8812986686826, -150.36310570687056, 1854.7986821308732, 90.76094758370891, -1522.6598148420453, 128.091257750988, -1715.7372663766146, -1133.2435270734131]| 10.2434473037719727|   8192.00000000|[4382, 294, 0, 85]                                                         | | GPS sucess | actual_k=4
      18|[-1383.7886290298775, -1161.4273045510054, 639.1417269441299, 1052.8689327836037, 1578.7694341018796, -2448.8129035010934, -722.1070574559271, -1971.0357711464167, -17.35225023329258, -794.5952566973865, 2.203470144420862, 1228.3512628525496, -364.1555898785591, 606.5332293510437, -866.8812986686826, -150.36310570687056, 1854.7986821308732, 90.76094758370891, -1522.6598148420453, 128.091257750988, -1715.7372663766146, -1133.2435270734131]| 10.2434473037719727|   4096.00000000|[4640, 311, 0, 90]                                                         |  | used quadratic model with 276 points | actual_k=4
      19|[-1383.7886290298775, -1161.4273045510054, 639.1417269441299, 1052.8689327836037, 1578.7694341018796, -2448.8129035010934, -722.1070574559271, -1971.0357711464167, -17.35225023329258, -794.5952566973865, 2.203470144420862, 1228.3512628525496, -364.1555898785591, 606.5332293510437, -866.8812986686826, -150.36310570687056, 1854.7986821308732, 90.76094758370891, -1522.6598148420453, 128.091257750988, -1715.7372663766146, -1133.2435270734131]| 10.2434473037719727|   2048.00000000|[4899, 327, 0, 95]                                                         |  | used quadratic model with 276 points | actual_k=4
      20|[-1383.7886290298775, -1161.4273045510054, 639.1417269441299, 1052.8689327836037, 1578.7694341018796, -2448.8129035010934, -722.1070574559271, -1971.0357711464167, -17.35225023329258, -794.5952566973865, 2.203470144420862, 1228.3512628525496, -364.1555898785591, 606.5332293510437, -866.8812986686826, -150.36310570687056, 1854.7986821308732, 90.76094758370891, -1522.6598148420453, 128.091257750988, -1715.7372663766146, -1133.2435270734131]| 10.2434473037719727|   1024.00000000|[5158, 343, 0, 100]                                                        |  | used quadratic model with 276 points | actual_k=4
      21|[-1385.1354994522408, -1176.749439522624, 676.4596895906143, 1049.4620302319527, 1126.036371357739, -2638.9317999854684, -791.0847643651068, -2032.087879911065, 477.1016071885824, -1047.8257712237537, -143.52435883507133, 1184.6051881760359, -506.49920254945755, 690.676013469696, -1335.1771665886045, -67.82694237679243, 2061.1398686543107, 200.933455823455, -1548.1541977003217, -188.05898028612137, -1482.573310688138, -1138.7283011861145]|  9.7320852279663086|   2048.00000000|[5416, 360, 0, 105]                                                        | | GPS sucess | actual_k=4
      22|[-1838.0274367081001, -590.6729014366865, -39.61135533126071, 1489.7163332104683, 1427.3949834182858, -2539.021941281855, -932.362886313349, -2173.3868453651667, -25.272263661026955, -449.08071507140994, -329.20122345909476, 1096.190065190196, -943.7365682721138, 1002.9499087333679, -1967.355511315167, 201.9498215392232, 1319.1398686543107, 547.2636560187675, -2051.085624702275, -402.3880665898323, -1290.5656965523958, -996.3774253316224]|  9.6293964385986328|   4096.00000000|[5674, 377, 0, 110]                                                        | | GPS sucess | actual_k=4
      23|[-1838.0274367081001, -590.6729014366865, -39.61135533126071, 1489.7163332104683, 1427.3949834182858, -2539.021941281855, -932.362886313349, -2173.3868453651667, -25.272263661026955, -449.08071507140994, -329.20122345909476, 1096.190065190196, -943.7365682721138, 1002.9499087333679, -1967.355511315167, 201.9498215392232, 1319.1398686543107, 547.2636560187675, -2051.085624702275, -402.3880665898323, -1290.5656965523958, -996.3774253316224]|  9.6293964385986328|   2048.00000000|[5932, 394, 0, 115]                                                        |  | used quadratic model with 276 points | actual_k=4
      24|[-1838.0274367081001, -590.6729014366865, -39.61135533126071, 1489.7163332104683, 1427.3949834182858, -2539.021941281855, -932.362886313349, -2173.3868453651667, -25.272263661026955, -449.08071507140994, -329.20122345909476, 1096.190065190196, -943.7365682721138, 1002.9499087333679, -1967.355511315167, 201.9498215392232, 1319.1398686543107, 547.2636560187675, -2051.085624702275, -402.3880665898323, -1290.5656965523958, -996.3774253316224]|  9.6293964385986328|   1024.00000000|[6190, 411, 0, 120]                                                        |  | used quadratic model with 276 points | actual_k=4
      25|[-1838.0274367081001, -590.6729014366865, -39.61135533126071, 1489.7163332104683, 1427.3949834182858, -2539.021941281855, -932.362886313349, -2173.3868453651667, -25.272263661026955, -449.08071507140994, -329.20122345909476, 1096.190065190196, -943.7365682721138, 1002.9499087333679, -1967.355511315167, 201.9498215392232, 1319.1398686543107, 547.2636560187675, -2051.085624702275, -402.3880665898323, -1290.5656965523958, -996.3774253316224]|  9.6293964385986328|    512.00000000|[6448, 428, 0, 125]                                                        |  | used quadratic model with 276 points | actual_k=4
      26|[-1840.153352235444, -591.5426922887564, 34.366336319129914, 1478.4004696011543, 1514.755006916821, -2593.4016867652535, -974.8742655552924, -2207.606060758233, -48.49278749525547, -675.4321707598865, -371.38272294029593, 1162.9891908615828, -973.6144827008247, 1069.060748577118, -2062.345600731671, 7.775978155434132, 1348.7485207691789, 520.0043958411552, -1906.6368179395795, -560.8930714726448, -1316.3591440469027, -857.5484458394349]|  9.6278905868530273|   1024.00000000|[6706, 445, 0, 130]                                                        | | GPS sucess | actual_k=4
      27|[-1840.153352235444, -591.5426922887564, 34.366336319129914, 1478.4004696011543, 1514.755006916821, -2593.4016867652535, -974.8742655552924, -2207.606060758233, -48.49278749525547, -675.4321707598865, -371.38272294029593, 1162.9891908615828, -973.6144827008247, 1069.060748577118, -2062.345600731671, 7.775978155434132, 1348.7485207691789, 520.0043958411552, -1906.6368179395795, -560.8930714726448, -1316.3591440469027, -857.5484458394349]|  9.6278905868530273|    512.00000000|[6965, 461, 0, 135]                                                        |  | used quadratic model with 276 points | actual_k=4
      28|[-1840.153352235444, -591.5426922887564, 34.366336319129914, 1478.4004696011543, 1514.755006916821, -2593.4016867652535, -974.8742655552924, -2207.606060758233, -48.49278749525547, -675.4321707598865, -371.38272294029593, 1162.9891908615828, -973.6144827008247, 1069.060748577118, -2062.345600731671, 7.775978155434132, 1348.7485207691789, 520.0043958411552, -1906.6368179395795, -560.8930714726448, -1316.3591440469027, -857.5484458394349]|  9.6278905868530273|    256.00000000|[7221, 480, 0, 140]                                                        |  | used quadratic model with 276 points | actual_k=4
      29|[-1866.0103068100289, -688.3183575719595, 8.893138382118195, 1509.604063808918, 1574.6700574234128, -2540.4500952735543, -1005.2040098942816, -2214.167601838708, -16.896695271134377, -754.8897513262928, -267.1189671419561, 1195.267240330577, -891.3486364483833, 1072.6686725616455, -2089.564110405743, 49.34942252188921, 1293.5415963307023, 571.6024907813407, -1963.6332092359662, -557.9467449784279, -1382.1400659829378, -906.3857184834778]|  9.6230773925781250|    512.00000000|[7476, 500, 0, 145]                                                        | | GPS sucess | actual_k=4
      30|[-1866.0103068100289, -688.3183575719595, 8.893138382118195, 1509.604063808918, 1574.6700574234128, -2540.4500952735543, -1005.2040098942816, -2214.167601838708, -16.896695271134377, -754.8897513262928, -267.1189671419561, 1195.267240330577, -891.3486364483833, 1072.6686725616455, -2089.564110405743, 49.34942252188921, 1293.5415963307023, 571.6024907813407, -1963.6332092359662, -557.9467449784279, -1382.1400659829378, -906.3857184834778]|  9.6230773925781250|    256.00000000|[7734, 517, 0, 150]                                                        |  | used quadratic model with 276 points | actual_k=4
      31|[-1866.0103068100289, -688.3183575719595, 8.893138382118195, 1509.604063808918, 1574.6700574234128, -2540.4500952735543, -1005.2040098942816, -2214.167601838708, -16.896695271134377, -754.8897513262928, -267.1189671419561, 1195.267240330577, -891.3486364483833, 1072.6686725616455, -2089.564110405743, 49.34942252188921, 1293.5415963307023, 571.6024907813407, -1963.6332092359662, -557.9467449784279, -1382.1400659829378, -906.3857184834778]|  9.6230773925781250|    128.00000000|[7992, 534, 0, 155]                                                        |  | used quadratic model with 276 points | actual_k=4
      32|[-1866.0103068100289, -688.3183575719595, 8.893138382118195, 1509.604063808918, 1574.6700574234128, -2540.4500952735543, -1005.2040098942816, -2214.167601838708, -16.896695271134377, -754.8897513262928, -267.1189671419561, 1195.267240330577, -891.3486364483833, 1072.6686725616455, -2089.564110405743, 49.34942252188921, 1293.5415963307023, 571.6024907813407, -1963.6332092359662, -557.9467449784279, -1382.1400659829378, -906.3857184834778]|  9.6230773925781250|     64.00000000|[8249, 552, 0, 160]                                                        |  | used quadratic model with 276 points | actual_k=4
      33|[-1866.0103068100289, -688.3183575719595, 8.893138382118195, 1509.604063808918, 1574.6700574234128, -2540.4500952735543, -1005.2040098942816, -2214.167601838708, -16.896695271134377, -754.8897513262928, -267.1189671419561, 1195.267240330577, -891.3486364483833, 1072.6686725616455, -2089.564110405743, 49.34942252188921, 1293.5415963307023, 571.6024907813407, -1963.6332092359662, -557.9467449784279, -1382.1400659829378, -906.3857184834778]|  9.6230773925781250|     32.00000000|[8507, 569, 0, 165]                                                        |  | used quadratic model with 276 points | actual_k=4
      34|[-1861.1411742912605, -685.3103531450033, 17.029138061683625, 1504.273898422718, 1574.5645414739847, -2546.493398286402, -992.1158789433539, -2215.584774747491, -16.201451376080513, -760.9909490458667, -273.08121117576957, 1198.278139874339, -899.2990625500679, 1088.2933254241943, -2094.020990021527, 45.76173646003008, 1283.4655808582902, 570.0951694236137, -1967.9388961866498, -561.6368160843849, -1381.3246944099665, -903.9239441342652]|  9.6228094100952148|     64.00000000|[8763, 588, 0, 170]                                                        | | GPS sucess | actual_k=4
      35|[-1868.074483369477, -671.4296473115683, 22.51590773789212, 1507.7841756939888, 1570.442179337144, -2597.649930574, -996.4114621914923, -2213.485352292657, -15.67108316719532, -777.5668672434986, -262.89419754967093, 1192.3541200608015, -881.7108190655708, 1100.3319864273071, -2103.551511414349, 40.749350138008595, 1292.1018323078752, 568.8224447951652, -1970.6991536691785, -567.8019075989723, -1381.7543312460184, -899.534584660083]|  9.6222152709960938|    128.00000000|[9021, 605, 0, 175]                                                        | | GPS sucess | actual_k=4
      36|[-1868.074483369477, -671.4296473115683, 22.51590773789212, 1507.7841756939888, 1570.442179337144, -2597.649930574, -996.4114621914923, -2213.485352292657, -15.67108316719532, -777.5668672434986, -262.89419754967093, 1192.3541200608015, -881.7108190655708, 1100.3319864273071, -2103.551511414349, 40.749350138008595, 1292.1018323078752, 568.8224447951652, -1970.6991536691785, -567.8019075989723, -1381.7543312460184, -899.534584660083]|  9.6222152709960938|     64.00000000|[9277, 624, 0, 180]                                                        |  | used quadratic model with 276 points | actual_k=4
      37|[-1880.0497355209664, -679.1296442598104, 19.021755907218903, 1518.2999876141548, 1582.32087482512, -2608.8389783874154, -1008.16138875857, -2204.4419400840998, -24.076406195759773, -777.573417251464, -289.577037896961, 1171.9665201157331, -884.5126064419746, 1103.2198913097382, -2119.1062933281064, 65.59775406867266, 1291.2333225384355, 555.9973744140007, -1961.5757758691907, -569.018308699131, -1382.4053687602282, -888.2209869809449]|  9.6218833923339844|    128.00000000|[9534, 642, 0, 185]                                                        | | GPS sucess | actual_k=4
      38|[-1880.0497355209664, -679.1296442598104, 19.021755907218903, 1518.2999876141548, 1582.32087482512, -2608.8389783874154, -1008.16138875857, -2204.4419400840998, -24.076406195759773, -777.573417251464, -289.577037896961, 1171.9665201157331, -884.5126064419746, 1103.2198913097382, -2119.1062933281064, 65.59775406867266, 1291.2333225384355, 555.9973744140007, -1961.5757758691907, -569.018308699131, -1382.4053687602282, -888.2209869809449]|  9.6218833923339844|     64.00000000|[9793, 658, 0, 190]                                                        |  | used quadratic model with 276 points | actual_k=4
      39|[-1880.0497355209664, -679.1296442598104, 19.021755907218903, 1518.2999876141548, 1582.32087482512, -2608.8389783874154, -1008.16138875857, -2204.4419400840998, -24.076406195759773, -777.573417251464, -289.577037896961, 1171.9665201157331, -884.5126064419746, 1103.2198913097382, -2119.1062933281064, 65.59775406867266, 1291.2333225384355, 555.9973744140007, -1961.5757758691907, -569.018308699131, -1382.4053687602282, -888.2209869809449]|  9.6218833923339844|     32.00000000|[10052, 674, 0, 195]                                                       |  | used quadratic model with 276 points | actual_k=4
      40|[-1880.0497355209664, -679.1296442598104, 19.021755907218903, 1518.2999876141548, 1582.32087482512, -2608.8389783874154, -1008.16138875857, -2204.4419400840998, -24.076406195759773, -777.573417251464, -289.577037896961, 1171.9665201157331, -884.5126064419746, 1103.2198913097382, -2119.1062933281064, 65.59775406867266, 1291.2333225384355, 555.9973744140007, -1961.5757758691907, -569.018308699131, -1382.4053687602282, -888.2209869809449]|  9.6218833923339844|     16.00000000|[10311, 690, 0, 200]                                                       |  | used quadratic model with 276 points | actual_k=4
      41|[-1880.0497355209664, -679.1296442598104, 19.021755907218903, 1518.2999876141548, 1582.32087482512, -2608.8389783874154, -1008.16138875857, -2204.4419400840998, -24.076406195759773, -777.573417251464, -289.577037896961, 1171.9665201157331, -884.5126064419746, 1103.2198913097382, -2119.1062933281064, 65.59775406867266, 1291.2333225384355, 555.9973744140007, -1961.5757758691907, -569.018308699131, -1382.4053687602282, -888.2209869809449]|  9.6218833923339844|      8.00000000|[10569, 707, 0, 205]                                                       |  | used quadratic model with 276 points | actual_k=4
      42|[-1880.0497355209664, -679.1296442598104, 19.021755907218903, 1518.2999876141548, 1582.32087482512, -2608.8389783874154, -1008.16138875857, -2204.4419400840998, -24.076406195759773, -777.573417251464, -289.577037896961, 1171.9665201157331, -884.5126064419746, 1103.2198913097382, -2119.1062933281064, 65.59775406867266, 1291.2333225384355, 555.9973744140007, -1961.5757758691907, -569.018308699131, -1382.4053687602282, -888.2209869809449]|  9.6218833923339844|      4.00000000|[10827, 724, 0, 210]                                                       |  | used quadratic model with 276 points | actual_k=4
      43|[-1879.610969488509, -677.9743293374777, 19.267145964782685, 1517.8258335590363, 1581.6882166415453, -2608.1122323051095, -1008.5402523316443, -2203.9229856282473, -23.95390471816063, -777.4060729793273, -289.2721664868295, 1174.3062754124403, -883.3515176177025, 1104.087533712387, -2117.8209004476666, 65.19566745311022, 1291.3178194314241, 556.1432781801559, -1961.8501343801618, -569.1101819202304, -1381.230305865407, -888.5966769345105]|  9.6218490600585938|      8.00000000|[11084, 742, 0, 215]                                                       | | GPS sucess | actual_k=4
      44|[-1879.610969488509, -677.9743293374777, 19.267145964782685, 1517.8258335590363, 1581.6882166415453, -2608.1122323051095, -1008.5402523316443, -2203.9229856282473, -23.95390471816063, -777.4060729793273, -289.2721664868295, 1174.3062754124403, -883.3515176177025, 1104.087533712387, -2117.8209004476666, 65.19566745311022, 1291.3178194314241, 556.1432781801559, -1961.8501343801618, -569.1101819202304, -1381.230305865407, -888.5966769345105]|  9.6218490600585938|      4.00000000|[11341, 760, 0, 220]                                                       |  | used quadratic model with 276 points | actual_k=4
