k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.2337608933448792, 0.0766544863581657, -0.2998392283916473, 0.4963559210300446, -0.3111166656017303, -0.1511278748512268, 0.159436509013176, 0.4399636685848236, -0.0135666718706489, -0.0948845148086548, 0.271331399679184, -0.3117490410804749, -0.1806002706289291, -0.1016004830598831, -0.0011232998222113, 0.0960525050759315, -0.038376409560442, -0.0505730286240578, 0.0105772092938423, -0.0826879143714905, 0.119085930287838, -0.0484049059450626]| 13.9711828231811523|      2.00000000|[292, 0, 0, 5]                                                             | | GPS sucess | actual_k=0
      22|[-148.79372417926788, -185.59600157290697, 151.41433657705784, 105.4392029941082, 221.32119384035468, -87.93230809271336, -43.365125238895416, 59.62051324546337, -35.442056524567306, -257.8879754990339, -126.8705463707447, 31.2480380050838, -146.53474266454577, 14.373419120907784, 57.93157967366278, -253.3741432055831, -93.2862588353455, -32.812772788107395, 60.88740073144436, -6.727211698889732, 16.64849577844143, 133.25156426429749]| 11.7182664871215820|    256.00000000|[6403, 0, 0, 110]                                                          |  | used quadratic model with 292 points | actual_k=0
      23|[-179.79999935626984, -289.32690519839525, 154.5094891935587, 136.49883052706718, 118.88122954592109, -14.06074894964695, 67.78728717565536, 64.87620906531811, 33.10166753549129, -293.2049501389265, -67.34061625599861, 60.639359187334776, -203.91567070409656, 14.217821821570396, 1.9194336775690317, -261.1381984576583, -64.93661322072148, -16.61482623964548, 95.34201346337795, 31.79858709871769, 31.30913458764553, 114.04005646705627]| 11.5284194946289062|    512.00000000|[6694, 0, 0, 115]                                                          | | GPS sucess | actual_k=0
      24|[-276.4655877351761, -454.069275803864, 144.72356332838535, 224.44582149386406, -30.72983917966485, -143.03950871527195, 189.68791431188583, 120.80759029090405, 220.48058904428035, -289.5644884556532, -276.97846415638924, -49.8657372482121, -250.47660286352038, -44.78629805147648, 22.9910870436579, -244.64736708253622, 134.61404595896602, -0.8616342917084694, 193.35685263574123, 43.29499460756779, -0.6191090494394302, 52.80175232887268]| 11.3560619354248047|   1024.00000000|[6985, 0, 0, 120]                                                          | | GPS sucess | actual_k=0
      25|[-276.4655877351761, -454.069275803864, 144.72356332838535, 224.44582149386406, -30.72983917966485, -143.03950871527195, 189.68791431188583, 120.80759029090405, 220.48058904428035, -289.5644884556532, -276.97846415638924, -49.8657372482121, -250.47660286352038, -44.78629805147648, 22.9910870436579, -244.64736708253622, 134.61404595896602, -0.8616342917084694, 193.35685263574123, 43.29499460756779, -0.6191090494394302, 52.80175232887268]| 11.3560619354248047|    512.00000000|[7276, 0, 0, 125]                                                          |  | used quadratic model with 292 points | actual_k=0
      26|[-200.1092187166214, -647.9139108136296, 119.91445077955723, 183.04208919405937, 1.8904840014874935, 98.58117304742336, 130.37238544225693, 137.21016673743725, 250.0358716370538, -404.06589226424694, -271.7246828377247, -240.0402520187199, -318.132273029536, 72.11933396756649, -202.19159117899835, -297.3471313342452, 65.77327905222774, -8.741743601858616, 124.57956229150295, 147.89930368959904, -39.25474824011326, -21.516645193099976]| 11.3354406356811523|   1024.00000000|[7567, 0, 0, 130]                                                          | | GPS sucess | actual_k=0
      27|[-514.811763882637, -816.7140969708562, 262.53008188307285, 415.52196285128593, -122.10396179929376, 6.931102856993675, 98.56650012731552, 279.2341840714216, 337.1459638001397, 13.197688058018684, -264.4910297691822, -157.98486261442304, -606.675730060786, 401.031077131629, -91.21427336893976, -1.587060533463955, 174.03339562937617, -52.60307935625315, 385.26864920556545, 292.5236170440912, 51.55981169641018, 299.6656057834625]| 10.6385040283203125|   2048.00000000|[7858, 0, 0, 135]                                                          | | GPS sucess | actual_k=0
      28|[-514.811763882637, -816.7140969708562, 262.53008188307285, 415.52196285128593, -122.10396179929376, 6.931102856993675, 98.56650012731552, 279.2341840714216, 337.1459638001397, 13.197688058018684, -264.4910297691822, -157.98486261442304, -606.675730060786, 401.031077131629, -91.21427336893976, -1.587060533463955, 174.03339562937617, -52.60307935625315, 385.26864920556545, 292.5236170440912, 51.55981169641018, 299.6656057834625]| 10.6385040283203125|   1024.00000000|[8149, 0, 0, 140]                                                          |  | used quadratic model with 292 points | actual_k=0
      29|[-514.811763882637, -816.7140969708562, 262.53008188307285, 415.52196285128593, -122.10396179929376, 6.931102856993675, 98.56650012731552, 279.2341840714216, 337.1459638001397, 13.197688058018684, -264.4910297691822, -157.98486261442304, -606.675730060786, 401.031077131629, -91.21427336893976, -1.587060533463955, 174.03339562937617, -52.60307935625315, 385.26864920556545, 292.5236170440912, 51.55981169641018, 299.6656057834625]| 10.6385040283203125|    512.00000000|[8440, 0, 0, 145]                                                          |  | used quadratic model with 292 points | actual_k=0
      30|[-514.811763882637, -816.7140969708562, 262.53008188307285, 415.52196285128593, -122.10396179929376, 6.931102856993675, 98.56650012731552, 279.2341840714216, 337.1459638001397, 13.197688058018684, -264.4910297691822, -157.98486261442304, -606.675730060786, 401.031077131629, -91.21427336893976, -1.587060533463955, 174.03339562937617, -52.60307935625315, 385.26864920556545, 292.5236170440912, 51.55981169641018, 299.6656057834625]| 10.6385040283203125|    256.00000000|[8731, 0, 0, 150]                                                          |  | used quadratic model with 292 points | actual_k=0
      31|[-588.322750210762, -862.8742265179753, 269.46312822401524, 474.96997615695, -190.24872956052423, -1.530722513794899, 205.16545337438583, 285.2359264343977, 287.09381688851863, 86.14997382462025, -216.61728861927986, -188.61248331144452, -571.527349781245, 371.9203250259161, -45.003984367474914, 43.524877943098545, 206.7726610712707, -37.95305589586496, 387.3297682851553, 282.72901178896427, -7.557505503296852, 176.00845551490784]| 10.5141906738281250|    512.00000000|[9022, 0, 0, 155]                                                          | | GPS sucess | actual_k=0
      32|[-588.322750210762, -862.8742265179753, 269.46312822401524, 474.96997615695, -190.24872956052423, -1.530722513794899, 205.16545337438583, 285.2359264343977, 287.09381688851863, 86.14997382462025, -216.61728861927986, -188.61248331144452, -571.527349781245, 371.9203250259161, -45.003984367474914, 43.524877943098545, 206.7726610712707, -37.95305589586496, 387.3297682851553, 282.72901178896427, -7.557505503296852, 176.00845551490784]| 10.5141906738281250|    256.00000000|[9313, 0, 0, 160]                                                          |  | used quadratic model with 292 points | actual_k=0
      33|[-638.8519212007523, -926.1360101178288, 209.70317567884922, 529.3214127719402, -212.75836930051446, -1.7737314850091934, 279.59858936071396, 310.85019950568676, 296.59298623818904, 60.389874413609505, -170.14035227894783, -194.56623106077313, -654.6755507700145, 287.52351258695126, -15.338863288983703, 49.25584927946329, 174.48555932566524, 31.165962658822536, 392.5517479032278, 249.5712168365717, -130.89174164831638, 198.72688698768616]| 10.4113998413085938|    512.00000000|[9604, 0, 0, 165]                                                          | | GPS sucess | actual_k=0
      34|[-638.8519212007523, -926.1360101178288, 209.70317567884922, 529.3214127719402, -212.75836930051446, -1.7737314850091934, 279.59858936071396, 310.85019950568676, 296.59298623818904, 60.389874413609505, -170.14035227894783, -194.56623106077313, -654.6755507700145, 287.52351258695126, -15.338863288983703, 49.25584927946329, 174.48555932566524, 31.165962658822536, 392.5517479032278, 249.5712168365717, -130.89174164831638, 198.72688698768616]| 10.4113998413085938|    256.00000000|[9895, 0, 0, 170]                                                          |  | used quadratic model with 292 points | actual_k=0
      35|[-638.8519212007523, -926.1360101178288, 209.70317567884922, 529.3214127719402, -212.75836930051446, -1.7737314850091934, 279.59858936071396, 310.85019950568676, 296.59298623818904, 60.389874413609505, -170.14035227894783, -194.56623106077313, -654.6755507700145, 287.52351258695126, -15.338863288983703, 49.25584927946329, 174.48555932566524, 31.165962658822536, 392.5517479032278, 249.5712168365717, -130.89174164831638, 198.72688698768616]| 10.4113998413085938|    128.00000000|[10186, 0, 0, 175]                                                         |  | used quadratic model with 292 points | actual_k=0
      36|[-638.8519212007523, -926.1360101178288, 209.70317567884922, 529.3214127719402, -212.75836930051446, -1.7737314850091934, 279.59858936071396, 310.85019950568676, 296.59298623818904, 60.389874413609505, -170.14035227894783, -194.56623106077313, -654.6755507700145, 287.52351258695126, -15.338863288983703, 49.25584927946329, 174.48555932566524, 31.165962658822536, 392.5517479032278, 249.5712168365717, -130.89174164831638, 198.72688698768616]| 10.4113998413085938|     64.00000000|[10477, 0, 0, 180]                                                         |  | used quadratic model with 292 points | actual_k=0
      37|[-631.9486228227615, -957.9846620038152, 213.1883813291788, 525.5172190368176, -192.1051786877215, -8.300932183861732, 272.1218356490135, 296.8100069016218, 318.5757438065484, 68.44437308609486, -163.80221083760262, -215.5677817352116, -656.9943774454296, 282.2464549392462, -25.73691168986261, 49.21026123315096, 160.63529573008418, 48.55408140271902, 401.3048587888479, 253.3191006332636, -143.07311333715916, 201.36614966392517]| 10.4066076278686523|    128.00000000|[10768, 0, 0, 185]                                                         | | GPS sucess | actual_k=0
      38|[-631.9486228227615, -957.9846620038152, 213.1883813291788, 525.5172190368176, -192.1051786877215, -8.300932183861732, 272.1218356490135, 296.8100069016218, 318.5757438065484, 68.44437308609486, -163.80221083760262, -215.5677817352116, -656.9943774454296, 282.2464549392462, -25.73691168986261, 49.21026123315096, 160.63529573008418, 48.55408140271902, 401.3048587888479, 253.3191006332636, -143.07311333715916, 201.36614966392517]| 10.4066076278686523|     64.00000000|[11059, 0, 0, 190]                                                         |  | used quadratic model with 292 points | actual_k=0
      39|[-631.9486228227615, -957.9846620038152, 213.1883813291788, 525.5172190368176, -192.1051786877215, -8.300932183861732, 272.1218356490135, 296.8100069016218, 318.5757438065484, 68.44437308609486, -163.80221083760262, -215.5677817352116, -656.9943774454296, 282.2464549392462, -25.73691168986261, 49.21026123315096, 160.63529573008418, 48.55408140271902, 401.3048587888479, 253.3191006332636, -143.07311333715916, 201.36614966392517]| 10.4066076278686523|     32.00000000|[11350, 0, 0, 195]                                                         |  | used quadratic model with 292 points | actual_k=0
      40|[-631.9486228227615, -957.9846620038152, 213.1883813291788, 525.5172190368176, -192.1051786877215, -8.300932183861732, 272.1218356490135, 296.8100069016218, 318.5757438065484, 68.44437308609486, -163.80221083760262, -215.5677817352116, -656.9943774454296, 282.2464549392462, -25.73691168986261, 49.21026123315096, 160.63529573008418, 48.55408140271902, 401.3048587888479, 253.3191006332636, -143.07311333715916, 201.36614966392517]| 10.4066076278686523|     16.00000000|[11641, 0, 0, 200]                                                         |  | used quadratic model with 292 points | actual_k=0
      41|[-635.6043511629105, -966.2761525586247, 218.20260299742222, 528.0001873672009, -193.43923506513238, -12.146668449044228, 269.79329031705856, 299.3908396214247, 315.9870594860986, 68.33664816617966, -164.14905193448067, -212.99188475683331, -657.1464819870889, 281.42904238402843, -26.600359356030822, 48.67037523537874, 162.49907730147243, 43.63278337568045, 395.4882131665945, 248.8218100219965, -140.74170126020908, 204.08144760131836]| 10.3990783691406250|     32.00000000|[11932, 0, 0, 205]                                                         | | GPS sucess | actual_k=0
      42|[-639.4838656187057, -978.2269525006413, 215.93623627722263, 532.3821787536144, -203.68165716901422, -7.103148952126503, 267.0161470770836, 296.85014466941357, 321.3587831379846, 81.8034240603447, -159.03793409466743, -218.07973866537213, -665.5653223954141, 286.0215797871351, -33.19633046351373, 50.206348188221455, 161.81058422848582, 38.08587070554495, 392.12236343324184, 254.1584136635065, -143.44981111586094, 210.75000476837158]| 10.3906116485595703|     64.00000000|[12223, 0, 0, 210]                                                         | | GPS sucess | actual_k=0
      43|[-644.8953069448471, -1000.1546163037419, 245.10532082617283, 532.7706357836723, -210.06020722165704, -28.86496116220951, 250.2662519812584, 288.47599343955517, 328.90871609468013, 80.35789424180984, -166.55182340741158, -214.31997160986066, -654.4913125000894, 296.8897819966078, -43.76595059596002, 61.7066819742322, 158.91518132016063, 24.764532051980495, 383.1811164468527, 249.22896791994572, -171.81338228285313, 202.64394283294678]| 10.3790006637573242|    128.00000000|[12514, 0, 0, 215]                                                         | | GPS sucess | actual_k=0
      44|[-633.5855487585068, -1049.3760709241033, 205.55994118750095, 534.3685078024864, -263.09181198850274, 11.08956764638424, 286.60498183965683, 290.79192404448986, 319.0355519177392, 50.036713898181915, -169.92855885624886, -188.47961478307843, -656.4779701195657, 250.04522709548473, -51.266461765393615, 62.97333861142397, 172.63182083889842, 3.1722182855010033, 405.69827304780483, 264.58966471254826, -169.1338387876749, 215.43482112884521]| 10.3738842010498047|    256.00000000|[12805, 0, 0, 220]                                                         | | GPS sucess | actual_k=0
