k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4333606064319611, -0.0048189018853009, -0.1761800050735474, 0.4808159172534943, 0.0537912733852863, 0.1953841000795364, 0.3228765428066254, 0.1055358499288559, -0.2694976329803467, 0.0634216815233231, 0.0107864225283265, 0.1317882090806961, 0.054891187697649, -0.2374348044395447, 0.0214248336851597, 0.0600030086934566, 0.2737790644168854, 0.014476340264082, 0.1180225014686584, 0.1469638645648956, 0.0821138545870781, 0.2076299637556076]| 13.7517747879028320|      2.00000000|[241, 35, 0, 5]                                                            | | GPS sucess | actual_k=8
      22|[-171.38498470187187, -223.18275005416945, 130.3580908253789, 130.00394269824028, -181.7278483323753, 98.97013792954385, -306.76704755425453, 58.41055575013161, -40.813564002513885, 302.6319065839052, -50.821946076117456, -128.15015069581568, 145.4869176633656, -37.26069790124893, 11.859651166945696, 365.5735383829888, -128.77573910355568, -335.30920010246336, -113.28680348396301, -238.25443150103092, 37.1582013592124, 220.84652285277843]| 11.6001853942871094|    256.00000000|[5295, 756, 0, 110]                                                        |  | used quadratic model with 276 points | actual_k=8
      23|[-219.2797791659832, -262.46026165084913, 66.57576126605272, 181.37175199389458, -200.68617848679423, 74.50605902634561, -287.1083237230778, 171.56421175599098, -24.504338920116425, 269.46962554752827, 6.472712584771216, -94.06144372560084, 60.271730590611696, -92.203095972538, 25.235985357314348, 393.7378812632378, -147.19825306534767, -313.83213596977293, -81.9243175983429, -276.29542042315006, -21.5860613361001, 162.42560152709484]| 11.5091304779052734|    512.00000000|[5536, 790, 0, 115]                                                        | | GPS sucess | actual_k=8
      24|[-219.2797791659832, -262.46026165084913, 66.57576126605272, 181.37175199389458, -200.68617848679423, 74.50605902634561, -287.1083237230778, 171.56421175599098, -24.504338920116425, 269.46962554752827, 6.472712584771216, -94.06144372560084, 60.271730590611696, -92.203095972538, 25.235985357314348, 393.7378812632378, -147.19825306534767, -313.83213596977293, -81.9243175983429, -276.29542042315006, -21.5860613361001, 162.42560152709484]| 11.5091304779052734|    256.00000000|[5776, 825, 0, 120]                                                        |  | used quadratic model with 276 points | actual_k=8
      25|[-254.82383891940117, -235.39550335006788, 95.7738222554326, 201.58694097399712, -288.1003783158958, 101.0018437858671, -336.36712422966957, 232.59595003724098, -6.561792075634003, 267.73610086739063, 34.15253359917551, -144.66022149659693, 53.952623058110476, -101.13278633356094, 54.96114023402333, 416.38060816143116, 7.2380872666835785, -242.58133488334715, -116.12537503242493, -234.8261325508356, 59.27387823909521, 173.00222353637218]| 11.4520101547241211|    512.00000000|[6016, 860, 0, 125]                                                        | | GPS sucess | actual_k=8
      26|[-424.5465256869793, -192.72817165451124, 172.47990746051073, 317.8297388255596, -175.69627217575908, -118.16116585768759, -321.5090595781803, 301.880129724741, 132.27557975053787, 325.09844751656055, -117.52355282660574, -64.24227563478053, 29.90208976343274, -281.93396431207657, 26.318949300795794, 312.9154592356499, 19.506638139486313, -344.8522012773901, -42.372430086135864, -319.0559451729059, 58.47133293002844, 128.38785128295422]| 11.3468132019042969|   1024.00000000|[6257, 894, 0, 130]                                                        | | GPS sucess | actual_k=8
      27|[-424.5465256869793, -192.72817165451124, 172.47990746051073, 317.8297388255596, -175.69627217575908, -118.16116585768759, -321.5090595781803, 301.880129724741, 132.27557975053787, 325.09844751656055, -117.52355282660574, -64.24227563478053, 29.90208976343274, -281.93396431207657, 26.318949300795794, 312.9154592356499, 19.506638139486313, -344.8522012773901, -42.372430086135864, -319.0559451729059, 58.47133293002844, 128.38785128295422]| 11.3468132019042969|    512.00000000|[6497, 929, 0, 135]                                                        |  | used quadratic model with 276 points | actual_k=8
      28|[-424.5465256869793, -192.72817165451124, 172.47990746051073, 317.8297388255596, -175.69627217575908, -118.16116585768759, -321.5090595781803, 301.880129724741, 132.27557975053787, 325.09844751656055, -117.52355282660574, -64.24227563478053, 29.90208976343274, -281.93396431207657, 26.318949300795794, 312.9154592356499, 19.506638139486313, -344.8522012773901, -42.372430086135864, -319.0559451729059, 58.47133293002844, 128.38785128295422]| 11.3468132019042969|    256.00000000|[6734, 967, 0, 140]                                                        |  | used quadratic model with 276 points | actual_k=8
      29|[-510.64280101656914, -220.15579158859327, 217.54412407428026, 380.7408525645733, -248.7035277299583, -84.36244072951376, -317.22655215859413, 342.01799288392067, 122.74624854326248, 357.7944771796465, -76.4929284369573, -13.236919799819589, 88.88881461694837, -340.36808067560196, 46.0600038357079, 307.9475966296013, -21.699324995279312, -319.4956377092749, 80.18673586845398, -277.4446056038141, 69.4902633652091, 137.99543623626232]| 10.9974145889282227|    512.00000000|[6973, 1003, 0, 145]                                                       | | GPS sucess | actual_k=8
      30|[-640.1972443759441, -199.19739467697218, 285.4578508809209, 467.73181173205376, -412.56860951706767, -103.09157624281943, -203.3272754251957, 414.56462374329567, 255.4957907795906, 358.205196544528, 53.749411650933325, -225.25707666017115, 108.48352782800794, -374.5915303826332, 1.655787069350481, 324.77166660640796, -62.12883701920509, -247.13451557792723, 204.37201571464539, -295.36511494219303, -57.214425660669804, 61.02693800628185]| 10.9010496139526367|   1024.00000000|[7214, 1037, 0, 150]                                                       | | GPS sucess | actual_k=8
      31|[-640.1972443759441, -199.19739467697218, 285.4578508809209, 467.73181173205376, -412.56860951706767, -103.09157624281943, -203.3272754251957, 414.56462374329567, 255.4957907795906, 358.205196544528, 53.749411650933325, -225.25707666017115, 108.48352782800794, -374.5915303826332, 1.655787069350481, 324.77166660640796, -62.12883701920509, -247.13451557792723, 204.37201571464539, -295.36511494219303, -57.214425660669804, 61.02693800628185]| 10.9010496139526367|    512.00000000|[7455, 1071, 0, 155]                                                       |  | used quadratic model with 276 points | actual_k=8
      32|[-683.7932488620281, -282.20119411544874, 339.1005854085088, 499.4376585185528, -594.9419005326927, -175.76342835463583, -291.06908145546913, 289.1667279303074, 143.44558936357498, 491.75880067050457, 49.9953425610438, -310.989094177261, 70.85346191003919, -349.62684112787247, -1.8290578536689281, 392.71021183345874, -112.53516712784767, -408.7949617449194, 7.416311979293823, -251.4772021919489, -13.913266755640507, -101.90479417145252]| 10.6690864562988281|   1024.00000000|[7696, 1105, 0, 160]                                                       | | GPS sucess | actual_k=8
      33|[-900.0211999118328, -307.5833008964546, -86.35412650555372, 744.789526194334, -752.9880431108177, -292.5275503639132, -269.67699733376503, 144.77376833558083, 475.58252173662186, 67.52680604159832, 68.5563948834315, -353.63035623170435, -89.74674255773425, -97.23844391107559, 153.4826181717217, 233.17005070064624, -168.16143360733986, -535.9645021501929, -68.22695279121399, -605.8154590278864, 217.21629562228918, 90.83170180022717]| 10.5711994171142578|   2048.00000000|[7937, 1139, 0, 165]                                                       | | GPS sucess | actual_k=8
      34|[-733.3546654880047, -1008.8101685722359, -227.0938420817256, 685.6218778789043, -780.9530127458274, -535.616127634421, 770.090092509985, -244.92541989684105, 1277.2616599202156, 0.1539193838834763, 395.36199791077524, -743.6645054016262, 277.0009991414845, -22.677416384220123, 249.50865729525685, -261.637383381385, -480.9295610487461, -607.0690630022436, -557.0956966876984, -1052.9790637642145, 546.523638151586, 701.1728272885084]| 10.5100822448730469|   4096.00000000|[8177, 1174, 0, 170]                                                       | | GPS sucess | actual_k=8
      35|[-733.3546654880047, -1008.8101685722359, -227.0938420817256, 685.6218778789043, -780.9530127458274, -535.616127634421, 770.090092509985, -244.92541989684105, 1277.2616599202156, 0.1539193838834763, 395.36199791077524, -743.6645054016262, 277.0009991414845, -22.677416384220123, 249.50865729525685, -261.637383381385, -480.9295610487461, -607.0690630022436, -557.0956966876984, -1052.9790637642145, 546.523638151586, 701.1728272885084]| 10.5100822448730469|   2048.00000000|[8419, 1207, 0, 175]                                                       |  | used quadratic model with 276 points | actual_k=8
      36|[-733.3546654880047, -1008.8101685722359, -227.0938420817256, 685.6218778789043, -780.9530127458274, -535.616127634421, 770.090092509985, -244.92541989684105, 1277.2616599202156, 0.1539193838834763, 395.36199791077524, -743.6645054016262, 277.0009991414845, -22.677416384220123, 249.50865729525685, -261.637383381385, -480.9295610487461, -607.0690630022436, -557.0956966876984, -1052.9790637642145, 546.523638151586, 701.1728272885084]| 10.5100822448730469|   1024.00000000|[8659, 1242, 0, 180]                                                       |  | used quadratic model with 276 points | actual_k=8
      37|[-733.3546654880047, -1008.8101685722359, -227.0938420817256, 685.6218778789043, -780.9530127458274, -535.616127634421, 770.090092509985, -244.92541989684105, 1277.2616599202156, 0.1539193838834763, 395.36199791077524, -743.6645054016262, 277.0009991414845, -22.677416384220123, 249.50865729525685, -261.637383381385, -480.9295610487461, -607.0690630022436, -557.0956966876984, -1052.9790637642145, 546.523638151586, 701.1728272885084]| 10.5100822448730469|    512.00000000|[8900, 1276, 0, 185]                                                       |  | used quadratic model with 276 points | actual_k=8
      38|[-733.3546654880047, -1008.8101685722359, -227.0938420817256, 685.6218778789043, -780.9530127458274, -535.616127634421, 770.090092509985, -244.92541989684105, 1277.2616599202156, 0.1539193838834763, 395.36199791077524, -743.6645054016262, 277.0009991414845, -22.677416384220123, 249.50865729525685, -261.637383381385, -480.9295610487461, -607.0690630022436, -557.0956966876984, -1052.9790637642145, 546.523638151586, 701.1728272885084]| 10.5100822448730469|    256.00000000|[9143, 1308, 0, 190]                                                       |  | used quadratic model with 276 points | actual_k=8
      39|[-716.4518391788006, -1049.7305253227241, -189.578438334167, 668.0903398692608, -810.297575276345, -511.06108918227255, 818.3915718495846, -222.18513402342796, 1267.5300038456917, 33.76760117709637, 378.79607421997935, -884.3140873108059, 293.05220191553235, 69.94021362066269, 228.29675658419728, -255.71896592761914, -467.2256101667881, -674.9778688494116, -545.1114246845245, -1083.632225766778, 408.25171127170324, 664.9082055538893]| 10.3300991058349609|    512.00000000|[9385, 1341, 0, 195]                                                       | | GPS sucess | actual_k=8
      40|[-692.6991650760174, -1092.7412141044624, -254.77626090496778, 663.3007590472698, -928.5599043779075, -575.2287527564913, 952.506409496069, -163.84831914305687, 1147.833287537098, -35.648666217923164, 498.7047274792567, -1027.5939945373684, 203.37342231348157, 17.583108365535736, 286.92027266696095, -271.9594368138496, -513.2780736982822, -473.11486225761473, -711.5683948993683, -1247.6874473243952, 486.964914701879, 547.004335924983]| 10.3150119781494141|   1024.00000000|[9625, 1376, 0, 200]                                                       | | GPS sucess | actual_k=8
      41|[-692.6991650760174, -1092.7412141044624, -254.77626090496778, 663.3007590472698, -928.5599043779075, -575.2287527564913, 952.506409496069, -163.84831914305687, 1147.833287537098, -35.648666217923164, 498.7047274792567, -1027.5939945373684, 203.37342231348157, 17.583108365535736, 286.92027266696095, -271.9594368138496, -513.2780736982822, -473.11486225761473, -711.5683948993683, -1247.6874473243952, 486.964914701879, 547.004335924983]| 10.3150119781494141|    512.00000000|[9866, 1410, 0, 205]                                                       |  | used quadratic model with 276 points | actual_k=8
      42|[-692.6991650760174, -1092.7412141044624, -254.77626090496778, 663.3007590472698, -928.5599043779075, -575.2287527564913, 952.506409496069, -163.84831914305687, 1147.833287537098, -35.648666217923164, 498.7047274792567, -1027.5939945373684, 203.37342231348157, 17.583108365535736, 286.92027266696095, -271.9594368138496, -513.2780736982822, -473.11486225761473, -711.5683948993683, -1247.6874473243952, 486.964914701879, 547.004335924983]| 10.3150119781494141|    256.00000000|[10107, 1444, 0, 210]                                                      |  | used quadratic model with 276 points | actual_k=8
      43|[-692.6991650760174, -1092.7412141044624, -254.77626090496778, 663.3007590472698, -928.5599043779075, -575.2287527564913, 952.506409496069, -163.84831914305687, 1147.833287537098, -35.648666217923164, 498.7047274792567, -1027.5939945373684, 203.37342231348157, 17.583108365535736, 286.92027266696095, -271.9594368138496, -513.2780736982822, -473.11486225761473, -711.5683948993683, -1247.6874473243952, 486.964914701879, 547.004335924983]| 10.3150119781494141|    128.00000000|[10346, 1480, 0, 215]                                                      |  | used quadratic model with 276 points | actual_k=8
      44|[-727.9399907290936, -1105.308936425019, -229.59425979107618, 687.1936251819134, -951.7907526902854, -600.6258780006319, 938.4339340627193, -159.5878983438015, 1139.4252665638924, -48.26585943996906, 435.77186996582896, -1038.2939161453396, 209.91550271585584, 46.496552884578705, 261.0711534805596, -295.2249282994453, -496.4494070112705, -513.4878748003393, -729.9804146289825, -1225.185807004571, 475.57752361148596, 498.38085417449474]| 10.2784738540649414|    256.00000000|[10585, 1516, 0, 220]                                                      | | GPS sucess | actual_k=8
